Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition
China,Suzhou,Sector_3,31.33242,120.60485,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.28,67,2.45,Clear
China,Suzhou,Sector_4,31.30807,120.63121,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.54,66,2.45,Clear
China,Dalian,City Center,38.9130495,121.6098013,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-3.03,93,0.0,Clear
China,Dalian,Sector_1,38.88909,121.60513,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-3.43,93,0.0,Clear
China,Dalian,Sector_2,38.9251,121.64096,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-2.92,93,0.0,Clear
China,Dalian,Sector_3,38.87236,121.60017,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-2.83,93,0.0,Clear
China,Dalian,Sector_4,38.87733,121.62079,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-3.29,93,0.0,Clear
China,Ningbo,City Center,29.8622194,121.6203873,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist
China,Ningbo,Sector_1,29.85139,121.64949,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist
China,Ningbo,Sector_2,29.86139,121.64638,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist
China,Ningbo,Sector_3,29.85149,121.65043,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist
China,Ningbo,Sector_4,29.87909,121.59202,5.0,228.73,104.53,24.01,0.0,1846.16,263.38,7.01,81,2.0,Mist
China,Xiamen,City Center,24.4801069,118.0853479,3.0,34.17,8.38,12.46,89.13,249.06,55.53,19.03,63,5.0,Clear
China,Xiamen,Sector_1,24.49086,118.10255,3.0,34.17,8.38,12.46,89.13,249.06,55.53,19.01,63,5.0,Clear
China,Xiamen,Sector_2,24.47852,118.06917,3.0,34.17,8.38,12.46,89.13,249.06,55.53,19.06,63,5.0,Clear
China,Xiamen,Sector_3,24.49519,118.04693,3.0,34.17,8.38,12.46,89.13,249.06,55.53,19.05,63,5.0,Clear
China,Xiamen,Sector_4,24.45824,118.08093,3.0,34.17,8.38,12.46,89.13,249.06,55.53,18.93,63,5.0,Clear
China,Changchun,City Center,43.8844201,125.3180998,5.0,84.97,86.19,63.51,3.69,915.88,104.06,-10.75,73,2.45,Clouds
China,Changchun,Sector_1,43.8984,125.30556,5.0,84.97,86.19,63.51,3.69,915.88,104.06,-10.75,73,2.45,Clouds
China,Changchun,Sector_2,43.86384,125.29423,5.0,84.97,86.19,63.51,3.69,915.88,104.06,-10.74,73,2.43,Clouds
China,Changchun,Sector_3,43.86639,125.30683,5.0,84.97,86.19,63.51,3.69,915.88,104.06,-10.74,73,2.4,Clouds
China,Changchun,Sector_4,43.85506,125.29107,5.0,84.97,86.19,63.51,3.69,915.88,104.06,-10.74,73,2.43,Clouds
China,Taiyuan,City Center,37.8699921,112.5437075,5.0,107.99,53.4,37.65,19.26,828.8,149.03,-3.07,68,0.0,Clear
China,Taiyuan,Sector_1,37.90377,112.54863,5.0,107.99,53.4,37.65,19.26,828.8,149.03,-3.14,68,0.0,Clear
China,Taiyuan,Sector_2,37.87205,112.52802,5.0,107.99,53.4,37.65,19.26,828.8,149.03,-3.04,68,0.0,Clear
China,Taiyuan,Sector_3,37.87027,112.55788,5.0,107.99,53.4,37.65,19.26,828.8,149.03,-3.08,68,0.0,Clear
China,Taiyuan,Sector_4,37.8603,112.53543,5.0,107.99,53.4,37.65,19.26,828.8,149.03,-3.07,68,0.0,Clear
China,Nanning,City Center,22.8193063,108.3627211,5.0,95.69,6.66,6.24,69.87,413.76,101.99,19.26,75,2.6,Clear
China,Nanning,Sector_1,22.80371,108.36505,5.0,95.69,6.66,6.24,69.87,413.76,101.99,18.25,75,2.6,Clear
China,Nanning,Sector_2,22.8145,108.37544,5.0,95.69,6.66,6.24,69.87,413.76,101.99,19.26,75,2.6,Clear
China,Nanning,Sector_3,22.77866,108.3417,5.0,99.28,4.36,6.64,80.44,392.3,104.47,18.19,76,2.58,Clear
China,Nanning,Sector_4,22.7885,108.38755,5.0,99.28,4.36,6.64,80.44,392.3,104.47,17.53,75,2.77,Clear
China,Wuxi,City Center,31.5776626,120.2952752,5.0,247.86,91.85,25.6,0.0,1764.54,288.57,7.51,66,3.5,Clear
China,Wuxi,Sector_1,31.57807,120.33763,5.0,247.86,91.85,25.6,0.0,1764.54,288.57,7.22,68,3.29,Clear
China,Wuxi,Sector_2,31.60753,120.28413,5.0,240.3,92.46,26.02,0.0,1719.56,281.52,7.45,66,3.3,Clear
China,Wuxi,Sector_3,31.54099,120.28453,5.0,247.86,91.85,25.6,0.0,1764.54,288.57,7.56,67,3.72,Clear
China,Wuxi,Sector_4,31.56208,120.30105,5.0,247.86,91.85,25.6,0.0,1764.54,288.57,7.42,68,3.61,Clear
China,Guiyang,City Center,26.6499922,106.6246178,5.0,83.39,17.07,5.25,42.1,740.94,91.51,6.9,91,1.45,Clouds
China,Guiyang,Sector_1,26.6519,106.64451,5.0,83.39,17.07,5.25,42.1,740.94,91.51,7.12,91,1.53,Clouds
China,Guiyang,Sector_2,26.65,106.57717,5.0,94.62,15.15,5.63,50.13,767.69,104.86,7.03,91,1.36,Clouds
China,Guiyang,Sector_3,26.66607,106.58263,5.0,94.62,15.15,5.63,50.13,767.69,104.86,6.79,91,1.36,Clouds
China,Guiyang,Sector_4,26.64612,106.60525,5.0,83.39,17.07,5.25,42.1,740.94,91.51,6.83,91,1.47,Clouds
China,Ürümqi,City Center,43.8244074,87.6139038,3.0,40.53,31.2,3.54,35.95,219.86,63.58,-6.27,80,3.0,Mist
China,Ürümqi,Sector_1,43.81815,87.62616,3.0,40.53,31.2,3.54,35.95,219.86,63.58,-6.54,80,3.0,Mist
China,Ürümqi,Sector_2,43.82516,87.63026,3.0,40.53,31.2,3.54,35.95,219.86,63.58,-6.41,80,3.0,Mist
China,Ürümqi,Sector_3,43.83718,87.56974,3.0,36.87,28.3,3.03,40.23,204.86,57.57,-6.06,80,3.0,Mist
China,Ürümqi,Sector_4,43.82691,87.59614,3.0,36.87,28.3,3.03,40.23,204.86,57.57,-6.21,80,3.0,Mist
China,Fuzhou,City Center,26.0774954,119.2918215,5.0,76.45,40.67,42.9,42.34,582.87,111.39,13.32,73,1.28,Clear
China,Fuzhou,Sector_1,26.11976,119.27978,5.0,76.45,40.67,42.9,42.34,582.87,111.39,12.4,75,1.19,Clear
China,Fuzhou,Sector_2,26.06685,119.3232,5.0,76.45,40.67,42.9,42.34,582.87,111.39,13.31,74,1.35,Clear
China,Fuzhou,Sector_3,26.06895,119.25831,5.0,76.45,40.67,42.9,42.34,582.87,111.39,13.45,72,1.21,Clear
China,Fuzhou,Sector_4,26.04948,119.32092,5.0,76.45,40.67,42.9,42.34,582.87,111.39,13.43,74,1.41,Clear
China,Zibo,City Center,36.8129564,118.0488401,5.0,236.69,85.76,64.14,0.0,2294.69,298.67,4.97,65,1.98,Clear
China,Zibo,Sector_1,36.79072,118.08229,5.0,229.76,82.34,53.68,0.0,2242.38,289.88,4.88,65,1.99,Clear
China,Zibo,Sector_2,36.80416,118.03678,5.0,236.69,85.76,64.14,0.0,2294.69,298.67,4.97,65,1.98,Clear
China,Zibo,Sector_3,36.79322,118.05218,5.0,229.76,82.34,53.68,0.0,2242.38,289.88,4.93,65,1.98,Clear
China,Zibo,Sector_4,36.83504,118.01525,5.0,236.69,85.76,64.14,0.0,2294.69,298.67,5.03,65,1.92,Clear
China,Tangshan,City Center,39.6295951,118.1738712,5.0,146.45,61.43,33.84,0.98,1224.16,179.76,0.19,70,2.45,Clear
China,Tangshan,Sector_1,39.6392,118.22403,5.0,138.29,59.54,24.15,1.46,1140.99,170.13,0.21,69,2.3,Clear
China,Tangshan,Sector_2,39.62538,118.15447,5.0,146.45,61.43,33.84,0.98,1224.16,179.76,0.16,70,2.47,Clear
China,Tangshan,Sector_3,39.65104,118.18393,5.0,146.45,61.43,33.84,0.98,1224.16,179.76,0.11,69,2.32,Clear
China,Tangshan,Sector_4,39.63502,118.13175,5.0,146.45,61.43,33.84,0.98,1224.16,179.76,0.16,70,2.47,Clear
China,Zhongshan,City Center,22.5197073,113.3872302,5.0,161.65,28.23,53.05,87.4,718.13,191.55,20.5,51,1.63,Clear
China,Zhongshan,Sector_1,22.53883,113.37275,5.0,161.65,28.23,53.05,87.4,718.13,191.55,20.59,53,1.75,Clear
China,Zhongshan,Sector_2,22.5194,113.36941,5.0,161.65,28.23,53.05,87.4,718.13,191.55,20.59,53,1.75,Clear
China,Zhongshan,Sector_3,22.48765,113.35594,5.0,161.65,28.23,53.05,87.4,718.13,191.55,20.56,54,1.6,Clear
China,Zhongshan,Sector_4,22.51525,113.37721,5.0,161.65,28.23,53.05,87.4,718.13,191.55,20.56,54,1.6,Clear
China,Baotou,City Center,40.6174777,109.944912,3.0,33.28,14.11,5.78,58.47,231.02,48.98,-5.16,82,3.73,Clouds
China,Baotou,Sector_1,40.59093,109.94755,3.0,33.88,13.23,5.63,58.0,233.84,49.89,-5.06,82,4.36,Clouds
China,Baotou,Sector_2,40.57843,109.95206,3.0,33.88,13.23,5.63,58.0,233.84,49.89,-5.06,82,4.36,Clouds
China,Baotou,Sector_3,40.60497,109.90941,3.0,33.28,14.11,5.78,58.47,231.02,48.98,-5.32,83,3.75,Clouds
China,Baotou,Sector_4,40.62103,109.97676,3.0,33.28,14.11,5.78,58.47,231.02,48.98,-5.16,80,4.02,Clouds
China,Lanzhou,City Center,36.474436,103.733224,4.0,60.36,22.91,12.35,35.51,500.45,70.97,0.07,46,1.37,Clear
China,Lanzhou,Sector_1,36.46918,103.76061,4.0,60.36,22.91,12.35,35.51,500.45,70.97,-0.11,46,1.2,Clear
China,Lanzhou,Sector_2,36.45318,103.75813,4.0,60.36,22.91,12.35,35.51,500.45,70.97,-0.11,46,1.2,Clear
China,Lanzhou,Sector_3,36.44464,103.6971,4.0,60.36,22.91,12.35,35.51,500.45,70.97,-0.41,47,1.03,Clear
China,Lanzhou,Sector_4,36.46691,103.75455,4.0,60.36,22.91,12.35,35.51,500.45,70.97,-0.11,46,1.2,Clear
China,Huai'an,City Center,33.5978169,119.0196971,5.0,138.95,69.2,16.63,0.0,1494.51,175.36,2.99,69,2.64,Clear
China,Huai'an,Sector_1,33.58796,119.01167,5.0,138.95,69.2,16.63,0.0,1494.51,175.36,2.97,69,2.62,Clear
China,Huai'an,Sector_2,33.59585,119.05572,5.0,138.95,69.2,16.63,0.0,1494.51,175.36,3.03,69,2.65,Clear
China,Huai'an,Sector_3,33.61502,119.03156,5.0,131.74,70.56,16.49,0.11,1401.15,166.66,2.99,69,2.64,Clear
China,Huai'an,Sector_4,33.62124,118.98052,5.0,129.61,70.25,14.74,0.04,1343.57,163.05,2.86,69,2.58,Clear
China,Nanchang,City Center,28.6472124,116.0348483,5.0,251.44,63.56,37.51,27.75,1372.54,274.43,11.61,55,4.53,Clear
China,Nanchang,Sector_1,28.64417,116.01952,5.0,251.44,63.56,37.51,27.75,1372.54,274.43,11.61,55,4.53,Clear
China,Nanchang,Sector_2,28.63647,116.06742,5.0,251.44,63.56,37.51,27.75,1372.54,274.43,11.58,56,4.56,Clear
China,Nanchang,Sector_3,28.66067,116.04128,5.0,251.44,63.56,37.51,27.75,1372.54,274.43,11.5,56,4.43,Clear
China,Nanchang,Sector_4,28.67769,116.05054,5.0,251.44,63.56,37.51,27.75,1372.54,274.43,11.5,56,4.43,Clear
China,Daqing,City Center,46.5969028,125.1014811,4.0,55.59,29.72,17.28,21.41,637.85,68.37,-14.07,58,2.57,Clouds
China,Daqing,Sector_1,46.57603,125.08916,4.0,55.59,29.72,17.28,21.41,637.85,68.37,-14.03,58,2.57,Clouds
China,Daqing,Sector_2,46.60219,125.05385,4.0,57.22,31.91,19.33,20.25,653.97,70.19,-14.04,58,2.56,Clouds
China,Daqing,Sector_3,46.61676,125.11244,4.0,57.22,31.91,19.33,20.25,653.97,70.19,-14.15,59,2.59,Clouds
China,Daqing,Sector_4,46.59124,125.16144,4.0,55.59,29.72,17.28,21.41,637.85,68.37,-14.14,58,2.6,Clouds
China,Weifang,City Center,36.7070287,119.1557515,5.0,193.92,74.62,42.95,0.01,1940.2,252.26,1.74,55,3.04,Clear
China,Weifang,Sector_1,36.73276,119.16238,5.0,193.92,74.62,42.95,0.01,1940.2,252.26,1.73,55,3.02,Clear
China,Weifang,Sector_2,36.70662,119.19932,5.0,193.92,74.62,42.95,0.01,1940.2,252.26,1.73,54,2.99,Clear
China,Weifang,Sector_3,36.68789,119.19611,5.0,193.92,74.62,42.95,0.01,1940.2,252.26,1.73,54,2.99,Clear
China,Weifang,Sector_4,36.70645,119.14126,5.0,193.92,74.62,42.95,0.01,1940.2,252.26,1.69,55,3.1,Clear
China,Handan,City Center,36.6107711,114.4857072,5.0,344.8,137.28,62.1,0.0,2454.13,411.08,3.89,58,4.15,Clear
China,Handan,Sector_1,36.59769,114.52186,5.0,392.49,138.33,45.81,0.0,2873.9,463.81,3.85,58,4.36,Clear
China,Handan,Sector_2,36.62516,114.51032,5.0,344.8,137.28,62.1,0.0,2454.13,411.08,3.93,58,4.33,Clear
China,Handan,Sector_3,36.63472,114.51539,5.0,344.8,137.28,62.1,0.0,2454.13,411.08,4.0,57,4.29,Clear
China,Handan,Sector_4,36.61062,114.50451,5.0,344.8,137.28,62.1,0.0,2454.13,411.08,3.93,58,4.33,Clear
China,Luoyang,City Center,34.6196539,112.4477046,5.0,282.73,76.97,25.94,12.31,1444.43,332.86,5.63,54,1.75,Clouds
China,Luoyang,Sector_1,34.60644,112.43723,5.0,282.73,76.97,25.94,12.31,1444.43,332.86,5.63,54,1.75,Clouds
China,Luoyang,Sector_2,34.59657,112.49071,5.0,319.55,89.96,30.07,8.39,1819.86,375.23,5.74,53,1.82,Clouds
China,Luoyang,Sector_3,34.59046,112.42151,5.0,319.55,89.96,30.07,8.39,1819.86,375.23,5.62,54,1.97,Clouds
China,Luoyang,Sector_4,34.62459,112.43622,5.0,282.73,76.97,25.94,12.31,1444.43,332.86,5.63,54,1.75,Clouds
China,Linyi,City Center,35.1032403,118.3506988,5.0,201.19,67.34,21.09,0.0,2018.14,253.81,1.8,64,1.98,Clear
China,Linyi,Sector_1,35.11845,118.37969,5.0,201.19,67.34,21.09,0.0,2018.14,253.81,1.74,64,2.0,Clear
China,Linyi,Sector_2,35.11976,118.40036,5.0,183.79,68.48,21.54,0.06,1863.63,232.8,1.66,65,2.08,Clear
China,Linyi,Sector_3,35.11242,118.3588,5.0,201.19,67.34,21.09,0.0,2018.14,253.81,1.74,64,2.0,Clear
China,Linyi,Sector_4,35.11224,118.35262,5.0,201.19,67.34,21.09,0.0,2018.14,253.81,1.79,64,1.92,Clear
China,Xuzhou,City Center,34.2665258,117.1810431,5.0,196.77,77.44,18.91,0.0,1792.02,239.89,4.75,49,2.61,Clear
China,Xuzhou,Sector_1,34.29074,117.17518,5.0,196.77,77.44,18.91,0.0,1792.02,239.89,4.81,49,2.7,Clear
China,Xuzhou,Sector_2,34.2956,117.18227,5.0,196.77,77.44,18.91,0.0,1792.02,239.89,4.81,49,2.7,Clear
China,Xuzhou,Sector_3,34.26228,117.22143,5.0,194.4,74.87,18.59,0.0,1812.25,238.03,4.46,49,2.61,Clear
China,Xuzhou,Sector_4,34.27512,117.18968,5.0,196.77,77.44,18.91,0.0,1792.02,239.89,4.81,49,2.7,Clear
China,Quanzhou,City Center,25.1901863,118.338717,3.0,37.6,14.75,18.92,78.8,293.76,55.19,16.15,79,1.16,Clear
China,Quanzhou,Sector_1,25.20469,118.32769,3.0,47.38,20.35,18.55,66.43,414.55,68.0,16.13,79,1.33,Clear
China,Quanzhou,Sector_2,25.19136,118.31885,3.0,37.6,14.75,18.92,78.8,293.76,55.19,16.29,79,1.06,Clear
China,Quanzhou,Sector_3,25.20903,118.35717,3.0,47.38,20.35,18.55,66.43,414.55,68.0,16.06,78,1.45,Clear
China,Quanzhou,Sector_4,25.21817,118.34127,3.0,47.38,20.35,18.55,66.43,414.55,68.0,16.13,79,1.33,Clear
China,Changzhou,City Center,31.8122623,119.9691539,5.0,212.12,86.14,21.05,0.0,1590.69,250.97,7.05,65,2.79,Clear
China,Changzhou,Sector_1,31.81519,119.93005,5.0,212.12,86.14,21.05,0.0,1590.69,250.97,7.0,65,2.88,Clear
China,Changzhou,Sector_2,31.77512,119.98274,5.0,226.84,83.28,17.6,0.0,1541.55,265.0,7.16,64,2.77,Clear
China,Changzhou,Sector_3,31.78274,119.9706,5.0,226.84,83.28,17.6,0.0,1541.55,265.0,7.16,64,2.77,Clear
China,Changzhou,Sector_4,31.7949,119.93147,5.0,226.84,83.28,17.6,0.0,1541.55,265.0,7.0,65,2.88,Clear
China,Nantong,City Center,31.9827896,120.8904588,5.0,191.38,102.88,73.73,0.0,1929.31,234.74,6.74,71,3.13,Clear
China,Nantong,Sector_1,32.00373,120.84487,5.0,155.98,97.57,73.8,0.0,1720.63,196.12,6.83,70,3.15,Clear
China,Nantong,Sector_2,31.96695,120.93604,5.0,191.38,102.88,73.73,0.0,1929.31,234.74,6.3,72,2.94,Clear
China,Nantong,Sector_3,32.0157,120.90115,5.0,155.98,97.57,73.8,0.0,1720.63,196.12,6.27,72,2.87,Clear
China,Nantong,Sector_4,31.99664,120.92605,5.0,191.38,102.88,73.73,0.0,1929.31,234.74,6.17,72,2.85,Clear
Germany,Berlin,City Center,52.5173885,13.3951309,3.0,29.8,23.09,2.17,29.7,303.0,33.88,3.73,87,3.6,Clear
Germany,Berlin,Sector_1,52.50543,13.3629,3.0,30.38,23.96,2.2,27.88,307.6,34.53,3.64,88,3.6,Clear
Germany,Berlin,Sector_2,52.48993,13.40803,3.0,29.8,23.09,2.17,29.7,303.0,33.88,3.5,87,3.6,Clear
Germany,Berlin,Sector_3,52.47975,13.42358,3.0,29.8,23.09,2.17,29.7,303.0,33.88,3.37,87,3.6,Clear
Germany,Berlin,Sector_4,52.54168,13.43348,3.0,29.8,23.09,2.17,29.7,303.0,33.88,3.69,87,3.6,Clear
Germany,Hamburg,City Center,53.550341,10.000654,2.0,23.47,31.65,4.64,19.67,303.07,31.75,7.94,85,3.09,Clouds
Germany,Hamburg,Sector_1,53.57411,9.94842,2.0,23.28,32.96,4.94,18.08,307.61,31.97,7.97,85,3.09,Clouds
Germany,Hamburg,Sector_2,53.51493,10.0267,2.0,23.47,31.65,4.64,19.67,303.07,31.75,8.05,85,3.09,Clouds
Germany,Hamburg,Sector_3,53.57549,9.96432,2.0,23.28,32.96,4.94,18.08,307.61,31.97,8.02,85,3.09,Clouds
Germany,Hamburg,Sector_4,53.5434,9.95982,2.0,23.28,32.96,4.94,18.08,307.61,31.97,8.06,85,3.09,Clouds
Germany,Munich,City Center,48.1371079,11.5753822,1.0,3.16,10.04,0.52,58.32,207.0,3.56,8.11,86,0.45,Clouds
Germany,Munich,Sector_1,48.16991,11.61779,1.0,4.93,14.29,0.82,56.19,265.78,5.44,8.27,86,0.66,Clouds
Germany,Munich,Sector_2,48.16777,11.55845,1.0,3.16,10.04,0.52,58.32,207.0,3.56,8.1,84,0.69,Clouds
Germany,Munich,Sector_3,48.14856,11.60626,1.0,4.93,14.29,0.82,56.19,265.78,5.44,8.07,87,0.65,Clouds
Germany,Munich,Sector_4,48.15492,11.54347,1.0,3.16,10.04,0.52,58.32,207.0,3.56,8.05,84,0.45,Clouds
Germany,Cologne,City Center,50.938361,6.959974,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.79,80,2.06,Clouds
Germany,Cologne,Sector_1,50.94211,6.97478,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.86,80,2.06,Clouds
Germany,Cologne,Sector_2,50.94786,6.92569,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.75,80,2.06,Clouds
Germany,Cologne,Sector_3,50.91674,6.9352,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.78,80,2.06,Clouds
Germany,Cologne,Sector_4,50.93053,6.97878,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.86,80,2.06,Clouds
Germany,Frankfurt,City Center,50.1106444,8.6820917,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.18,92,0.51,Clouds
Germany,Frankfurt,Sector_1,50.11276,8.6984,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.17,93,0.51,Clouds
Germany,Frankfurt,Sector_2,50.09835,8.61541,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.34,92,0.51,Clouds
Germany,Frankfurt,Sector_3,50.10689,8.70413,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.17,93,0.51,Clouds
Germany,Frankfurt,Sector_4,50.12343,8.72754,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.12,93,0.51,Clouds
Germany,Stuttgart,City Center,48.7784485,9.1800132,3.0,36.52,47.6,3.09,5.7,739.93,40.5,7.46,82,0.51,Clouds
Germany,Stuttgart,Sector_1,48.74025,9.20357,3.0,33.54,45.59,3.05,6.06,692.83,37.36,6.13,82,0.51,Clouds
Germany,Stuttgart,Sector_2,48.81661,9.15627,3.0,31.22,44.8,2.16,9.52,611.14,34.41,7.49,81,0.51,Clouds
Germany,Stuttgart,Sector_3,48.7879,9.22456,3.0,33.54,45.59,3.05,6.06,692.83,37.36,7.76,81,0.51,Clouds
Germany,Stuttgart,Sector_4,48.74161,9.16504,3.0,36.52,47.6,3.09,5.7,739.93,40.5,6.47,79,0.51,Clouds
Germany,Düsseldorf,City Center,51.2254018,6.7763137,1.0,9.22,15.46,0.88,27.62,227.53,11.6,8.73,82,4.12,Clear
Germany,Düsseldorf,Sector_1,51.24442,6.78686,1.0,9.22,15.46,0.88,27.62,227.53,11.6,8.7,82,4.12,Clear
Germany,Düsseldorf,Sector_2,51.21315,6.80702,1.0,9.01,16.29,0.91,29.92,229.8,11.42,8.72,83,4.12,Clear
Germany,Düsseldorf,Sector_3,51.21657,6.78911,1.0,9.22,15.46,0.88,27.62,227.53,11.6,8.73,82,4.12,Clear
Germany,Düsseldorf,Sector_4,51.2271,6.7283,1.0,9.22,15.46,0.88,27.62,227.53,11.6,8.87,83,4.12,Clear
Germany,Leipzig,City Center,51.3406321,12.3747329,3.0,30.14,23.3,1.61,34.11,324.85,33.44,5.46,81,5.66,Clear
Germany,Leipzig,Sector_1,51.33983,12.42877,3.0,29.21,22.6,1.51,34.06,319.52,32.31,5.95,80,5.66,Clear
Germany,Leipzig,Sector_2,51.31792,12.34704,3.0,30.14,23.3,1.61,34.11,324.85,33.44,5.92,80,5.66,Clear
Germany,Leipzig,Sector_3,51.35784,12.37202,3.0,30.14,23.3,1.61,34.11,324.85,33.44,5.84,80,5.66,Clear
Germany,Leipzig,Sector_4,51.33711,12.31495,3.0,30.14,23.3,1.61,34.11,324.85,33.44,5.78,80,5.66,Clear
Germany,Dortmund,City Center,51.5142273,7.4652789,1.0,7.18,14.25,0.79,37.66,219.83,9.44,9.61,80,3.6,Clouds
Germany,Dortmund,Sector_1,51.51458,7.42087,1.0,7.18,14.25,0.79,37.66,219.83,9.44,9.64,80,3.6,Clouds
Germany,Dortmund,Sector_2,51.5505,7.46916,1.0,7.18,14.25,0.79,37.66,219.83,9.44,9.65,80,3.6,Clouds
Germany,Dortmund,Sector_3,51.50101,7.47303,1.0,7.18,14.25,0.79,37.66,219.83,9.44,9.44,80,3.6,Clouds
Germany,Dortmund,Sector_4,51.51613,7.42612,1.0,7.18,14.25,0.79,37.66,219.83,9.44,9.65,80,3.6,Clouds
Germany,Essen,City Center,51.4582235,7.0158171,1.0,6.48,11.78,0.68,40.04,203.99,8.38,9.28,84,1.34,Clouds
Germany,Essen,Sector_1,51.41657,7.04211,1.0,6.48,11.78,0.68,40.04,203.99,8.38,8.49,84,0.45,Clouds
Germany,Essen,Sector_2,51.44675,7.02813,1.0,6.48,11.78,0.68,40.04,203.99,8.38,8.74,85,0.45,Clouds
Germany,Essen,Sector_3,51.47456,7.01535,1.0,6.48,11.78,0.68,40.04,203.99,8.38,9.04,84,0.45,Clouds
Germany,Essen,Sector_4,51.48203,7.05034,1.0,6.48,11.78,0.68,40.04,203.99,8.38,9.24,84,0.45,Clouds
Germany,Bremen,City Center,53.0758196,8.8071646,2.0,21.72,38.93,7.07,13.13,327.99,31.83,8.86,88,3.6,Clouds
Germany,Bremen,Sector_1,53.07615,8.83293,2.0,21.72,38.93,7.07,13.13,327.99,31.83,8.92,88,3.6,Clouds
Germany,Bremen,Sector_2,53.09296,8.75461,2.0,22.01,40.81,7.51,10.68,336.8,32.56,8.88,90,3.6,Clouds
Germany,Bremen,Sector_3,53.04277,8.84683,2.0,21.72,38.93,7.07,13.13,327.99,31.83,8.95,87,3.6,Clouds
Germany,Bremen,Sector_4,53.08868,8.75162,2.0,22.01,40.81,7.51,10.68,336.8,32.56,8.88,90,3.6,Clouds
Germany,Dresden,City Center,51.0493286,13.7381437,3.0,31.57,22.32,1.52,31.27,328.22,34.87,3.2,75,3.09,Clear
Germany,Dresden,Sector_1,51.05676,13.74948,3.0,31.57,22.32,1.52,31.27,328.22,34.87,3.25,75,3.09,Clear
Germany,Dresden,Sector_2,51.04192,13.72002,3.0,31.57,22.32,1.52,31.27,328.22,34.87,3.11,75,3.09,Clear
Germany,Dresden,Sector_3,51.03523,13.68764,3.0,31.57,22.32,1.52,31.27,328.22,34.87,2.79,75,3.09,Clear
Germany,Dresden,Sector_4,51.03591,13.7771,3.0,31.57,22.32,1.52,31.27,328.22,34.87,3.28,75,3.09,Clear
Germany,Hanover,City Center,52.3744779,9.7385532,3.0,27.8,36.2,1.65,21.01,347.61,33.06,8.79,81,2.06,Clouds
Germany,Hanover,Sector_1,52.36087,9.76443,3.0,27.8,36.2,1.65,21.01,347.61,33.06,8.86,81,2.06,Clouds
Germany,Hanover,Sector_2,52.33801,9.72483,3.0,27.8,36.2,1.65,21.01,347.61,33.06,8.77,81,2.06,Clouds
Germany,Hanover,Sector_3,52.3631,9.7309,3.0,27.8,36.2,1.65,21.01,347.61,33.06,8.82,81,2.06,Clouds
Germany,Hanover,Sector_4,52.37082,9.69607,3.0,27.8,36.2,1.65,21.01,347.61,33.06,8.75,81,2.06,Clouds
Germany,Nuremberg,City Center,49.453872,11.077298,2.0,22.83,28.39,1.59,20.2,332.38,25.09,5.02,75,2.57,Clear
Germany,Nuremberg,Sector_1,49.4467,11.0905,2.0,22.83,28.39,1.59,20.2,332.38,25.09,4.95,75,2.57,Clear
Germany,Nuremberg,Sector_2,49.47008,11.06691,2.0,22.83,28.39,1.59,20.2,332.38,25.09,4.98,75,2.57,Clear
Germany,Nuremberg,Sector_3,49.46074,11.05767,2.0,22.83,28.39,1.59,20.2,332.38,25.09,4.97,75,2.57,Clear
Germany,Nuremberg,Sector_4,49.48568,11.03297,2.0,22.83,28.39,1.59,20.2,332.38,25.09,5.05,76,2.57,Clear
Germany,Duisburg,City Center,51.434999,6.759562,1.0,7.68,10.82,0.76,37.2,205.87,9.62,8.44,82,4.12,Clear
Germany,Duisburg,Sector_1,51.46409,6.80724,1.0,7.08,11.3,0.72,38.63,204.93,9.0,8.48,84,4.12,Clear
Germany,Duisburg,Sector_2,51.41782,6.72475,1.0,7.68,10.82,0.76,37.2,205.87,9.62,8.48,83,4.12,Clear
Germany,Duisburg,Sector_3,51.43723,6.6903,1.0,7.68,10.82,0.76,37.2,205.87,9.62,8.5,83,4.12,Clear
