City,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Recycling_Count,Green_Area_Count
Radhan,35,0,0,0,0,0,0
Radaur,80,1,0,0,0,0,0
Phulabani,14,0,0,0,0,0,2
Presidente Dutra,224,0,0,0,0,0,0
Rajgir,40,0,1,0,0,0,1
Qinzhou,277,4,1,0,0,0,13
Radovis,284,2,0,0,0,0,10
Ramacca,347,0,1,0,0,0,0
Punta Gorda,333,7,0,0,0,0,15
Qalyub,1693,0,0,0,0,0,0
Pindobacu,177,0,0,0,0,0,1
Puttlingen,135,2,34,0,0,1,144
Pinheiral,452,1,0,0,0,0,2
Pingyin,197,8,0,1,0,0,3
Priolo Gargallo,606,5,8,0,0,1,3
Piravam,104,4,30,0,0,0,0
Raalte,416,5,103,0,0,2,199
Pimpri,1556,8,1,0,0,0,0
Praskoveya,558,6,2,0,28,0,158
Plato,35,1,20,0,0,0,52
Porecatu,306,2,0,0,0,0,3
Puurs,369,9,151,0,0,13,439
Poiana Mare,125,8,3,0,0,0,2
Port Neches,267,5,0,0,0,0,1
Polevskoy,175,6,3,0,0,0,64
Portales,374,10,4,0,0,0,2
Przasnysz,389,75,351,0,2,0,489
Punaauia,664,0,0,3,1,0,6
Dalinghe,41,1,0,0,0,0,0
Piaseczno,852,148,97,2,14,2,799
Phoenix,1257,24,0,0,146,5,0
Pontianak,1645,5,2,0,0,0,17
Raismes,629,21,26,0,0,2,94
Darbhanga,104,0,0,0,0,0,0
Port Talbot,631,26,0,0,0,0,31
Port Elizabeth,949,5,0,0,0,1,19
Dhadar,57,0,0,0,0,0,0
Pyatigorsk,426,12,2,0,10,9,114
Dharmapuri,33,0,0,0,0,0,0
Pouso Alegre,1375,6,2,0,0,0,48
Digri,63,0,0,0,0,0,0
Pontarlier,874,8,31,1,2,185,161
Deming,450,1,0,0,0,0,0
Destin,260,0,0,0,1,0,20
Denton,491,3,0,0,3,3,13
Deinze,648,13,75,0,0,2,235
Dar Es Salaam,747,16,4,1,1,0,163
Pori,915,14,7,0,3,6,105
Pontiac,906,30,0,0,0,0,3
Dekernes,1399,0,0,0,0,0,0
Dipolog,317,5,3,0,0,0,6
Green Valley,66,0,0,0,0,0,5
Delmas,1367,14,0,3,2,1,16
Dayton,939,22,0,0,10,6,25
Grandville,13,7,2,0,0,0,4
Guamo,373,1,1,0,0,0,73
Dobele,218,35,9,0,0,0,104
Post Falls,367,2,16,0,0,0,191
Greendale,637,32,0,0,0,0,71
Dinsor,1648,4,0,0,3,2,41
Dalnegorsk,51,10,0,0,0,0,7
Grudziadz,765,36,34,0,7,17,77
Grave,520,4,160,0,0,3,305
Guelengdeng,99,0,0,0,0,0,0
Guiset,63,0,0,0,0,0,0
Gyanpur,15,0,0,0,0,0,0
Harrison,139,1,0,0,0,0,20
Harur,188,0,0,0,0,0,1
Gukovo,288,24,7,0,1,0,44
Hidrolandia,453,3,0,0,0,0,22
Hazelwood,479,3,0,0,1,0,10
Tay Ninh,182,0,0,0,0,0,0
Hangzhou,566,0,0,0,0,0,62
Guildford,898,3,58,0,0,16,115
Tekkali,251,1,1,0,0,0,0
Hemel Hempstead,1204,11,28,0,2,18,193
Teodoro Sampaio,92,0,0,0,0,0,0
Heddesheim,374,4,20,3,6,1,33
Teano,147,0,0,1,0,0,12
Hasbergen,395,6,136,2,0,11,299
Heiligenhaus,550,17,43,1,0,18,252
Taybad,767,0,0,0,0,0,0
Tequila,1,0,0,0,0,0,0
Thai Nguyen,13,0,0,0,0,0,0
Tauranga,439,37,3,0,0,0,46
Tawzar,1353,1,0,0,0,0,0
Taunton,2028,16,67,0,4,5,145
Harrislee,504,1,46,0,0,9,169
Haubourdin,1326,29,46,0,0,38,112
Hicksville,1115,9,0,0,0,0,68
Teramo,810,2,1,0,0,0,12
Tepeaca,676,0,4,0,0,0,0
Havre De Grace,1515,3,0,0,5,117,23
Haiger,141,4,0,0,0,10,24
Guardiagrele,303,19,317,0,0,2,774
Jahanabad,6,0,1,0,0,0,0
Toboso,39,0,1,0,0,0,0
Jasaan,137,3,6,0,0,0,0
Tidore,375,2,3,0,0,0,5
Itarantim,217,0,0,0,0,0,0
Izberbash,249,0,0,0,0,0,0
Izalco,426,3,18,0,0,0,19
Tianjin,547,5,0,0,0,0,40
Jaguaquara,657,0,0,0,0,0,0
Tinjah,112,1,53,0,0,0,132
Jarocin,574,34,25,0,0,0,72
Itumbiara,1255,2,1,0,0,0,4
Jambol,690,131,0,0,0,0,13
Jabalpur,1476,1,0,0,0,0,2
Tokorozawa,1787,4,164,0,15,7,33
Indang,274,9,0,0,0,0,7
Itagi,239,0,0,0,0,0,2
Itambe,357,0,0,0,0,0,0
Totonicapan,112,0,0,0,0,0,0
Itaitinga,338,2,0,0,0,0,15
Toluca,2352,7,0,0,0,12,7
Ilobu,723,0,0,0,0,0,0
Iseyin,784,0,0,0,0,0,11
Torit,343,0,0,0,0,0,0
Two Rivers,250,14,0,0,0,0,5
Tuyen Quang,279,0,0,0,0,0,0
Ixtaczoquitlan,91,5,2,0,0,0,1
Trujillo Alto,549,0,0,0,0,0,6
Timisoara,1781,27,0,0,1,215,47
Imatra,511,6,28,0,3,4,106
Tunceli,0,0,0,0,0,0,4
Tullamore,475,19,147,0,0,3,20
Udupi,126,0,0,0,0,0,4
Isla,1008,12,11,0,7,37,79
Itapemirim,324,3,11,0,0,0,47
Trenton,1081,26,0,1,2,3,44
Izazi,0,0,0,0,0,0,0
Xiangdong,9,1,0,0,0,0,0
Yanacancha,24,0,0,0,0,0,0
Xiaoweizhai,51,1,0,0,0,0,1
Xushan,93,7,2,0,0,0,0
Wilmette,420,2,0,0,1,0,17
Wulanhaote,154,1,0,0,0,0,2
Yangambi,31,0,0,0,0,0,0
Willowbrook,1099,15,0,0,0,0,0
Yancheng,143,2,0,0,0,0,2
Yangliuqing,155,0,2,0,0,0,3
Yanggu,89,6,0,0,0,0,0
Woodhaven,501,11,3,0,0,0,24
Yankton,206,1,4,0,0,0,0
Yanji,5,0,0,0,0,0,1
West Carrollton City,175,1,23,0,0,0,11
Tysons Corner,1249,10,0,0,2,2,98
Itapissuma,314,0,0,0,0,0,7
Wil,24,2,81,1,0,0,44
Wicklow,536,4,6,0,0,2,34
Wenden,415,34,26,0,7,2,106
Wolf Trap,383,4,1,0,0,0,48
Tyukalinsk,162,2,0,0,1,0,140
Indaial,750,7,1,0,0,0,65
Whitehorse,250,4,0,0,10,2,89
Wetteren,516,14,150,0,1,19,468
Umaria,11,0,6,0,0,0,4
Fox Lake,307,2,0,0,0,0,2
Friendly,285,2,0,1,0,0,28
Glubokiy,184,11,8,0,0,0,21
Frederikssund,616,5,36,0,2,1,99
Geraldton,601,22,0,0,0,0,1
Fuzhou,676,1,0,0,0,0,3
Golborne,800,17,92,0,0,1,86
Fuldatal,299,3,68,1,0,8,125
Galashiels,383,17,14,0,1,0,243
Furano,300,1,9,0,0,0,22
Williamsport,522,2,2,0,0,0,14
Geertruidenberg,760,8,83,0,0,12,210
Girardot,1478,1,0,0,0,0,18
Garowe,639,0,5,0,0,0,3
Govindgarh,153,0,0,0,0,0,3
Garbsen,851,9,43,0,0,19,94
Grand Lahou,171,0,0,0,0,0,0
Wildeshausen,499,22,42,0,0,17,277
Idanre,1,0,4,0,0,0,0
Iglesias,50,0,1,0,0,5,2
Huruta,153,0,0,0,0,0,0
Huaicheng,180,0,4,0,0,0,0
Germersheim,381,9,15,0,0,2,109
Ihlow,133,1,58,0,0,0,98
Sungaipenuh,153,1,18,0,0,0,0
Gangelt,414,1,72,0,1,5,193
Gondomar,1244,9,107,0,0,5,137
Suvorovskaya,298,1,6,0,0,0,17
Holly Springs,577,0,0,1,10,0,77
Hoganas,414,4,23,0,0,1,20
Hoffman Estates,797,2,0,0,0,0,80
Sungai Kolok,594,0,0,0,0,0,5
Iizuka,1091,5,35,0,0,0,30
Tal,6,0,1,0,0,0,0
Talacogon,47,0,0,0,0,0,0
Tafresh,605,2,0,0,0,0,1
Foz Do Iguacu,624,1,0,0,0,1,2637
Swiecie,410,13,39,0,14,0,25
Takahashi,241,0,0,0,0,0,13
Taldom,205,14,7,0,0,0,23
Goryachevodskiy,0,0,0,0,0,0,0
Takahagi,409,3,19,0,0,0,25
Talgar,490,0,108,0,0,0,34
Tadepallegudem,1162,1,0,0,0,0,1
Holzminden,166,0,116,0,0,5,206
Tagaytay,679,2,4,0,0,1,9
