id,lat,lon,aqi,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,wind_deg,weather_desc,roads,industrial,farmland,dump
pt_01596,20.444796,83.482611,84.0,84.0,55.0,8.4,8.2,5.7,10.6,26.69,25.0,1.34,10.0,clear sky,0,0,0,0
pt_01597,20.444796,83.722286,84.0,84.0,55.0,8.4,8.2,5.7,10.6,25.91,27.0,1.81,339.0,clear sky,0,0,0,0
pt_01598,20.444796,83.961961,156.0,156.0,98.0,19.6,36.2,15.4,7.0,23.88,27.0,2.51,336.0,clear sky,0,0,0,0
pt_01599,20.444796,84.201637,156.0,156.0,98.0,19.6,36.2,15.4,7.0,24.22,26.0,2.88,341.0,clear sky,0,0,0,0
pt_01600,20.444796,84.441312,156.0,156.0,98.0,19.6,36.2,15.4,7.0,23.68,25.0,2.88,1.0,clear sky,0,0,0,0
pt_01601,20.444796,84.680987,156.0,156.0,98.0,19.6,36.2,15.4,7.0,24.05,26.0,2.95,337.0,clear sky,0,0,0,0
pt_01602,20.444796,84.920662,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.9,24.0,1.65,324.0,clear sky,0,0,0,0
pt_01603,20.444796,85.160337,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.76,25.0,2.02,31.0,clear sky,0,0,0,0
pt_01604,20.444796,85.400012,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.53,29.0,2.88,26.0,clear sky,0,0,0,0
pt_01605,20.444796,85.639687,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.05,29.0,2.21,342.0,clear sky,0,0,0,0
pt_01606,20.444796,85.879362,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.18,27.0,1.9,349.0,clear sky,7,0,0,0
pt_01607,20.444796,86.119038,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.41,26.0,2.16,13.0,clear sky,0,0,0,0
pt_01608,20.444796,86.358713,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.53,24.0,1.76,9.0,clear sky,0,0,0,0
pt_01609,20.444796,86.598388,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.43,30.0,3.03,72.0,clear sky,0,0,0,0
pt_01610,20.669374,72.943957,59.0,59.0,35.0,2.1,12.7,,9.8,29.42,28.0,3.37,323.0,clear sky,2,1,0,0
pt_01611,20.669374,73.183985,59.0,59.0,35.0,2.1,12.7,,9.8,32.01,14.0,2.19,328.0,clear sky,6,0,0,0
pt_01612,20.669374,73.424012,59.0,59.0,35.0,2.1,12.7,,9.8,30.43,14.0,2.76,297.0,clear sky,0,0,0,0
pt_01613,20.669374,73.66404,88.0,88.0,86.0,1.8,8.7,4.1,26.7,31.4,12.0,0.35,239.0,clear sky,1,0,0,0
pt_01614,20.669374,73.904068,88.0,88.0,86.0,1.8,8.7,4.1,26.7,26.15,13.0,2.16,105.0,clear sky,0,0,0,0
pt_01615,20.669374,74.144095,88.0,88.0,86.0,1.8,8.7,4.1,26.7,27.0,12.0,2.41,94.0,clear sky,4,0,0,0
pt_01616,20.669374,74.384123,88.0,88.0,86.0,1.8,8.7,4.1,26.7,27.84,12.0,2.61,88.0,clear sky,3,0,0,0
pt_01617,20.669374,74.624151,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.1,13.0,3.08,74.0,clear sky,0,0,0,0
pt_01618,20.669374,74.864178,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.04,13.0,3.33,63.0,clear sky,10,0,0,0
pt_01619,20.669374,75.104206,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.26,14.0,3.03,49.0,clear sky,1,0,0,0
pt_01620,20.669374,75.344234,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.69,14.0,2.94,42.0,clear sky,74,0,0,0
pt_01621,20.669374,75.584262,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.34,14.0,3.13,47.0,clear sky,1,0,0,0
pt_01622,20.669374,75.824289,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.01,14.0,3.08,52.0,clear sky,0,0,0,0
pt_01623,20.669374,76.064317,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.3,15.0,2.96,53.0,clear sky,1,0,0,0
pt_01624,20.669374,76.304345,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.37,16.0,2.65,52.0,clear sky,0,0,0,0
pt_01625,20.669374,76.544372,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.46,16.0,2.41,54.0,clear sky,4,0,0,0
pt_01626,20.669374,76.7844,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.6,16.0,2.09,51.0,clear sky,22,0,0,0
pt_01627,20.669374,77.024428,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.6,16.0,2.11,45.0,clear sky,127,0,0,0
pt_01628,20.669374,77.264455,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.4,17.0,2.11,36.0,clear sky,1,0,0,0
pt_01629,20.669374,77.504483,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.23,19.0,1.9,38.0,clear sky,0,0,0,0
pt_01630,20.669374,77.744511,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.09,20.0,1.82,70.0,clear sky,1,0,0,0
pt_01631,20.669374,77.984539,40.0,38.0,40.0,12.0,15.1,5.0,9.8,27.94,20.0,1.84,78.0,clear sky,3,0,0,0
pt_01632,20.669374,78.224566,65.0,65.0,56.0,16.5,50.5,1.1,17.3,27.99,20.0,1.67,86.0,clear sky,2,0,0,0
pt_01633,20.669374,78.464594,65.0,65.0,56.0,16.5,50.5,1.1,17.3,28.15,19.0,1.91,84.0,clear sky,5,0,0,0
pt_01634,20.669374,78.704622,65.0,65.0,56.0,16.5,50.5,1.1,17.3,28.01,19.0,2.25,65.0,clear sky,6,0,0,0
pt_01635,20.669374,78.944649,65.0,65.0,56.0,16.5,50.5,1.1,17.3,27.92,20.0,2.57,43.0,clear sky,0,0,0,0
pt_01636,20.669374,79.184677,65.0,65.0,56.0,16.5,50.5,1.1,17.3,27.4,21.0,2.74,32.0,clear sky,0,0,0,0
pt_01637,20.669374,79.424705,65.0,65.0,56.0,16.5,50.5,1.1,17.3,26.89,23.0,2.69,30.0,clear sky,0,0,0,0
pt_01638,20.669374,79.664732,65.0,65.0,56.0,16.5,50.5,1.1,17.3,26.69,24.0,2.31,17.0,clear sky,0,0,0,0
pt_01639,20.669374,79.90476,138.0,138.0,55.0,6.9,3.7,7.4,7.6,27.11,24.0,2.01,345.0,clear sky,1,0,0,0
pt_01640,20.669374,80.144788,138.0,138.0,55.0,6.9,3.7,7.4,7.6,28.11,20.0,1.94,326.0,clear sky,1,0,0,0
pt_01641,20.669374,80.384815,132.0,132.0,65.0,7.9,3.6,3.9,5.8,28.02,20.0,1.65,26.0,clear sky,0,0,0,0
pt_01642,20.669374,80.624843,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.25,24.0,2.61,43.0,clear sky,0,0,0,0
pt_01643,20.669374,80.864871,132.0,132.0,65.0,7.9,3.6,3.9,5.8,25.84,23.0,2.48,17.0,clear sky,0,0,0,0
pt_01644,20.669374,81.104899,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.36,22.0,2.48,21.0,clear sky,0,0,0,0
pt_01645,20.669374,81.344926,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.48,22.0,2.41,15.0,clear sky,2,0,0,0
pt_01646,20.669374,81.584954,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.51,22.0,2.59,18.0,clear sky,1,0,0,0
pt_01647,20.669374,81.824982,132.0,132.0,65.0,7.9,3.6,3.9,5.8,25.93,23.0,2.58,14.0,clear sky,0,0,0,0
pt_01648,20.669374,82.065009,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.04,23.0,2.46,1.0,clear sky,3,0,0,0
pt_01649,20.669374,82.305037,132.0,132.0,65.0,7.9,3.6,3.9,5.8,26.17,23.0,2.6,358.0,clear sky,0,0,0,0
pt_01650,20.669374,82.545065,132.0,132.0,65.0,7.9,3.6,3.9,5.8,25.43,25.0,2.98,8.0,clear sky,0,0,0,0
pt_01651,20.669374,82.785092,132.0,132.0,65.0,7.9,3.6,3.9,5.8,24.75,26.0,2.39,352.0,clear sky,0,0,0,0
pt_01652,20.669374,83.02512,84.0,84.0,55.0,8.4,8.2,5.7,10.6,26.03,25.0,1.89,6.0,clear sky,0,0,0,0
pt_01653,20.669374,83.265148,84.0,84.0,55.0,8.4,8.2,5.7,10.6,26.52,24.0,2.15,353.0,clear sky,6,0,0,0
pt_01654,20.669374,83.505176,84.0,84.0,55.0,8.4,8.2,5.7,10.6,26.52,24.0,2.11,6.0,clear sky,3,0,0,0
pt_01655,20.669374,83.745203,84.0,84.0,55.0,8.4,8.2,5.7,10.6,26.38,26.0,1.85,351.0,clear sky,0,0,0,0
pt_01656,20.669374,83.985231,84.0,84.0,55.0,8.4,8.2,5.7,10.6,25.98,26.0,2.09,329.0,clear sky,0,0,0,0
pt_01657,20.669374,84.225259,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.04,26.0,1.82,324.0,clear sky,0,0,0,0
pt_01658,20.669374,84.465286,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.0,27.0,2.14,339.0,clear sky,0,0,0,0
pt_01659,20.669374,84.705314,156.0,156.0,98.0,19.6,36.2,15.4,7.0,23.51,27.0,2.44,306.0,clear sky,0,0,0,0
pt_01660,20.669374,84.945342,156.0,156.0,98.0,19.6,36.2,15.4,7.0,25.25,25.0,1.95,350.0,clear sky,0,0,0,0
pt_01661,20.669374,85.185369,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.62,27.0,2.66,8.0,clear sky,0,0,0,0
pt_01662,20.669374,85.425397,156.0,156.0,98.0,19.6,36.2,15.4,7.0,25.86,29.0,2.03,348.0,clear sky,0,0,0,0
pt_01663,20.669374,85.665425,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.39,29.0,1.69,322.0,clear sky,3,0,0,0
pt_01664,20.669374,85.905452,156.0,156.0,98.0,19.6,36.2,15.4,7.0,26.11,28.0,1.33,320.0,clear sky,0,0,0,0
pt_01665,20.669374,86.14548,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.15,26.0,1.22,346.0,clear sky,0,0,0,0
pt_01666,20.669374,86.385508,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.51,23.0,1.7,355.0,clear sky,3,0,0,0
pt_01667,20.669374,86.625536,156.0,156.0,98.0,19.6,36.2,15.4,7.0,27.17,24.0,2.48,44.0,clear sky,0,0,0,0
pt_01668,20.669374,86.865563,156.0,156.0,98.0,19.6,36.2,15.4,7.0,24.78,34.0,3.95,63.0,clear sky,1,0,0,0
pt_01669,20.893952,70.547253,59.0,59.0,35.0,2.1,12.7,,9.8,27.7,33.0,3.26,206.0,clear sky,9,0,0,0
pt_01670,20.893952,70.787638,59.0,59.0,35.0,2.1,12.7,,9.8,30.36,20.0,1.97,134.0,clear sky,3,0,0,0
pt_01671,20.893952,71.028023,59.0,59.0,35.0,2.1,12.7,,9.8,29.87,22.0,3.41,107.0,clear sky,0,0,0,0
pt_01672,20.893952,71.268408,59.0,59.0,35.0,2.1,12.7,,9.8,27.87,35.0,4.44,108.0,clear sky,0,0,0,0
pt_01673,20.893952,72.951103,59.0,59.0,35.0,2.1,12.7,,9.8,29.61,27.0,2.13,326.0,clear sky,16,0,0,0
pt_01674,20.893952,73.191488,59.0,59.0,35.0,2.1,12.7,,9.8,31.9,14.0,1.49,341.0,clear sky,1,0,0,0
pt_01675,20.893952,73.431873,59.0,59.0,35.0,2.1,12.7,,9.8,32.08,14.0,2.89,320.0,clear sky,1,0,0,0
pt_01676,20.893952,73.672258,88.0,88.0,86.0,1.8,8.7,4.1,26.7,32.07,11.0,1.31,16.0,clear sky,0,0,0,0
pt_01677,20.893952,73.912643,88.0,88.0,86.0,1.8,8.7,4.1,26.7,28.83,12.0,2.83,107.0,clear sky,0,0,0,0
pt_01678,20.893952,74.153028,88.0,88.0,86.0,1.8,8.7,4.1,26.7,27.57,12.0,2.8,108.0,clear sky,0,0,0,0
pt_01679,20.893952,74.393413,88.0,88.0,86.0,1.8,8.7,4.1,26.7,28.09,12.0,2.52,95.0,clear sky,0,0,0,0
pt_01680,20.893952,74.633798,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.79,14.0,2.99,91.0,clear sky,13,0,0,0
pt_01681,20.893952,74.874183,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.44,14.0,3.26,68.0,clear sky,1,0,0,0
pt_01682,20.893952,75.114568,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.6,14.0,3.18,64.0,clear sky,0,0,0,0
pt_01683,20.893952,75.354953,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.55,15.0,3.25,65.0,clear sky,0,0,0,0
pt_01684,20.893952,75.595338,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.01,15.0,3.06,63.0,clear sky,0,0,0,0
pt_01685,20.893952,75.835723,90.0,90.0,41.0,8.1,7.3,10.1,35.1,29.15,15.0,2.8,60.0,clear sky,0,0,0,0
pt_01686,20.893952,76.076108,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.9,16.0,2.41,66.0,clear sky,0,0,0,0
pt_01687,20.893952,76.316493,90.0,90.0,41.0,8.1,7.3,10.1,35.1,28.98,16.0,1.98,85.0,clear sky,0,0,0,0
pt_01688,20.893952,76.556878,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.73,16.0,1.8,85.0,clear sky,1,0,0,0
pt_01689,20.893952,76.797263,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.49,15.0,1.48,83.0,clear sky,4,0,0,0
pt_01690,20.893952,77.037648,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.52,15.0,1.7,73.0,clear sky,0,0,0,0
pt_01691,20.893952,77.278033,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.4,17.0,2.14,46.0,clear sky,1,0,0,0
pt_01692,20.893952,77.518418,40.0,38.0,40.0,12.0,15.1,5.0,9.8,28.29,18.0,2.14,33.0,clear sky,2,0,0,0
pt_01693,20.893952,77.758803,57.0,32.0,57.0,11.9,15.1,4.9,9.9,27.98,19.0,1.78,54.0,clear sky,132,0,0,0
pt_01694,20.893952,77.999188,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.58,20.0,1.39,90.0,clear sky,0,0,0,0
pt_01695,20.893952,78.239573,79.0,65.0,55.0,35.1,78.5,2.8,8.7,28.53,18.0,1.14,100.0,clear sky,0,0,0,0
pt_01696,20.893952,78.479958,79.0,65.0,55.0,35.1,78.5,2.8,8.7,28.05,18.0,1.78,83.0,clear sky,0,0,0,0
pt_01697,20.893952,78.720343,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.92,19.0,2.41,57.0,clear sky,0,0,0,0
pt_01698,20.893952,78.960728,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.27,20.0,2.46,41.0,clear sky,0,0,0,0
pt_01699,20.893952,79.201113,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.16,21.0,2.61,37.0,clear sky,0,0,0,0
pt_01700,20.893952,79.441498,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.9,22.0,2.64,29.0,clear sky,0,0,0,0
pt_01701,20.893952,79.681883,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.87,24.0,2.53,0.0,clear sky,0,0,0,0
pt_01702,20.893952,79.922268,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.32,23.0,1.93,341.0,clear sky,2,0,0,0
pt_01703,20.893952,80.162653,79.0,65.0,55.0,35.1,78.5,2.8,8.7,28.14,18.0,1.77,345.0,clear sky,1,0,0,0
pt_01704,20.893952,80.403038,129.0,129.0,60.0,7.9,3.4,4.0,4.7,27.16,19.0,2.08,30.0,clear sky,0,0,0,0
pt_01705,20.893952,80.643423,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.47,23.0,2.22,56.0,clear sky,2,0,0,0
pt_01706,20.893952,80.883808,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.38,22.0,1.9,42.0,clear sky,0,0,0,0
pt_01707,20.893952,81.124193,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.45,21.0,1.99,21.0,clear sky,0,0,0,0
pt_01708,20.893952,81.364578,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.65,21.0,1.99,12.0,clear sky,22,0,0,0
pt_01709,20.893952,81.604963,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.72,21.0,2.17,13.0,clear sky,7,0,0,0
pt_01710,20.893952,81.845348,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.34,22.0,2.37,14.0,clear sky,1,0,0,0
pt_01711,20.893952,82.085733,129.0,129.0,60.0,7.9,3.4,4.0,4.7,25.92,23.0,2.45,1.0,clear sky,0,0,0,0
pt_01712,20.893952,82.326118,129.0,129.0,60.0,7.9,3.4,4.0,4.7,25.93,23.0,2.48,357.0,clear sky,3,0,0,0
pt_01713,20.893952,82.566503,129.0,129.0,60.0,7.9,3.4,4.0,4.7,25.83,24.0,1.95,13.0,clear sky,19,0,0,0
pt_01714,20.893952,82.806888,78.0,78.0,53.0,8.0,6.2,4.4,,25.55,27.0,1.49,11.0,clear sky,2,0,0,0
pt_01715,20.893952,83.047273,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.12,25.0,1.82,349.0,clear sky,1,0,0,0
pt_01716,20.893952,83.287658,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.4,24.0,1.95,348.0,clear sky,1,0,0,0
pt_01717,20.893952,83.528043,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.36,25.0,2.08,359.0,clear sky,0,0,0,0
pt_01718,20.893952,83.768428,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.33,25.0,1.93,342.0,clear sky,1,0,0,0
pt_01719,20.893952,84.008813,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.4,25.0,2.13,317.0,clear sky,0,0,0,0
pt_01720,20.893952,84.249198,154.0,154.0,90.0,19.4,34.9,14.0,7.7,26.85,25.0,1.71,301.0,clear sky,0,0,0,0
pt_01721,20.893952,84.489583,154.0,154.0,90.0,19.4,34.9,14.0,7.7,25.88,28.0,1.81,272.0,clear sky,7,0,0,0
pt_01722,20.893952,84.729968,154.0,154.0,90.0,19.4,34.9,14.0,7.7,25.89,26.0,2.07,280.0,clear sky,0,0,0,0
pt_01723,20.893952,84.970353,154.0,154.0,90.0,19.4,34.9,14.0,7.7,26.09,26.0,1.98,3.0,clear sky,3,0,0,0
pt_01724,20.893952,85.210738,154.0,154.0,90.0,19.4,34.9,14.0,7.7,26.51,27.0,2.03,333.0,clear sky,0,0,0,0
pt_01725,20.893952,85.451123,154.0,154.0,90.0,19.4,34.9,14.0,7.7,26.4,27.0,1.91,305.0,clear sky,0,0,0,0
pt_01726,20.893952,85.691508,154.0,154.0,90.0,19.4,34.9,14.0,7.7,26.61,29.0,2.18,255.0,clear sky,0,0,0,0
pt_01727,20.893952,85.931893,154.0,154.0,90.0,19.4,34.9,14.0,7.7,27.07,27.0,1.17,222.0,clear sky,2,0,0,0
pt_01728,20.893952,86.172278,154.0,154.0,90.0,19.4,34.9,14.0,7.7,27.43,24.0,0.83,43.0,clear sky,1,0,0,0
pt_01729,20.893952,86.412663,154.0,154.0,90.0,19.4,34.9,14.0,7.7,27.47,23.0,1.49,1.0,clear sky,0,0,0,0
pt_01730,20.893952,86.653048,154.0,154.0,90.0,19.4,34.9,14.0,7.7,27.11,23.0,2.25,49.0,clear sky,0,0,0,0
pt_01731,20.893952,86.893433,179.0,179.0,102.0,7.1,6.6,6.6,10.4,24.33,34.0,2.9,84.0,clear sky,0,0,0,0
pt_01732,21.11853,70.310127,52.0,52.0,31.0,0.4,12.5,,6.9,29.51,24.0,1.74,250.0,clear sky,0,0,0,0
pt_01733,21.11853,70.550874,52.0,52.0,31.0,0.4,12.5,,6.9,30.86,15.0,0.47,79.0,clear sky,2,0,0,0
pt_01734,21.11853,70.791621,52.0,52.0,31.0,0.4,12.5,,6.9,30.57,13.0,2.43,45.0,clear sky,1,0,0,0
pt_01735,21.11853,71.032368,52.0,52.0,31.0,0.4,12.5,,6.9,30.5,12.0,2.94,50.0,clear sky,0,0,0,0
pt_01736,21.11853,71.273115,90.0,90.0,70.0,7.9,17.5,4.6,26.4,31.27,10.0,3.1,69.0,clear sky,1,0,0,0
pt_01737,21.11853,71.513862,90.0,90.0,70.0,7.9,17.5,4.6,26.4,30.44,16.0,3.82,82.0,clear sky,0,0,0,0
pt_01738,21.11853,71.754609,90.0,90.0,70.0,7.9,17.5,4.6,26.4,29.38,21.0,4.6,77.0,clear sky,1,1,0,0
pt_01739,21.11853,72.717597,90.0,90.0,70.0,7.9,17.5,4.6,26.4,28.56,34.0,2.71,347.0,clear sky,29,0,0,0
pt_01740,21.11853,72.958344,90.0,90.0,70.0,7.9,17.5,4.6,26.4,31.52,15.0,2.3,40.0,clear sky,15,0,0,0
pt_01741,21.11853,73.199092,90.0,90.0,70.0,7.9,17.5,4.6,26.4,32.15,13.0,2.52,32.0,clear sky,0,0,0,0
pt_01742,21.11853,73.439839,90.0,90.0,70.0,7.9,17.5,4.6,26.4,31.89,13.0,3.59,28.0,clear sky,1,0,0,0
pt_01743,21.11853,73.680586,90.0,90.0,70.0,7.9,17.5,4.6,26.4,31.85,12.0,4.52,40.0,clear sky,1,0,0,0
pt_01744,21.11853,73.921333,90.0,90.0,70.0,7.9,17.5,4.6,26.4,31.17,11.0,3.7,69.0,clear sky,1,0,0,0
pt_01745,21.11853,74.16208,93.0,93.0,75.0,1.8,4.2,3.7,27.9,28.08,11.0,3.28,91.0,clear sky,3,0,0,0
pt_01746,21.11853,74.402827,93.0,93.0,75.0,1.8,4.2,3.7,27.9,28.41,12.0,2.92,91.0,clear sky,1,0,0,0
pt_01747,21.11853,74.643574,93.0,93.0,75.0,1.8,4.2,3.7,27.9,29.3,13.0,2.83,77.0,clear sky,4,0,0,0
pt_01748,21.11853,74.884321,79.0,79.0,34.0,7.0,8.9,16.6,33.1,29.35,14.0,2.47,69.0,clear sky,1,0,0,0
pt_01749,21.11853,75.125068,79.0,79.0,34.0,7.0,8.9,16.6,33.1,29.45,16.0,1.05,86.0,clear sky,0,0,0,0
pt_01750,21.11853,75.365815,79.0,79.0,34.0,7.0,8.9,16.6,33.1,29.97,16.0,1.38,127.0,clear sky,1,0,0,0
pt_01751,21.11853,75.606562,77.0,77.0,42.0,24.1,2.7,5.4,30.1,29.98,16.0,2.37,101.0,clear sky,1,0,0,0
pt_01752,21.11853,75.847309,77.0,77.0,42.0,24.1,2.7,5.4,30.1,29.39,16.0,2.64,76.0,clear sky,0,0,0,0
pt_01753,21.11853,76.088056,77.0,77.0,42.0,24.1,2.7,5.4,30.1,29.27,16.0,2.02,61.0,clear sky,1,0,0,0
pt_01754,21.11853,76.328804,77.0,77.0,42.0,24.1,2.7,5.4,30.1,27.7,16.0,1.44,59.0,clear sky,1,0,0,0
pt_01755,21.11853,76.569551,77.0,77.0,42.0,24.1,2.7,5.4,30.1,27.49,16.0,0.94,68.0,clear sky,0,0,0,0
pt_01756,21.11853,76.810298,57.0,32.0,57.0,11.9,15.1,4.9,9.9,28.49,16.0,0.11,180.0,clear sky,1,0,0,0
pt_01757,21.11853,77.051045,57.0,32.0,57.0,11.9,15.1,4.9,9.9,28.81,16.0,1.04,162.0,clear sky,2,0,0,0
pt_01758,21.11853,77.291792,57.0,32.0,57.0,11.9,15.1,4.9,9.9,28.07,18.0,2.21,129.0,clear sky,2,0,0,0
pt_01759,21.11853,77.532539,57.0,32.0,57.0,11.9,15.1,4.9,9.9,27.8,20.0,1.83,103.0,clear sky,1,0,0,0
pt_01760,21.11853,77.773286,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.59,20.0,1.59,71.0,clear sky,1,0,0,0
pt_01761,21.11853,78.014033,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.63,19.0,1.45,44.0,clear sky,6,0,0,0
pt_01762,21.11853,78.25478,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.73,17.0,1.61,28.0,clear sky,0,0,0,0
pt_01763,21.11853,78.495527,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.95,18.0,2.08,44.0,clear sky,1,0,0,0
pt_01764,21.11853,78.736274,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.74,19.0,2.64,39.0,clear sky,14,0,0,0
pt_01765,21.11853,78.977021,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.94,24.0,1.54,50.0,haze,17,1,0,0
pt_01766,21.11853,79.217768,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.21,24.0,1.54,50.0,haze,1,0,0,0
pt_01767,21.11853,79.458516,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.99,22.0,2.14,53.0,clear sky,2,0,0,0
pt_01768,21.11853,79.699263,79.0,65.0,55.0,35.1,78.5,2.8,8.7,26.46,24.0,2.65,15.0,clear sky,0,0,0,0
pt_01769,21.11853,79.94001,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.51,20.0,2.26,355.0,clear sky,0,0,0,0
pt_01770,21.11853,80.180757,79.0,65.0,55.0,35.1,78.5,2.8,8.7,27.73,17.0,2.03,15.0,clear sky,0,0,0,0
pt_01771,21.11853,80.421504,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.74,20.0,2.34,354.0,clear sky,0,0,0,0
pt_01772,21.11853,80.662251,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.61,22.0,0.75,89.0,clear sky,0,0,0,0
pt_01773,21.11853,80.902998,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.97,20.0,1.58,88.0,clear sky,1,0,0,0
pt_01774,21.11853,81.143745,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.8,19.0,1.73,35.0,clear sky,9,1,0,0
pt_01775,21.11853,81.384492,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.62,20.0,1.76,7.0,clear sky,114,0,0,0
pt_01776,21.11853,81.625239,129.0,129.0,60.0,7.9,3.4,4.0,4.7,27.14,21.0,1.03,310.0,haze,2,0,0,0
pt_01777,21.11853,81.865986,129.0,129.0,60.0,7.9,3.4,4.0,4.7,27.0,21.0,1.03,310.0,haze,1,0,1,0
pt_01778,21.11853,82.106733,129.0,129.0,60.0,7.9,3.4,4.0,4.7,26.18,22.0,2.26,3.0,clear sky,13,0,0,0
pt_01779,21.11853,82.34748,78.0,78.0,53.0,8.0,6.2,4.4,,25.88,22.0,2.45,345.0,clear sky,2,0,0,0
pt_01780,21.11853,82.588227,78.0,78.0,53.0,8.0,6.2,4.4,,26.42,22.0,1.91,6.0,clear sky,0,0,0,0
pt_01781,21.11853,82.828975,78.0,78.0,53.0,8.0,6.2,4.4,,26.05,25.0,1.84,28.0,clear sky,14,0,0,0
pt_01782,21.11853,83.069722,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.04,25.0,1.96,340.0,clear sky,0,0,0,0
pt_01783,21.11853,83.310469,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.49,24.0,1.65,350.0,clear sky,0,0,0,0
pt_01784,21.11853,83.551216,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.17,25.0,1.49,351.0,clear sky,0,0,0,0
pt_01785,21.11853,83.791963,94.0,94.0,61.0,8.4,7.6,5.6,10.9,26.35,25.0,1.62,332.0,clear sky,0,0,0,0
pt_01786,21.11853,84.03271,94.0,94.0,61.0,8.4,7.6,5.6,10.9,25.85,24.0,2.63,333.0,clear sky,0,0,0,0
