id,lat,lon,aqi,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,wind_deg,weather_desc,roads,industrial,farmland,dump
pt_00616,15.504085,78.397975,93.0,93.0,48.0,7.5,4.4,7.1,30.8,28.77,23.0,0.85,93.0,clear sky,25,0,0,0
pt_00617,15.504085,78.631034,93.0,93.0,48.0,7.5,4.4,7.1,30.8,28.66,25.0,1.55,110.0,clear sky,0,0,0,0
pt_00618,15.504085,78.864092,93.0,93.0,48.0,7.5,4.4,7.1,30.8,25.54,31.0,3.21,89.0,clear sky,0,0,0,0
pt_00619,15.504085,79.097151,93.0,93.0,48.0,7.5,4.4,7.1,30.8,25.92,35.0,2.62,67.0,clear sky,28,0,0,0
pt_00620,15.504085,79.330209,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.38,38.0,2.43,62.0,clear sky,0,0,0,0
pt_00621,15.504085,79.563268,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.61,41.0,2.23,57.0,clear sky,0,0,0,0
pt_00622,15.504085,79.796326,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.02,43.0,2.29,57.0,clear sky,1,0,0,0
pt_00623,15.504085,80.029385,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.93,44.0,2.72,55.0,clear sky,145,0,0,0
pt_00624,15.728663,73.742938,53.0,77.0,53.0,12.6,14.7,4.6,3.0,32.0,21.0,3.46,253.0,clear sky,1,0,0,0
pt_00625,15.728663,73.976252,53.0,77.0,53.0,12.6,14.7,4.6,3.0,34.4,11.0,1.59,121.0,clear sky,2,0,0,0
pt_00626,15.728663,74.209565,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.68,13.0,2.9,91.0,clear sky,0,0,0,0
pt_00627,15.728663,74.442879,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.09,18.0,4.37,90.0,clear sky,4,0,0,0
pt_00628,15.728663,74.676193,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.78,26.0,3.09,80.0,clear sky,1,0,0,0
pt_00629,15.728663,74.909507,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.54,17.0,5.05,84.0,clear sky,6,0,0,0
pt_00630,15.728663,75.142821,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.46,17.0,4.7,77.0,clear sky,6,0,0,0
pt_00631,15.728663,75.376135,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.92,17.0,4.37,73.0,clear sky,21,0,0,0
pt_00632,15.728663,75.609449,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.3,15.0,4.48,75.0,clear sky,2,0,0,0
pt_00633,15.728663,75.842763,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.89,16.0,4.59,80.0,clear sky,0,0,0,0
pt_00634,15.728663,76.076077,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.52,18.0,4.46,81.0,clear sky,1,0,0,0
pt_00635,15.728663,76.309391,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.56,19.0,4.22,80.0,clear sky,0,0,0,0
pt_00636,15.728663,76.542705,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.18,20.0,3.68,79.0,clear sky,4,0,0,0
pt_00637,15.728663,76.776019,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.82,20.0,3.21,79.0,clear sky,0,0,0,0
pt_00638,15.728663,77.009333,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.69,20.0,3.09,79.0,clear sky,4,0,0,0
pt_00639,15.728663,77.242647,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.1,21.0,2.88,74.0,clear sky,15,0,0,0
pt_00640,15.728663,77.475961,108.0,108.0,55.0,6.6,4.4,7.1,31.5,27.18,21.0,2.6,66.0,clear sky,12,0,0,0
pt_00641,15.728663,77.709275,108.0,108.0,55.0,6.6,4.4,7.1,31.5,27.41,21.0,2.54,64.0,clear sky,7,0,0,0
pt_00642,15.728663,77.942589,108.0,108.0,55.0,6.6,4.4,7.1,31.5,27.34,21.0,2.24,59.0,clear sky,2,0,0,0
pt_00643,15.728663,78.175902,108.0,108.0,55.0,6.6,4.4,7.1,31.5,27.35,21.0,2.32,65.0,clear sky,0,0,0,0
pt_00644,15.728663,78.409216,108.0,108.0,55.0,6.6,4.4,7.1,31.5,28.51,20.0,1.76,68.0,clear sky,0,0,0,0
pt_00645,15.728663,78.64253,108.0,108.0,55.0,6.6,4.4,7.1,31.5,28.86,22.0,1.78,79.0,clear sky,0,0,0,0
pt_00646,15.728663,78.875844,108.0,108.0,55.0,6.6,4.4,7.1,31.5,25.6,27.0,2.81,90.0,clear sky,0,0,0,0
pt_00647,15.728663,79.109158,88.0,88.0,70.0,9.2,2.5,3.7,23.0,25.94,31.0,2.87,84.0,clear sky,0,0,0,0
pt_00648,15.728663,79.342472,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.65,33.0,2.52,60.0,clear sky,0,0,0,0
pt_00649,15.728663,79.575786,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.9,37.0,2.24,50.0,clear sky,11,0,0,0
pt_00650,15.728663,79.8091,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.16,41.0,2.45,50.0,clear sky,6,0,0,0
pt_00651,15.728663,80.042414,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.64,45.0,2.3,39.0,clear sky,0,0,0,0
pt_00652,15.728663,80.275728,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.2,46.0,1.61,70.0,clear sky,1,0,0,0
pt_00653,15.953241,73.749169,53.0,77.0,53.0,12.6,14.7,4.6,3.0,34.64,13.0,0.36,281.0,clear sky,1,0,0,0
pt_00654,15.953241,73.982742,53.0,77.0,53.0,12.6,14.7,4.6,3.0,32.28,12.0,2.4,85.0,clear sky,0,0,0,0
pt_00655,15.953241,74.216316,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.89,15.0,3.88,81.0,clear sky,3,0,0,0
pt_00656,15.953241,74.449889,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.95,17.0,4.61,79.0,clear sky,9,0,0,0
pt_00657,15.953241,74.683463,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.17,26.0,3.09,80.0,clear sky,1,0,0,0
pt_00658,15.953241,74.917037,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.57,14.0,5.33,80.0,clear sky,1,0,0,0
pt_00659,15.953241,75.15061,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.77,15.0,5.01,79.0,clear sky,0,0,0,0
pt_00660,15.953241,75.384184,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.24,15.0,4.86,76.0,clear sky,0,0,0,0
pt_00661,15.953241,75.617757,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.64,15.0,4.61,73.0,clear sky,0,0,0,0
pt_00662,15.953241,75.851331,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.09,15.0,4.44,74.0,clear sky,2,0,2,0
pt_00663,15.953241,76.084904,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.36,16.0,4.59,78.0,clear sky,0,1,0,0
pt_00664,15.953241,76.318478,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.73,17.0,4.34,84.0,clear sky,0,0,0,0
pt_00665,15.953241,76.552052,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.01,18.0,3.91,84.0,clear sky,0,0,0,0
pt_00666,15.953241,76.785625,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.7,18.0,3.49,82.0,clear sky,0,0,0,0
pt_00667,15.953241,77.019199,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.88,19.0,3.35,79.0,clear sky,0,0,0,0
pt_00668,15.953241,77.252772,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.99,19.0,3.26,77.0,clear sky,23,0,0,0
pt_00669,15.953241,77.486346,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.85,20.0,3.07,75.0,clear sky,0,0,0,0
pt_00670,15.953241,77.719919,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.69,21.0,2.7,75.0,clear sky,0,0,0,0
pt_00671,15.953241,77.953493,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.58,21.0,2.27,75.0,clear sky,1,0,0,0
pt_00672,15.953241,78.187067,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.7,21.0,1.41,86.0,clear sky,0,0,0,0
pt_00673,15.953241,78.42064,96.0,96.0,62.0,10.0,1.7,11.3,8.5,29.27,20.0,0.96,132.0,clear sky,0,0,0,0
pt_00674,15.953241,78.654214,96.0,96.0,62.0,10.0,1.7,11.3,8.5,28.41,21.0,1.89,94.0,clear sky,0,0,0,0
pt_00675,15.953241,78.887787,96.0,96.0,62.0,10.0,1.7,11.3,8.5,24.73,25.0,2.89,78.0,clear sky,0,0,0,0
pt_00676,15.953241,79.121361,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.95,28.0,2.68,74.0,clear sky,2,0,0,0
pt_00677,15.953241,79.354934,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.17,30.0,2.55,65.0,clear sky,0,0,0,0
pt_00678,15.953241,79.588508,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.02,33.0,2.4,50.0,clear sky,1,0,0,0
pt_00679,15.953241,79.822082,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.98,37.0,2.45,43.0,clear sky,1,0,0,0
pt_00680,15.953241,80.055655,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.38,43.0,2.25,30.0,clear sky,2,0,0,0
pt_00681,15.953241,80.289229,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.93,43.0,1.89,5.0,clear sky,51,0,0,0
pt_00682,15.953241,80.522802,88.0,88.0,70.0,9.2,2.5,3.7,23.0,30.57,40.0,1.44,10.0,clear sky,0,0,0,0
pt_00683,15.953241,80.756376,88.0,88.0,70.0,9.2,2.5,3.7,23.0,30.58,45.0,0.98,7.0,clear sky,3,0,0,0
pt_00684,15.953241,80.989949,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.98,40.0,2.9,84.0,clear sky,5,0,0,0
pt_00685,16.177818,73.521663,53.0,77.0,53.0,12.6,14.7,4.6,3.0,31.94,18.0,1.03,294.0,clear sky,0,0,0,0
pt_00686,16.177818,73.7555,53.0,77.0,53.0,12.6,14.7,4.6,3.0,34.0,12.0,1.92,59.0,clear sky,2,0,0,0
pt_00687,16.177818,73.989337,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.99,13.0,3.15,77.0,clear sky,0,0,0,0
pt_00688,16.177818,74.223175,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.32,16.0,4.14,77.0,clear sky,1,0,0,0
pt_00689,16.177818,74.457012,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.22,15.0,4.84,75.0,clear sky,4,0,0,0
pt_00690,16.177818,74.690849,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.81,15.0,4.99,73.0,clear sky,0,0,0,0
pt_00691,16.177818,74.924687,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.44,14.0,5.0,72.0,clear sky,2,0,0,0
pt_00692,16.177818,75.158524,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.71,14.0,5.08,74.0,clear sky,0,0,0,0
pt_00693,16.177818,75.392362,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.05,14.0,4.86,75.0,clear sky,0,0,0,0
pt_00694,16.177818,75.626199,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.91,14.0,4.62,75.0,clear sky,11,0,0,0
pt_00695,16.177818,75.860036,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.72,13.0,4.57,74.0,clear sky,3,0,0,0
pt_00696,16.177818,76.093874,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.75,14.0,4.48,73.0,clear sky,22,0,0,0
pt_00697,16.177818,76.327711,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.5,14.0,4.13,71.0,clear sky,0,0,0,0
pt_00698,16.177818,76.561548,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.09,15.0,3.71,70.0,clear sky,0,0,0,0
pt_00699,16.177818,76.795386,139.0,139.0,68.0,2.5,3.6,1.9,9.2,26.66,15.0,3.45,70.0,clear sky,0,0,0,0
pt_00700,16.177818,77.029223,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.49,16.0,3.36,73.0,clear sky,76,0,0,0
pt_00701,16.177818,77.263061,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.73,17.0,3.31,77.0,clear sky,0,0,0,0
pt_00702,16.177818,77.496898,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.31,18.0,3.07,81.0,clear sky,8,0,0,0
pt_00703,16.177818,77.730735,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.7,18.0,2.9,89.0,clear sky,0,0,0,0
pt_00704,16.177818,77.964573,139.0,139.0,68.0,2.5,3.6,1.9,9.2,28.27,19.0,3.01,92.0,clear sky,0,0,0,0
pt_00705,16.177818,78.19841,96.0,96.0,62.0,10.0,1.7,11.3,8.5,27.68,20.0,2.48,84.0,clear sky,0,0,0,0
pt_00706,16.177818,78.432247,96.0,96.0,62.0,10.0,1.7,11.3,8.5,28.36,21.0,2.01,55.0,clear sky,0,0,0,0
pt_00707,16.177818,78.666085,96.0,96.0,62.0,10.0,1.7,11.3,8.5,24.94,22.0,2.46,63.0,clear sky,2,0,0,0
pt_00708,16.177818,78.899922,96.0,96.0,62.0,10.0,1.7,11.3,8.5,25.72,25.0,2.99,71.0,clear sky,0,0,0,0
pt_00709,16.177818,79.13376,123.0,123.0,69.0,5.2,6.2,4.7,16.1,26.82,26.0,2.89,59.0,clear sky,0,0,0,0
pt_00710,16.177818,79.367597,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.36,27.0,2.73,51.0,clear sky,0,0,0,0
pt_00711,16.177818,79.601434,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.47,32.0,2.43,44.0,clear sky,0,0,0,0
pt_00712,16.177818,79.835272,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.58,35.0,2.28,35.0,clear sky,2,0,0,0
pt_00713,16.177818,80.069109,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.3,41.0,1.94,18.0,clear sky,0,0,0,0
pt_00714,16.177818,80.302946,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.77,42.0,2.36,348.0,clear sky,7,0,1,0
pt_00715,16.177818,80.536784,88.0,88.0,70.0,9.2,2.5,3.7,23.0,30.55,37.0,2.34,345.0,clear sky,6,0,0,0
pt_00716,16.177818,80.770621,88.0,88.0,70.0,9.2,2.5,3.7,23.0,30.55,43.0,1.92,350.0,clear sky,4,0,0,0
pt_00717,16.177818,81.004459,88.0,88.0,70.0,9.2,2.5,3.7,23.0,30.55,31.0,1.53,54.0,clear sky,4,0,0,0
pt_00718,16.402396,73.527827,157.0,157.0,97.0,76.7,17.5,6.4,37.0,32.67,11.0,2.97,76.0,clear sky,0,0,0,0
pt_00719,16.402396,73.761932,53.0,77.0,53.0,12.6,14.7,4.6,3.0,32.39,13.0,2.43,67.0,clear sky,2,0,0,0
pt_00720,16.402396,73.996037,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.43,15.0,3.61,82.0,clear sky,12,0,4,0
pt_00721,16.402396,74.230143,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.17,16.0,4.16,79.0,clear sky,2,0,0,0
pt_00722,16.402396,74.464248,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.68,15.0,4.52,78.0,clear sky,4,0,0,0
pt_00723,16.402396,74.698354,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.37,15.0,4.45,76.0,clear sky,4,0,0,0
pt_00724,16.402396,74.932459,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.7,15.0,4.36,75.0,clear sky,1,0,0,0
pt_00725,16.402396,75.166564,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.95,14.0,4.32,76.0,clear sky,0,0,0,0
pt_00726,16.402396,75.40067,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.33,13.0,4.3,76.0,clear sky,14,0,4,0
pt_00727,16.402396,75.634775,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.24,12.0,4.45,75.0,clear sky,1,0,0,0
pt_00728,16.402396,75.86888,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.85,12.0,4.51,74.0,clear sky,0,0,0,0
pt_00729,16.402396,76.102986,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.22,12.0,4.3,72.0,clear sky,0,0,0,0
pt_00730,16.402396,76.337091,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.27,13.0,3.94,68.0,clear sky,0,0,0,0
pt_00731,16.402396,76.571197,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.31,13.0,3.4,63.0,clear sky,1,0,0,0
pt_00732,16.402396,76.805302,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.82,13.0,3.07,62.0,clear sky,0,0,0,0
pt_00733,16.402396,77.039407,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.56,14.0,2.99,72.0,clear sky,3,0,0,0
pt_00734,16.402396,77.273513,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.83,16.0,2.64,82.0,clear sky,2,0,0,0
pt_00735,16.402396,77.507618,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.86,17.0,2.36,90.0,clear sky,0,0,0,0
pt_00736,16.402396,77.741723,139.0,139.0,68.0,2.5,3.6,1.9,9.2,28.25,16.0,2.68,95.0,clear sky,1,0,0,0
pt_00737,16.402396,77.975829,139.0,139.0,68.0,2.5,3.6,1.9,9.2,28.4,16.0,3.22,91.0,clear sky,0,0,0,0
pt_00738,16.402396,78.209934,96.0,96.0,62.0,10.0,1.7,11.3,8.5,27.26,19.0,3.78,81.0,clear sky,0,0,0,0
pt_00739,16.402396,78.44404,96.0,96.0,62.0,10.0,1.7,11.3,8.5,26.54,21.0,3.75,62.0,clear sky,1,0,0,0
pt_00740,16.402396,78.678145,96.0,96.0,62.0,10.0,1.7,11.3,8.5,26.19,23.0,3.42,57.0,clear sky,2,0,0,0
pt_00741,16.402396,78.91225,123.0,123.0,69.0,5.2,6.2,4.7,16.1,24.7,25.0,3.18,67.0,clear sky,0,0,0,0
pt_00742,16.402396,79.146356,123.0,123.0,69.0,5.2,6.2,4.7,16.1,25.16,29.0,2.24,50.0,clear sky,0,0,0,0
pt_00743,16.402396,79.380461,88.0,88.0,70.0,9.2,2.5,3.7,23.0,25.87,28.0,1.99,30.0,clear sky,2,0,0,0
pt_00744,16.402396,79.614566,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.94,27.0,2.05,31.0,clear sky,0,0,0,0
pt_00745,16.402396,79.848672,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.55,32.0,1.79,29.0,clear sky,2,0,0,0
pt_00746,16.402396,80.082777,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.51,38.0,1.49,17.0,clear sky,3,0,0,0
pt_00747,16.402396,80.316883,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.64,40.0,1.91,337.0,clear sky,2,0,0,0
pt_00748,16.402396,80.550988,88.0,88.0,70.0,9.2,2.5,3.7,23.0,28.99,37.0,2.17,322.0,clear sky,83,1,1,0
pt_00749,16.402396,80.785093,88.0,88.0,70.0,9.2,2.5,3.7,23.0,29.06,42.0,1.54,80.0,haze,47,0,63,0
pt_00750,16.402396,81.019199,88.0,88.0,70.0,9.2,2.5,3.7,23.0,29.12,30.0,2.05,342.0,clear sky,20,0,0,0
pt_00751,16.402396,81.253304,88.0,88.0,70.0,9.2,2.5,3.7,23.0,28.4,36.0,2.16,133.0,clear sky,2,0,0,0
pt_00752,16.402396,81.487409,152.0,152.0,82.0,6.6,13.2,4.8,11.7,28.12,39.0,2.01,138.0,clear sky,41,0,0,0
pt_00753,16.402396,81.721515,152.0,152.0,82.0,6.6,13.2,4.8,11.7,28.09,42.0,1.75,134.0,clear sky,3,0,0,0
pt_00754,16.626974,73.534088,157.0,157.0,97.0,76.7,17.5,6.4,37.0,31.51,13.0,3.64,78.0,clear sky,2,0,0,0
pt_00755,16.626974,73.768465,157.0,157.0,97.0,76.7,17.5,6.4,37.0,31.67,14.0,2.67,82.0,clear sky,1,0,0,0
pt_00756,16.626974,74.002843,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.76,15.0,4.04,85.0,clear sky,1,0,0,0
pt_00757,16.626974,74.237221,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.24,16.0,4.39,83.0,clear sky,4,0,0,0
pt_00758,16.626974,74.471598,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.17,14.0,4.33,82.0,clear sky,5,0,0,0
pt_00759,16.626974,74.705976,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.35,14.0,4.44,81.0,clear sky,1,0,0,0
pt_00760,16.626974,74.940353,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.32,13.0,4.3,79.0,clear sky,1,0,0,0
pt_00761,16.626974,75.174731,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.3,13.0,4.21,76.0,clear sky,1,0,0,0
pt_00762,16.626974,75.409108,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.13,12.0,4.38,72.0,clear sky,0,0,0,0
pt_00763,16.626974,75.643486,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.45,12.0,4.56,69.0,clear sky,6,0,0,0
pt_00764,16.626974,75.877864,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.19,12.0,4.53,67.0,clear sky,0,0,0,0
pt_00765,16.626974,76.112241,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.16,13.0,4.37,67.0,clear sky,1,0,0,0
pt_00766,16.626974,76.346619,139.0,139.0,68.0,2.5,3.6,1.9,9.2,26.85,13.0,3.98,68.0,clear sky,0,0,0,0
pt_00767,16.626974,76.580996,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.26,14.0,3.45,65.0,clear sky,1,0,0,0
pt_00768,16.626974,76.815374,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.55,14.0,2.89,61.0,clear sky,3,0,0,0
pt_00769,16.626974,77.049752,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.89,14.0,2.46,71.0,clear sky,0,0,0,0
pt_00770,16.626974,77.284129,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.96,15.0,2.34,88.0,clear sky,0,0,0,0
pt_00771,16.626974,77.518507,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.98,16.0,2.25,95.0,clear sky,0,0,0,0
pt_00772,16.626974,77.752884,139.0,139.0,68.0,2.5,3.6,1.9,9.2,28.23,16.0,2.62,92.0,clear sky,0,0,0,0
pt_00773,16.626974,77.987262,106.0,106.0,73.0,5.1,5.3,6.1,11.6,28.26,16.0,3.03,85.0,clear sky,57,0,0,0
pt_00774,16.626974,78.22164,96.0,96.0,62.0,10.0,1.7,11.3,8.5,26.97,18.0,3.74,87.0,clear sky,1,0,0,0
pt_00775,16.626974,78.456017,96.0,96.0,62.0,10.0,1.7,11.3,8.5,26.67,20.0,3.93,85.0,clear sky,4,0,0,0
pt_00776,16.626974,78.690395,96.0,96.0,62.0,10.0,1.7,11.3,8.5,26.46,21.0,3.61,74.0,clear sky,2,0,0,0
pt_00777,16.626974,78.924772,123.0,123.0,69.0,5.2,6.2,4.7,16.1,26.72,22.0,3.27,74.0,clear sky,2,0,0,0
pt_00778,16.626974,79.15915,123.0,123.0,69.0,5.2,6.2,4.7,16.1,25.63,27.0,1.81,83.0,clear sky,2,0,1,0
pt_00779,16.626974,79.393528,88.0,88.0,70.0,9.2,2.5,3.7,23.0,26.48,26.0,1.23,59.0,clear sky,0,0,0,0
pt_00780,16.626974,79.627905,88.0,88.0,70.0,9.2,2.5,3.7,23.0,28.05,23.0,1.7,42.0,clear sky,3,0,0,0
pt_00781,16.626974,79.862283,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.61,27.0,1.49,39.0,clear sky,4,0,0,0
pt_00782,16.626974,80.09666,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.13,32.0,1.4,28.0,clear sky,20,0,0,0
pt_00783,16.626974,80.331038,88.0,88.0,70.0,9.2,2.5,3.7,23.0,27.27,35.0,1.58,337.0,clear sky,20,0,0,0
pt_00784,16.626974,80.565416,88.0,88.0,70.0,9.2,2.5,3.7,23.0,28.99,34.0,1.85,322.0,clear sky,5,0,0,0
pt_00785,16.626974,80.799793,88.0,88.0,70.0,9.2,2.5,3.7,23.0,28.88,42.0,1.54,80.0,haze,2,0,0,0
pt_00786,16.626974,81.034171,88.0,88.0,70.0,9.2,2.5,3.7,23.0,29.1,30.0,2.64,338.0,clear sky,26,0,0,0
pt_00787,16.626974,81.268548,152.0,152.0,82.0,6.6,13.2,4.8,11.7,30.9,23.0,2.25,358.0,clear sky,1,0,0,0
pt_00788,16.626974,81.502926,152.0,152.0,82.0,6.6,13.2,4.8,11.7,30.66,24.0,2.27,26.0,clear sky,1,0,0,0
pt_00789,16.626974,81.737304,152.0,152.0,82.0,6.6,13.2,4.8,11.7,30.33,26.0,1.78,358.0,clear sky,120,0,0,0
pt_00790,16.626974,81.971681,152.0,152.0,82.0,6.6,13.2,4.8,11.7,30.23,28.0,1.21,53.0,clear sky,1,0,0,0
pt_00791,16.626974,82.206059,152.0,152.0,82.0,6.6,13.2,4.8,11.7,26.1,52.0,4.45,70.0,clear sky,4,0,0,0
pt_00792,16.851552,73.305792,157.0,157.0,97.0,76.7,17.5,6.4,37.0,30.31,29.0,0.34,278.0,clear sky,1,0,0,0
pt_00793,16.851552,73.540446,157.0,157.0,97.0,76.7,17.5,6.4,37.0,31.89,13.0,3.37,88.0,clear sky,5,0,0,0
pt_00794,16.851552,73.7751,157.0,157.0,97.0,76.7,17.5,6.4,37.0,30.45,14.0,3.23,83.0,clear sky,0,0,0,0
pt_00795,16.851552,74.009755,157.0,157.0,97.0,76.7,17.5,6.4,37.0,27.5,16.0,4.31,85.0,clear sky,1,0,0,0
pt_00796,16.851552,74.244409,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.17,14.0,4.43,85.0,clear sky,0,0,0,0
pt_00797,16.851552,74.479063,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.63,13.0,4.71,83.0,clear sky,4,0,0,0
pt_00798,16.851552,74.713717,53.0,77.0,53.0,12.6,14.7,4.6,3.0,28.06,12.0,4.95,79.0,clear sky,1,0,0,0
pt_00799,16.851552,74.948371,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.74,12.0,4.84,73.0,clear sky,1,0,0,0
pt_00800,16.851552,75.183025,53.0,77.0,53.0,12.6,14.7,4.6,3.0,27.27,12.0,4.77,69.0,clear sky,13,0,0,0
pt_00801,16.851552,75.417679,53.0,77.0,53.0,12.6,14.7,4.6,3.0,26.99,13.0,4.71,66.0,clear sky,4,0,0,0
pt_00802,16.851552,75.652333,139.0,139.0,68.0,2.5,3.6,1.9,9.2,26.74,13.0,4.59,64.0,clear sky,14,0,0,0
pt_00803,16.851552,75.886987,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.19,14.0,4.39,62.0,clear sky,11,0,0,0
pt_00804,16.851552,76.121641,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.45,14.0,4.12,62.0,clear sky,0,0,0,0
pt_00805,16.851552,76.356295,139.0,139.0,68.0,2.5,3.6,1.9,9.2,27.48,14.0,3.93,65.0,clear sky,2,0,0,0
