id,lat,lon
pt_00348,13.258307,75.295959
pt_00349,13.258307,75.526686
pt_00350,13.258307,75.757414
pt_00351,13.258307,75.988142
pt_00352,13.258307,76.218869
pt_00353,13.258307,76.449597
pt_00354,13.258307,76.680324
pt_00355,13.258307,76.911052
pt_00356,13.258307,77.14178
pt_00357,13.258307,77.372507
pt_00358,13.258307,77.603235
pt_00359,13.258307,77.833962
pt_00360,13.258307,78.06469
pt_00361,13.258307,78.295418
pt_00362,13.258307,78.526145
pt_00363,13.258307,78.756873
pt_00364,13.258307,78.9876
pt_00365,13.258307,79.218328
pt_00366,13.258307,79.449056
pt_00367,13.258307,79.679783
pt_00368,13.258307,79.910511
pt_00369,13.258307,80.141238
pt_00370,13.258307,93.061984
pt_00371,13.482885,74.84074
pt_00372,13.482885,75.071683
pt_00373,13.482885,75.302626
pt_00374,13.482885,75.533568
pt_00375,13.482885,75.764511
pt_00376,13.482885,75.995454
pt_00377,13.482885,76.226396
pt_00378,13.482885,76.457339
pt_00379,13.482885,76.688282
pt_00380,13.482885,76.919224
pt_00381,13.482885,77.150167
pt_00382,13.482885,77.38111
pt_00383,13.482885,77.612052
pt_00384,13.482885,77.842995
pt_00385,13.482885,78.073938
pt_00386,13.482885,78.30488
pt_00387,13.482885,78.535823
pt_00388,13.482885,78.766766
pt_00389,13.482885,78.997708
pt_00390,13.482885,79.228651
pt_00391,13.482885,79.459594
pt_00392,13.482885,79.690536
pt_00393,13.482885,79.921479
pt_00394,13.482885,80.152421
pt_00395,13.707463,74.847092
pt_00396,13.707463,75.078253
pt_00397,13.707463,75.309415
pt_00398,13.707463,75.540577
pt_00399,13.707463,75.771738
pt_00400,13.707463,76.0029
pt_00401,13.707463,76.234062
pt_00402,13.707463,76.465223
pt_00403,13.707463,76.696385
pt_00404,13.707463,76.927547
pt_00405,13.707463,77.158709
pt_00406,13.707463,77.38987
pt_00407,13.707463,77.621032
pt_00408,13.707463,77.852194
pt_00409,13.707463,78.083355
pt_00410,13.707463,78.314517
pt_00411,13.707463,78.545679
pt_00412,13.707463,78.77684
pt_00413,13.707463,79.008002
pt_00414,13.707463,79.239164
pt_00415,13.707463,79.470325
pt_00416,13.707463,79.701487
pt_00417,13.707463,79.932649
pt_00418,13.707463,80.16381
pt_00419,13.93204,74.622174
pt_00420,13.93204,74.853558
pt_00421,13.93204,75.084943
pt_00422,13.93204,75.316328
pt_00423,13.93204,75.547712
pt_00424,13.93204,75.779097
pt_00425,13.93204,76.010482
pt_00426,13.93204,76.241866
pt_00427,13.93204,76.473251
pt_00428,13.93204,76.704636
pt_00429,13.93204,76.93602
pt_00430,13.93204,77.167405
pt_00431,13.93204,77.39879
pt_00432,13.93204,77.630174
pt_00433,13.93204,77.861559
pt_00434,13.93204,78.092944
pt_00435,13.93204,78.324328
pt_00436,13.93204,78.555713
pt_00437,13.93204,78.787098
pt_00438,13.93204,79.018482
pt_00439,13.93204,79.249867
pt_00440,13.93204,79.481252
pt_00441,13.93204,79.712636
pt_00442,13.93204,79.944021
pt_00443,13.93204,80.175406
pt_00444,14.156618,74.628529
pt_00445,14.156618,74.860141
pt_00446,14.156618,75.091753
pt_00447,14.156618,75.323364
pt_00448,14.156618,75.554976
pt_00449,14.156618,75.786588
pt_00450,14.156618,76.018199
pt_00451,14.156618,76.249811
pt_00452,14.156618,76.481422
pt_00453,14.156618,76.713034
pt_00454,14.156618,76.944646
pt_00455,14.156618,77.176257
pt_00456,14.156618,77.407869
pt_00457,14.156618,77.639481
pt_00458,14.156618,77.871092
pt_00459,14.156618,78.102704
pt_00460,14.156618,78.334316
pt_00461,14.156618,78.565927
pt_00462,14.156618,78.797539
pt_00463,14.156618,79.029151
pt_00464,14.156618,79.260762
pt_00465,14.156618,79.492374
pt_00466,14.156618,79.723986
pt_00467,14.156618,79.955597
pt_00468,14.381196,74.403154
pt_00469,14.381196,74.634997
pt_00470,14.381196,74.86684
pt_00471,14.381196,75.098682
pt_00472,14.381196,75.330525
pt_00473,14.381196,75.562368
pt_00474,14.381196,75.79421
pt_00475,14.381196,76.026053
pt_00476,14.381196,76.257896
pt_00477,14.381196,76.489738
pt_00478,14.381196,76.721581
pt_00479,14.381196,76.953424
pt_00480,14.381196,77.185266
pt_00481,14.381196,77.417109
pt_00482,14.381196,77.648952
pt_00483,14.381196,77.880794
pt_00484,14.381196,78.112637
pt_00485,14.381196,78.344479
pt_00486,14.381196,78.576322
pt_00487,14.381196,78.808165
pt_00488,14.381196,79.040007
pt_00489,14.381196,79.27185
pt_00490,14.381196,79.503693
pt_00491,14.381196,79.735535
pt_00492,14.381196,79.967378
pt_00493,14.605774,74.4095
pt_00494,14.605774,74.641578
pt_00495,14.605774,74.873655
pt_00496,14.605774,75.105733
pt_00497,14.605774,75.337811
pt_00498,14.605774,75.569888
pt_00499,14.605774,75.801966
pt_00500,14.605774,76.034044
pt_00501,14.605774,76.266121
pt_00502,14.605774,76.498199
pt_00503,14.605774,76.730277
pt_00504,14.605774,76.962354
pt_00505,14.605774,77.194432
pt_00506,14.605774,77.42651
pt_00507,14.605774,77.658587
pt_00508,14.605774,77.890665
pt_00509,14.605774,78.122743
pt_00510,14.605774,78.354821
pt_00511,14.605774,78.586898
pt_00512,14.605774,78.818976
pt_00513,14.605774,79.051054
pt_00514,14.605774,79.283131
pt_00515,14.605774,79.515209
pt_00516,14.605774,79.747287
pt_00517,14.605774,79.979364
pt_00518,14.830352,74.183638
pt_00519,14.830352,74.415955
pt_00520,14.830352,74.648272
pt_00521,14.830352,74.880589
pt_00522,14.830352,75.112905
pt_00523,14.830352,75.345222
pt_00524,14.830352,75.577539
pt_00525,14.830352,75.809856
pt_00526,14.830352,76.042172
pt_00527,14.830352,76.274489
pt_00528,14.830352,76.506806
pt_00529,14.830352,76.739123
pt_00530,14.830352,76.971439
pt_00531,14.830352,77.203756
pt_00532,14.830352,77.436073
pt_00533,14.830352,77.66839
pt_00534,14.830352,77.900706
pt_00535,14.830352,78.133023
pt_00536,14.830352,78.36534
pt_00537,14.830352,78.597656
pt_00538,14.830352,78.829973
pt_00539,14.830352,79.06229
pt_00540,14.830352,79.294607
pt_00541,14.830352,79.526923
pt_00542,14.830352,79.75924
pt_00543,14.830352,79.991557
pt_00544,15.054929,74.18996
pt_00545,15.054929,74.42252
pt_00546,15.054929,74.65508
pt_00547,15.054929,74.88764
pt_00548,15.054929,75.1202
pt_00549,15.054929,75.35276
pt_00550,15.054929,75.585319
pt_00551,15.054929,75.817879
pt_00552,15.054929,76.050439
pt_00553,15.054929,76.282999
pt_00554,15.054929,76.515559
pt_00555,15.054929,76.748119
pt_00556,15.054929,76.980679
pt_00557,15.054929,77.213239
pt_00558,15.054929,77.445799
pt_00559,15.054929,77.678358
pt_00560,15.054929,77.910918
pt_00561,15.054929,78.143478
pt_00562,15.054929,78.376038
pt_00563,15.054929,78.608598
pt_00564,15.054929,78.841158
pt_00565,15.054929,79.073718
pt_00566,15.054929,79.306278
pt_00567,15.054929,79.538838
pt_00568,15.054929,79.771397
pt_00569,15.054929,80.003957
pt_00570,15.279507,73.963581
pt_00571,15.279507,74.196388
pt_00572,15.279507,74.429195
pt_00573,15.279507,74.662002
pt_00574,15.279507,74.89481
pt_00575,15.279507,75.127617
pt_00576,15.279507,75.360424
pt_00577,15.279507,75.593231
pt_00578,15.279507,75.826038
pt_00579,15.279507,76.058845
pt_00580,15.279507,76.291652
pt_00581,15.279507,76.524459
pt_00582,15.279507,76.757266
pt_00583,15.279507,76.990074
pt_00584,15.279507,77.222881
pt_00585,15.279507,77.455688
pt_00586,15.279507,77.688495
pt_00587,15.279507,77.921302
pt_00588,15.279507,78.154109
pt_00589,15.279507,78.386916
pt_00590,15.279507,78.619723
pt_00591,15.279507,78.852531
pt_00592,15.279507,79.085338
pt_00593,15.279507,79.318145
pt_00594,15.279507,79.550952
pt_00595,15.279507,79.783759
pt_00596,15.279507,80.016566
pt_00597,15.504085,73.969865
pt_00598,15.504085,74.202923
pt_00599,15.504085,74.435982
pt_00600,15.504085,74.66904
pt_00601,15.504085,74.902099
pt_00602,15.504085,75.135157
pt_00603,15.504085,75.368215
pt_00604,15.504085,75.601274
pt_00605,15.504085,75.834332
pt_00606,15.504085,76.067391
pt_00607,15.504085,76.300449
pt_00608,15.504085,76.533508
pt_00609,15.504085,76.766566
pt_00610,15.504085,76.999625
pt_00611,15.504085,77.232683
pt_00612,15.504085,77.465742
pt_00613,15.504085,77.6988
pt_00614,15.504085,77.931859
pt_00615,15.504085,78.164917
pt_00616,15.504085,78.397975
pt_00617,15.504085,78.631034
pt_00618,15.504085,78.864092
pt_00619,15.504085,79.097151
pt_00620,15.504085,79.330209
pt_00621,15.504085,79.563268
pt_00622,15.504085,79.796326
pt_00623,15.504085,80.029385
pt_00624,15.728663,73.742938
pt_00625,15.728663,73.976252
pt_00626,15.728663,74.209565
pt_00627,15.728663,74.442879
pt_00628,15.728663,74.676193
pt_00629,15.728663,74.909507
pt_00630,15.728663,75.142821
pt_00631,15.728663,75.376135
pt_00632,15.728663,75.609449
pt_00633,15.728663,75.842763
pt_00634,15.728663,76.076077
pt_00635,15.728663,76.309391
pt_00636,15.728663,76.542705
pt_00637,15.728663,76.776019
pt_00638,15.728663,77.009333
pt_00639,15.728663,77.242647
pt_00640,15.728663,77.475961
pt_00641,15.728663,77.709275
pt_00642,15.728663,77.942589
pt_00643,15.728663,78.175902
pt_00644,15.728663,78.409216
pt_00645,15.728663,78.64253
pt_00646,15.728663,78.875844
pt_00647,15.728663,79.109158
pt_00648,15.728663,79.342472
pt_00649,15.728663,79.575786
pt_00650,15.728663,79.8091
pt_00651,15.728663,80.042414
pt_00652,15.728663,80.275728
pt_00653,15.953241,73.749169
pt_00654,15.953241,73.982742
pt_00655,15.953241,74.216316
pt_00656,15.953241,74.449889
pt_00657,15.953241,74.683463
pt_00658,15.953241,74.917037
pt_00659,15.953241,75.15061
pt_00660,15.953241,75.384184
pt_00661,15.953241,75.617757
pt_00662,15.953241,75.851331
pt_00663,15.953241,76.084904
pt_00664,15.953241,76.318478
pt_00665,15.953241,76.552052
pt_00666,15.953241,76.785625
pt_00667,15.953241,77.019199
pt_00668,15.953241,77.252772
pt_00669,15.953241,77.486346
pt_00670,15.953241,77.719919
pt_00671,15.953241,77.953493
pt_00672,15.953241,78.187067
pt_00673,15.953241,78.42064
pt_00674,15.953241,78.654214
pt_00675,15.953241,78.887787
pt_00676,15.953241,79.121361
pt_00677,15.953241,79.354934
pt_00678,15.953241,79.588508
pt_00679,15.953241,79.822082
pt_00680,15.953241,80.055655
pt_00681,15.953241,80.289229
pt_00682,15.953241,80.522802
pt_00683,15.953241,80.756376
pt_00684,15.953241,80.989949
pt_00685,16.177818,73.521663
pt_00686,16.177818,73.7555
pt_00687,16.177818,73.989337
pt_00688,16.177818,74.223175
pt_00689,16.177818,74.457012
pt_00690,16.177818,74.690849
pt_00691,16.177818,74.924687
pt_00692,16.177818,75.158524
pt_00693,16.177818,75.392362
pt_00694,16.177818,75.626199
pt_00695,16.177818,75.860036
pt_00696,16.177818,76.093874
pt_00697,16.177818,76.327711
pt_00698,16.177818,76.561548
pt_00699,16.177818,76.795386
pt_00700,16.177818,77.029223
pt_00701,16.177818,77.263061
pt_00702,16.177818,77.496898
pt_00703,16.177818,77.730735
pt_00704,16.177818,77.964573
pt_00705,16.177818,78.19841
pt_00706,16.177818,78.432247
pt_00707,16.177818,78.666085
pt_00708,16.177818,78.899922
pt_00709,16.177818,79.13376
pt_00710,16.177818,79.367597
pt_00711,16.177818,79.601434
pt_00712,16.177818,79.835272
pt_00713,16.177818,80.069109
pt_00714,16.177818,80.302946
pt_00715,16.177818,80.536784
pt_00716,16.177818,80.770621
pt_00717,16.177818,81.004459
pt_00718,16.402396,73.527827
pt_00719,16.402396,73.761932
pt_00720,16.402396,73.996037
pt_00721,16.402396,74.230143
pt_00722,16.402396,74.464248
pt_00723,16.402396,74.698354
pt_00724,16.402396,74.932459
pt_00725,16.402396,75.166564
pt_00726,16.402396,75.40067
pt_00727,16.402396,75.634775
pt_00728,16.402396,75.86888
pt_00729,16.402396,76.102986
pt_00730,16.402396,76.337091
pt_00731,16.402396,76.571197
pt_00732,16.402396,76.805302
pt_00733,16.402396,77.039407
pt_00734,16.402396,77.273513
pt_00735,16.402396,77.507618
pt_00736,16.402396,77.741723
pt_00737,16.402396,77.975829
pt_00738,16.402396,78.209934
pt_00739,16.402396,78.44404
pt_00740,16.402396,78.678145
pt_00741,16.402396,78.91225
pt_00742,16.402396,79.146356
pt_00743,16.402396,79.380461
pt_00744,16.402396,79.614566
pt_00745,16.402396,79.848672
pt_00746,16.402396,80.082777
pt_00747,16.402396,80.316883
pt_00748,16.402396,80.550988
pt_00749,16.402396,80.785093
pt_00750,16.402396,81.019199
pt_00751,16.402396,81.253304
pt_00752,16.402396,81.487409
pt_00753,16.402396,81.721515
pt_00754,16.626974,73.534088
pt_00755,16.626974,73.768465
pt_00756,16.626974,74.002843
pt_00757,16.626974,74.237221
pt_00758,16.626974,74.471598
pt_00759,16.626974,74.705976
pt_00760,16.626974,74.940353
pt_00761,16.626974,75.174731
pt_00762,16.626974,75.409108
pt_00763,16.626974,75.643486
pt_00764,16.626974,75.877864
pt_00765,16.626974,76.112241
pt_00766,16.626974,76.346619
pt_00767,16.626974,76.580996
pt_00768,16.626974,76.815374
pt_00769,16.626974,77.049752
pt_00770,16.626974,77.284129
pt_00771,16.626974,77.518507
pt_00772,16.626974,77.752884
pt_00773,16.626974,77.987262
pt_00774,16.626974,78.22164
pt_00775,16.626974,78.456017
pt_00776,16.626974,78.690395
pt_00777,16.626974,78.924772
pt_00778,16.626974,79.15915
pt_00779,16.626974,79.393528
pt_00780,16.626974,79.627905
pt_00781,16.626974,79.862283
pt_00782,16.626974,80.09666
pt_00783,16.626974,80.331038
pt_00784,16.626974,80.565416
pt_00785,16.626974,80.799793
pt_00786,16.626974,81.034171
pt_00787,16.626974,81.268548
pt_00788,16.626974,81.502926
pt_00789,16.626974,81.737304
pt_00790,16.626974,81.971681
pt_00791,16.626974,82.206059
pt_00792,16.851552,73.305792
pt_00793,16.851552,73.540446
pt_00794,16.851552,73.7751
pt_00795,16.851552,74.009755
pt_00796,16.851552,74.244409
pt_00797,16.851552,74.479063
pt_00798,16.851552,74.713717
pt_00799,16.851552,74.948371
pt_00800,16.851552,75.183025
pt_00801,16.851552,75.417679
pt_00802,16.851552,75.652333
pt_00803,16.851552,75.886987
pt_00804,16.851552,76.121641
pt_00805,16.851552,76.356295
pt_00806,16.851552,76.590949
pt_00807,16.851552,76.825603
pt_00808,16.851552,77.060257
pt_00809,16.851552,77.294911
pt_00810,16.851552,77.529565
pt_00811,16.851552,77.76422
pt_00812,16.851552,77.998874
pt_00813,16.851552,78.233528
pt_00814,16.851552,78.468182
pt_00815,16.851552,78.702836
pt_00816,16.851552,78.93749
pt_00817,16.851552,79.172144
pt_00818,16.851552,79.406798
pt_00819,16.851552,79.641452
pt_00820,16.851552,79.876106
pt_00821,16.851552,80.11076
pt_00822,16.851552,80.345414
pt_00823,16.851552,80.580068
pt_00824,16.851552,80.814722
pt_00825,16.851552,81.049376
pt_00826,16.851552,81.28403
pt_00827,16.851552,81.518684
pt_00828,16.851552,81.753339
pt_00829,16.851552,81.987993
pt_00830,16.851552,82.222647
pt_00831,17.07613,73.311968
pt_00832,17.07613,73.546903
pt_00833,17.07613,73.781838
pt_00834,17.07613,74.016773
pt_00835,17.07613,74.251708
pt_00836,17.07613,74.486642
pt_00837,17.07613,74.721577
pt_00838,17.07613,74.956512
pt_00839,17.07613,75.191447
pt_00840,17.07613,75.426382
pt_00841,17.07613,75.661316
pt_00842,17.07613,75.896251
pt_00843,17.07613,76.131186
pt_00844,17.07613,76.366121
pt_00845,17.07613,76.601056
pt_00846,17.07613,76.83599
pt_00847,17.07613,77.070925
pt_00848,17.07613,77.30586
pt_00849,17.07613,77.540795
pt_00850,17.07613,77.775729
pt_00851,17.07613,78.010664
pt_00852,17.07613,78.245599
pt_00853,17.07613,78.480534
pt_00854,17.07613,78.715469
pt_00855,17.07613,78.950403
pt_00856,17.07613,79.185338
pt_00857,17.07613,79.420273
pt_00858,17.07613,79.655208
pt_00859,17.07613,79.890143
pt_00860,17.07613,80.125077
pt_00861,17.07613,80.360012
pt_00862,17.07613,80.594947
pt_00863,17.07613,80.829882
pt_00864,17.07613,81.064817
pt_00865,17.07613,81.299751
pt_00866,17.07613,81.534686
pt_00867,17.07613,81.769621
pt_00868,17.07613,82.004556
pt_00869,17.07613,82.239491
pt_00870,17.300707,73.318239
pt_00871,17.300707,73.553459
pt_00872,17.300707,73.788679
