city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI
ਉੜਮੁੜ ਟਾਂਡਾ,31.6809219,75.6323719,78.36,Satisfactory,100.96,Moderate,772.54,Severe,15.42,Good,5.27,Good,77.94,Satisfactory,5
Thippanampatti,8.8994606,77.3763484,53.71,Satisfactory,63.03,Satisfactory,204.86,Poor,1.55,Good,2.97,Good,122.57,Moderate,4
Nurmahal,31.095912,75.5927181,93.68,Satisfactory,118.58,Moderate,786.88,Severe,12.68,Good,5.11,Good,89.43,Satisfactory,5
Madathur,8.9172587,77.3497874,53.71,Satisfactory,63.03,Satisfactory,204.86,Poor,1.55,Good,2.97,Good,122.57,Moderate,4
,8.7051681,77.6085785,34.03,Good,44.68,Good,173.36,Moderate,2.06,Good,3.44,Good,110.2,Moderate,3
Nadukkallur,8.7106725,77.5906559,38.9,Good,49.53,Good,176.74,Moderate,1.72,Good,3.43,Good,115.95,Moderate,3
,8.4862243,78.1157561,22.43,Good,32.95,Good,154.11,Moderate,1.85,Good,2.97,Good,99.22,Satisfactory,2
,8.6026397,78.0878876,24.31,Good,34.98,Good,166.58,Moderate,2.74,Good,3.45,Good,98.7,Satisfactory,2
Adirampattinam,10.3392847,79.3856345,23.6,Good,30.64,Good,180.94,Moderate,3.44,Good,3.34,Good,92.63,Satisfactory,2
Zaheerabad,17.679403,77.6153076,117.24,Moderate,125.69,Moderate,470.76,Severe,20.62,Good,10.0,Good,99.41,Satisfactory,5
Gevra,22.351465,82.5458622,185.26,Moderate,202.95,Poor,654.69,Severe,15.76,Good,30.46,Good,104.87,Moderate,5
Belpahar,21.8232178,83.8507032,285.7,Poor,305.16,Very Poor,720.89,Severe,11.94,Good,24.24,Good,117.56,Moderate,5
Ulliyeri,11.4505991,75.7710373,76.18,Satisfactory,85.08,Satisfactory,255.82,Poor,0.98,Good,4.31,Good,139.26,Moderate,5
Sarangarh,21.5856358,83.0782699,244.93,Poor,259.21,Poor,574.6,Severe,8.53,Good,14.35,Good,101.31,Moderate,5
Ratanpur,22.286833,82.167778,192.99,Moderate,211.98,Poor,740.25,Severe,21.9,Good,34.83,Good,98.56,Satisfactory,5
Nambuthalai,9.7268263,79.0076242,20.24,Good,26.48,Good,166.48,Moderate,2.51,Good,2.73,Good,94.07,Satisfactory,2
Golakganj,26.1047528,89.8252916,196.98,Moderate,216.6,Poor,927.98,Severe,17.62,Good,3.16,Good,74.69,Satisfactory,5
Amreli,21.6009239,71.2168014,48.42,Good,52.85,Satisfactory,246.2,Poor,5.39,Good,10.87,Good,106.87,Moderate,3
Bargi,22.9926493,79.874897,49.29,Good,53.04,Satisfactory,271.89,Poor,2.77,Good,2.05,Good,82.05,Satisfactory,3
Unchahar,25.9077566,81.2936139,156.15,Moderate,165.95,Moderate,635.26,Severe,13.23,Good,2.9,Good,70.85,Satisfactory,5
Tekanpur,25.9914553,78.2811498,76.99,Satisfactory,85.9,Satisfactory,363.81,Very Poor,11.94,Good,8.8,Good,61.38,Satisfactory,5
Hamiltonganj,26.6870747,89.4220161,254.82,Poor,276.87,Poor,1180.43,Severe,15.65,Good,3.13,Good,82.3,Satisfactory,5
Semariya,24.7934553,81.1521971,110.85,Moderate,120.46,Moderate,541.7,Severe,10.35,Good,2.85,Good,71.46,Satisfactory,5
Chaurai,22.0535449,79.2495828,82.25,Satisfactory,93.6,Satisfactory,517.22,Severe,21.98,Good,8.52,Good,65.62,Satisfactory,5
Natepute,17.9004477,74.7526591,111.72,Moderate,121.21,Moderate,493.25,Severe,13.48,Good,5.72,Good,89.62,Satisfactory,5
Pangchau,26.7252969,95.2718818,16.61,Good,19.4,Good,218.26,Poor,7.15,Good,1.16,Good,34.69,Good,2
Satwas,22.5364609,76.6848707,49.97,Good,53.19,Satisfactory,273.82,Poor,5.6,Good,3.14,Good,79.97,Satisfactory,3
Barnagar,23.0485386,75.3768968,57.44,Satisfactory,63.96,Satisfactory,352.07,Very Poor,9.42,Good,2.6,Good,69.14,Satisfactory,4
Mhasvad,17.6360429,74.7872195,117.49,Moderate,126.76,Moderate,491.66,Severe,12.66,Good,5.42,Good,98.5,Satisfactory,5
Maligaon,26.1600453,91.6958086,67.46,Satisfactory,77.57,Satisfactory,436.37,Severe,9.48,Good,1.31,Good,50.51,Satisfactory,4
Budhgaon,16.9079848,74.5993298,126.26,Moderate,134.21,Moderate,436.17,Severe,6.5,Good,4.57,Good,132.56,Moderate,5
Rasayani,18.8978821,73.1803608,122.37,Moderate,130.98,Moderate,389.04,Very Poor,1.5,Good,9.08,Good,187.28,Moderate,5
Ganj Dundwara,27.7326166,78.9410162,203.04,Poor,227.93,Poor,977.3,Severe,18.54,Good,5.95,Good,63.87,Satisfactory,5
Chhapar,29.5719268,77.7702856,179.64,Moderate,208.34,Poor,1101.12,Severe,28.3,Good,12.26,Good,79.87,Satisfactory,5
,29.1133255,77.7032947,187.69,Moderate,214.98,Poor,1054.46,Severe,26.17,Good,7.44,Good,73.57,Satisfactory,5
Chhanera,21.9690368,76.6935825,40.06,Good,44.62,Good,290.98,Poor,10.24,Good,5.45,Good,68.97,Satisfactory,3
Bhandrej,26.882957,76.426177,152.32,Moderate,195.23,Moderate,555.28,Severe,16.46,Good,6.3,Good,92.77,Satisfactory,5
Malarna Doongar,26.289048,76.4718175,143.72,Moderate,164.34,Moderate,546.8,Severe,18.93,Good,7.72,Good,77.77,Satisfactory,5
Mandawari,26.4847094,76.4371848,146.58,Moderate,174.64,Moderate,549.63,Severe,18.11,Good,7.25,Good,82.76,Satisfactory,5
Sahjanwa,26.7615749,83.2158152,274.85,Poor,303.27,Very Poor,1367.65,Severe,23.16,Good,8.94,Good,82.55,Satisfactory,5
Lawan,26.7699052,76.2133598,136.81,Moderate,177.77,Moderate,509.12,Severe,15.35,Good,5.62,Good,89.51,Satisfactory,5
Mahabalipuram,12.6195981,80.1936497,41.95,Good,51.21,Satisfactory,264.18,Poor,8.64,Good,8.52,Good,105.74,Moderate,3
Barwādih,23.8478344,84.1105044,181.09,Moderate,195.45,Moderate,540.84,Severe,26.54,Good,20.74,Good,45.33,Good,5
Paota,27.5864832,76.0735631,121.52,Moderate,177.55,Moderate,539.85,Severe,15.0,Good,4.28,Good,92.71,Satisfactory,5
Kangpokpi,25.1527725,93.9713691,14.53,Good,17.16,Good,197.79,Moderate,9.7,Good,0.84,Good,27.03,Good,2
,27.8181455,76.1667323,166.94,Moderate,226.89,Poor,708.58,Severe,15.85,Good,6.27,Good,101.63,Moderate,5
Khelari,23.6509663,85.0081538,279.36,Poor,296.19,Poor,776.85,Severe,12.34,Good,14.66,Good,95.45,Satisfactory,5
Churi,23.654963,85.013275,279.36,Poor,296.19,Poor,776.85,Severe,12.34,Good,14.66,Good,95.45,Satisfactory,5
Bardod,27.8968846,76.3684022,156.77,Moderate,214.4,Poor,713.89,Severe,17.54,Good,6.63,Good,95.83,Satisfactory,5
Shahjahanpur,27.9953109,76.4508962,153.21,Moderate,206.56,Poor,723.79,Severe,19.81,Good,5.92,Good,84.03,Satisfactory,5
Mansurchak,25.6235019,85.9194487,256.47,Poor,281.21,Poor,1223.69,Severe,14.43,Good,6.27,Good,82.41,Satisfactory,5
Barejadi,22.8959246,72.6782442,95.29,Satisfactory,108.23,Moderate,474.4,Severe,11.96,Good,10.75,Good,111.32,Moderate,5
Uthukottai,13.3342334,79.8910439,53.91,Satisfactory,64.32,Satisfactory,335.38,Very Poor,12.62,Good,7.18,Good,100.12,Moderate,4
Haileymandi,28.350751,76.7573547,157.33,Moderate,203.39,Poor,763.19,Severe,20.73,Good,5.35,Good,75.69,Satisfactory,5
Mecheri,11.8336719,77.9424303,34.22,Good,41.49,Good,245.25,Poor,8.98,Good,5.79,Good,108.2,Moderate,3
,28.4831299,76.3014972,180.45,Moderate,233.11,Poor,755.74,Severe,15.69,Good,6.42,Good,102.19,Moderate,5
,28.4541092,76.3260448,180.45,Moderate,233.11,Poor,755.74,Severe,15.69,Good,6.42,Good,102.19,Moderate,5
Noamundi,22.1605994,85.5063343,384.66,Very Poor,404.63,Severe,849.37,Severe,11.3,Good,16.43,Good,90.55,Satisfactory,5
Gua,22.2137585,85.3878021,384.69,Very Poor,403.82,Severe,807.94,Severe,7.78,Good,13.49,Good,85.45,Satisfactory,5
Kumheri,26.4347251,77.8456878,111.62,Moderate,124.47,Moderate,448.01,Severe,9.63,Good,5.51,Good,82.99,Satisfactory,5
Kuthiyana,26.6961426,78.0996609,102.2,Moderate,115.52,Moderate,431.11,Severe,8.75,Good,3.14,Good,83.37,Satisfactory,5
Aurangabad,24.6219732,88.0265808,362.19,Very Poor,396.6,Very Poor,1670.03,Severe,44.84,Good,35.51,Good,79.72,Satisfactory,5
Gadchandur,19.7359462,79.1746044,162.25,Moderate,176.16,Moderate,537.82,Severe,12.24,Good,14.57,Good,106.81,Moderate,5
Amlai,23.1732678,81.5917253,86.37,Satisfactory,92.45,Satisfactory,360.98,Very Poor,7.52,Good,5.82,Good,77.04,Satisfactory,5
Nowrozabad,23.3544702,80.9805894,64.3,Satisfactory,68.3,Satisfactory,335.46,Very Poor,6.36,Good,2.94,Good,79.61,Satisfactory,4
Heirok,24.590661,94.0725589,12.38,Good,14.18,Good,195.22,Moderate,8.78,Good,0.42,Good,22.76,Good,2
Maihar,24.260444,80.7592749,97.68,Satisfactory,107.33,Moderate,503.57,Severe,10.34,Good,3.14,Good,63.21,Satisfactory,5
Sonai,24.7334137,92.8903055,26.82,Good,32.45,Good,266.33,Poor,8.05,Good,0.94,Good,30.53,Good,3
Lala,24.5599949,92.6078313,32.28,Good,39.18,Good,290.34,Poor,6.74,Good,0.99,Good,33.17,Good,3
Choyamkode,12.2878929,75.1927093,83.17,Satisfactory,88.88,Satisfactory,295.44,Poor,0.52,Good,1.46,Good,132.33,Moderate,5
Chayoth,12.2829178,75.1774443,83.17,Satisfactory,88.88,Satisfactory,295.44,Poor,0.52,Good,1.46,Good,132.33,Moderate,5
Deoli,25.7600492,75.3755879,59.41,Satisfactory,68.8,Satisfactory,330.42,Very Poor,12.69,Good,4.26,Good,75.75,Satisfactory,4
Chittar,9.3298551,76.9258484,63.53,Satisfactory,69.52,Satisfactory,223.49,Poor,0.72,Good,2.45,Good,125.9,Moderate,4
Talap,27.6751482,95.5645966,29.6,Good,36.01,Good,315.44,Very Poor,10.05,Good,1.45,Good,26.43,Good,3
Chumukedima,25.8090286,93.788116,30.1,Good,38.06,Good,318.76,Very Poor,8.55,Good,2.15,Good,18.69,Good,3
Byrnihat,26.0543348,91.8696498,46.49,Good,56.08,Satisfactory,366.0,Very Poor,8.67,Good,1.34,Good,45.25,Good,3
Thiruthuraipoondi,10.5317373,79.6400749,21.23,Good,28.83,Good,177.44,Moderate,3.46,Good,2.65,Good,87.72,Satisfactory,2
Umrangso,25.5078273,92.7342802,40.4,Good,53.78,Satisfactory,451.36,Severe,16.98,Good,2.56,Good,36.59,Good,3
Sihora,23.4907117,80.1067203,68.17,Satisfactory,73.48,Satisfactory,341.8,Very Poor,4.07,Good,1.97,Good,78.74,Satisfactory,4
Tiruppuvanam,9.8278532,78.2554704,32.45,Good,41.84,Good,312.86,Very Poor,16.31,Good,6.21,Good,69.38,Satisfactory,3
Sultana,28.1296358,75.6142616,221.34,Poor,291.44,Poor,801.57,Severe,13.25,Good,6.32,Good,121.04,Moderate,5
Vadalur,11.5551872,79.555067,33.25,Good,41.21,Good,257.46,Poor,12.63,Good,10.64,Good,79.35,Satisfactory,3
Ramkrishna Nagar,24.5664058,92.4617958,39.28,Good,48.29,Good,337.52,Very Poor,6.75,Good,1.31,Good,35.25,Good,3
Mandawar,27.1562093,76.8521654,170.05,Moderate,205.19,Poor,654.24,Severe,21.88,Good,7.91,Good,85.94,Satisfactory,5
Reni,27.1657789,76.7381715,157.97,Moderate,198.85,Moderate,612.7,Severe,19.55,Good,6.77,Good,87.77,Satisfactory,5
Sakrai,26.9162727,76.689645,165.29,Moderate,201.18,Poor,597.53,Severe,19.1,Good,8.07,Good,93.56,Satisfactory,5
Mulugu,18.1932372,79.9413676,160.74,Moderate,171.91,Moderate,520.87,Severe,9.3,Good,6.5,Good,107.32,Moderate,5
Longding,26.8872823,95.320301,17.39,Good,20.65,Good,228.14,Poor,8.21,Good,1.34,Good,29.54,Good,2
Raga,27.7968313,94.0692973,32.08,Good,39.5,Good,290.79,Poor,6.1,Good,1.59,Good,34.52,Good,3
Nongpoh,25.8989839,91.8812907,64.25,Satisfactory,76.81,Satisfactory,440.99,Severe,9.76,Good,1.72,Good,57.52,Satisfactory,4
Noklak,26.2002677,95.0208592,18.91,Good,21.45,Good,235.77,Poor,8.16,Good,0.95,Good,39.6,Good,2
Hamren,25.8449919,92.5748777,35.46,Good,48.28,Good,426.3,Severe,16.88,Good,2.08,Good,32.42,Good,3
Dhenkanal,20.6613774,85.6009626,275.17,Poor,290.93,Poor,773.56,Severe,6.97,Good,7.75,Good,131.76,Moderate,5
Oros,16.1163272,73.7078762,80.31,Satisfactory,87.06,Satisfactory,288.42,Poor,0.9,Good,4.34,Good,139.25,Moderate,5
Gulganj,24.6984221,79.370596,64.81,Satisfactory,71.38,Satisfactory,325.76,Very Poor,5.74,Good,2.88,Good,61.57,Satisfactory,4
Walhe,18.1862832,74.1532265,127.24,Moderate,135.22,Moderate,433.54,Severe,5.56,Good,4.89,Good,139.22,Moderate,5
Kajalgaon,26.513931,90.525509,152.38,Moderate,170.58,Moderate,824.19,Severe,13.64,Good,2.35,Good,62.17,Satisfactory,5
Bilaigarh,21.6376834,82.7206134,209.95,Poor,223.56,Poor,566.11,Severe,9.55,Good,17.14,Good,97.95,Satisfactory,5
Bagalamukhi,31.9679114,76.2049117,127.43,Moderate,148.39,Moderate,1070.46,Severe,16.36,Good,6.34,Good,89.88,Satisfactory,5
Baud,32.2851075,75.8676871,109.03,Moderate,135.66,Moderate,1102.37,Severe,26.94,Good,7.99,Good,81.32,Satisfactory,5
Kotra,24.365589,73.1767559,93.04,Satisfactory,114.94,Moderate,685.98,Severe,35.58,Good,10.93,Good,56.94,Satisfactory,5
Arnod,23.8826789,74.8106074,34.21,Good,41.0,Good,281.35,Poor,5.46,Good,3.15,Good,62.74,Satisfactory,3
Lohara,17.9925705,76.3270158,87.58,Satisfactory,93.89,Satisfactory,409.31,Severe,15.26,Good,5.26,Good,93.02,Satisfactory,5
Pichandarkovil,10.8775915,78.7080495,37.1,Good,45.52,Good,293.77,Poor,11.84,Good,7.11,Good,79.4,Satisfactory,3
Mauzamabad,26.6720429,75.361576,86.85,Satisfactory,129.08,Moderate,388.53,Very Poor,13.1,Good,4.62,Good,82.33,Satisfactory,5
Vijapur,23.5615483,72.753396,97.28,Satisfactory,112.24,Moderate,495.74,Severe,17.98,Good,17.02,Good,101.82,Moderate,5
Virpur,23.1890874,73.480854,65.58,Satisfactory,77.0,Satisfactory,538.66,Severe,24.46,Good,13.27,Good,77.16,Satisfactory,4
Sojitra,22.5391166,72.7192782,86.66,Satisfactory,96.73,Satisfactory,422.35,Severe,7.99,Good,5.88,Good,116.75,Moderate,5
Sankheda,22.1716283,73.5797953,54.83,Satisfactory,62.31,Satisfactory,359.64,Very Poor,11.22,Good,12.88,Good,100.36,Moderate,4
Rhenock,27.1746652,88.6443365,245.05,Poor,273.32,Poor,1327.79,Severe,16.68,Good,4.26,Good,75.28,Satisfactory,5
Khergam,20.6313585,73.0951202,101.64,Moderate,113.94,Moderate,492.81,Severe,16.0,Good,29.88,Good,120.8,Moderate,5
Jaithari,23.0431285,81.795659,93.98,Satisfactory,100.72,Moderate,358.06,Very Poor,6.91,Good,6.81,Good,80.03,Satisfactory,5
Devarakonda,16.6931795,78.9147252,109.45,Moderate,118.31,Moderate,440.76,Severe,9.29,Good,3.66,Good,89.93,Satisfactory,5
Shahpura,23.1840979,80.7002217,71.13,Satisfactory,75.69,Satisfactory,362.99,Very Poor,6.34,Good,2.57,Good,82.55,Satisfactory,4
Sayalgudi,9.169397,78.4454258,24.09,Good,32.58,Good,202.04,Poor,5.69,Good,3.66,Good,91.5,Satisfactory,2
Shirala,16.9847466,74.1257965,121.96,Moderate,129.2,Moderate,387.65,Very Poor,3.21,Good,4.03,Good,153.27,Moderate,5
Shahzadpur,30.446413,77.0334204,157.31,Moderate,180.55,Moderate,935.47,Severe,12.97,Good,8.33,Good,106.32,Moderate,5
Wyra,17.1936232,80.3594327,132.36,Moderate,142.95,Moderate,518.2,Severe,11.17,Good,6.13,Good,99.06,Satisfactory,5
Majhola,28.8166271,79.8851966,330.63,Very Poor,352.13,Very Poor,1455.48,Severe,15.28,Good,12.74,Good,126.74,Moderate,5
Thalaiyuthu,8.7879973,77.7242601,34.03,Good,44.68,Good,173.36,Moderate,2.06,Good,3.44,Good,110.2,Moderate,3
Subir,20.9287346,73.7737942,53.16,Satisfactory,58.48,Satisfactory,314.68,Very Poor,12.5,Good,16.16,Good,92.29,Satisfactory,4
Jiran,24.3077574,74.892168,43.46,Good,51.93,Satisfactory,333.79,Very Poor,8.41,Good,3.33,Good,52.65,Satisfactory,3
Joga,30.1655814,75.4257101,132.11,Moderate,175.96,Moderate,782.38,Severe,11.84,Good,6.12,Good,108.11,Moderate,5
Sahaspur Lohara,21.8342331,81.1251819,190.1,Moderate,201.95,Poor,649.51,Severe,17.21,Good,27.59,Good,100.46,Moderate,5
Mohla,20.58197,80.743804,191.28,Moderate,199.93,Moderate,550.69,Severe,8.1,Good,10.34,Good,86.88,Satisfactory,5
Manpur,20.374682,80.7252216,188.6,Moderate,197.2,Moderate,533.6,Severe,7.41,Good,9.71,Good,85.57,Satisfactory,5
Palari,21.5354858,82.1646022,208.15,Poor,219.62,Poor,625.1,Severe,11.55,Good,18.67,Good,114.89,Moderate,5
Magarlod,20.7472048,81.8520927,139.58,Moderate,145.73,Moderate,360.03,Very Poor,3.71,Good,4.96,Good,88.21,Satisfactory,5
Nagari,20.3502602,81.9580292,120.6,Moderate,126.18,Moderate,309.9,Very Poor,4.34,Good,2.85,Good,68.07,Satisfactory,5
Chhindgarh,18.5231552,81.753838,166.89,Moderate,178.39,Moderate,533.34,Severe,16.4,Good,4.33,Good,77.08,Satisfactory,5
Bhairamgarh,19.0073703,81.0599828,160.45,Moderate,167.18,Moderate,395.47,Very Poor,4.53,Good,2.35,Good,72.1,Satisfactory,5
Dhaula,30.2864707,75.4604475,121.3,Moderate,158.16,Moderate,809.03,Severe,13.32,Good,5.71,Good,103.11,Moderate,5
Kansabel,22.6441453,83.7415588,238.94,Poor,260.44,Poor,666.8,Severe,24.88,Good,36.81,Good,78.03,Satisfactory,5
Pali,22.3778571,82.3253631,190.73,Moderate,210.07,Poor,708.8,Severe,18.21,Good,31.67,Good,107.51,Moderate,5
Kartala,22.2994203,82.9580426,174.31,Moderate,188.7,Moderate,546.67,Severe,10.85,Good,28.05,Good,99.6,Satisfactory,5
Hussainabad,24.5308585,84.0003705,153.4,Moderate,167.42,Moderate,524.6,Severe,49.78,Good,36.89,Good,41.23,Good,5
Keredari,23.8657846,85.0931668,227.54,Poor,241.83,Poor,639.74,Severe,10.33,Good,12.76,Good,82.43,Satisfactory,5
Kot Fatta,30.1122225,75.0849652,133.73,Moderate,184.42,Moderate,782.94,Severe,12.17,Good,7.98,Good,111.04,Moderate,5
Pathrala,30.0021547,74.7534702,118.75,Moderate,167.44,Moderate,714.71,Severe,9.79,Good,6.51,Good,104.05,Moderate,5
Shopian,33.718807,74.8333311,50.32,Satisfactory,73.2,Satisfactory,744.68,Severe,14.72,Good,4.34,Good,92.97,Satisfactory,4
Beerwah,34.0143621,74.5922524,44.74,Good,64.56,Satisfactory,808.99,Severe,18.19,Good,5.3,Good,106.12,Moderate,3
Engapuzha,11.4717345,75.968802,76.73,Satisfactory,85.76,Satisfactory,258.44,Poor,1.02,Good,4.33,Good,141.23,Moderate,5
Maikave,11.4029658,75.9768709,76.73,Satisfactory,85.76,Satisfactory,258.44,Poor,1.02,Good,4.33,Good,141.23,Moderate,5
Koodathayi,11.3995488,75.9544268,63.04,Satisfactory,71.44,Satisfactory,227.47,Poor,0.97,Good,4.37,Good,135.9,Moderate,4
Domchanch,24.474848,85.6921282,184.77,Moderate,198.87,Moderate,746.09,Severe,12.99,Good,6.89,Good,83.7,Satisfactory,5
Chandwara,24.3929804,85.4797697,205.59,Poor,220.05,Poor,702.05,Severe,11.02,Good,8.03,Good,84.35,Satisfactory,5
Gande,24.1784891,86.4430261,320.72,Very Poor,345.94,Very Poor,1103.25,Severe,18.71,Good,7.48,Good,75.38,Satisfactory,5
Sarwan,24.379632,86.774977,317.8,Very Poor,346.14,Very Poor,1302.77,Severe,29.39,Good,28.29,Good,80.22,Satisfactory,5
Devipur,24.4062782,86.5817606,246.32,Poor,267.25,Poor,1016.45,Severe,20.54,Good,6.99,Good,80.33,Satisfactory,5
Mohanpur,24.5101598,86.8160462,326.56,Very Poor,358.75,Very Poor,1594.28,Severe,45.71,Good,61.59,Satisfactory,77.8,Satisfactory,5
Bhucho Mandi,30.2151729,75.0933937,124.59,Moderate,166.76,Moderate,841.23,Severe,13.7,Good,6.33,Good,104.65,Moderate,5
Māndro,25.1434782,87.4983251,219.26,Poor,241.59,Poor,1164.96,Severe,24.3,Good,6.52,Good,81.31,Satisfactory,5
Borio,25.0344388,87.5925189,219.26,Poor,241.59,Poor,1164.96,Severe,24.3,Good,6.52,Good,81.31,Satisfactory,5
Udhwa,24.9742322,87.8463363,294.42,Poor,322.71,Very Poor,1440.28,Severe,37.3,Good,27.92,Good,81.29,Satisfactory,5
Maheshpur,24.4788881,87.7628445,444.21,Severe,481.13,Severe,2071.26,Severe,72.57,Satisfactory,88.46,Satisfactory,70.24,Satisfactory,5
Narayanpur,24.0441616,86.6145587,349.16,Very Poor,379.28,Very Poor,1300.79,Severe,25.69,Good,22.35,Good,81.37,Satisfactory,5
Kundhit,23.9713009,87.1604864,425.74,Severe,466.67,Severe,1605.68,Severe,30.45,Good,33.89,Good,101.91,Moderate,5
Topchanchi,23.9036353,86.1978144,299.65,Poor,320.48,Very Poor,941.58,Severe,13.58,Good,8.93,Good,71.06,Satisfactory,5
Gobindpur,23.8338345,86.5217542,357.92,Very Poor,385.29,Very Poor,1146.65,Severe,17.79,Good,7.73,Good,72.9,Satisfactory,5
Chandrapura,23.748072,86.1192512,310.83,Very Poor,331.56,Very Poor,970.62,Severe,15.82,Good,17.47,Good,76.8,Satisfactory,5
Peterwar,23.6130507,85.8516955,294.17,Poor,312.59,Very Poor,907.41,Severe,15.43,Good,18.74,Good,73.31,Satisfactory,5
Chitarpur,23.5729816,85.6535284,325.22,Very Poor,344.72,Very Poor,971.31,Severe,17.33,Good,23.56,Good,91.49,Satisfactory,5
Ratu,23.418833,85.2206897,339.99,Very Poor,359.94,Very Poor,966.09,Severe,13.26,Good,14.73,Good,121.92,Moderate,5
Rahe,23.2680247,85.6452781,358.12,Very Poor,379.07,Very Poor,1064.47,Severe,20.76,Good,30.37,Good,98.54,Satisfactory,5
Channu,30.1004629,74.6107936,118.75,Moderate,167.44,Moderate,714.71,Severe,9.79,Good,6.51,Good,104.05,Moderate,5
Murhu,22.9712947,85.2833032,392.06,Very Poor,413.81,Severe,951.91,Severe,10.28,Good,23.58,Good,123.55,Moderate,5
Jagannathpur,22.2211655,85.639168,379.03,Very Poor,400.31,Severe,891.91,Severe,12.5,Good,23.04,Good,108.31,Moderate,5
Badagaon,24.5693916,79.0183282,59.18,Satisfactory,65.18,Satisfactory,300.92,Very Poor,4.68,Good,1.95,Good,54.82,Satisfactory,4
Ghuwara,24.5057863,79.0785491,59.18,Satisfactory,65.18,Satisfactory,300.92,Very Poor,4.68,Good,1.95,Good,54.82,Satisfactory,4
Begamganj,23.5996608,78.3411026,63.73,Satisfactory,68.2,Satisfactory,304.34,Very Poor,4.8,Good,3.59,Good,68.03,Satisfactory,4
Gulabganj,23.6840819,77.9106601,56.45,Satisfactory,61.6,Satisfactory,295.92,Poor,4.77,Good,2.6,Good,59.98,Satisfactory,4
Ballarpur,19.8568413,79.3480253,168.24,Moderate,181.1,Moderate,538.77,Severe,13.47,Good,16.67,Good,115.09,Moderate,5
Vikravandi,12.0373768,79.5435557,40.72,Good,50.57,Satisfactory,292.01,Poor,16.96,Good,16.27,Good,80.17,Satisfactory,3
Kheragarh,26.9415066,77.8198528,130.07,Moderate,146.34,Moderate,521.81,Severe,11.85,Good,3.07,Good,89.76,Satisfactory,5
Jourian,32.8331454,74.5779955,72.83,Satisfactory,101.78,Moderate,988.72,Severe,25.05,Good,3.69,Good,81.75,Satisfactory,4
Akhnoor,32.9019451,74.7347398,76.94,Satisfactory,108.3,Moderate,1020.61,Severe,25.21,Good,4.87,Good,82.19,Satisfactory,5
Narasaraopet,16.2389242,80.0472879,115.73,Moderate,124.3,Moderate,439.67,Severe,4.75,Good,3.71,Good,116.63,Moderate,5
Kalakote,33.2135214,74.4233258,57.38,Satisfactory,83.93,Satisfactory,818.64,Severe,15.14,Good,3.46,Good,91.47,Satisfactory,4
Arniwala,30.3471555,74.258005,93.01,Satisfactory,132.79,Moderate,709.09,Severe,11.52,Good,3.55,Good,86.15,Satisfactory,5
Palin,27.695143,93.6301961,44.38,Good,54.45,Satisfactory,394.72,Very Poor,9.37,Good,2.18,Good,28.38,Good,3
Dumporijo,27.9809482,94.2790246,26.98,Good,32.78,Good,250.36,Poor,5.14,Good,1.08,Good,30.47,Good,3
Limeking,28.369199,93.6114549,16.85,Good,20.07,Good,199.62,Moderate,6.19,Good,0.48,Good,24.97,Good,2
Boleng,28.3224401,94.9542331,30.91,Good,36.89,Good,305.09,Very Poor,9.09,Good,1.23,Good,35.6,Good,3
Kamba,28.2679881,94.6763563,28.3,Good,33.64,Good,273.19,Poor,7.41,Good,1.05,Good,33.17,Good,3
Oyan,27.8814942,95.3151941,33.94,Good,41.83,Good,376.15,Very Poor,13.71,Good,1.66,Good,29.22,Good,3
Lemmi,27.1594297,93.220666,37.93,Good,46.45,Good,374.08,Very Poor,10.94,Good,3.12,Good,42.29,Good,3
卡坦,28.3146954,95.1592397,31.48,Good,38.35,Good,335.99,Very Poor,11.35,Good,1.42,Good,34.73,Good,3
Tuting,28.9922633,94.8924779,18.34,Good,20.98,Good,155.5,Moderate,1.99,Good,0.36,Good,29.99,Good,2
Mipi,28.950424,95.8144355,20.52,Good,25.53,Good,266.48,Poor,8.17,Good,1.32,Good,38.04,Good,2
Walong,28.1288221,97.0165515,11.18,Good,12.04,Good,128.37,Moderate,0.66,Good,0.14,Good,22.93,Good,2
Goiliang,28.1452486,96.6390547,21.75,Good,23.4,Good,209.16,Poor,1.58,Good,0.29,Good,17.33,Good,2
Tizit,26.8987837,95.0774002,20.63,Good,24.53,Good,259.75,Poor,10.43,Good,1.6,Good,28.29,Good,2
Angphang,26.4993912,94.9814093,23.14,Good,26.81,Good,279.0,Poor,11.71,Good,1.35,Good,32.19,Good,2
Aboi,26.6028408,94.9655628,23.5,Good,27.61,Good,285.26,Poor,12.19,Good,1.61,Good,29.65,Good,2
Shangnyu,26.7709781,95.1360225,20.06,Good,23.5,Good,251.63,Poor,9.66,Good,1.38,Good,32.18,Good,2
Tamlu,26.6704706,94.7358692,23.96,Good,28.05,Good,279.52,Poor,11.9,Good,1.41,Good,30.32,Good,2
Namsang,26.722537,94.7974741,23.96,Good,28.05,Good,279.52,Poor,11.9,Good,1.41,Good,30.32,Good,2
Chessore,26.0823796,94.7346568,22.31,Good,26.11,Good,291.52,Poor,12.9,Good,1.33,Good,25.3,Good,2
