city,country,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp
Missouri City,US,29.6239,-95.4742,8.24,Good,10.86,Good,189.49,Unhealthy,8.19,Good,3.31,Good,56.12,Moderate,1,11.07,59,5.14,90,2025-12-11T14:49:47
Humble,US,29.961944,-95.235,8.27,Good,10.9,Good,197.27,Unhealthy,10.79,Good,3.99,Good,51.64,Good,1,10.92,66,0.89,46,2025-12-11T14:49:47
Atascocita,US,30.05786,-95.06147,7.27,Good,9.82,Good,196.55,Unhealthy,11.69,Good,3.87,Good,51.12,Good,1,9.75,85,1.34,54,2025-12-11T14:49:47
Seabrook,US,29.5831,-95.0156,7.83,Good,10.79,Good,175.22,Unhealthy,5.78,Good,3.38,Good,67.56,Moderate,2,12.24,63,2.24,79,2025-12-11T14:49:47
Spring Valley,US,29.8342,-95.4892,7.95,Good,10.38,Good,193.82,Unhealthy,9.52,Good,3.32,Good,50.86,Good,1,10.83,62,5.14,90,2025-12-11T14:49:47
Allen Farms,US,29.6256,-95.2672,8.26,Good,11.01,Good,189.09,Unhealthy,8.78,Good,3.79,Good,57.95,Moderate,1,10.98,59,5.14,90,2025-12-11T14:43:43
Jacinto City,US,29.8280859,-95.2840958,8.27,Good,10.9,Good,197.27,Unhealthy,10.79,Good,3.99,Good,51.64,Good,1,10.94,63,5.14,90,2025-12-11T14:49:47
Allen Farms,US,29.68639,-95.294724,8.26,Good,11.01,Good,189.09,Unhealthy,8.78,Good,3.79,Good,57.95,Moderate,1,10.84,60,5.14,90,2025-12-11T14:43:42
Oak Cliff Place,US,29.8330556,-95.6569444,7.63,Good,9.85,Good,190.37,Unhealthy,8.26,Good,2.65,Good,50.09,Good,1,10.75,60,0.89,27,2025-12-11T14:49:47
Baytown,US,29.7330556,-94.9847222,7.2,Good,9.74,Good,175.51,Unhealthy,6.59,Good,3.64,Good,64.81,Moderate,2,11.97,60,3.09,65,2025-12-11T14:49:47
Bunker Hill Village,US,29.778333,-95.538056,8.24,Good,10.86,Good,189.49,Unhealthy,8.19,Good,3.31,Good,56.12,Moderate,1,10.93,61,5.14,90,2025-12-11T14:49:47
Cedar Bayou,US,29.823319,-94.983786,6.98,Good,9.01,Good,181.62,Unhealthy,8.43,Good,4.12,Good,58.62,Moderate,1,10.34,68,0.45,0,2025-12-11T14:49:47
Pinewood Place,US,30.011667,-95.5225,7.21,Good,9.6,Good,193.49,Unhealthy,10.16,Good,2.98,Good,48.97,Good,1,10.82,62,0.89,59,2025-12-11T14:49:47
Fort Crockett,US,29.2544736,-94.8612886,7.63,Good,11.19,Good,163.48,Unhealthy,2.98,Good,2.69,Good,76.96,Unhealthy,2,12.92,60,4.63,30,2025-12-11T14:49:47
Katy,US,29.8105556,-95.8061111,7.31,Good,9.33,Good,186.91,Unhealthy,6.99,Good,1.98,Good,49.31,Good,1,10.58,64,2.57,80,2025-12-11T14:49:47
Iowa Colony,US,29.5204432,-95.3925089,8.24,Good,11.13,Good,181.0,Unhealthy,6.79,Good,3.59,Good,64.19,Moderate,2,11.49,59,3.6,50,2025-12-11T14:49:47
Cypress,US,30.039524,-95.6739508,6.76,Good,8.79,Good,186.98,Unhealthy,8.26,Good,2.33,Good,49.03,Good,1,10.61,62,0.89,59,2025-12-11T14:49:47
Brookside Village,US,29.5894444,-95.3536111,8.24,Good,11.13,Good,181.0,Unhealthy,6.79,Good,3.59,Good,64.19,Moderate,2,11.15,58,5.14,90,2025-12-11T14:49:47
Challenge-Brownsville,US,39.482481,-121.221235,55.63,Unhealthy,59.55,Moderate,574.49,Unhealthy,51.92,Good,0.93,Good,0.43,Good,4,7.61,54,2.35,53,2025-12-11T14:49:47
Tooele,US,40.539299,-112.299797,6.78,Good,13.9,Good,160.61,Unhealthy,7.29,Good,4.54,Good,53.07,Good,1,4.89,68,2.7,190,2025-12-11T14:49:47
Tomé,CL,-36.601713211434,-72.958522830688,1.14,Good,2.89,Good,68.94,Unhealthy,0.11,Good,0.38,Good,25.52,Good,1,18.95,77,4.33,257,2025-12-11T14:49:47
Felton,US,37.0481,-122.074603,15.01,Moderate,24.79,Good,287.11,Unhealthy,16.39,Good,2.32,Good,41.28,Good,2,12.17,68,0.89,336,2025-12-11T14:42:15
Roland,US,35.408138,-94.524414,2.07,Good,2.96,Good,167.3,Unhealthy,5.43,Good,0.22,Good,35.39,Good,1,3.09,79,1.54,70,2025-12-11T14:49:47
Twin Falls,US,42.565089,-114.494717,2.13,Good,2.4,Good,114.87,Unhealthy,5.73,Good,0.35,Good,42.88,Good,1,6.92,56,7.2,210,2025-12-11T14:49:47
Challenge-Brownsville,US,39.482385,-121.221128,55.63,Unhealthy,59.55,Moderate,574.49,Unhealthy,51.92,Good,0.93,Good,0.43,Good,4,7.61,54,2.35,53,2025-12-11T14:49:47
Sugartree Mobile Home Park,US,43.61,-83.36,0.53,Good,0.77,Good,131.59,Unhealthy,2.77,Good,0.66,Good,81.34,Unhealthy,2,-4.96,86,3.09,280,2025-12-11T14:49:48
Saint Joseph County,US,41.696667,-86.214722,2.71,Good,3.17,Good,171.82,Unhealthy,7.23,Good,2.46,Good,56.36,Moderate,1,-3.07,75,4.12,290,2025-12-11T14:49:48
Lafayette,US,40.431667,-86.8525,1.4,Good,1.61,Good,184.73,Unhealthy,4.96,Good,1.5,Good,54.01,Unhealthy,1,-2.3,85,2.57,270,2025-12-11T14:49:48
Ogden Dunes,US,41.617814,-87.199533,2.86,Good,3.14,Good,177.09,Unhealthy,5.92,Good,1.68,Good,54.45,Unhealthy,1,-3.02,74,3.09,300,2025-12-11T14:49:48
Flat Rock Park,US,39.237457,-85.891332,2.55,Good,3.2,Good,182.11,Unhealthy,7.08,Good,4.73,Good,51.74,Good,1,-1.35,88,2.57,240,2025-12-11T14:49:48
Pierceton,US,41.169722,-85.629444,2.44,Good,3.04,Good,171.65,Unhealthy,6.35,Good,1.54,Good,57.93,Moderate,1,-3.22,79,1.79,267,2025-12-11T14:49:48
Marion,US,39.810833,-86.114444,1.45,Good,1.75,Good,176.07,Unhealthy,5.12,Good,2.68,Good,54.93,Unhealthy,1,-1.69,83,3.6,280,2025-12-11T14:49:48
Terre Haute,US,39.485987,-87.401312,2.33,Good,2.55,Good,203.97,Unhealthy,6.17,Good,1.25,Good,45.19,Good,1,-1.69,89,2.57,260,2025-12-11T14:49:48
Gary,US,41.606563,-87.305015,2.98,Good,3.25,Good,180.4,Unhealthy,5.93,Good,1.5,Good,53.42,Good,1,-3.05,71,3.09,300,2025-12-11T14:49:48
Fort Wayne,US,41.094965,-85.101816,2.45,Good,3.19,Good,164.45,Unhealthy,6.55,Good,1.91,Good,60.64,Moderate,2,-2.38,75,3.6,270,2025-12-11T14:49:48
New Albany,US,38.30703,-85.832974,3.51,Good,4.49,Good,205.8,Unhealthy,9.49,Good,1.79,Good,41.14,Good,1,0.29,76,3.09,240,2025-12-11T14:49:48
Elkhart,US,41.657155,-85.968446,2.71,Good,3.29,Good,170.15,Unhealthy,7.77,Good,3.09,Good,58.91,Moderate,1,-3.0,68,4.12,290,2025-12-11T14:49:48
Howard County,US,40.481347,-86.109688,1.47,Good,1.87,Good,176.21,Unhealthy,5.41,Good,1.71,Good,56.03,Moderate,1,-2.86,77,3.6,350,2025-12-11T14:49:48
McCordsville,US,39.960884,-85.939546,1.48,Good,1.78,Good,172.83,Unhealthy,4.95,Good,2.58,Good,56.35,Moderate,1,-2.27,88,1.54,260,2025-12-11T14:49:48
Arkadelphia,US,34.1795,-93.0988,1.82,Good,3.06,Good,158.6,Unhealthy,5.28,Good,0.37,Good,36.73,Good,1,-1.09,100,0.0,0,2025-12-11T14:49:48
Barstow,US,34.894054,-117.024756,72.3,Unhealthy,98.79,Moderate,982.28,Unhealthy,113.34,Unhealthy,7.53,Good,0.79,Good,4,9.38,46,0.51,267,2025-12-11T14:49:48
Lucerne Valley,US,34.4101,-116.906874,80.33,Unhealthy,103.26,Moderate,896.49,Unhealthy,97.08,Moderate,7.69,Good,8.24,Good,5,14.32,40,0.99,133,2025-12-11T14:49:48
Searles Valley,US,35.774455,-117.372109,27.97,Moderate,48.95,Good,449.03,Unhealthy,28.03,Good,2.16,Good,38.03,Good,3,10.95,39,0.44,349,2025-12-11T14:49:48
Dishman,US,47.663962,-117.25765,0.5,Good,0.74,Good,93.49,Unhealthy,0.9,Good,0.12,Good,78.87,Unhealthy,2,11.55,79,7.72,230,2025-12-11T14:49:48
Enterprise,US,45.426351,-117.296066,0.5,Good,0.54,Good,111.62,Unhealthy,3.42,Good,0.0,Good,37.55,Good,1,8.72,72,5.81,88,2025-12-11T14:49:48
Darya Ganj,IN,28.646835,77.316032,97.17,Unhealthy,193.95,Unhealthy,823.38,Unhealthy,44.7,Good,10.01,Good,31.61,Good,5,17.14,17,1.33,347,2025-12-11T14:49:48
Connaught Place,IN,28.6341,77.2005,97.17,Unhealthy,193.95,Unhealthy,823.38,Unhealthy,44.7,Good,10.01,Good,31.61,Good,5,17.03,59,0.0,0,2025-12-11T14:49:48
Tijuana,MX,32.543475,-117.029028,32.47,Moderate,39.09,Good,250.48,Unhealthy,1.07,Good,0.54,Good,74.95,Unhealthy,3,14.63,44,3.6,70,2025-12-11T14:43:10
Maryland Heights,US,38.7108,-90.4758,2.02,Good,2.27,Good,184.27,Unhealthy,4.63,Good,0.47,Good,41.1,Good,1,-1.01,76,0.45,204,2025-12-11T14:49:48
Bagdad,US,34.243889,-113.558611,13.88,Moderate,60.63,Moderate,133.36,Unhealthy,4.62,Good,0.14,Good,64.47,Moderate,3,13.14,42,0.84,40,2025-12-11T14:49:48
Waterbury,US,41.5503,-73.0442,1.0,Good,2.24,Good,160.95,Unhealthy,8.97,Good,1.74,Good,73.77,Unhealthy,2,-0.99,56,8.23,320,2025-12-11T14:49:48
Heijplaat,NL,51.8879,4.38881,10.38,Good,14.62,Good,224.88,Unhealthy,18.91,Good,2.08,Good,31.48,Good,2,8.6,88,3.6,180,2025-12-11T14:49:48
Crandon,US,45.5639,-88.81,2.42,Good,3.06,Good,178.7,Unhealthy,8.38,Good,1.0,Good,54.72,Unhealthy,1,-10.84,71,2.66,322,2025-12-11T14:49:48
El Dorado Springs,US,37.695801,-94.037498,5.04,Good,6.06,Good,169.54,Unhealthy,6.85,Good,1.41,Good,53.73,Good,1,3.94,67,4.41,162,2025-12-11T14:49:48
Chandler,US,39.303056,-94.376389,2.64,Good,3.22,Good,173.79,Unhealthy,6.73,Good,0.66,Good,45.41,Good,1,-0.9,79,3.58,109,2025-12-11T14:49:48
Pacific,US,38.490299,-90.705299,1.76,Good,2.04,Good,182.98,Unhealthy,4.73,Good,0.3,Good,40.36,Good,1,-2.01,85,0.86,257,2025-12-11T14:49:48
Springfield,US,37.256136,-93.299886,4.21,Good,5.63,Good,154.64,Unhealthy,4.87,Good,0.77,Good,60.73,Moderate,2,3.0,72,4.02,163,2025-12-11T14:49:48
Carthage,US,37.198286,-94.317246,3.98,Good,4.87,Good,174.03,Unhealthy,6.88,Good,0.75,Good,49.46,Good,1,3.91,69,4.63,160,2025-12-11T14:49:48
Pine Lawn,US,38.673172,-90.239086,2.16,Good,2.43,Good,187.52,Unhealthy,4.93,Good,0.5,Good,40.14,Good,1,-0.84,75,1.54,210,2025-12-11T14:49:48
Perryville,US,37.701893,-89.697655,4.08,Good,4.68,Good,268.71,Unhealthy,10.48,Good,0.08,Good,22.2,Good,1,-2.29,77,1.74,274,2025-12-11T14:49:48
Arnold,US,38.448633,-90.39854,1.7,Good,1.95,Good,186.18,Unhealthy,4.82,Good,0.31,Good,38.6,Good,1,-1.18,82,1.79,215,2025-12-11T14:49:48
Fair Grove,US,37.31951,-93.204635,4.21,Good,5.63,Good,154.64,Unhealthy,4.87,Good,0.77,Good,60.73,Moderate,2,3.0,70,0.45,167,2025-12-11T14:49:48
Centerville,US,37.652142,-91.11689,2.37,Good,2.98,Good,185.45,Unhealthy,6.88,Good,0.16,Good,33.4,Good,1,-0.56,69,0.33,221,2025-12-11T14:49:48
Esther,US,37.8969,-90.4222,1.95,Good,2.42,Good,197.46,Unhealthy,5.56,Good,0.07,Good,31.03,Good,1,-4.85,93,0.0,0,2025-12-11T14:49:48
Alton,US,38.8708,-90.224403,2.62,Good,2.91,Good,188.87,Unhealthy,5.05,Good,0.69,Good,41.68,Good,1,-1.31,75,2.06,100,2025-12-11T14:49:48
Paris,US,39.4751,-91.78899,2.9,Good,3.25,Good,185.37,Unhealthy,5.14,Good,0.81,Good,42.27,Good,1,-1.31,72,1.68,171,2025-12-11T14:49:48
Nixa,US,37.1231,-93.2631,4.57,Good,5.85,Good,154.51,Unhealthy,4.88,Good,0.77,Good,60.27,Moderate,2,2.68,73,1.79,167,2025-12-11T14:49:48
Savannah,US,39.9544,-94.849,2.85,Good,3.58,Good,183.65,Unhealthy,8.95,Good,1.1,Good,44.24,Good,1,-2.03,92,5.55,131,2025-12-11T14:49:48
Gower,US,39.530602,-94.555801,2.28,Good,2.76,Good,172.31,Unhealthy,6.57,Good,0.62,Good,45.71,Good,1,-1.68,73,6.14,140,2025-12-11T14:49:48
Kansas City,US,39.10465,-94.57055,2.69,Good,3.33,Good,174.03,Unhealthy,7.18,Good,1.08,Good,48.03,Good,1,0.75,76,2.57,100,2025-12-11T14:49:48
Elwood,US,39.741667,-94.858333,2.47,Good,3.07,Good,175.75,Unhealthy,7.64,Good,0.98,Good,46.81,Good,1,-1.93,81,4.12,110,2025-12-11T14:49:48
Smithville,US,39.331913,-94.580841,2.48,Good,3.05,Good,173.17,Unhealthy,6.87,Good,0.85,Good,46.87,Good,1,-0.51,77,5.66,120,2025-12-11T14:49:48
Holts Summit,US,38.706,-92.093,1.64,Good,2.13,Good,178.2,Unhealthy,6.13,Good,0.34,Good,40.51,Good,1,-2.26,91,2.06,110,2025-12-11T14:49:48
Lawson,US,39.407452,-94.265373,2.42,Good,2.95,Good,174.58,Unhealthy,6.53,Good,0.51,Good,43.85,Good,1,-1.38,80,0.0,0,2025-12-11T14:49:48
Saint Charles,US,38.9022,-90.4469,2.41,Good,2.65,Good,185.22,Unhealthy,4.73,Good,0.64,Good,42.34,Good,1,-1.24,77,2.06,100,2025-12-11T14:49:48
Spijkenisse,NL,51.8701,4.31806,10.38,Good,14.62,Good,224.88,Unhealthy,18.91,Good,2.08,Good,31.48,Good,2,8.4,75,3.6,180,2025-12-11T14:49:48
Bowie,US,38.9025,-76.653099,0.75,Good,1.39,Good,180.26,Unhealthy,6.03,Good,0.98,Good,59.66,Moderate,1,2.1,52,8.23,290,2025-12-11T14:49:48
Biglerville,US,39.9231,-77.3078,0.5,Good,0.8,Good,152.03,Unhealthy,4.28,Good,1.58,Good,68.96,Moderate,2,-1.63,58,7.15,241,2025-12-11T14:49:48
Oxford,US,39.5327,-84.7286,1.91,Good,2.67,Good,169.22,Unhealthy,6.7,Good,1.72,Good,58.49,Moderate,1,-1.42,80,0.89,265,2025-12-11T14:49:48
Northampton,GB,52.271886,-0.879898,3.22,Good,5.36,Good,135.99,Unhealthy,9.32,Good,2.65,Good,54.16,Unhealthy,1,10.03,84,6.27,192,2025-12-11T14:49:48
Los Ángeles,CL,-37.463035064801,-72.324575155457,2.01,Good,2.92,Good,74.83,Unhealthy,0.35,Good,0.23,Good,28.55,Good,1,24.69,31,3.17,210,2025-12-11T14:49:48
Puchuncaví,CL,-32.736065,-71.450827,2.29,Good,5.84,Good,69.54,Unhealthy,0.1,Good,0.43,Good,28.05,Good,1,21.39,71,3.45,279,2025-12-11T14:49:48
Savoy,US,40.0519,-88.3724,2.07,Good,2.3,Good,199.93,Unhealthy,5.92,Good,2.0,Good,45.65,Good,1,-3.06,87,2.57,300,2025-12-11T14:49:48
Knox,US,38.7408,-87.4853,5.34,Good,6.45,Good,220.12,Unhealthy,9.42,Good,2.49,Good,39.29,Good,1,-1.05,82,3.09,300,2025-12-11T14:49:48
River View Park,US,40.3833,-75.9686,0.72,Good,1.59,Good,151.34,Unhealthy,5.53,Good,2.02,Good,74.35,Unhealthy,2,-0.27,58,4.12,310,2025-12-11T14:49:48
Montgomery,US,41.5231,-74.215,0.68,Good,1.42,Good,144.49,Unhealthy,4.67,Good,1.34,Good,81.58,Unhealthy,2,-3.06,62,7.72,300,2025-12-11T14:49:48
Morro Bay,US,35.36639,-120.8426,16.8,Moderate,24.3,Good,236.41,Unhealthy,7.59,Good,1.26,Good,48.38,Good,2,7.1,54,4.19,42,2025-12-11T14:49:48
Stockton,US,42.2869,-89.9997,3.43,Good,3.84,Good,210.09,Unhealthy,9.0,Good,0.88,Good,42.09,Good,1,-5.56,86,1.34,281,2025-12-11T14:49:48
Middlesboro,US,36.47,-83.83,1.24,Good,1.61,Good,167.54,Unhealthy,3.38,Good,1.48,Good,61.93,Moderate,2,0.91,64,2.06,300,2025-12-11T14:49:48
Wewahitchka,US,30.1103,-84.9903,3.43,Good,4.98,Good,141.89,Unhealthy,1.21,Good,0.71,Good,81.17,Unhealthy,2,11.79,53,4.14,1,2025-12-11T14:49:48
Phoenix,US,33.461807,-112.128044,17.43,Moderate,41.49,Good,172.06,Unhealthy,3.81,Good,1.13,Good,70.2,Unhealthy,2,10.17,69,3.09,100,2025-12-11T14:49:48
South Eliot,US,43.111364,-70.76973,0.5,Good,1.1,Good,170.31,Unhealthy,4.87,Good,0.47,Good,61.11,Moderate,2,1.2,58,8.23,270,2025-12-11T14:49:48
Pinedale,US,42.8698,-109.8708,1.51,Good,4.73,Good,89.09,Unhealthy,1.74,Good,0.28,Good,69.53,Moderate,2,-1.21,80,2.57,290,2025-12-11T14:49:48
Pine Grove Mills,US,40.7208,-77.9319,0.55,Good,0.98,Good,139.98,Unhealthy,4.52,Good,2.54,Good,77.88,Unhealthy,2,-4.54,63,9.77,290,2025-12-11T14:49:48
Millersville,US,44.180901,-85.738998,0.5,Good,0.5,Good,124.15,Unhealthy,2.09,Good,1.3,Good,78.48,Unhealthy,2,-4.38,89,3.02,300,2025-12-11T14:49:48
Smithfield,CA,53.493889,-114.449722,0.64,Good,0.66,Good,133.17,Unhealthy,4.56,Good,3.6,Good,44.79,Good,1,-21.83,96,4.72,317,2025-12-11T14:49:48
Bodh Gaya,IN,24.7489694,84.9438395,88.75,Unhealthy,107.99,Moderate,438.71,Unhealthy,12.72,Good,17.93,Good,81.4,Unhealthy,5,14.0,82,0.0,0,2025-12-11T14:49:48
Mallaig,CA,54.216473,-111.50264,0.5,Good,0.5,Good,124.93,Unhealthy,1.44,Good,0.87,Good,56.98,Moderate,1,-22.22,98,5.91,327,2025-12-11T14:49:48
South Salt Lake,US,40.733501,-111.87169600000001,6.55,Good,12.11,Good,147.96,Unhealthy,7.56,Good,9.22,Good,68.91,Moderate,2,7.51,62,4.12,120,2025-12-11T14:49:48
Nashville,US,36.1767,-86.7386,3.68,Good,4.67,Good,200.21,Unhealthy,5.7,Good,1.24,Good,45.44,Good,1,0.35,73,2.06,300,2025-12-11T14:49:48
Montemar,CL,-32.929552,-71.440571,2.57,Good,6.42,Good,70.25,Unhealthy,0.14,Good,0.51,Good,28.38,Good,1,21.38,59,4.14,297,2025-12-11T14:49:48
Anchorage,US,61.205861,-149.8246,0.5,Good,0.5,Good,134.41,Unhealthy,0.39,Good,0.13,Good,90.72,Unhealthy,2,-15.02,75,2.57,70,2025-12-11T14:49:49
Port Montt,CL,-41.4795069236,-72.968755930145,0.89,Good,1.63,Good,68.19,Unhealthy,0.57,Good,0.45,Good,24.65,Good,1,14.91,63,1.54,0,2025-12-11T14:49:48
Tocopilla,CL,-22.063792,-70.185945,3.56,Good,9.86,Good,76.05,Unhealthy,0.11,Good,0.62,Good,58.3,Moderate,1,22.49,65,3.44,249,2025-12-11T14:49:48
Tocopilla,CL,-22.111064,-70.210828,3.0,Good,8.23,Good,74.32,Unhealthy,0.08,Good,0.46,Good,57.86,Moderate,1,21.25,69,3.37,240,2025-12-11T14:49:48
Hinton,CA,53.1325,-117.09111,0.5,Good,0.5,Good,116.82,Unhealthy,0.46,Good,0.04,Good,71.05,Unhealthy,2,-21.81,98,1.31,61,2025-12-11T14:49:49
Lamont,CA,53.800117,-112.927795,0.5,Good,0.5,Good,131.74,Unhealthy,3.59,Good,2.91,Good,57.16,Moderate,1,-21.32,95,5.13,322,2025-12-11T14:49:49
Quilicura,CL,-33.365775677885,-70.748288055225,3.28,Good,5.68,Good,81.69,Unhealthy,0.47,Good,0.24,Good,43.66,Good,1,16.97,77,1.03,0,2025-12-11T14:49:49
Glen Burnie,US,39.1694,-76.6281,0.67,Good,1.22,Good,172.47,Unhealthy,5.84,Good,1.16,Good,62.18,Moderate,2,1.86,49,7.72,290,2025-12-11T14:49:49
Gurgaon,IN,28.4501238,77.0263051,87.73,Unhealthy,167.15,Unhealthy,739.99,Unhealthy,37.4,Good,8.56,Good,42.62,Good,5,17.01,59,0.0,0,2025-12-11T14:49:49
Campbelltown,AU,-34.06666669999999,150.7952778,1.6,Good,4.19,Good,56.07,Unhealthy,0.32,Good,0.13,Good,36.36,Good,1,18.7,81,0.45,0,2025-12-11T14:49:49
Smithfield,US,41.842778,-111.85193999999998,10.25,Good,20.44,Good,200.31,Unhealthy,17.22,Good,2.12,Good,32.08,Good,2,2.48,85,1.54,160,2025-12-11T14:49:49
Skiatook,US,36.3572,-96.0,1.74,Good,2.25,Good,157.08,Unhealthy,4.61,Good,0.37,Good,54.57,Unhealthy,1,5.29,67,5.64,198,2025-12-11T14:49:49
Garibaldi Highlands,CA,49.7064,-123.1544,0.81,Good,1.58,Good,113.21,Unhealthy,1.27,Good,0.49,Good,86.91,Unhealthy,2,6.56,95,1.03,340,2025-12-11T14:49:49
Cedar Bayou,US,29.812,-94.9878,6.98,Good,9.01,Good,181.62,Unhealthy,8.43,Good,4.12,Good,58.62,Moderate,1,10.36,68,0.45,0,2025-12-11T14:49:49
Monterrey,MX,25.67555,-100.33833,17.08,Moderate,18.94,Good,209.96,Unhealthy,3.28,Good,1.37,Good,50.0,Good,2,11.29,54,1.68,88,2025-12-11T14:43:15
Thon Buri,TH,13.732878086814,100.48601837802,41.58,Unhealthy,53.08,Good,546.53,Unhealthy,5.31,Good,6.51,Good,81.43,Unhealthy,3,23.27,83,2.46,358,2025-12-11T14:49:49
Indianapolis,US,39.768056,-86.16,1.82,Good,2.18,Good,178.12,Unhealthy,5.95,Good,3.72,Good,53.25,Good,1,-1.59,84,3.6,280,2025-12-11T14:49:49
East Chicago,US,41.628611,-87.461389,3.1,Good,3.35,Good,183.71,Unhealthy,5.93,Good,1.33,Good,52.39,Good,1,-3.12,66,3.09,300,2025-12-11T14:49:49
Las Vegas,US,36.139881,-115.175572,10.8,Good,37.7,Good,128.63,Unhealthy,6.05,Good,0.32,Good,41.98,Good,2,11.26,56,3.09,170,2025-12-11T14:49:49
Marion,US,39.787933,-86.13088,1.82,Good,2.18,Good,178.12,Unhealthy,5.95,Good,3.72,Good,53.25,Good,1,-1.63,83,3.6,280,2025-12-11T14:49:49
Hope,US,39.294322,-85.766845,2.45,Good,3.09,Good,178.8,Unhealthy,7.01,Good,4.91,Good,53.07,Good,1,-1.58,88,2.57,240,2025-12-11T14:49:49
Yerington,US,39.063033,-119.2044,0.66,Good,0.7,Good,94.77,Unhealthy,2.12,Good,0.02,Good,66.7,Moderate,2,5.08,70,0.23,211,2025-12-11T14:49:49
Corn Creek (historical),US,36.357778,-115.361389,9.12,Good,31.25,Good,137.39,Unhealthy,6.73,Good,0.34,Good,43.25,Good,2,11.89,53,1.79,288,2025-12-11T14:49:49
Wake Village,US,33.435489,-94.075671,2.38,Good,3.69,Good,176.56,Unhealthy,6.84,Good,0.7,Good,39.28,Good,1,4.14,75,0.0,0,2025-12-11T14:49:49
Harlingen,US,26.200278,-97.712501,14.4,Moderate,21.5,Good,185.61,Unhealthy,4.29,Good,0.92,Good,58.03,Moderate,2,17.05,94,3.09,340,2025-12-11T14:49:49
Colusa County,US,39.015,-122.286111,20.76,Moderate,23.65,Good,324.59,Unhealthy,19.69,Good,0.98,Good,11.86,Good,2,13.18,57,1.49,305,2025-12-11T14:49:49
Morgans Point Resort,US,31.122527,-97.431158,3.61,Good,5.91,Good,197.48,Unhealthy,9.67,Good,0.43,Good,38.84,Good,1,2.1,75,0.0,0,2025-12-11T14:49:49
Nashville,US,39.263914,-86.292261,2.74,Good,3.43,Good,188.76,Unhealthy,7.22,Good,4.37,Good,49.05,Good,1,-0.97,84,0.45,241,2025-12-11T14:49:49
Quintero,CL,-32.795151048047,-71.533019680176,2.29,Good,5.84,Good,69.54,Unhealthy,0.1,Good,0.43,Good,28.05,Good,1,19.9,69,2.57,330,2025-12-11T14:49:49
Jackson,US,32.329042,-90.182659,2.31,Good,2.97,Good,152.73,Unhealthy,2.85,Good,0.65,Good,58.63,Moderate,1,5.56,74,2.14,88,2025-12-11T14:49:49
Casa Blanca,US,33.11753,-111.88491,18.85,Moderate,40.51,Good,177.83,Unhealthy,3.79,Good,0.92,Good,70.91,Unhealthy,2,6.31,81,1.54,100,2025-12-11T14:49:49
Newland,US,35.9722,-81.9331,0.92,Good,1.59,Good,207.63,Unhealthy,5.61,Good,0.59,Good,48.55,Good,1,-3.42,75,7.6,311,2025-12-11T14:49:49
Concord,US,35.765413,-82.264944,1.17,Good,1.8,Good,193.19,Unhealthy,4.37,Good,0.58,Good,53.78,Good,1,-8.29,71,3.04,301,2025-12-11T14:49:49
Provo,US,40.253502,-111.6632,5.08,Good,8.63,Good,149.75,Unhealthy,8.39,Good,3.39,Good,57.91,Moderate,1,7.52,74,1.41,76,2025-12-11T14:49:49
Lindon,US,40.3414,-111.71360000000001,5.08,Good,8.63,Good,149.75,Unhealthy,8.39,Good,3.39,Good,57.91,Moderate,1,7.22,69,1.95,65,2025-12-11T14:49:49
Quilicura,CL,-33.344152616081,-70.739593505859,3.28,Good,5.68,Good,81.69,Unhealthy,0.47,Good,0.24,Good,43.66,Good,1,16.99,77,1.03,0,2025-12-11T14:49:49
Quilicura,CL,-33.34970931173,-70.724530220031,3.28,Good,5.68,Good,81.69,Unhealthy,0.47,Good,0.24,Good,43.66,Good,1,16.97,77,1.03,0,2025-12-11T14:49:49
Miami,US,25.7947,-80.2156,6.85,Good,12.25,Good,146.6,Unhealthy,0.78,Good,0.42,Good,87.96,Unhealthy,2,19.73,71,2.06,330,2025-12-11T14:49:49
Homestead,US,25.4719,-80.4828,6.63,Good,12.7,Good,143.4,Unhealthy,0.66,Good,0.45,Good,92.21,Unhealthy,2,19.27,76,2.06,330,2025-12-11T14:49:49
Wolli Creek,AU,-33.9177778,151.1347222,1.71,Good,4.77,Good,56.18,Unhealthy,0.37,Good,0.18,Good,36.47,Good,1,19.82,83,7.72,130,2025-12-11T14:49:49
Erdington,GB,52.511722,-1.830583,1.5,Good,3.61,Good,124.45,Unhealthy,3.35,Good,0.82,Good,61.05,Moderate,2,10.74,83,5.66,170,2025-12-11T14:49:49
Silao,MX,20.9479,-101.4258,6.92,Good,8.72,Good,201.43,Unhealthy,7.05,Good,2.02,Good,24.79,Good,1,14.16,72,4.12,90,2025-12-11T14:49:49
Northcrest,US,31.6531,-97.0706,5.62,Good,8.03,Good,262.7,Unhealthy,17.48,Good,0.25,Good,22.34,Good,1,1.01,80,0.0,0,2025-12-11T14:49:49
Wakulla,US,30.0842,-84.1617,4.34,Good,5.73,Good,147.37,Unhealthy,0.92,Good,0.63,Good,78.78,Unhealthy,2,12.22,55,5.88,352,2025-12-11T14:49:49
