location_id,city,latitude,longitude
245690244,Nandgaon Khandeshwar,20.6798162,77.8324046
245690517,Akola,20.7116604,77.002632
245690608,Athmallik,20.7218533,84.5347509
245690647,Murtijapur,20.7346452,77.3699281
245690727,Wardha,20.7464941,78.5997922
245690789,Chikhli,20.7581399,73.0598983
245690941,Kodinar,20.795759,70.7045453
245691052,Jamner,20.8084074,75.7801609
245691064,Nuapada,20.8085208,82.5340241
245691069,Pauni,20.7926372,79.6359627
245691085,Dhamangaon,20.7857563,78.1400186
245691124,Una,20.8198898,71.0391641
245691299,Angul,20.8382426,85.0973949
245691342,Subarnapur,20.8453864,83.909083
245691345,Jajpur,20.8522696,86.3385714
245691518,Bhuban,20.8821978,85.8334076
245691590,Malkapur,20.8875432,76.1984229
245691673,Dhule,20.898,74.7732
245691743,Veraval,20.9101099,70.365279
245692062,Navsari,20.952407,72.9323831
245692256,Sakri,20.9910829,74.3154391
245692508,Amalner,21.0400032,75.0703748
245692511,Bagbahra,21.0473726,82.3863574
245692542,Kankadahad,21.0701647,85.5697992
245692561,Jalgaon Jamod,21.0479439,76.5317596
245692624,Rajula,21.038617,71.4438845
245692835,Mahuva,21.0914409,71.7621979
245692843,Valod,21.0488646,73.2615399
245692878,Akot,21.0949,77.0526
245693021,Vyara,21.1121514,73.3960108
245693096,Mangrol,21.1241507,70.1199203
245693160,Kondhali,21.1373833,78.6402291
245693215,Mauda,21.1438248,79.3955738
245693244,Savda,21.1508089,75.8885226
245693327,Songadh,21.1702124,73.5622874
245693335,Navapur,21.1599,73.7941
245693374,Karanja,21.1629711,78.4102353
245693571,Dongargarh,21.1884868,80.7560121
245693758,Kamptee,21.2170645,79.1964178
245693887,Raver,21.2469,76.036
245693891,Chopda,21.2471857,75.2989555
245693923,Pithora,21.2530999,82.5156818
245694020,Shindkheda,21.270921,74.745656
245694157,Paratwada,21.2989934,77.5167471
245694188,Burhanpur,21.3118839,76.2291992
245694292,Mendarda,21.3232985,70.4425757
