location_id,city,latitude,longitude,temperature,humidity,wind_speed,wind_deg,timestamp
245588875,Kumbakonam,10.9604108,79.3820861,21.46,84,3.41,53,1766498834
245589056,Palladam,10.9962313,77.2835582,28.18,59,2.46,99,1766499058
245589070,Thottiyam,10.9891847,78.3354402,23.07,67,2.76,86,1766499058
245589078,Coimbatore,11.0018115,76.9628425,27.88,36,1.54,10,1766499058
245589089,Kangeyam,11.0060598,77.5607403,22.6,54,1.81,124,1766499058
245589530,Thathaiyangarpet,11.121255,78.4496465,22.74,67,2.94,55,1766499058
245589607,Thuraiyur,11.1518947,78.5957098,22.8,66,3.01,41,1766498780
245589617,Ariyalur,11.1357708,79.0723203,23.83,73,3.51,76,1766499058
245589987,Jayankondam,11.2119861,79.3648642,21.41,84,3.33,62,1766499058
245590129,Perambalur,11.2356695,78.8688353,22.54,70,2.22,50,1766499058
245590422,Sendurai,11.2538986,79.1771548,23.79,81,3.58,73,1766499058
245590728,Sendamangalam,11.2812016,78.2350768,25.16,68,1.76,67,1766499058
245591866,Tiruchengodu,11.3786608,77.8949223,24.75,53,1.23,139,1766499058
245592033,Tittakudi,11.402175,79.1210712,22.37,76,3.54,74,1766499058
245592145,Pennadam,11.4028109,79.2416716,22.02,81,3.58,75,1766499058
245592179,Udhagamandalam,11.4126769,76.7030504,9.08,88,0.34,163,1766498797
245592587,Bhavani,11.4405993,77.6824386,25.21,56,0.55,108,1766499058
245593029,Sankagiri,11.4760857,77.8704045,24.3,55,1.19,90,1766499058
245593044,Veeraganur,11.4761379,78.7380844,22.05,66,2.15,19,1766499058
245593200,Parangipettai,11.4905673,79.7568983,24.77,76,6.49,46,1766499058
245593619,Gangavalli,11.499684,78.6447079,21.36,69,1.69,41,1766499058
245594398,Attayampatti,11.531861,78.0508039,22.72,60,2.12,70,1766499058
245595343,Anthiyur,11.575293,77.5886003,24.43,59,0.45,230,1766499058
245596484,Kalpetta,11.610278,76.08281,17.71,78,1.04,10,1766499058
245598247,Kallakurichi,11.7406259,78.9637131,22.57,62,2.71,11,1766499058
245598263,Thiyagadurgam,11.7417773,79.0733496,22.84,63,2.71,31,1766499058
245598417,Mettur,11.7902463,77.7980929,24.94,59,1.4,20,1766499058
245598638,Yercaud,11.7852074,78.2075392,15.0,73,2.09,68,1766499058
245598696,Gundlupet,11.808496,76.6916141,18.81,66,1.82,119,1766499058
245599518,Sankarapuram,11.8873761,78.9166118,22.15,63,2.16,11,1766499058
245599932,Chamarajanagara,11.9238058,76.9393558,19.49,66,2.12,111,1766499058
245600130,Puducherry,11.9340568,79.8306447,23.82,69,6.53,33,1766499058
245601884,Taliparamba,12.0373542,75.3602841,21.68,72,1.17,357,1766499058
245601929,Sreekandapuram,12.0472242,75.5104585,21.15,74,0.96,7,1766499058
245602267,Hanur,12.0870315,77.3017969,19.35,64,1.59,148,1766499058
245602307,Yelanduru,12.0463301,77.0306546,19.85,61,1.7,108,1766499058
245602596,Nileshwaram,12.250817,75.1281569,23.79,66,1.08,355,1766499058
245602738,Nanjanagudu,12.1186851,76.6817502,24.58,51,2.28,82,1766499058
245603249,Kollegal,12.1560966,77.1071726,19.85,60,1.52,122,1766499058
245603915,Tiruvannamalai,12.2343228,79.0761989,21.5,63,2.54,38,1766499058
245605597,Chengam,12.3075866,78.7931408,20.62,66,1.71,47,1766499059
245606031,Periyapatna,12.3372494,76.0988013,18.6,51,1.26,75,1766499059
245606122,Cheyur,12.3521251,80.0037515,23.25,67,5.6,26,1766499059
245606282,Malavalli,12.3864073,77.0589464,20.33,56,2.32,102,1766499059
245606844,Krishnarajanagara,12.438561,76.3836699,20.43,49,2.91,86,1766498513
245607252,Rayakottai,12.5136509,78.0323496,18.79,61,2.43,47,1766499059
245607359,Sulya,12.5576644,75.3907575,21.12,79,0.85,133,1766499059
245607629,Saligrama,12.5601566,76.2628551,19.98,49,2.28,94,1766499059
245607635,Jolarpet,12.5643214,78.5797192,20.08,64,2.22,50,1766499059
245607925,Somwarpet,12.5971883,75.8466865,15.49,69,0.94,323,1766499059
245608408,Krishnarajapete,12.6655205,76.4896194,20.24,49,2.25,104,1766499059
245608414,Channapattana,12.6544559,77.2042594,19.68,56,3.35,91,1766499059
245608560,Subramanya,12.6677868,75.6131771,20.69,79,0.88,97,1766499059
245608828,Vaniyambadi,12.6787174,78.6199879,20.0,66,2.09,46,1766499059
245609115,Vepanapalli,12.7017272,78.1944154,19.52,60,3.06,48,1766499059
245609200,Anekal,12.7086373,77.6993972,21.08,63,3.96,86,1766499059
245609255,Ramanagara,12.7252766,77.2804797,19.34,55,3.53,89,1766499059
245610023,Arkalgud,12.7627771,76.0623411,19.07,47,1.07,15,1766499059
245610069,Puttur,12.7632858,75.2018421,20.67,81,0.64,251,1766499059
245610098,Holenarasipura,12.7852158,76.2431266,19.89,46,1.72,57,1766499059
245610394,Ullal,12.8181202,74.8459375,26.58,69,1.54,310,1766499059
245610557,Nagamangala,12.8196077,76.7542189,19.84,49,1.46,104,1766499059
245612139,Sarjapura,12.8600866,77.7861352,21.1,56,1.54,70,1766499059
245612228,Shravanabelagola,12.858127,76.4870114,19.8,46,2.07,73,1766499059
245612641,Mangaluru,12.8698101,74.8430082,26.43,69,1.54,310,1766499059
245614133,Kolar Gold Fields,12.9545994,78.2731252,17.4,67,3.28,78,1766498867
245614962,Magadi,12.9567353,77.2242281,18.33,50,2.8,85,1766499059
245616106,Belthangadi,12.9903521,75.2825052,20.79,75,0.69,5,1766499059
245616482,Maluru,13.0060343,77.9382839,20.89,64,3.48,98,1766499059
245616527,Bethamangala,13.0053979,78.3303624,17.71,70,3.17,83,1766499059
245617423,Moodabidri,13.0699218,74.9977469,25.9,69,1.54,310,1766499059
245617692,Mulki,13.0904094,74.7870474,26.56,69,1.54,310,1766499059
245617701,Arakkonam,13.0839782,79.6700892,20.95,77,3.88,47,1766499059
245617971,Avadi,13.1194809,80.1026704,25.24,73,3.6,50,1766499059
245618507,Kolar,13.1367201,78.1337246,17.66,68,3.23,97,1766498626
245618753,Turuvekere,13.1627196,76.6680675,20.17,41,3.49,38,1766499059
245618783,Mulabagilu,13.1660479,78.3927241,17.46,72,2.89,86,1766499059
245618812,Belur,13.1645671,75.8634851,18.17,46,2.74,35,1766499059
245619070,Karkala,13.2145414,74.9951861,21.14,77,0.8,37,1766499059
245619134,Chittoor,13.2161224,79.0972819,20.05,74,2.46,50,1766499059
245619208,Kalasa,13.2322235,75.3582366,17.04,67,0.74,93,1766499059
245619678,Arasikere,13.3159809,76.256849,20.03,42,2.74,44,1766499059
245619852,Chikkamagaluru,13.318014,75.7738743,17.44,48,2.56,43,1766499059
245620044,Srinivaspur,13.340085,78.2117487,17.6,70,3.21,88,1766499059
245620117,Udupi,13.3419169,74.7473232,23.42,72,1.55,320,1766499059
245620290,Punganuru,13.36385,78.5721781,17.6,76,2.14,48,1766499059
245620464,Sidlaghatta,13.3885218,77.8641332,20.05,63,2.82,72,1766499059
245620767,Chikkanayakanahalli,13.4190772,76.6202776,20.49,42,3.85,45,1766499059
245621225,Chowdepalle,13.4336063,78.6904747,17.77,77,1.71,47,1766499059
245621251,Satyavedu,13.4433561,79.9553361,20.05,83,2.95,10,1766499059
245621695,Sakharayapattana,13.4331791,75.920889,19.13,46,2.37,34,1766499059
245621763,Hebri,13.459429,74.991552,20.55,84,1.65,50,1766499059
245622252,Koratagere,13.5215422,77.2358911,19.12,53,2.72,55,1766499059
245622274,Koppa,13.533207,75.3633986,17.96,48,0.44,91,1766499059
245622545,Kaduru,13.5527523,76.0142384,19.68,46,2.54,36,1766499059
245623159,Chandragiri,13.5842501,79.3166721,24.38,84,2.71,54,1766499059
245623308,Narasimharajapura,13.6107959,75.5117301,18.73,47,1.48,83,1766499059
245623398,Gauribidanuru,13.6114523,77.5167805,20.0,56,3.52,68,1766499059
245623778,Kundapura,13.6250993,74.6915722,24.2,66,1.58,356,1766499059
245624149,Madhugiri,13.6601789,77.2140882,19.63,53,2.85,54,1766499059
245624404,Tirthahalli,13.6901992,75.2463699,18.15,54,0.44,25,1766499059
245624497,Tarikere,13.7062309,75.8183561,20.2,47,2.68,78,1766499059
245624809,Bagepalli,13.7836611,77.7972379,19.12,64,3.77,79,1766499059
245624875,Hosadurga,13.7987759,76.2831034,20.89,44,3.84,41,1766499059
245625010,Hindupur,13.8306127,77.492635,20.73,54,3.76,60,1766499059
245625138,Bhadravathi,13.8502075,75.7037863,20.65,46,3.23,71,1766498868
245625219,Bainduru,13.8662536,74.6270036,24.18,68,1.59,31,1766499059
245625411,Hosanagara,13.916789,75.0657952,18.86,59,0.54,112,1766499059
245625473,Shivamogga,13.9326093,75.574978,20.44,47,2.87,59,1766499059
245625497,Madakasira,13.9405457,77.272588,20.91,52,3.85,47,1766499059
245625591,Venkatagiri,13.957582,79.5809332,21.3,83,1.64,62,1766499059
245625781,Bhatkal,13.9873619,74.5544089,24.35,67,1.22,45,1766499059
245625922,Channagiri,14.0252,75.925,21.17,45,4.0,67,1766498815
245626123,Murdeshwar,14.0959549,74.4883354,24.39,47,1.16,58,1766499059
245626213,Penukonda,14.0846808,77.5966537,21.4,55,3.67,67,1766499059
245626253,Pavagada,14.0994177,77.2804049,21.67,51,4.04,48,1766499059
245626598,Sagara,14.1665017,75.0263852,20.19,47,1.64,69,1766499059
245626604,Santebennur,14.1698888,76.0033586,21.41,45,3.93,73,1766499059
245626649,Kothacheruvu,14.1870879,77.7671355,21.74,58,3.08,89,1766499059
245626754,Talaguppa,14.2148828,74.911064,18.93,58,0.79,56,1766499059
245626796,Honnali,14.2389785,75.6457434,21.48,44,3.23,80,1766499059
245626938,Shikaripura,14.2639661,75.3587796,20.93,45,2.67,81,1766499059
245626969,Honnavar,14.2810827,74.4446716,22.75,74,1.05,47,1766499059
245627089,Challakere,14.3167885,76.6521533,22.65,45,4.57,73,1766499059
245627131,Siddapura,14.3409562,74.8924253,19.29,58,0.9,36,1766499059
245627153,Malebennuru,14.3533447,75.7384255,21.57,44,3.66,84,1766499059
245627232,Siralkoppa,14.381916,75.2487921,21.05,46,2.97,71,1766499059
245627273,Dharmavaram,14.4138405,77.7208432,23.19,53,3.9,93,1766499059
245627362,Kumta,14.4271622,74.4117058,23.95,72,0.99,3,1766499059
245627782,Kovur,14.5036085,79.9868404,21.97,79,2.69,67,1766499059
245627800,Harihara,14.5116874,75.809288,22.11,44,3.78,83,1766499059
245627947,Kalyandurg,14.5517958,77.1119702,22.96,48,3.67,83,1766499059
245628061,Gokarna,14.5439629,74.3184418,25.36,69,1.46,334,1766499059
245628114,Kamalapuram,14.5962938,78.6704194,22.78,64,3.35,123,1766499059
245628312,Sirsi,14.6192362,74.8388611,20.24,48,1.72,54,1766499059
245628328,Ranebennur,14.6165795,75.6341529,21.83,45,3.45,71,1766498845
245628453,Byadagi,14.6719843,75.4858218,21.64,46,3.68,58,1766499059
245628518,Ankola,14.6599889,74.3047846,23.76,75,1.12,341,1766499059
245628716,Badvel,14.7433614,79.0610394,21.76,73,2.23,110,1766499059
245628928,Harapanahalli,14.7880219,75.988032,21.61,45,3.46,83,1766499059
245628970,Hanagalla,14.7653513,75.1244336,21.08,48,3.33,52,1766499059
245628997,Haveri,14.7874825,75.3996731,21.86,46,3.96,52,1766498480
245629201,Kotturu,14.8243692,76.2252832,22.03,45,3.76,87,1766499059
245629232,Karwar,14.8120931,74.1319229,25.2,72,2.33,341,1766499059
245629527,Ramapura,14.8812342,76.7822541,22.27,48,2.51,88,1766499059
245629640,Bankapura,14.9217443,75.2639298,21.81,45,3.87,62,1766498615
245629715,Uravakonda,14.9467802,77.2577907,23.3,48,3.2,96,1766499059
245629805,Yellapura,14.9634438,74.7120788,20.28,48,1.86,81,1766499059
245629822,Mundgod,14.9715262,75.0413079,21.56,45,3.53,85,1766499059
245629838,Chagalamarri,14.9645072,78.5891171,22.37,66,3.12,112,1766499059
245629844,Savanuru,14.9750243,75.3397064,21.92,44,3.9,63,1766499059
245629877,Shiggaon,14.9899007,75.2234815,21.38,45,3.82,76,1766499059
245629932,Huvina Hadagali,15.020624,75.9318973,22.56,46,3.12,65,1766499059
245629980,Hagaribommanahalli,15.0468189,76.2117626,23.11,43,4.0,71,1766499059
245630135,Pamuru,15.0944,79.4138,21.72,77,2.49,118,1766499059
245630301,Lakshmeshvara,15.1248456,75.472885,21.83,43,3.62,80,1766499059
245630640,Kalaghatagi,15.1818921,74.9718465,24.55,45,3.12,88,1766499059
245630791,Mundaragi,15.2051817,75.8840183,22.74,41,3.71,63,1766499059
245630803,Kandukur,15.213,79.9071,22.03,79,3.12,121,1766498783
245630859,Shirahatti,15.234576,75.5791999,21.53,42,3.52,86,1766499059
245630941,Kundagola,15.2565128,75.2478662,24.03,44,4.08,101,1766499059
245631144,Kamalapura,15.3044681,76.4756219,22.27,40,2.8,55,1766499059
245631185,Sirvel,15.3211685,78.5344897,22.62,60,3.44,104,1766499059
245631205,Haliyal,15.3299733,74.7646665,20.87,44,2.74,54,1766499059
245631247,Tanguturu,15.3401504,80.0393196,22.86,75,3.1,124,1766499059
245631741,Kampli,15.4061695,76.604451,21.84,37,2.61,45,1766499059
245631744,Kanigiri,15.4064336,79.5066283,21.06,73,2.67,125,1766499059
245631838,Gadag-Betageri,15.4221812,75.6376639,22.14,40,4.19,82,1766498513
245631851,Annigeri,15.4260116,75.4333351,22.15,40,4.21,84,1766499059
245631922,Gangavathi,15.4308872,76.5319723,21.71,36,2.78,42,1766499059
245631974,Dharwad,15.4540505,75.0066516,23.47,50,2.06,100,1766499059
245632123,Holagunda,15.4884707,77.0462224,22.96,36,3.31,45,1766499059
245632231,Tekkalakote,15.5337852,76.8772225,22.44,34,3.52,41,1766499059
245632245,Valpoi,15.531466,74.1372751,21.41,62,0.87,65,1766499060
245632331,Navalgund,15.5582208,75.3538481,21.88,41,4.02,66,1766499060
245632375,Kanakagiri,15.5696792,76.4189879,21.33,33,3.46,42,1766499060
245632380,Naregalla,15.5736978,75.8078454,21.96,35,4.55,72,1766499060
245632434,Sankhali,15.5626483,74.0114543,21.26,69,0.98,15,1766498726
245632442,Kitturu,15.5993334,74.7878902,20.79,41,3.26,59,1766499060
245632505,Adoni,15.6261417,77.2723701,22.21,36,2.69,52,1766499060
245632509,Yelburga,15.6152511,76.0127786,21.41,32,4.31,65,1766498923
245632575,Siruguppa,15.6345569,76.8937407,22.55,31,3.53,39,1766499060
245632682,Ron,15.6996944,75.7349912,21.85,34,3.92,72,1766499060
245632739,Pernem,15.7166084,73.7972383,22.01,70,2.48,357,1766499060
245632742,Naragunda,15.7220381,75.3846247,21.38,39,3.69,61,1766499060
245632803,Gajendragad,15.7322026,75.9644618,20.94,32,3.94,70,1766499060
245632883,Kushtagi,15.7571579,76.190682,20.84,31,3.94,64,1766499060
245632887,Turavihala,15.7620689,76.5976263,21.7,30,3.77,47,1766499060
245632931,Yemmiganuru,15.7680956,77.4819037,23.03,39,2.07,74,1766499060
245632940,Savadatti,15.7671818,75.1174834,20.98,40,3.57,62,1766499060
245632954,Sindhanur,15.7692192,76.7549604,21.92,30,3.42,43,1766498938
245632993,Vetapalem,15.7807768,80.3070955,22.91,75,3.57,138,1766499060
245633107,Banda,15.8136549,73.8634219,21.68,64,1.69,27,1766499060
245633115,Bailahongala,15.816422,74.8568692,21.57,38,3.58,79,1766499060
245633221,Mantralayam,15.9413643,77.4236981,23.22,32,1.12,65,1766499060
245633278,Munavalli,15.8537336,75.1201998,21.47,39,3.63,72,1766499060
245633356,Nandikotkur,15.8562,78.27,23.31,47,1.87,80,1766499060
245633361,Vengurla,15.8619866,73.6321565,24.23,68,3.88,343,1766499060
245633538,Muragod,15.8910179,74.9310127,21.16,38,3.69,80,1766499060
