location_id,city,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m
1509824700,Karera,41,0,0,0,0,11.75,,,,
1499050616,Vithura,39,0,5,0,0,17.07,,421.44,,
1516327511,Khowai,43,0,0,0,0,103.86,,,,
1519553913,Cheruthoni,134,0,4,0,0,10.95,,1726.77,,
1509645496,Shivpuri,919,0,0,0,0,23.32,,,,
1519788986,Dhanera,308,0,0,0,0,40.26,,,,
1458445926,Anupgarh,330,0,0,0,0,2.12,,,,
1465969146,Kuttippuram,132,1,0,0,0,39.24,1723.43,,,
1519983510,ડાયપર,48,0,0,0,0,52.62,,,,
1464961577,Haldibari,84,0,0,0,0,46.4,,,,
1492148094,Fakiragram,13,0,0,0,0,72.53,,,,
1522236842,નાલલીયાં,20,0,0,0,0,28.66,,,,
1522750710,Hamirpur,31,0,0,0,0,152.15,,,,
1523485475,Tarapur,51,0,0,0,0,11.85,,,,
1464961578,Sitalkuchi,24,0,0,0,0,40.08,,,,
1471781030,Buxwaha,2,0,0,0,0,96.59,,,,
1448134739,Thanagazi,7,0,0,0,0,232.5,,,,
1522750715,Nagrota Bagwan,22,0,0,0,0,68.68,,,,
1524492247,Vanasthali,24,0,0,0,0,89.03,,,,
1523328983,Baddi,269,23,0,0,0,0.0,0.0,,,
1523328985,Kunihar,11,0,0,0,0,69.89,,,,
1524492260,Jhalrapatan,18,1,0,0,0,128.9,1832.57,,,
1468175997,Hale Hagari Bommanahalli,92,1,0,0,0,12.23,1670.72,,,
1531427897,Okha,165,4,0,0,0,18.44,63.27,,,
1492152129,Manuguru,279,0,0,0,0,4.52,,,,
1446949783,Dabra,644,0,0,0,0,27.14,,,,
1582575400,Torpa,1,0,0,0,0,1080.89,,,,
1471781213,Nelamangala,1721,2,0,0,0,62.41,2582.76,,,
1558571874,Panagar,342,0,0,0,0,49.73,,,,
1567978923,Alang,77,11,0,0,0,40.47,43.29,,,
1540868277,ગાંધીધામ,1170,7,0,0,0,29.81,787.78,,,
1543273164,આદિપુર,1103,2,0,0,0,6.67,1695.97,,,
1596081362,Sangrur,355,2,0,0,0,35.98,1841.88,,,
1472072257,Mahrauni,9,0,0,0,0,79.38,,,,
1494011692,Alwar,2383,0,0,0,0,3.63,,,,
1545721827,Sarkhej,1376,3,0,0,0,31.49,391.15,,,
1639051840,Mannargudi,345,0,0,0,0,58.58,,,,
1630011711,Gumla,165,0,0,0,0,30.51,,,,
1599529404,Khuntuni,39,0,0,0,0,13.63,,,,
1650539967,Melukote,14,0,0,0,0,79.62,,,,
1599057024,Zankhvav,5,0,0,0,0,196.27,,,,
1615612169,Attingal,392,1,15,0,0,17.82,442.48,930.34,,
1597635859,Anand,2603,3,1,0,0,15.49,869.84,2508.53,,
1656866696,Raniwar,133,0,0,0,0,77.85,,,,
1667519368,Anakkara,135,0,0,0,0,5.39,,,,
1653599986,Puthuppally,305,1,11,0,0,40.93,1320.47,424.26,,
1655831832,Reodhar,6,0,0,0,0,274.92,,,,
1668496397,Rangapara,123,1,0,0,0,2.79,968.4,,,
1524529574,Bagra,11,0,0,0,0,223.4,,,,
1676893235,Longleng,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1616133032,Pakur,35,0,0,0,0,75.28,,,,
1632160521,Padubidri,297,1,0,0,0,66.23,1614.57,,,
1639072491,Kuttanallur,169,0,0,0,0,25.36,,,,
1600192522,Mandvi,405,1,1,0,0,17.74,500.17,269.27,,
1672312676,Singrauli,443,0,8,0,0,81.37,,963.22,,
1669647828,Karaikudi,1117,4,1,0,0,17.12,1564.74,2477.93,,
1668207655,Pallipalayam,752,7,8,0,0,30.23,840.9,912.58,,
1676852794,Tuli,8,1,0,0,0,79.59,965.42,,,
1676604024,Doimukh,218,0,0,0,0,25.89,,,,
1600720976,Vasai-Virar,807,1,0,0,0,20.69,434.49,,,
1600756253,Durg,1643,0,0,0,0,60.6,,,,
1677948157,Joida,32,0,0,0,0,27.12,,,,
1600720975,Pimpri-Chinchwad,1509,12,1,0,0,60.11,456.45,1590.89,,
1602432297,Kalyani,798,3,0,0,0,79.39,1848.07,,,
1600720972,Kalyan-Dombivli,1158,4,0,1,0,3.1,179.36,,1347.7,
1601590662,Bardoli,1123,2,0,0,0,20.16,1661.41,,,
1672312671,Chandannagar,2000,4,0,0,0,32.66,757.59,,,
1677399039,Nokha,600,4,0,0,0,22.62,1292.96,,,
1615720210,Shuklaganj,1775,1,0,0,0,2.03,2149.96,,,
1680719928,Manihari,134,3,0,0,0,41.18,668.55,,,
1678603011,Warthi,317,1,0,1,0,19.93,437.54,,1597.96,
1598973198,Nellore,1907,2,1,0,0,14.84,1349.62,1355.47,,
1677413832,Munger,704,0,0,0,0,4.07,,,,
1681370321,Kadachira,159,0,0,0,0,3.08,,,,
1682779066,Chengannur,417,1,4,0,0,5.38,495.43,319.26,,
1683149581,Beypore,341,2,2,0,0,1.52,914.82,1489.97,,
1680780849,Brahmapur,1544,3,1,1,0,23.27,1314.05,2369.7,1197.29,
1681977815,Sri Ganganagar,1430,2,0,0,0,2.49,252.47,,,
1691741323,Bhilad,75,3,0,0,0,4.51,1570.99,,,
1691796874,Amadpore,127,0,0,0,0,15.25,,,,
1686152426,Jayal,197,0,0,0,0,2.54,,,,
1687018321,Parjang,14,0,1,0,0,7.7,,822.21,,
1688110013,Calangute,322,1,18,1,0,6.32,2306.65,623.14,2540.64,
1685752773,Purusottampuram,33,0,0,0,0,63.28,,,,
1685848470,Pydibheemavaram,69,7,0,0,0,47.94,562.83,,,
1687219821,Sangarul,122,0,0,0,0,30.28,,,,
1688765503,Thisayanvilai,279,0,0,1,0,62.06,,,987.59,
1693094791,Garhi Manikpur,6,0,0,0,0,33.95,,,,
1691796871,Makhinga,308,0,0,0,0,91.2,,,,
1691712326,Chirkunda,611,2,0,0,0,68.06,781.64,,,
1685767121,Jammu,1398,1,0,0,0,19.56,1927.17,,,
1687216929,Panaji,625,11,19,0,0,13.34,737.9,988.49,,
1698582149,Chongkham,6,0,0,0,0,29.66,,,,
1699239233,Jonai,6,0,0,0,0,249.48,,,,
1697756849,Gharsana,214,0,0,0,0,8.77,,,,
1699659378,Mebo,7,0,0,0,0,25.38,,,,
1706041883,Kinnigoli,96,0,0,0,0,14.71,,,,
1704992344,Dumas,324,0,0,0,0,49.61,,,,
1683832734,Jintur,16,0,0,0,0,92.02,,,,
1705384219,Rajim,15,0,0,0,0,73.42,,,,
1698494190,Rupa,12,0,0,0,0,139.73,,,,
1694304768,Sojat,354,1,0,0,0,129.9,1043.08,,,
1694557949,Dankuni,1169,2,0,0,0,9.69,721.19,,,
1705521704,Mughalsarai,750,3,0,0,0,39.15,1118.29,,,
1685780801,Gandepalli,41,0,0,0,0,19.85,,,,
1706649882,Kallidaikurichchi,251,0,0,0,0,62.9,,,,
1732367128,Kanina Khas,42,0,0,0,0,22.91,,,,
1682779068,Thiruvalla,792,2,26,0,0,38.71,1938.55,498.74,,
1719350334,Phagi,72,1,0,0,0,17.87,1163.19,,,
1728676326,Lad Rymbai,2,0,0,0,0,6.04,,,,
1733056447,Singhana,26,1,0,0,0,111.1,2165.34,,,
1719381736,Malpura,14,0,0,0,0,90.67,,,,
1719463763,Sambhar,84,1,2,0,0,74.21,972.0,593.15,,
1710160200,Sujangarh,30,3,0,0,0,29.69,1030.16,,,
1731369807,Bangaon,505,1,14,0,2,99.33,1460.03,1172.03,,1855.14
1739310619,Narnaul,274,3,0,0,0,5.55,799.72,,,
1687018325,Biswanathpur,7,1,0,0,0,729.77,806.86,,,
1685811977,Manamelkudi,104,0,0,0,0,72.69,,,,
1705423613,Pithapuram,760,1,0,0,0,79.81,741.92,,,
1739279693,Mahendragarh,22,0,0,0,0,139.62,,,,
1757600990,Siwani,23,0,0,0,0,192.16,,,,
1769456807,Sathankulam,242,0,0,0,0,8.41,,,,
1772769991,Supaul,49,0,0,0,0,35.5,,,,
1774442067,Manglaur,46,3,0,0,0,55.2,1203.09,,,
1771529388,Chettippadi,88,0,7,0,0,13.67,,1479.99,,
1777068877,Ferozepur Jhirka,10,2,0,0,0,3.58,354.62,,,
1777069797,Ramgarh,3,0,0,0,0,198.06,,,,
1776967006,Payyanur,237,0,59,0,1,31.1,,740.15,,1696.28
1777704561,Lachhmangarh,143,0,3,0,0,15.33,,1521.3,,
1777208087,Baswa,4,0,0,0,0,608.32,,,,
1777208753,Rajgarh,87,0,0,0,0,118.62,,,,
1778051257,Kondotty,115,4,4,0,0,10.29,1281.47,634.39,,
1782033976,Hindaun,28,0,0,0,0,412.49,,,,
1784372136,Gangapur City,269,2,1,0,0,147.15,1026.31,1300.3,,
1782860682,Junnar,206,4,81,0,0,6.01,1006.41,230.27,,
1784669897,Vengara,172,0,4,0,0,27.42,,1474.6,,
1785015518,Uniara,13,0,0,0,0,145.13,,,,
1785263524,Kekri,34,0,0,0,0,111.86,,,,
1786934681,Rajakhera,6,0,0,0,0,96.53,,,,
1724876906,Kiriburu,61,1,0,0,0,24.83,866.47,,,
1719591496,Chaksu,338,1,0,0,0,25.74,976.9,,,
1787310657,Lokikere,36,0,0,0,0,17.39,,,,
1760951578,Kamshet,112,0,2,0,2,21.81,,543.69,,545.19
1774699996,Maheshkhunt,67,0,0,0,0,22.22,,,,
1698582154,Namsai,66,0,0,0,0,26.14,,,,
1734611251,Narayanpatna,45,0,2,0,0,4.5,,165.2,,
1787649449,Lahar,95,0,0,0,0,33.38,,,,
1787649445,Daboh,16,0,0,0,0,226.04,,,,
1739922360,Manpur,989,4,7,0,1,10.26,221.12,21.02,,431.83
1787311546,Shyagale,27,0,0,0,0,29.09,,,,
1788191876,Seondha,6,0,0,0,0,97.33,,,,
1791424763,Bholath,195,1,5,0,0,28.65,2044.76,744.28,,
1791135171,Bamanwas,3,0,0,0,0,290.0,,,,
1788191875,Mahgawan,4,0,0,0,0,29.34,,,,
1791884989,Sultanpur,135,0,0,0,0,12.68,,,,
1794983294,Gandhi Sagar Colony,9,0,0,0,0,23.58,,,,
1795712259,Tuipang,32,0,0,0,0,10.21,,,,
1793099420,Rawatbhata,409,0,0,0,0,1.66,,,,
1796408692,Khairagarh,15,0,0,0,0,97.6,,,,
1796707468,Hindoli,16,0,0,0,0,15.63,,,,
1796697953,Mandalgarh,19,0,20,0,0,20.08,,388.55,,
1798966049,Jahazpur,11,0,0,0,0,17.09,,,,
1798958341,Shahpura,282,0,0,0,0,11.5,,,,
1798597526,Bhuna,146,0,10,0,0,124.01,,792.18,,
1802090175,Safidon,182,0,0,0,0,27.11,,,,
1782793154,Sendhwa,7,2,0,0,0,109.86,910.75,,,
1802916837,Achalpur,113,0,0,0,0,58.38,,,,
1803580705,Deogarh,38,0,1,0,0,153.81,,1364.56,,
1804140668,Sadhaura,83,0,0,0,0,21.18,,,,
1804884838,Ponnani,202,3,0,0,0,58.56,275.2,,,
1803113014,Umred,578,0,2,0,0,0.0,,1322.62,,
1805255696,Shoolagiri,203,5,0,0,0,3.45,1102.61,,,
1805003628,Pratapgarh,50,0,0,0,0,69.3,,,,
1805742512,Attur,589,3,0,0,0,6.93,1020.24,,,
1807232664,Rajsamand,284,0,2,0,0,2.12,,577.91,,
1807232037,Banera,4,0,0,0,0,210.32,,,,
1807540467,Kumbaluru,20,0,0,0,0,23.97,,,,
1808524437,Pahari,3,0,0,0,0,177.75,,,,
1786946922,Ambah,4,0,0,0,0,87.03,,,,
1687059795,Rengali,166,0,0,0,0,3.49,,,,
1766570916,Naidupeta,136,0,0,0,0,159.81,,,,
1811012772,Konanduru,29,0,0,0,0,27.3,,,,
1812149363,Khanpur,8,0,0,0,0,371.31,,,,
1811664344,Bayana,19,0,0,0,0,94.79,,,,
1812344279,Palwal,1275,0,0,0,0,49.73,,,,
1787713556,Bhind,1841,0,0,0,0,11.56,,,,
1788190015,Mau,10,0,0,0,0,210.98,,,,
1827241949,Bisoi,12,0,0,0,0,117.75,,,,
1826746603,Osiyan,77,0,0,0,0,22.23,,,,
1812853215,Shadipur Julana,380,0,0,0,0,30.83,,,,
1827370070,Garhi,5,0,0,0,0,131.34,,,,
1795515125,Rampura,3,0,0,0,0,618.39,,,,
1776763930,Tijara,23,0,0,0,0,137.84,,,,
1794998956,Kaithoon,426,0,0,0,0,20.89,,,,
1776763465,Kishangarh Bas,268,0,0,0,0,43.64,,,,
1797173869,Sabalgarh,19,0,0,0,0,12.28,,,,
1836755173,Machhiwara,159,0,0,0,0,97.68,,,,
1837795197,Tanda,218,1,1,0,0,21.33,378.36,1993.26,,
1685928362,Chhapar,5,0,0,0,0,324.75,,,,
1838127707,Mandawar,3,0,0,0,0,486.89,,,,
1809868953,Rohru,18,0,0,0,0,77.1,,,,
1713347305,Didwana,372,0,0,0,0,10.37,,,,
1811387315,Williamnagar,5,0,0,0,0,7.02,,,,
1839993600,Sheopur,36,0,0,0,0,112.41,,,,
1817087727,Sadulshahar,197,0,0,0,0,8.53,,,,
1842778359,Nilamel,29,0,0,0,0,24.87,,,,
1832454700,Annavaram,67,0,0,0,0,37.47,,,,
1833316800,Mahilpur,19,0,0,0,0,300.91,,,,
1833529801,Krishnadevipeta,109,0,0,0,0,16.49,,,,
1848134157,Ukhrul,1,0,0,0,0,546.29,,,,
1833354868,Balsamand,219,0,0,0,0,16.37,,,,
1852935385,Chhipabarod,5,0,0,0,0,156.74,,,,
1853006891,Vedaranyam,107,0,0,1,0,15.52,,,811.26,
1859927491,Venjaramoodu,337,0,2,0,0,6.18,,1449.75,,
1861529822,Amroli,2167,8,0,0,0,2.97,928.37,,,
1865955411,Banmankhi,209,1,0,0,0,29.33,1365.99,,,
1865955439,Shapur,159,0,0,0,0,0.0,,,,
1867172714,Lalgola,45,0,0,0,0,1.79,,,,
1870312821,Maduranthakam,198,0,0,0,0,59.59,,,,
1838860475,Weir,30,1,0,0,0,44.19,371.02,,,
1838876388,Todabhim,122,0,0,0,0,0.76,,,,
1838401830,Kaman,44,0,0,0,0,90.35,,,,
1883467582,Giddarbaha,126,0,0,0,0,12.61,,,,
1838265464,Tinwari,58,1,0,0,0,5.86,1575.09,,,
1770391042,Mattan,18,0,5,0,0,45.81,,885.72,,
1882920874,Mandi,51,2,0,0,0,23.83,604.73,,,
1887807604,Bhawani Mandi,315,1,0,0,0,11.69,1740.92,,,
1887807606,Dag,7,0,0,0,0,161.13,,,,
1887929310,Quepem,291,2,2,0,0,11.43,1578.86,354.37,,
1843833997,Dhariawad,12,0,0,0,0,105.54,,,,
1858666349,Hatta,18,0,1,0,0,0.0,,1394.14,,
1853439210,Bigod,4,0,0,0,0,254.66,,,,
1888052478,Rupbas,22,0,1,0,0,6.68,,1169.71,,
1859090792,Khrew,159,1,0,0,0,30.26,1854.02,,,
1877764390,Kilimanoor,135,2,28,0,0,21.24,436.2,196.1,,
1810911320,Bohori,5,0,0,0,0,183.59,,,,
1809954060,Karanja Lad,59,0,0,0,0,109.42,,,,
1889578783,Nadbai,52,2,0,0,0,49.27,895.44,,,
1739998761,Tengapani,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1739310613,Nangal Chaudhri,23,0,0,0,0,365.3,,,,
1892713291,Chawand,8,0,0,0,0,184.03,,,,
1893257200,Chohtan,8,0,0,0,0,250.49,,,,
1886582781,Jobner,46,0,0,0,0,113.99,,,,
1886582782,Renwal,353,1,0,0,0,35.18,395.57,,,
1894237958,Raipur,4,0,0,0,0,191.37,,,,
1893804941,Jaitaran,60,0,0,0,0,193.47,,,,
1894237957,Railmagara,4,0,0,0,0,104.1,,,,
1894237954,Fatehnagar,14,0,0,0,0,72.98,,,,
1894917805,Kuchera,7,0,0,0,0,470.1,,,,
1895694325,Pirawa,15,0,0,0,0,272.85,,,,
1895915664,Jurhara,18,0,0,0,0,99.14,,,,
1896337440,Kaivara,35,1,0,0,0,32.36,1482.64,,,
1896673157,Kotkasim,19,0,0,0,0,48.32,,,,
1834078050,Longwood,138,0,0,0,0,9.41,,,,
1834078813,Bharari,91,0,0,0,0,73.33,,,,
1888222783,Periyasemur,977,0,0,0,0,57.1,,,,
1888420645,Polur,165,0,0,0,0,14.67,,,,
1880441437,Vijayawada,1560,5,0,0,0,27.27,247.98,,,
1888633561,Pullambadi,93,0,0,0,0,0.0,,,,
1891833767,Atru,48,0,0,0,0,1.52,,,,
1897682024,Gothan,269,5,0,0,0,56.23,241.91,,,
1897712980,Amet,6,0,0,0,0,641.95,,,,
1897884797,Gangapur,16,0,0,0,0,54.1,,,,
1898318804,Mandrella,23,0,0,0,0,20.7,,,,
1898318800,Bissau,553,0,0,0,0,6.2,,,,
1895694636,Sunel,6,0,0,0,0,156.64,,,,
1898670537,Narayana,58,0,0,0,0,7.22,,,,
1895815551,Gangdhar,25,0,0,0,0,102.93,,,,
1898670737,Roopangarh,169,2,0,0,0,3.62,1293.59,,,
1898826716,Tibbi,103,0,0,0,0,21.11,,,,
1899389762,Jasrapur,2,0,0,0,0,165.05,,,,
1898770680,Sangod,11,0,0,0,0,220.94,,,,
1900130103,Khajuwala,354,0,0,0,0,14.34,,,,
1909807622,Alangulam,75,0,0,0,0,11.14,,,,
1835573773,Khetri,152,0,0,0,0,22.46,,,,
1896434145,Kotri,123,0,0,0,0,16.61,,,,
1910112058,Kaloo,4,0,0,0,0,510.92,,,,
1834076481,Tutikandi,131,0,0,0,0,9.57,,,,
1892689994,Rishabdeo,14,0,0,0,0,205.56,,,,
1897675912,Bhinay,2,0,0,0,0,410.34,,,,
1920319882,Swaroopganj,7,3,1,0,0,30.68,824.88,283.24,,
1922034740,Raipur,169,0,0,0,0,36.05,,,,
1924071803,Kawai,6,1,0,0,0,178.42,1001.36,,,
1924017526,Merta City,333,3,0,0,0,53.61,792.69,,,
1924801826,Vadakkenchery,56,0,0,0,0,28.12,,,,
1924819842,Mukoodal,228,0,0,0,0,29.57,,,,
1925144307,Banswara,554,1,0,0,0,3.52,2095.02,,,
1925144312,Jhalod,125,0,1,0,0,21.12,,2321.36,,
1899465699,Nagar Fort,16,0,0,0,0,20.95,,,,
1931914687,Vijayanagar,152,0,0,0,0,2.01,,,,
1929484600,Deeg,193,0,0,0,0,26.74,,,,
1939723047,Kesrisinghpur,112,0,0,0,0,5.25,,,,
1901751202,Sojat Road,31,0,0,0,0,17.23,,,,
1940102419,Napasar,558,0,0,0,0,22.23,,,,
1930575995,Sailana,28,1,0,0,0,79.3,1102.74,,,
1911125834,Poogal,141,0,0,0,0,15.14,,,,
1949902992,Avanigadda,314,1,24,0,0,26.64,528.33,977.92,,
1944064492,Falna,34,1,0,0,0,65.63,232.52,,,
1946894702,Tadigadapa,903,1,36,0,0,22.64,1493.29,766.51,,
1952371664,Chandi,10,0,0,0,0,85.29,,,,
1950499782,Nuzvid,533,2,4,0,0,74.71,1007.1,598.37,,
1957275768,Rampura Phul,462,1,0,0,17,12.07,1123.96,,,1730.34
1957196992,Ukhra,171,1,0,0,0,7.16,994.51,,,
1896673162,Tapukara,114,12,0,0,0,206.43,914.78,,,
1917692176,Chathannoor,547,1,9,0,0,86.78,1092.86,584.52,,
1977558902,Udhampur,64,0,0,0,0,67.51,,,,
1963379165,Sagwara,126,0,0,0,0,6.78,,,,
1979717928,Tamkuhi Raj,145,0,0,0,0,0.62,,,,
1981613388,Guruvayur,334,1,1,0,0,53.97,600.18,1936.48,,
1993510326,Omassery,98,0,8,0,0,8.17,,951.3,,
1982755606,Thriprayar,577,1,6,0,0,9.51,1958.85,1682.27,,
1995459187,Valsad,876,0,0,0,0,17.04,,,,
1996955018,Manesar,577,12,1,0,0,2.48,510.1,2730.86,,
1997049602,Bilimora,613,4,0,0,0,52.93,420.97,,,
2001552803,Cumbum,243,0,0,0,0,24.92,,,,
1899706189,Malsisar,384,0,0,0,0,3.53,,,,
2005198555,Govindgarh,15,0,0,0,0,54.22,,,,
2005367299,Sikri,8,0,0,0,0,106.16,,,,
1896942074,Nadoti,6,0,0,0,0,80.67,,,,
2013558692,Chakan,417,2,0,0,0,32.9,2018.06,,,
2017884064,Sairang,67,0,0,0,0,35.83,,,,
1919924850,Rampur,2,0,0,0,0,979.67,,,,
2022061989,Ghansor,84,0,0,0,0,17.57,,,,
1919033096,Rajakkaad,99,0,4,0,0,11.54,,146.67,,
2019578138,Nagar,45,0,0,0,0,192.15,,,,
1888270703,Sarwar,15,0,0,0,0,191.71,,,,
2023270821,Tasgaon,340,0,0,0,0,19.46,,,,
1960941756,Maur,67,0,0,0,0,18.51,,,,
2024830066,Kherli,13,0,0,0,0,49.48,,,,
2024870770,Bandikui,186,0,6,0,0,16.53,,914.79,,
2030161483,Bari,9,0,0,0,0,202.83,,,,
2031651858,Khategaon,16,1,0,0,0,53.68,53.68,,,
2031838799,Mandrail,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2002387707,Simalwara,9,0,0,0,0,17.81,,,,
2033125875,Julwania,3,0,0,0,0,212.76,,,,
2037233125,Guna,1593,0,0,0,0,1.72,,,,
2040071932,Mathahi,20,0,0,0,0,166.59,,,,
2045487231,Pichore,8,0,0,0,0,177.32,,,,
2041145739,Narmadapuram,806,1,0,0,0,81.47,1740.74,,,
1949904661,Nagayalanka,183,0,0,0,0,19.29,,,,
1897656987,Kumher,15,0,0,0,0,52.48,,,,
1911141270,Rawla Mandi,174,1,0,0,0,39.71,752.84,,,
2045718755,Hanumangarh,1266,0,0,0,0,95.42,,,,
2022061991,Pindrai,59,0,0,0,0,7.86,,,,
1955175522,Olavakkode,646,1,26,0,0,38.87,438.59,90.92,,
2022807192,Vadodara,1870,1,0,0,0,55.41,1820.54,,,
2051378373,Binka,4,0,0,0,0,1174.25,,,,
2051869424,Jaitsar,84,0,0,0,0,7.56,,,,
2055745592,Bareta,30,2,0,0,0,33.42,1781.38,,,
2024154011,Kavathe Ekand,5,0,0,0,0,232.03,,,,
2023659026,Naini,1352,5,1,0,0,83.97,111.82,1930.77,,
2063620731,Dindori,106,0,1,0,0,3.99,,1394.94,,
2063676920,Pandharkawada,41,1,0,0,0,14.12,215.25,,,
2066931408,Ichoda,91,0,3,0,0,0.0,,339.41,,
2068705797,Kuda,8,1,0,0,0,67.22,550.93,,,
2068274800,Mysuru,1888,1,0,0,0,272.4,2094.8,,,
2068719210,Vadali,278,0,0,0,0,4.27,,,,
2068743536,Pulgaon,14,1,0,0,0,4.49,185.31,,,
2070578539,Dharmapuri,19,0,0,0,0,51.15,,,,
2075267205,Churhat,7,0,0,0,0,43.42,,,,
2046843969,Itarsi,1180,6,0,0,0,48.36,571.47,,,
2075267206,Govindgarh,153,0,0,0,0,26.14,,,,
1888067086,Curchorem,257,6,4,1,0,35.59,434.26,1298.32,663.53,
2075911963,Salaya,68,1,0,0,0,5.92,734.61,,,
2076315674,Jaigarh,16,5,0,0,0,34.88,496.1,,,
2058888101,Bijawar,33,0,0,0,0,18.27,,,,
2077500593,Mehdawal,30,2,0,0,0,50.45,1284.76,,,
1896788997,Surajgarh,38,0,0,0,0,5.52,,,,
2081200029,Kotra,87,0,0,0,0,59.33,,,,
2081283830,Sadak-Arjuni,13,0,0,0,0,27.79,,,,
1891611846,Niwai,20,1,0,0,0,42.16,1016.29,,,
2023119289,Palus,39,1,0,0,0,74.49,74.49,,,
2083781169,Meghnagar,7,1,0,0,0,164.49,496.95,,,
1771504480,Tanur,182,0,2,0,0,51.63,,1638.4,,
2058906658,Sagar,1448,0,0,0,0,10.8,,,,
2100158946,Itawa,6,0,0,0,0,36.22,,,,
2101146604,Bhopalgarh,37,0,0,0,0,11.1,,,,
2107828890,Peepal Khoont,3,0,0,0,0,383.65,,,,
2107881892,Talwara,73,0,0,0,0,34.96,,,,
2113889922,Galiakot,6,0,0,0,0,112.89,,,,
2075272846,Sidhi,44,0,0,0,0,130.3,,,,
1880437827,Aluva,771,2,13,0,0,5.06,2181.29,972.89,,
2119381452,Partapur,7,0,0,0,0,183.1,,,,
1940412188,Ramgarh,5,0,0,0,0,71.64,,,,
1891703302,Kasba Khandhar,2,0,0,0,0,359.99,,,,
2019082107,Alirajpur,132,0,0,0,0,26.05,,,,
2075272845,Rampur,8,0,11,0,0,47.52,,1290.91,,
2046851906,Seoni Malwa,47,0,0,0,0,36.82,,,,
2135982229,Zokhawthar,101,0,0,0,0,7.09,,,,
2129106827,Somanur,1024,0,0,0,0,5.88,,,,
2084662997,Saikul,93,0,0,0,0,21.14,,,,
2087323520,Bharwari,108,0,9,0,0,62.21,,1452.68,,
2138007866,Nandura,90,0,0,0,0,7.06,,,,
2058888106,Damoh,1017,1,0,0,0,14.93,2621.72,,,
2138091867,Jorhat,1066,1,2,0,0,73.75,1540.03,1663.99,,
2048647835,Koradacheri,64,0,0,0,0,93.67,,,,
2138820649,Mahabubabad,353,0,2,0,0,43.48,,367.89,,
2139197038,Shahganj,61,0,0,0,0,52.79,,,,
2088321493,Mansi,118,0,0,0,0,0.0,,,,
2140813409,Mahmudabad,77,0,0,0,0,54.2,,,,
2143677048,Saphale,109,0,0,0,0,53.68,,,,
2143791966,Shahapur,265,1,0,0,0,20.17,1948.39,,,
2141899772,Bulandshahr,1832,0,0,0,0,7.88,,,,
2104594101,Paramathi,78,0,0,0,0,4.06,,,,
2146972962,Kalpi,89,6,0,0,0,93.0,676.68,,,
2146972963,Lalitpur,1420,0,0,0,0,50.6,,,,
2146977936,Sarai Aquil,68,0,0,0,0,27.77,,,,
2146972964,Mauranipur,57,0,0,0,0,13.37,,,,
2146977939,Sirathu,36,0,0,0,0,79.24,,,,
2097780528,Ajnala,119,0,0,0,0,29.75,,,,
2097662364,Chandur,31,0,0,0,0,139.67,,,,
2152475525,Agar,11,2,0,0,0,42.98,925.68,,,
2136174118,Kanjikode,281,21,16,0,0,22.21,316.67,155.22,,
2141045773,Maruthamputhur,47,0,0,0,0,13.39,,,,
2152478481,Susner,9,0,0,0,0,149.56,,,,
2159420289,Kahalgaon,460,0,0,0,0,31.34,,,,
2141899782,Haidargarh,34,0,0,0,0,27.3,,,,
2160156909,Shahdol,547,1,0,0,0,44.9,2193.78,,,
2159535594,Shahpur,44,0,0,0,0,27.72,,,,
2144176800,Sumerpur,765,5,32,0,0,5.54,1060.69,208.72,,
2161157704,Nellikkuppam,657,1,1,0,0,38.95,353.51,786.4,,
2161251644,Pohari,4,0,0,0,0,54.64,,,,
2161260966,Hilsa,38,0,0,0,0,12.27,,,,
2161597866,Alanda,144,1,0,1,0,16.18,1345.05,,1452.14,
2162135201,Chennur,133,0,0,0,0,68.2,,,,
2045718754,Dabli Rathan,141,0,0,0,0,3.65,,,,
2162402434,Barhi,98,0,0,0,0,4.54,,,,
2013145763,Chalakudy,727,4,48,0,0,57.22,1046.82,523.99,,
2162612044,Pawai,17,0,0,0,0,42.48,,,,
2162274462,Rehti,14,0,0,0,0,152.17,,,,
2123457120,Pavoorchatram,205,0,0,0,0,17.77,,,,
2163527432,Keolari,182,0,0,0,0,1.28,,,,
2164058591,Harda,19,1,1,0,0,274.1,689.53,1972.27,,
2119650741,Majitha,213,2,0,0,0,18.5,932.02,,,
2164369692,Jaisinghnagar,90,0,0,0,0,37.13,,,,
2164370264,Dolariya,115,0,0,0,0,23.34,,,,
2164588470,Araria,133,0,0,0,0,30.58,,,,
2164598178,सिक्टी,40,0,10,0,0,49.59,,423.78,,
2152478476,Simrol,94,1,0,0,0,93.4,1958.97,,,
2165849646,Anjad,1,0,0,0,0,423.67,,,,
2165849650,Kukshi,26,3,0,0,0,3.28,553.95,,,
2155203643,Cherpulassery,205,1,1,0,0,79.65,2455.39,2110.39,,
2107828889,Ghatol,4,0,0,0,0,396.07,,,,
2166764365,Khargone,645,0,0,0,0,34.34,,,,
