location_id,city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m
1924801826,Vadakkenchery,10.5922019,76.4840809,82.61,Satisfactory,90.62,Satisfactory,287.28,Poor,2.42,Good,4.04,Good,147.85,Moderate,5,21.97,70,1.68,99,1766499077,56.0,0.0,0.0,0.0,0.0,28.12,,,,
1924819842,Mukoodal,8.7426144,77.5236216,38.9,Good,49.53,Good,176.74,Moderate,1.72,Good,3.43,Good,115.95,Moderate,3,24.76,69,2.16,105,1766499077,228.0,0.0,0.0,0.0,0.0,29.57,,,,
1925144307,Banswara,23.550075,74.446294,40.78,Good,47.88,Good,330.91,Very Poor,8.86,Good,2.74,Good,59.92,Satisfactory,3,23.03,33,1.09,43,1766499077,554.0,1.0,0.0,0.0,0.0,3.52,2095.02,,,
1925144312,Jhalod,23.1006273,74.1560018,42.23,Good,52.81,Satisfactory,484.17,Severe,23.87,Good,5.17,Good,44.22,Good,3,21.73,33,2.61,7,1766499077,125.0,0.0,1.0,0.0,0.0,21.12,,2321.36,,
1929484600,Deeg,27.4773321,77.3257027,160.76,Moderate,196.14,Moderate,722.91,Severe,22.5,Good,6.18,Good,83.74,Satisfactory,5,18.52,43,3.44,338,1766499077,193.0,0.0,0.0,0.0,0.0,26.74,,,,
1930575995,Sailana,23.462571,74.9236072,42.58,Good,49.21,Good,317.04,Very Poor,7.56,Good,2.43,Good,65.87,Satisfactory,3,19.99,35,2.89,52,1766499077,28.0,1.0,0.0,0.0,0.0,79.3,1102.74,,,
1931914687,Vijayanagar,29.2436472,73.5222553,141.43,Moderate,217.81,Poor,690.89,Severe,5.97,Good,2.37,Good,91.2,Satisfactory,5,18.81,22,3.99,322,1766499077,152.0,0.0,0.0,0.0,0.0,2.01,,,,
1939723047,Kesrisinghpur,29.9474531,73.62025,77.9,Satisfactory,129.89,Moderate,530.95,Severe,7.48,Good,1.25,Good,80.86,Satisfactory,5,16.87,27,3.65,316,1766498889,112.0,0.0,0.0,0.0,0.0,5.25,,,,
1940102419,Napasar,27.9616924,73.5601303,160.34,Moderate,220.28,Poor,618.19,Severe,7.35,Good,4.71,Good,108.67,Moderate,5,19.37,30,3.82,338,1766499077,558.0,0.0,0.0,0.0,0.0,22.23,,,,
1940412188,Ramgarh,28.1707047,74.9776868,173.37,Moderate,232.82,Poor,607.31,Severe,7.96,Good,7.13,Good,117.2,Moderate,5,18.57,30,3.86,318,1766499077,5.0,0.0,0.0,0.0,0.0,71.64,,,,
1944064492,Falna,25.2335457,73.2354341,88.56,Satisfactory,138.45,Moderate,401.33,Severe,12.24,Good,3.75,Good,85.78,Satisfactory,5,19.99,34,2.07,11,1766499077,34.0,1.0,0.0,0.0,0.0,65.63,232.52,,,
1946894702,Tadigadapa,16.4722303,80.700072,156.8,Moderate,167.71,Moderate,483.22,Severe,3.62,Good,7.14,Good,142.54,Moderate,5,23.03,78,1.54,110,1766499077,903.0,1.0,36.0,0.0,0.0,22.64,1493.29,766.51,,
1949902992,Avanigadda,16.0193432,80.9150772,151.22,Moderate,161.32,Moderate,447.83,Severe,1.4,Good,4.12,Good,147.93,Moderate,5,23.3,81,1.89,131,1766499077,314.0,1.0,24.0,0.0,0.0,26.64,528.33,977.92,,
1949904661,Nagayalanka,15.9489671,80.9177121,147.15,Moderate,158.27,Moderate,441.6,Severe,1.58,Good,3.89,Good,145.19,Moderate,5,23.31,75,2.05,121,1766499077,183.0,0.0,0.0,0.0,0.0,19.29,,,,
1950499782,Nuzvid,16.7907012,80.8476103,168.86,Moderate,180.51,Moderate,502.86,Severe,3.62,Good,9.07,Good,149.48,Moderate,5,22.44,60,1.66,108,1766499077,533.0,2.0,4.0,0.0,0.0,74.71,1007.1,598.37,,
1952371664,Chandi,25.3260098,85.403269,226.4,Poor,245.23,Poor,893.03,Severe,10.18,Good,4.98,Good,92.35,Satisfactory,5,16.53,45,2.55,279,1766499077,10.0,0.0,0.0,0.0,0.0,85.29,,,,
1955175522,Olavakkode,10.8133231,76.6335092,79.74,Satisfactory,88.97,Satisfactory,321.19,Very Poor,5.51,Good,5.4,Good,145.14,Moderate,5,22.08,64,1.84,61,1766499077,646.0,1.0,26.0,0.0,0.0,38.87,438.59,90.92,,
1957196992,Ukhra,23.6474107,87.2446639,430.74,Severe,466.82,Severe,1579.49,Severe,29.11,Good,41.97,Good,111.98,Moderate,5,14.89,88,0.51,90,1766499077,171.0,1.0,0.0,0.0,0.0,7.16,994.51,,,
1957275768,Rampura Phul,30.2703978,75.2373537,122.94,Moderate,162.46,Moderate,825.13,Severe,13.51,Good,6.02,Good,103.88,Moderate,5,16.94,34,3.6,318,1766499077,462.0,1.0,0.0,0.0,17.0,12.07,1123.96,,,1730.34
1960941756,Maur,30.0661125,75.2298534,132.92,Moderate,180.19,Moderate,782.66,Severe,12.01,Good,7.05,Good,109.57,Moderate,5,17.18,32,3.6,313,1766499077,67.0,0.0,0.0,0.0,0.0,18.51,,,,
1963379165,Sagwara,23.6733339,74.0249551,48.9,Good,59.82,Satisfactory,458.26,Severe,19.95,Good,5.02,Good,49.88,Good,3,23.19,31,0.72,169,1766499077,126.0,0.0,0.0,0.0,0.0,6.78,,,,
1977558902,Udhampur,32.9219726,75.1331482,85.18,Satisfactory,121.33,Moderate,1084.36,Severe,25.52,Good,7.23,Good,83.05,Satisfactory,5,13.47,57,2.34,63,1766499009,64.0,0.0,0.0,0.0,0.0,67.51,,,,
1979717928,Tamkuhi Raj,26.6901612,84.1801957,266.95,Poor,295.9,Poor,1440.23,Severe,29.45,Good,8.5,Good,73.82,Satisfactory,5,17.21,49,2.36,277,1766498484,145.0,0.0,0.0,0.0,0.0,0.62,,,,
1981613388,Guruvayur,10.5950431,76.0417924,76.45,Satisfactory,83.66,Satisfactory,252.09,Poor,0.81,Good,2.9,Good,136.16,Moderate,5,25.12,67,2.42,338,1766499077,334.0,1.0,1.0,0.0,0.0,53.97,600.18,1936.48,,
1982755606,Thriprayar,10.4140539,76.1062733,76.45,Satisfactory,83.66,Satisfactory,252.09,Poor,0.81,Good,2.9,Good,136.16,Moderate,5,25.54,67,2.87,317,1766499077,577.0,1.0,6.0,0.0,0.0,9.51,1958.85,1682.27,,
1993510326,Omassery,11.3649992,75.9642319,63.04,Satisfactory,71.44,Satisfactory,227.47,Poor,0.97,Good,4.37,Good,135.9,Moderate,4,25.41,81,1.32,5,1766499077,98.0,0.0,8.0,0.0,0.0,8.17,,951.3,,
1995459187,Valsad,20.6067767,72.9272881,104.31,Moderate,114.08,Moderate,427.98,Severe,12.11,Good,30.59,Good,128.76,Moderate,5,23.99,49,3.55,5,1766499077,876.0,0.0,0.0,0.0,0.0,17.04,,,,
1996955018,Manesar,28.3617283,76.9402153,147.43,Moderate,188.91,Moderate,758.81,Severe,22.74,Good,4.49,Good,63.23,Satisfactory,5,15.9,42,3.48,293,1766499077,577.0,12.0,1.0,0.0,0.0,2.48,510.1,2730.86,,
1997049602,Bilimora,20.7671693,72.9693451,104.31,Moderate,114.08,Moderate,427.98,Severe,12.11,Good,30.59,Good,128.76,Moderate,5,23.86,37,3.61,23,1766499077,613.0,4.0,0.0,0.0,0.0,52.93,420.97,,,
2001552803,Cumbum,15.5862083,79.1148164,61.34,Satisfactory,67.48,Satisfactory,362.61,Very Poor,6.64,Good,8.24,Good,105.14,Moderate,4,21.86,65,1.63,120,1766499077,243.0,0.0,0.0,0.0,0.0,24.92,,,,
2002387707,Simalwara,23.5671103,73.7433908,61.43,Satisfactory,76.38,Satisfactory,635.95,Severe,33.71,Good,12.05,Good,46.07,Good,4,24.09,30,2.6,101,1766499077,9.0,0.0,0.0,0.0,0.0,17.81,,,,
2005198555,Govindgarh,27.5047288,76.9988322,153.64,Moderate,201.32,Poor,682.74,Severe,22.15,Good,4.0,Good,69.11,Satisfactory,5,18.37,41,3.6,336,1766499077,15.0,0.0,0.0,0.0,0.0,54.22,,,,
2005367299,Sikri,27.5767311,77.0737325,157.2,Moderate,198.73,Moderate,702.83,Severe,22.32,Good,5.09,Good,76.42,Satisfactory,5,18.38,42,3.49,336,1766499077,8.0,0.0,0.0,0.0,0.0,106.16,,,,
2013145763,Chalakudy,10.3041869,76.3371037,79.97,Satisfactory,87.64,Satisfactory,259.48,Poor,0.81,Good,2.95,Good,138.26,Moderate,5,27.95,54,2.06,260,1766499077,727.0,4.0,48.0,0.0,0.0,57.22,1046.82,523.99,,
2013558692,Chakan,18.7623111,73.8625448,108.06,Moderate,114.69,Moderate,380.84,Very Poor,4.52,Good,6.03,Good,144.19,Moderate,5,20.63,31,2.7,42,1766499077,417.0,2.0,0.0,0.0,0.0,32.9,2018.06,,,
2017884064,Sairang,23.810344,92.652259,39.44,Good,47.63,Good,350.35,Very Poor,9.69,Good,1.34,Good,38.53,Good,3,16.75,75,0.78,147,1766499077,67.0,0.0,0.0,0.0,0.0,35.83,,,,
2019082107,Alirajpur,22.3031314,74.3546218,39.44,Good,43.98,Good,264.81,Poor,6.34,Good,3.7,Good,74.42,Satisfactory,3,21.96,30,1.44,85,1766499077,132.0,0.0,0.0,0.0,0.0,26.05,,,,
2019578138,Nagar,27.4216563,77.100411,157.2,Moderate,198.73,Moderate,702.83,Severe,22.32,Good,5.09,Good,76.42,Satisfactory,5,18.35,42,3.44,339,1766499077,45.0,0.0,0.0,0.0,0.0,192.15,,,,
2022061989,Ghansor,22.6587454,79.9503175,46.54,Good,50.09,Satisfactory,263.47,Poor,2.72,Good,2.06,Good,82.16,Satisfactory,3,16.44,47,2.17,352,1766499077,84.0,0.0,0.0,0.0,0.0,17.57,,,,
2022061991,Pindrai,22.5205063,80.0383702,67.47,Satisfactory,73.48,Satisfactory,395.58,Very Poor,8.57,Good,3.37,Good,75.51,Satisfactory,4,17.08,45,2.98,357,1766499077,59.0,0.0,0.0,0.0,0.0,7.86,,,,
2022807192,Vadodara,22.2973142,73.1942567,74.33,Satisfactory,83.21,Satisfactory,415.6,Severe,10.86,Good,10.31,Good,116.87,Moderate,4,22.99,46,1.54,10,1766498315,1870.0,1.0,0.0,0.0,0.0,55.41,1820.54,,,
2023119289,Palus,17.0955099,74.4515545,134.11,Moderate,142.9,Moderate,466.04,Severe,7.98,Good,4.46,Good,124.67,Moderate,5,22.49,26,4.34,58,1766499077,39.0,1.0,0.0,0.0,0.0,74.49,74.49,,,
2023270821,Tasgaon,17.0375853,74.6024851,123.5,Moderate,131.74,Moderate,466.83,Severe,9.97,Good,4.64,Good,118.07,Moderate,5,22.25,26,3.78,59,1766499077,340.0,0.0,0.0,0.0,0.0,19.46,,,,
2023659026,Naini,25.3926726,81.8590806,152.48,Moderate,163.14,Moderate,702.31,Severe,17.21,Good,5.5,Good,76.07,Satisfactory,5,17.96,46,2.79,272,1766499047,1352.0,5.0,1.0,0.0,0.0,83.97,111.82,1930.77,,
2024154011,Kavathe Ekand,16.9861258,74.6226524,117.98,Moderate,125.63,Moderate,445.25,Severe,8.95,Good,4.49,Good,119.5,Moderate,5,22.56,26,4.02,58,1766499077,5.0,0.0,0.0,0.0,0.0,232.03,,,,
2024830066,Kherli,27.202183,77.0371372,163.51,Moderate,199.7,Moderate,683.77,Severe,21.64,Good,6.17,Good,82.48,Satisfactory,5,18.12,42,2.24,333,1766499077,13.0,0.0,0.0,0.0,0.0,49.48,,,,
2024870770,Bandikui,27.0457102,76.5752695,145.88,Moderate,192.51,Moderate,571.34,Severe,17.22,Good,5.63,Good,89.59,Satisfactory,5,18.86,38,1.79,338,1766499077,186.0,0.0,6.0,0.0,0.0,16.53,,914.79,,
2030161483,Bari,26.6469447,77.6156532,139.49,Moderate,155.29,Moderate,539.07,Severe,12.74,Good,5.45,Good,89.4,Satisfactory,5,18.99,44,1.56,356,1766499077,9.0,0.0,0.0,0.0,0.0,202.83,,,,
2031651858,Khategaon,22.5951633,76.9062501,50.36,Satisfactory,53.44,Satisfactory,276.13,Poor,5.86,Good,2.67,Good,77.77,Satisfactory,4,19.74,43,2.54,67,1766499077,16.0,1.0,0.0,0.0,0.0,53.68,53.68,,,
2031838799,Mandrail,26.3944033,77.3326006,142.95,Moderate,157.29,Moderate,525.2,Severe,13.09,Good,8.73,Good,79.41,Satisfactory,5,19.22,41,0.38,343,1766499077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033125875,Julwania,21.8641858,75.2084225,53.14,Satisfactory,60.66,Satisfactory,340.15,Very Poor,11.47,Good,6.46,Good,73.45,Satisfactory,4,22.47,29,2.29,140,1766499077,3.0,0.0,0.0,0.0,0.0,212.76,,,,
2037233125,Guna,24.6476632,77.3161782,52.0,Satisfactory,59.61,Satisfactory,307.11,Very Poor,8.72,Good,7.24,Good,54.15,Satisfactory,4,18.02,42,2.62,341,1766499077,1593.0,0.0,0.0,0.0,0.0,1.72,,,,
2040071932,Mathahi,25.9079184,86.7261029,233.65,Poor,256.57,Poor,1200.12,Severe,20.44,Good,5.4,Good,82.37,Satisfactory,5,17.36,52,2.67,272,1766499077,20.0,0.0,0.0,0.0,0.0,166.59,,,,
2041145739,Narmadapuram,22.7545538,77.7198249,36.79,Good,39.06,Good,217.23,Poor,4.72,Good,5.56,Good,79.97,Satisfactory,3,18.74,47,1.06,27,1766499077,806.0,1.0,0.0,0.0,0.0,81.47,1740.74,,,
2045487231,Pichore,25.1780227,78.1897489,46.51,Good,53.06,Satisfactory,300.14,Very Poor,9.61,Good,5.43,Good,51.67,Satisfactory,3,18.57,43,2.0,1,1766499077,8.0,0.0,0.0,0.0,0.0,177.32,,,,
2045718754,Dabli Rathan,29.5506671,74.19181,141.9,Moderate,213.99,Poor,673.97,Severe,8.72,Good,4.67,Good,102.44,Moderate,5,17.61,24,3.89,313,1766499077,141.0,0.0,0.0,0.0,0.0,3.65,,,,
2045718755,Hanumangarh,29.6152878,74.2903968,128.66,Moderate,191.51,Moderate,634.36,Severe,8.11,Good,5.67,Good,103.67,Moderate,5,17.42,25,3.82,308,1766499077,1266.0,0.0,0.0,0.0,0.0,95.42,,,,
2046843969,Itarsi,22.6124961,77.762753,36.79,Good,39.06,Good,217.23,Poor,4.72,Good,5.56,Good,79.97,Satisfactory,3,18.32,47,0.5,89,1766499077,1180.0,6.0,0.0,0.0,0.0,48.36,571.47,,,
2046851906,Seoni Malwa,22.4520024,77.4665358,39.49,Good,43.29,Good,270.17,Poor,8.01,Good,6.3,Good,80.3,Satisfactory,3,18.87,45,1.97,109,1766499077,47.0,0.0,0.0,0.0,0.0,36.82,,,,
2048647835,Koradacheri,10.7699593,79.4912099,25.19,Good,32.69,Good,199.1,Moderate,5.67,Good,3.84,Good,85.33,Satisfactory,3,21.53,86,3.41,51,1766499077,64.0,0.0,0.0,0.0,0.0,93.67,,,,
2051378373,Binka,21.0247818,83.8119606,266.15,Poor,280.11,Poor,642.78,Severe,8.13,Good,8.34,Good,114.06,Moderate,5,19.1,37,0.38,18,1766499077,4.0,0.0,0.0,0.0,0.0,1174.25,,,,
2051869424,Jaitsar,29.3488844,73.6591072,148.65,Moderate,228.12,Poor,706.8,Severe,7.45,Good,3.25,Good,97.3,Satisfactory,5,18.5,22,3.92,324,1766499077,84.0,0.0,0.0,0.0,0.0,7.56,,,,
2051869458,Sardargarh,29.3756443,73.7446165,148.65,Moderate,228.12,Poor,706.8,Severe,7.45,Good,3.25,Good,97.3,Satisfactory,5,18.31,22,3.86,325,1766499077,61.0,1.0,0.0,0.0,0.0,36.51,1194.93,,,
2055745592,Bareta,29.8615817,75.6914815,142.95,Moderate,189.59,Moderate,771.26,Severe,10.23,Good,5.0,Good,110.94,Moderate,5,17.07,36,3.37,309,1766499077,30.0,2.0,0.0,0.0,0.0,33.42,1781.38,,,
2058888101,Bijawar,24.6226958,79.4892837,74.75,Satisfactory,81.7,Satisfactory,352.3,Very Poor,5.86,Good,2.77,Good,62.58,Satisfactory,4,17.42,49,1.23,11,1766499077,33.0,0.0,0.0,0.0,0.0,18.27,,,,
2058888106,Damoh,23.8395678,79.4444361,73.71,Satisfactory,80.79,Satisfactory,394.25,Very Poor,7.73,Good,2.92,Good,68.89,Satisfactory,4,18.0,43,1.68,41,1766498904,1017.0,1.0,0.0,0.0,0.0,14.93,2621.72,,,
2058906658,Sagar,23.8417793,78.7466817,78.26,Satisfactory,85.12,Satisfactory,370.19,Very Poor,8.54,Good,3.38,Good,54.45,Satisfactory,5,18.08,43,1.62,19,1766499077,1448.0,0.0,0.0,0.0,0.0,10.8,,,,
2063620731,Dindori,22.9446796,81.0774969,82.98,Satisfactory,88.9,Satisfactory,413.71,Severe,10.12,Good,4.19,Good,67.94,Satisfactory,5,14.08,49,1.98,26,1766499077,106.0,0.0,1.0,0.0,0.0,3.99,,1394.94,,
2063676920,Pandharkawada,20.0231391,78.5477347,92.22,Satisfactory,99.84,Satisfactory,391.3,Very Poor,8.22,Good,7.86,Good,92.05,Satisfactory,5,20.32,41,1.79,85,1766499077,41.0,1.0,0.0,0.0,0.0,14.12,215.25,,,
2066931408,Ichoda,19.4286536,78.4528573,118.07,Moderate,127.94,Moderate,458.17,Severe,12.23,Good,10.1,Good,91.44,Satisfactory,5,17.92,42,1.48,38,1766499077,91.0,0.0,3.0,0.0,0.0,0.0,,339.41,,
2068274800,Mysuru,12.3051828,76.6553609,85.66,Satisfactory,100.47,Moderate,510.0,Severe,16.43,Good,8.95,Good,124.15,Moderate,5,24.04,57,1.54,10,1766499077,1888.0,1.0,0.0,0.0,0.0,272.4,2094.8,,,
2068705797,Kuda,23.1360634,71.3818747,62.63,Satisfactory,84.24,Satisfactory,307.04,Very Poor,7.14,Good,6.78,Good,96.07,Satisfactory,4,24.59,52,4.62,341,1766499077,8.0,1.0,0.0,0.0,0.0,67.22,550.93,,,
2068719210,Vadali,23.9411124,73.0403755,99.17,Satisfactory,120.12,Moderate,810.04,Severe,42.39,Good,18.46,Good,55.57,Satisfactory,5,21.85,34,1.65,357,1766499077,278.0,0.0,0.0,0.0,0.0,4.27,,,,
2068743536,Pulgaon,20.7258046,78.3176198,78.65,Satisfactory,85.32,Satisfactory,386.37,Very Poor,9.14,Good,6.37,Good,90.43,Satisfactory,5,20.59,40,2.5,146,1766499077,14.0,1.0,0.0,0.0,0.0,4.49,185.31,,,
2070578539,Dharmapuri,18.9492756,79.0954665,171.57,Moderate,183.84,Moderate,571.11,Severe,16.57,Good,15.13,Good,116.11,Moderate,5,19.7,43,1.22,58,1766499078,19.0,0.0,0.0,0.0,0.0,51.15,,,,
2075267205,Churhat,24.4279649,81.6703044,102.96,Moderate,111.36,Moderate,499.54,Severe,12.74,Good,7.34,Good,91.12,Satisfactory,5,16.38,48,1.13,314,1766499078,7.0,0.0,0.0,0.0,0.0,43.42,,,,
2075267206,Govindgarh,24.3786816,81.2992271,95.65,Satisfactory,104.09,Moderate,478.95,Severe,10.01,Good,4.21,Good,76.1,Satisfactory,5,16.46,47,1.44,325,1766499078,153.0,0.0,0.0,0.0,0.0,26.14,,,,
2075272845,Rampur,24.3395088,81.4762178,93.69,Satisfactory,101.59,Moderate,461.79,Severe,10.83,Good,5.42,Good,81.25,Satisfactory,5,16.37,48,1.14,331,1766499078,8.0,0.0,11.0,0.0,0.0,47.52,,1290.91,,
2075272846,Sidhi,24.4108921,81.8794694,104.19,Moderate,112.18,Moderate,514.47,Severe,12.88,Good,5.9,Good,82.17,Satisfactory,5,16.33,48,1.32,309,1766499078,44.0,0.0,0.0,0.0,0.0,130.3,,,,
2075911963,Salaya,22.311004,69.6025978,55.03,Satisfactory,81.5,Satisfactory,192.21,Moderate,1.32,Good,6.42,Good,125.38,Moderate,4,25.66,45,4.76,35,1766499078,68.0,1.0,0.0,0.0,0.0,5.92,734.61,,,
2076315674,Jaigarh,17.2950841,73.2211207,115.92,Moderate,122.68,Moderate,333.82,Very Poor,0.87,Good,3.84,Good,160.67,Moderate,5,24.24,58,3.11,358,1766499078,16.0,5.0,0.0,0.0,0.0,34.88,496.1,,,
2077500593,Mehdawal,26.9772533,83.1108622,284.76,Poor,310.91,Very Poor,1288.87,Severe,18.56,Good,7.89,Good,83.28,Satisfactory,5,16.1,49,1.27,278,1766499078,30.0,2.0,0.0,0.0,0.0,50.45,1284.76,,,
2081200029,Kotra,25.8085199,79.3091991,129.33,Moderate,140.12,Moderate,522.41,Severe,8.59,Good,6.52,Good,72.92,Satisfactory,5,18.56,50,2.69,294,1766499078,87.0,0.0,0.0,0.0,0.0,59.33,,,,
2081283830,Sadak-Arjuni,21.0931803,80.1541573,175.64,Moderate,185.98,Moderate,626.21,Severe,15.21,Good,12.45,Good,86.47,Satisfactory,5,18.19,44,0.86,42,1766499078,13.0,0.0,0.0,0.0,0.0,27.79,,,,
2083781169,Meghnagar,22.9073824,74.5426348,53.58,Satisfactory,59.52,Satisfactory,329.29,Very Poor,8.66,Good,2.29,Good,65.66,Satisfactory,4,22.58,28,2.86,70,1766499078,7.0,1.0,0.0,0.0,0.0,164.49,496.95,,,
2084662997,Saikul,25.0595866,94.0288671,13.16,Good,15.56,Good,176.0,Moderate,6.91,Good,0.6,Good,26.76,Good,2,10.51,78,1.62,336,1766499078,93.0,0.0,0.0,0.0,0.0,21.14,,,,
2087323520,Bharwari,25.5615617,81.4899572,144.52,Moderate,154.68,Moderate,657.73,Severe,16.32,Good,4.34,Good,71.22,Satisfactory,5,17.29,50,3.06,263,1766499078,108.0,0.0,9.0,0.0,0.0,62.21,,1452.68,,
2088321493,Mansi,25.511937,86.5530737,231.8,Poor,251.03,Poor,1069.58,Severe,13.31,Good,4.06,Good,83.03,Satisfactory,5,16.62,53,2.83,258,1766499078,118.0,0.0,0.0,0.0,0.0,0.0,,,,
2097662364,Chandur,20.8155716,77.9719587,65.0,Satisfactory,70.93,Satisfactory,355.51,Very Poor,9.57,Good,5.55,Good,87.43,Satisfactory,4,21.69,35,1.46,127,1766499078,31.0,0.0,0.0,0.0,0.0,139.67,,,,
2097780528,Ajnala,31.8442334,74.7625233,99.86,Satisfactory,136.67,Moderate,1052.59,Severe,18.7,Good,4.68,Good,73.59,Satisfactory,5,14.98,77,2.57,230,1766498845,119.0,0.0,0.0,0.0,0.0,29.75,,,,
2100158946,Itawa,25.5388521,76.378973,112.7,Moderate,123.13,Moderate,473.24,Severe,15.13,Good,9.3,Good,97.61,Satisfactory,5,20.37,40,1.09,128,1766498817,6.0,0.0,0.0,0.0,0.0,36.22,,,,
2101146604,Bhopalgarh,26.6540094,73.4956708,144.14,Moderate,224.0,Poor,565.89,Severe,16.93,Good,3.66,Good,83.9,Satisfactory,5,19.94,30,4.16,1,1766499078,37.0,0.0,0.0,0.0,0.0,11.1,,,,
2104594101,Paramathi,11.1548155,78.0212943,84.08,Satisfactory,101.66,Moderate,571.52,Severe,26.02,Good,10.37,Good,80.83,Satisfactory,5,25.46,68,2.18,155,1766499078,78.0,0.0,0.0,0.0,0.0,4.06,,,,
2107828889,Ghatol,23.7570852,74.4124702,41.92,Good,49.88,Good,329.86,Very Poor,7.97,Good,3.2,Good,61.38,Satisfactory,3,22.89,32,0.51,22,1766499078,4.0,0.0,0.0,0.0,0.0,396.07,,,,
2107828890,Peepal Khoont,23.8079124,74.5611911,43.07,Good,51.88,Satisfactory,328.81,Very Poor,7.1,Good,3.67,Good,62.83,Satisfactory,3,22.58,34,1.57,69,1766499078,3.0,0.0,0.0,0.0,0.0,383.65,,,,
2107881892,Talwara,23.565324,74.3230521,42.76,Good,52.29,Satisfactory,419.4,Severe,16.84,Good,4.09,Good,50.8,Satisfactory,3,23.36,31,1.07,342,1766499078,73.0,0.0,0.0,0.0,0.0,34.96,,,,
2113889922,Galiakot,23.5442268,74.0052761,44.75,Good,56.7,Satisfactory,508.12,Severe,24.85,Good,5.44,Good,41.66,Good,3,23.78,31,0.69,57,1766499078,6.0,0.0,0.0,0.0,0.0,112.89,,,,
2119381452,Partapur,23.5931445,74.1752202,44.75,Good,56.7,Satisfactory,508.12,Severe,24.85,Good,5.44,Good,41.66,Good,3,23.66,31,0.83,318,1766499078,7.0,0.0,0.0,0.0,0.0,183.1,,,,
2119650741,Majitha,31.7565085,74.9567976,87.23,Satisfactory,117.23,Moderate,866.56,Severe,13.37,Good,4.27,Good,73.09,Satisfactory,5,14.92,77,2.57,230,1766499078,213.0,2.0,0.0,0.0,0.0,18.5,932.02,,,
2122430558,Sanguem,15.2282657,74.1512667,36.89,Good,41.39,Good,211.93,Poor,0.68,Good,1.14,Good,121.2,Moderate,3,21.24,75,0.8,106,1766499078,75.0,2.0,12.0,0.0,0.0,8.43,1240.11,1347.53,,
2122566620,Semari,24.0558895,73.8566686,63.98,Satisfactory,75.69,Satisfactory,449.24,Severe,16.93,Good,5.1,Good,62.69,Satisfactory,4,22.51,32,0.43,247,1766499078,3.0,0.0,0.0,0.0,0.0,50.2,,,,
2123457120,Pavoorchatram,8.9164315,77.381306,53.71,Satisfactory,63.03,Satisfactory,204.86,Poor,1.55,Good,2.97,Good,122.57,Moderate,4,24.13,66,1.91,83,1766499078,205.0,0.0,0.0,0.0,0.0,17.77,,,,
2124253273,Kulithalai,10.9367877,78.4218872,48.56,Good,59.46,Satisfactory,362.05,Very Poor,14.8,Good,7.23,Good,76.18,Satisfactory,3,23.22,66,3.23,79,1766499078,164.0,0.0,2.0,0.0,0.0,95.16,,371.21,,
2127171791,Samayapuram,10.9203885,78.7410027,37.1,Good,45.52,Good,293.77,Poor,11.84,Good,7.11,Good,79.4,Satisfactory,3,25.08,73,2.06,90,1766499078,193.0,0.0,0.0,0.0,0.0,65.47,,,,
2129106827,Somanur,11.0896324,77.1847761,71.21,Satisfactory,82.54,Satisfactory,365.29,Very Poor,10.51,Good,5.78,Good,113.01,Moderate,4,28.32,36,1.54,10,1766499078,1024.0,0.0,0.0,0.0,0.0,5.88,,,,
2135982229,Zokhawthar,23.36595,93.383898,21.93,Good,26.63,Good,211.44,Poor,6.24,Good,1.43,Good,36.67,Good,2,11.71,83,0.45,104,1766499078,101.0,0.0,0.0,0.0,0.0,7.09,,,,
2136174118,Kanjikode,10.7982504,76.7500593,89.53,Satisfactory,98.19,Satisfactory,330.71,Very Poor,4.76,Good,5.39,Good,157.95,Moderate,5,22.2,64,2.78,68,1766499078,281.0,21.0,16.0,0.0,0.0,22.21,316.67,155.22,,
2138007866,Nandura,20.8334751,76.4598325,53.94,Satisfactory,61.42,Satisfactory,360.04,Very Poor,12.27,Good,5.48,Good,61.07,Satisfactory,4,21.88,33,2.56,12,1766499078,90.0,0.0,0.0,0.0,0.0,7.06,,,,
2138091867,Jorhat,26.7577925,94.2079645,24.88,Good,28.92,Good,266.81,Poor,11.27,Good,0.99,Good,31.68,Good,2,18.32,61,2.32,71,1766499078,1066.0,1.0,2.0,0.0,0.0,73.75,1540.03,1663.99,,
2138820649,Mahabubabad,17.595749,79.9999224,123.53,Moderate,132.25,Moderate,484.44,Severe,11.01,Good,3.91,Good,88.12,Satisfactory,5,19.09,51,2.84,352,1766499078,353.0,0.0,2.0,0.0,0.0,43.48,,367.89,,
2139197038,Shahganj,26.0557391,82.6810239,196.01,Moderate,215.34,Poor,956.27,Severe,13.58,Good,5.65,Good,87.36,Satisfactory,5,16.84,49,2.46,265,1766499078,61.0,0.0,0.0,0.0,0.0,52.79,,,,
