city_x,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,location_id,temperature,humidity,wind_speed,wind_deg,timestamp,hour,day_of_week,month,season,city_y,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m,latitude,longitude
Kottarakkara,0.13906545990317828,Satisfactory,0.1275437343805784,Satisfactory,0.058133499834149574,Poor,0.00575387505871301,Good,0.022423506020103835,Good,0.5402124430955993,Moderate,4,245582478,0.8356164383561644,0.7307692307692307,0.06547619047619048,0.19166666666666668,1970-01-01 00:00:01.766499058,0,3,1,1,Kottarakkara,241.0,0.0,21.0,0.0,0.0,3.87,916.48,117.99,894.22,340.4,9.0054869,76.7831987
Vilattikulam,0.05716691222900443,Good,0.06860049982149233,Good,0.07459366646504458,Poor,0.14067637388445275,Good,0.06252071136639788,Good,0.3285050811606199,Satisfactory,3,245582675,0.911307174367309,0.6025641025641025,0.5464285714285714,0.2,1970-01-01 00:00:01.766499058,0,3,1,1,Vilattikulam,33.0,0.0,0.0,0.0,0.0,0.0,916.48,814.3299999999999,894.22,340.4,9.130928,78.167316
Ettaiyapuram,0.06779625342033258,Good,0.0761692252766869,Good,0.0650328774072701,Poor,0.10216063879755752,Good,0.055451231635921784,Good,0.38616820710902655,Satisfactory,3,245582795,0.9075922916182958,0.5769230769230769,0.37261904761904757,0.19444444444444445,1970-01-01 00:00:01.766499058,0,3,1,1,Ettaiyapuram,59.0,1.0,0.0,0.0,0.0,49.33,1468.47,814.3299999999999,894.22,340.4,9.1485222,77.9971639
Sankarankovil,0.08905493580298884,Good,0.09130667618707607,Satisfactory,0.04555618426957522,Poor,0.023837482386096755,Good,0.04109135093339224,Good,0.503517726582977,Moderate,3,245582958,0.9150220571163222,0.47435897435897434,0.21547619047619046,0.04722222222222222,1970-01-01 00:00:01.766499058,0,3,1,1,Sankarankovil,582.0,0.0,0.0,0.0,0.0,0.0,916.48,814.3299999999999,894.22,340.4,9.170073,77.535369
Puliyangudi,0.10406230267312146,Satisfactory,0.10183862906104965,Satisfactory,0.04901758014477767,Poor,0.017731329262564578,Good,0.0345741743068596,Good,0.5148296316733343,Moderate,4,245583048,0.8785697701416298,0.5897435897435898,0.22023809523809523,0.022222222222222223,1970-01-01 00:00:01.766499058,0,3,1,1,Puliyangudi,205.0,0.0,0.0,0.0,0.0,10.87,916.48,814.3299999999999,894.22,340.4,9.1756002,77.3966381
Haripad,0.13395074721111344,Satisfactory,0.12395573009639416,Satisfactory,0.05772375173167352,Poor,0.006341005166744949,Good,0.027504694576383517,Good,0.5367636915436612,Moderate,4,245583686,0.900626886463896,0.6923076923076923,0.0869047619047619,0.8611111111111112,1970-01-01 00:00:01.766499058,0,3,1,1,Haripad,343.0,3.0,10.0,0.0,0.0,55.7,75.78,943.9,894.22,340.4,9.2844934,76.4562679
Mandapam,0.026857503683435067,Good,0.03272045697965013,Good,0.027312637802189225,Moderate,0.016909347111319865,Good,0.020324754225118744,Good,0.38028233779371867,Satisfactory,2,245583753,0.925470164847922,0.717948717948718,1.0,0.13611111111111113,1970-01-01 00:00:01.766499058,0,3,1,1,Mandapam,59.0,0.0,0.0,0.0,0.0,19.04,916.48,814.3299999999999,894.22,340.4,9.282701,79.1526713
Sattur,0.07945695643022523,Good,0.08655837200999644,Satisfactory,0.09245478137011959,Very Poor,0.16897604509159225,Good,0.06947973047608527,Good,0.3430358210327862,Satisfactory,3,245583914,0.9159507778035756,0.5128205128205128,0.4476190476190476,0.13333333333333333,1970-01-01 00:00:01.766499058,0,3,1,1,Sattur,302.0,0.0,1.0,0.0,0.0,5.68,916.48,1076.17,894.22,340.4,9.3516337,77.9211286
Rajapalayam,0.1065670385182067,Satisfactory,0.10083898607640131,Satisfactory,0.05805545257653509,Poor,0.02947393142320338,Good,0.04606207886888324,Good,0.5253598197452523,Moderate,4,245584040,0.886463895983283,0.5512820512820512,0.21904761904761905,0.9,1970-01-01 00:00:01.766499058,0,3,1,1,Rajapalayam,711.0,4.0,1.0,0.0,0.0,10.84,1531.85,1683.5,894.22,340.4,9.4456102,77.5542849
Devipattinam,0.03230898758156178,Good,0.03673687968582649,Good,0.03198376617041619,Moderate,0.0371066228276186,Good,0.030928973820832876,Good,0.37655768611762547,Satisfactory,2,245584065,0.9196656605525888,0.6923076923076923,0.7833333333333333,0.16944444444444445,1970-01-01 00:00:01.766499058,0,3,1,1,Devipattinam,75.0,0.0,0.0,0.0,0.0,29.53,916.48,814.3299999999999,894.22,340.4,9.4749165,78.8967566
Alappuzha,0.13009892654178068,Satisfactory,0.12159942877543736,Satisfactory,0.05754814540204094,Poor,0.007045561296383279,Good,0.03291726499502926,Good,0.5379592587483331,Moderate,4,245584105,0.934060831205015,0.641025641025641,0.37142857142857144,0.8194444444444445,1970-01-01 00:00:01.766499058,0,3,1,1,Alappuzha,1220.0,3.0,1.0,0.0,0.0,1.45,663.4,1641.13,894.22,340.4,9.4923271,76.3291487
Aruppukkottai,0.08335087350031574,Good,0.09500178507675833,Satisfactory,0.1479541862597803,Severe,0.3305542508219821,Good,0.10062962553849553,Good,0.1941877040511335,Satisfactory,3,245584138,0.912700255398189,0.5256410256410257,0.41666666666666663,0.14444444444444446,1970-01-01 00:00:01.766499058,0,3,1,1,Aruppukkottai,400.0,0.0,0.0,0.0,0.0,17.87,916.48,814.3299999999999,894.22,340.4,9.5073229,78.0958971
Virudhunagar,0.09109661123973901,Good,0.09694751874330598,Satisfactory,0.11920547891748454,Very Poor,0.23403006106153118,Good,0.08317684745388268,Good,0.3007311353290109,Satisfactory,3,245584469,0.9043417692129092,0.5384615384615384,0.4261904761904762,0.1388888888888889,1970-01-01 00:00:01.766499058,0,3,1,1,Virudhunagar,1067.0,2.0,1.0,0.0,0.0,17.57,1432.7,682.49,894.22,340.4,9.58224,77.9537
Thondi,0.031572300568301404,Good,0.03659407354516245,Good,0.030832569120602518,Moderate,0.027007984969469226,Good,0.028940682646636472,Good,0.38014438773164116,Satisfactory,2,245584800,0.9196656605525888,0.6666666666666666,0.7821428571428571,0.15,1970-01-01 00:00:01.766499058,0,3,1,1,Thondi,129.0,0.0,0.0,0.0,0.0,8.96,916.48,814.3299999999999,894.22,340.4,9.7422651,79.0175877
Painavu,0.16137655230477793,Satisfactory,0.15003570153516604,Satisfactory,0.08124329281379876,Poor,0.026773132926256455,Good,0.04959681873412128,Good,0.635581919345197,Moderate,5,245584837,0.7401903877408869,0.641025641025641,0.20238095238095236,0.23611111111111113,1970-01-01 00:00:01.766499058,0,3,1,1,Painavu,83.0,0.0,0.0,0.0,0.0,73.63,916.48,814.3299999999999,894.22,340.4,9.8540061,76.9446486
Usilampatti,0.08783414018101453,Good,0.09041413780792576,Satisfactory,0.08839632397416636,Very Poor,0.13433536871770782,Good,0.06605545123163592,Good,0.38860532487239624,Satisfactory,3,245585550,0.8662642210355236,0.5769230769230769,0.12738095238095237,0.22222222222222224,1970-01-01 00:00:01.766499058,0,3,1,1,Usilampatti,183.0,0.0,0.0,0.0,0.0,16.83,916.48,814.3299999999999,894.22,340.4,9.9648653,77.7898611
Muvattupuzha,0.15699852662597347,Satisfactory,0.14580506961799358,Satisfactory,0.07141714308013503,Poor,0.013503992484734616,Good,0.03777753230973157,Good,0.5891847151331218,Moderate,5,245585625,0.9807290457394939,0.7948717948717948,0.08809523809523809,0.2555555555555556,1970-01-01 00:00:01.766499058,0,3,1,1,Muvattupuzha,476.0,2.0,60.0,0.0,0.0,13.26,1174.11,550.15,894.22,340.4,9.9831493,76.5781613
Theni,0.09600084192801517,Satisfactory,0.0982149232416994,Satisfactory,0.08674952683850069,Very Poor,0.09969469234382336,Good,0.0702529548216061,Good,0.4508208028693614,Moderate,4,245585698,0.8386347805897376,0.5384615384615384,0.2238095238095238,0.9500000000000001,1970-01-01 00:00:01.766499058,0,3,1,1,Theni,337.0,4.0,3.0,0.0,0.0,16.43,802.75,827.91,894.22,340.4,10.0108143,77.4810104
Melur,0.05207324773731847,Good,0.057693680828275626,Good,0.07552242883065696,Poor,0.16193048379520897,Good,0.06042195957141278,Good,0.2740607899940222,Satisfactory,3,245585726,0.8732296261899234,0.6282051282051282,0.4011904761904762,0.13333333333333333,1970-01-01 00:00:01.766498492,0,3,1,1,Melur,157.0,0.0,0.0,0.0,0.0,0.0,916.48,814.3299999999999,894.22,340.4,10.0309005,78.337589
Angamaly,0.16716480740896653,Satisfactory,0.15473045340949662,Satisfactory,0.07098398080037462,Poor,0.006693283231564114,Good,0.031481276924776314,Good,0.5800340276819791,Moderate,5,245586161,0.9816577664267472,0.41025641025641024,0.24523809523809523,0.7222222222222222,1970-01-01 00:00:01.766499058,0,3,1,1,Angamaly,575.0,12.0,6.0,0.0,0.0,43.26,1285.45,704.47,894.22,340.4,10.1910284,76.3874109
Natham,0.06590191538623448,Good,0.07142092109960729,Good,0.08336227585803202,Very Poor,0.15335838421794265,Good,0.05854412901800508,Good,0.2712558053984458,Satisfactory,3,245586200,0.8472254469468308,0.6666666666666666,0.24285714285714285,0.14444444444444446,1970-01-01 00:00:01.766499058,0,3,1,1,Natham,80.0,2.0,1.0,0.0,0.0,0.0,2099.1,754.91,894.22,340.4,10.2256894,78.2299964
Chinnalapatti,0.09130709324352769,Good,0.09594787575865764,Satisfactory,0.10329554545277164,Very Poor,0.1705025833724753,Good,0.05998011708825803,Good,0.29797213408746037,Satisfactory,3,245586306,0.8319015556071512,0.6666666666666666,0.1357142857142857,0.044444444444444446,1970-01-01 00:00:01.766498820,0,3,1,1,Chinnalapatti,665.0,1.0,2.0,0.0,0.0,11.94,1175.59,1464.06,894.22,340.4,10.2767592,77.9218398
Dindigul,0.09130709324352769,Good,0.09594787575865764,Satisfactory,0.10329554545277164,Very Poor,0.1705025833724753,Good,0.05998011708825803,Good,0.29797213408746037,Satisfactory,3,245586375,0.8414209426514976,0.641025641025641,0.12738095238095237,0.21666666666666667,1970-01-01 00:00:01.766498761,0,3,1,1,Dindigul,1590.0,1.0,0.0,0.0,0.0,7.63,2343.34,814.3299999999999,894.22,340.4,10.365646,77.9693256
Thuvarankurichchi,0.06590191538623448,Good,0.07142092109960729,Good,0.08336227585803202,Very Poor,0.15335838421794265,Good,0.05854412901800508,Good,0.2712558053984458,Satisfactory,3,245586401,0.8504759693522173,0.6666666666666666,0.25595238095238093,0.17222222222222222,1970-01-01 00:00:01.766499058,0,3,1,1,Thuvarankurichchi,52.0,0.0,0.0,0.0,0.0,27.97,916.48,814.3299999999999,894.22,340.4,10.3758009,78.3872851
Muthupet,0.03494001262892023,Good,0.0414494823277401,Good,0.03428616027004351,Moderate,0.032057303898543915,Good,0.028940682646636472,Good,0.3669011817721985,Satisfactory,2,245586442,0.8634780589737636,0.7692307692307693,0.5166666666666666,0.13055555555555556,1970-01-01 00:00:01.766499058,0,3,1,1,Muthupet,203.0,0.0,2.0,0.0,0.0,12.1,916.48,1393.33,894.22,340.4,10.3956923,79.4944659
