city_x,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,location_id,temperature,humidity,wind_speed,wind_deg,timestamp,hour,day_of_week,month,season,city_y,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m,latitude,longitude,Pollution_Source
Pokhri,0.2735634603241423,Moderate,0.2621028204212781,Moderate,0.3084544691810891,Severe,0.1759041803663691,Good,0.1492322986855185,Good,0.4008368970432703,Satisfactory,5,342107387,0.5618760157882517,0.1538461538461538,0.0726190476190476,0.2611111111111111,1970-01-01 00:00:01.766499068,0,3,1,Winter,Pokhri,15.0,0.0,0.0,0.0,0.0,14.53,916.48,814.3299999999999,894.22,340.4,30.34424,79.19907,Industrial
Gopeshwar,0.2555251525994527,Moderate,0.2420564084255623,Moderate,0.2760804667226005,Severe,0.129873179896665,Good,0.1048271291284657,Good,0.4198740056099692,Moderate,5,342107407,0.601811005340144,0.0384615384615384,0.3214285714285714,0.1055555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Gopeshwar,36.0,1.0,0.0,0.0,0.0,59.37,1714.85,814.3299999999999,894.22,340.4,30.40878,79.31855,Natural
Gadarpur,0.634813723426647,Very Poor,0.5802570510531954,Very Poor,0.5601100466332363,Severe,0.2643259746359792,Good,0.199823263006738,Good,0.4541775877132478,Moderate,5,342107816,0.7406547480845136,0.2564102564102564,0.4380952380952381,0.8250000000000001,1970-01-01 00:00:01.766498886,0,3,1,Winter,Gadarpur,211.0,0.0,0.0,0.0,0.0,28.03,916.48,814.3299999999999,894.22,340.4,29.04236,79.24851,Industrial
Gairsain,0.3229846348137234,Moderate,0.3040164227061763,Moderate,0.3383504712103178,Severe,0.1703851573508689,Good,0.1662432342869766,Good,0.4314618108244816,Moderate,5,342107846,0.5284420710471326,0.1794871794871794,0.1952380952380952,0.9472222222222224,1970-01-01 00:00:01.766499068,0,3,1,Winter,Gairsain,3.0,0.0,0.0,0.0,0.0,1155.65,916.48,814.3299999999999,894.22,340.4,30.0546199,79.2899889,Industrial
Gauchar,0.2735634603241423,Moderate,0.2621028204212781,Moderate,0.3084544691810891,Severe,0.1759041803663691,Good,0.1492322986855185,Good,0.4008368970432703,Satisfactory,5,342108175,0.6463895983283028,0.2051282051282051,0.0892857142857142,0.4222222222222222,1970-01-01 00:00:01.766499068,0,3,1,Winter,Gauchar,13.0,0.0,0.0,0.0,0.0,159.79,916.48,814.3299999999999,894.22,340.4,30.2889024,79.1570761,Industrial
Narayn Bagar,0.3229846348137234,Moderate,0.3040164227061763,Moderate,0.3383504712103178,Severe,0.1703851573508689,Good,0.1662432342869766,Good,0.4314618108244816,Moderate,5,342108821,0.5242628279544927,0.1923076923076923,0.0773809523809523,0.0944444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Narayn Bagar,6.0,0.0,3.0,0.0,0.0,135.14,916.48,135.14,894.22,340.4,30.14511,79.37348,Industrial
Betalghat,0.5478846558619239,Poor,0.5036415565869333,Poor,0.5100076096076174,Severe,0.2470643494598402,Good,0.2298685518612614,Good,0.4654435094495793,Moderate,5,342108862,0.5960065010448108,0.4102564102564102,0.2261904761904761,0.1472222222222222,1970-01-01 00:00:01.766499068,0,3,1,Winter,Betalghat,24.0,0.0,0.0,0.0,0.0,62.07,916.48,814.3299999999999,894.22,340.4,29.55597,79.34189,Industrial
Ghāt,0.3018522416333404,Moderate,0.2825776508389861,Moderate,0.3064642641119197,Severe,0.149835603569751,Good,0.1165359549320667,Good,0.4042856485952085,Satisfactory,5,342109138,0.5973995820756908,0.1153846153846153,0.3011904761904762,0.2111111111111111,1970-01-01 00:00:01.766499068,0,3,1,Winter,Ghāt,3.0,0.0,1.0,0.0,0.0,149.87,916.48,2496.15,894.22,340.4,30.2584832,79.4481189,Industrial
Kaladhungi,0.6434855819827405,Very Poor,0.587968582649054,Very Poor,0.580425747790287,Severe,0.2753640206669797,Good,0.246327184358776,Good,0.479560399135513,Moderate,5,342109217,0.7095426050615278,0.3333333333333333,0.2547619047619047,0.0388888888888888,1970-01-01 00:00:01.766499068,0,3,1,Winter,Kaladhungi,211.0,0.0,0.0,0.0,0.0,51.24,916.48,814.3299999999999,894.22,340.4,29.2846338,79.3472645,Industrial
Gangotri,0.1981898547674174,Satisfactory,0.1958407711531596,Moderate,0.242629412109032,Severe,0.1545326444340065,Good,0.0904672484259361,Good,0.3371499517174783,Satisfactory,5,342110021,0.2807058277223125,0.3589743589743589,0.5428571428571428,0.2888888888888889,1970-01-01 00:00:01.766499068,0,3,1,Winter,Gangotri,1.0,0.0,0.0,0.0,0.0,40.36,916.48,814.3299999999999,894.22,340.4,30.9943684,78.9398699,Natural
Lansdowne,0.3081667017470006,Moderate,0.3039985719385933,Moderate,0.4028604319915708,Severe,0.362024424612494,Good,0.3095106594499061,Good,0.3293787648871109,Satisfactory,5,342110029,0.5906663570931043,0.4487179487179487,0.2869047619047619,0.0138888888888888,1970-01-01 00:00:01.766499068,0,3,1,Winter,Lansdowne,10.0,0.0,0.0,0.0,0.0,128.54,916.48,814.3299999999999,894.22,340.4,29.8378415,78.681756,Industrial
Pauri,0.2751841717533151,Moderate,0.2721171010353445,Moderate,0.3568788901679967,Severe,0.2946218882104274,Good,0.2430133657351154,Good,0.3402768197912356,Satisfactory,5,342110039,0.50104481077316,0.4871794871794871,0.0904761904761904,0.9972222222222222,1970-01-01 00:00:01.766499068,0,3,1,Winter,Pauri,15.0,0.0,0.0,0.0,0.0,14.15,916.48,814.3299999999999,894.22,340.4,30.1479882,78.7759518,Industrial
Srinagar,0.2422016417596295,Moderate,0.2402356301320957,Moderate,0.3109636885133948,Severe,0.227336777829967,Good,0.1766265326411134,Good,0.3511288913413345,Satisfactory,5,273658993,0.5277455305316926,0.4487179487179487,0.0285714285714285,0.4388888888888889,1970-01-01 00:00:01.766499059,0,3,1,Winter,Srinagar,1083.0,0.0,1.0,0.0,0.0,20.12,916.48,1837.2,894.22,340.4,34.0747444,74.8204443,Industrial
Srinagar,0.2422016417596295,Moderate,0.2402356301320957,Moderate,0.3109636885133948,Severe,0.227336777829967,Good,0.1766265326411134,Good,0.3511288913413345,Satisfactory,5,342110107,0.6482470397028094,0.4102564102564102,0.1059523809523809,0.025,1970-01-01 00:00:01.766499068,0,3,1,Winter,Srinagar,83.0,0.0,1.0,0.0,0.0,12.55,916.48,1908.79,894.22,340.4,30.2238064,78.7879045,Vehicular
Satpuli,0.3081667017470006,Moderate,0.3039985719385933,Moderate,0.4028604319915708,Severe,0.362024424612494,Good,0.3095106594499061,Good,0.3293787648871109,Satisfactory,5,342111058,0.5857905734850244,0.5,0.1928571428571428,0.0138888888888888,1970-01-01 00:00:01.766499068,0,3,1,Winter,Satpuli,9.0,0.0,0.0,0.0,0.0,19.54,916.48,814.3299999999999,894.22,340.4,29.917273,78.710435,Industrial
Jaspur,0.5829509576931172,Poor,0.5420385576579794,Very Poor,0.6023414177284345,Severe,0.4193283231564114,Good,0.231083618689937,Good,0.364418080654803,Satisfactory,5,342112639,0.7392616670536336,0.282051282051282,0.5071428571428571,0.8305555555555556,1970-01-01 00:00:01.766499068,0,3,1,Winter,Jaspur,848.0,0.0,0.0,0.0,0.0,19.33,916.48,814.3299999999999,894.22,340.4,29.2787153,78.8277072,Industrial
Jaiharīkhāl,0.3081667017470006,Moderate,0.3039985719385933,Moderate,0.4028604319915708,Severe,0.362024424612494,Good,0.3095106594499061,Good,0.3293787648871109,Satisfactory,5,342112683,0.5704666821453448,0.4743589743589743,0.2547619047619047,0.0138888888888888,1970-01-01 00:00:01.766499068,0,3,1,Winter,Jaiharīkhāl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8611769,78.681527,Vehicular
Uttarkashi,0.2101873289833719,Moderate,0.2091038914673331,Moderate,0.2658718854266257,Severe,0.1602865194927195,Good,0.099745940572186,Good,0.3524164252540581,Satisfactory,5,342112752,0.5170652426282796,0.2179487179487179,0.2892857142857143,0.1,1970-01-01 00:00:01.766499068,0,3,1,Winter,Uttarkashi,33.0,0.0,0.0,0.0,0.0,20.05,916.48,814.3299999999999,894.22,340.4,30.7291049,78.4403495,Industrial
Gangori,0.2101873289833719,Moderate,0.2091038914673331,Moderate,0.2658718854266257,Severe,0.1602865194927195,Good,0.099745940572186,Good,0.3524164252540581,Satisfactory,5,342113842,0.5834687717668912,0.1794871794871794,0.3285714285714285,0.1111111111111111,1970-01-01 00:00:01.766499068,0,3,1,Winter,Gangori,2.0,0.0,3.0,0.0,0.0,404.95,916.48,1254.63,894.22,340.4,30.7571971,78.4537454,Industrial
Kotdwar,0.3808461376552305,Moderate,0.3722956087111746,Poor,0.4713625099998048,Severe,0.4206200093940817,Good,0.2776980006627637,Good,0.313560491102221,Satisfactory,5,342114073,0.7262595774320872,0.3717948717948718,0.3821428571428571,0.9611111111111112,1970-01-01 00:00:01.766499068,0,3,1,Winter,Kotdwar,30.0,0.0,0.0,0.0,0.0,83.87,916.48,814.3299999999999,894.22,340.4,29.7459823,78.5201358,Industrial
Chinyalisaur,0.2329614817933067,Moderate,0.2309353802213495,Moderate,0.2728493102573608,Severe,0.1588774072334429,Good,0.1069258809234507,Good,0.3669011817721985,Satisfactory,5,342114133,0.6148130949616903,0.4615384615384615,0.144047619047619,0.9861111111111112,1970-01-01 00:00:01.766499068,0,3,1,Winter,Chinyalisaur,13.0,0.0,0.0,0.0,0.0,105.44,916.48,814.3299999999999,894.22,340.4,30.5744141,78.3276556,Industrial
Devprayag,0.2834561145022101,Moderate,0.2837379507318815,Moderate,0.3699400987297808,Severe,0.3161108501643963,Good,0.2465481056003534,Good,0.3340690669977468,Satisfactory,5,342114339,0.6117947527281171,0.5384615384615384,0.1357142857142857,0.8444444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Devprayag,11.0,0.0,0.0,0.0,0.0,241.31,916.48,814.3299999999999,894.22,340.4,30.1461443,78.5985849,Industrial
Keylang,0.1901915386234477,Satisfactory,0.1831310246340592,Moderate,0.2941913328520419,Severe,0.1925786754344762,Good,0.0586545896387937,Good,0.2839012277555525,Satisfactory,5,342115051,0.0761550963547713,0.2948717948717948,0.3761904761904762,0.1527777777777778,1970-01-01 00:00:01.766499068,0,3,1,Winter,Keylang,1.0,0.0,22.0,0.0,0.0,169.13,916.48,169.13,894.22,340.4,32.5713398,77.0345199,Natural
Tiuni,0.2599663228793938,Moderate,0.2508746876115673,Moderate,0.3118846461532458,Severe,0.1371535932362611,Good,0.080194410692588,Good,0.3746723686025659,Satisfactory,5,342115116,0.5052240538657999,0.4615384615384615,0.2345238095238095,0.9583333333333334,1970-01-01 00:00:01.766499068,0,3,1,Winter,Tiuni,10.0,0.0,0.0,0.0,0.0,32.03,916.48,814.3299999999999,894.22,340.4,30.9431215,77.8484843,Natural
Sawra,0.2889917912018522,Moderate,0.2725812209925027,Moderate,0.3565588964117773,Severe,0.1296383278534522,Good,0.0613056445377223,Good,0.3617050627672783,Satisfactory,5,342115402,0.4850243789180404,0.3974358974358974,0.1047619047619047,0.0944444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Sawra,18.0,0.0,0.0,0.0,0.0,239.84,916.48,814.3299999999999,894.22,340.4,31.1233868,77.75162,Natural
Nagal,0.3298673963376132,Moderate,0.3337558014994645,Moderate,0.3954927708727634,Severe,0.3306716768435884,Good,0.1999337236275267,Good,0.3388053524624086,Satisfactory,5,342115529,0.7355467843046204,0.3589743589743589,0.4488095238095237,0.7972222222222223,1970-01-01 00:00:01.766499068,0,3,1,Winter,Nagal,21.0,0.0,0.0,0.0,0.0,126.46,916.48,814.3299999999999,894.22,340.4,29.8389229,77.6324548,Industrial
Barla,0.3484740054725321,Moderate,0.3474830417707961,Poor,0.3955278921386899,Severe,0.3303193987787693,Good,0.1670164586324975,Good,0.3268036970616637,Satisfactory,5,342115618,0.7429765498026468,0.3333333333333333,0.4452380952380952,0.8166666666666667,1970-01-01 00:00:01.766499068,0,3,1,Winter,Barla,128.0,0.0,0.0,0.0,0.0,3.49,916.48,814.3299999999999,894.22,340.4,29.6107753,77.7917988,Vehicular
Bhuntar,0.2693748684487476,Moderate,0.2522670474830418,Moderate,0.3816237731946693,Severe,0.1806012212306246,Good,0.0787584226223351,Good,0.3440014714673288,Satisfactory,5,342116240,0.6104016716972371,0.2179487179487179,0.288095238095238,0.1305555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Bhuntar,14.0,0.0,0.0,0.0,0.0,76.51,916.48,814.3299999999999,894.22,340.4,31.8875195,77.1436237,Natural
Nerchowk,0.317175331509156,Moderate,0.2935915744377008,Moderate,0.4342159177381904,Severe,0.1624001878816345,Good,0.0708052579255495,Good,0.3732468846277648,Satisfactory,5,342116421,0.6120269328999304,0.3974358974358974,0.238095238095238,0.2388888888888889,1970-01-01 00:00:01.766499068,0,3,1,Winter,Nerchowk,21.0,0.0,0.0,0.0,0.0,93.93,916.48,814.3299999999999,894.22,340.4,31.6075891,76.9142821,Natural
Kandaghat,0.3111134498000421,Moderate,0.2960371295965727,Moderate,0.3569413279740883,Severe,0.1248238609675903,Good,0.0662763724732133,Good,0.3949050443739367,Satisfactory,5,342116522,0.5560715114929186,0.5,0.2607142857142857,0.1277777777777778,1970-01-01 00:00:01.766499068,0,3,1,Winter,Kandaghat,1.0,0.0,0.0,0.0,0.0,33.31,916.48,814.3299999999999,894.22,340.4,30.9670035,77.1074554,Natural
Chhutmalpur,0.3146916438644496,Moderate,0.3153516601213852,Moderate,0.362521706893524,Severe,0.2667919210897134,Good,0.1642549431127802,Good,0.3606934289787097,Satisfactory,5,342116536,0.7181332714186208,0.4102564102564102,0.3428571428571428,0.8166666666666667,1970-01-01 00:00:01.766499068,0,3,1,Winter,Chhutmalpur,409.0,0.0,0.0,0.0,0.0,45.83,916.48,814.3299999999999,894.22,340.4,30.0363016,77.7518248,Industrial
Chandigarh,0.297937276362871,Moderate,0.2904319885755088,Moderate,0.3333047160055413,Severe,0.1465476749647721,Good,0.0858279023528112,Good,0.4266795420057939,Moderate,5,342117043,0.7000232180171813,0.4487179487179487,0.3976190476190476,0.9333333333333332,1970-01-01 00:00:01.766499068,0,3,1,Winter,Chandigarh,1820.0,2.0,0.0,0.0,0.0,31.01,651.22,814.3299999999999,894.22,340.4,30.7334421,76.7797143,Natural
Kathua,0.1835824037044832,Satisfactory,0.2124419850053552,Moderate,0.3931786696844939,Severe,0.3407703147017378,Good,0.088368496630951,Good,0.3035821032786132,Satisfactory,5,342117074,0.6951474344091015,0.3589743589743589,0.2523809523809524,0.9305555555555556,1970-01-01 00:00:01.766498664,0,3,1,Winter,Kathua,183.0,1.0,0.0,0.0,0.0,13.11,1805.11,814.3299999999999,894.22,340.4,32.3765524,75.5243044,Vehicular
Chandgad,0.1379078088823405,Satisfactory,0.1268297036772581,Satisfactory,0.0744024506838891,Poor,0.0112728980742132,Good,0.0377775323097315,Good,0.5694118729020095,Moderate,4,342117599,0.7896447643371256,0.282051282051282,0.2904761904761904,0.1833333333333333,1970-01-01 00:00:01.766499068,0,3,1,Winter,Chandgad,70.0,1.0,0.0,0.0,0.0,13.41,120.05,814.3299999999999,894.22,340.4,15.9458037,74.1820815,Natural
Khanapur,0.1075563039360135,Satisfactory,0.0996251338807568,Satisfactory,0.065727498000039,Poor,0.0126820103334899,Good,0.0257373246437644,Good,0.542373660734814,Moderate,4,342117823,0.8358486185279776,0.2692307692307691,0.3357142857142857,0.1861111111111111,1970-01-01 00:00:01.766499068,0,3,1,Winter,Khanapur,102.0,2.0,0.0,0.0,0.0,38.84,492.92,814.3299999999999,894.22,340.4,15.639879,74.5088917,Natural
Bicholim,0.0659019153862344,Good,0.0627632988218493,Good,0.0477688240229458,Poor,0.005166744950681,Good,0.0119297470451783,Good,0.503195843104796,Moderate,3,342117887,0.834687717668911,0.6282051282051282,0.1797619047619047,0.0,1970-01-01 00:00:01.766499068,0,3,1,Winter,Bicholim,326.0,8.0,1.0,0.0,0.0,6.18,475.81,1759.95,894.22,340.4,15.5902655,73.9457096,Natural
Wagholi,0.2346453378236161,Moderate,0.2098536237058194,Moderate,0.1198415640670425,Very Poor,0.03511038046031,Good,0.0487131337678117,Good,0.6502965926334666,Moderate,5,342118036,0.850940329695844,0.1538461538461538,0.3333333333333333,0.2055555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Wagholi,1106.0,1.0,15.0,0.0,0.0,20.93,654.39,966.3,894.22,340.4,18.5806299,73.9833099,Natural
Lakhanpur,0.1835824037044832,Satisfactory,0.2124419850053552,Moderate,0.3931786696844939,Severe,0.3407703147017378,Good,0.088368496630951,Good,0.3035821032786132,Satisfactory,5,342118125,0.6802879034130485,0.3589743589743589,0.2023809523809523,0.9694444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Lakhanpur,92.0,0.0,0.0,0.0,0.0,6.33,916.48,814.3299999999999,894.22,340.4,32.3822,75.59418,Vehicular
Jwalamukhi,0.2571879604293833,Moderate,0.2542127811495894,Moderate,0.3835983688123158,Severe,0.1896430248943165,Good,0.0688169667513531,Good,0.3608773623948131,Satisfactory,5,342118255,0.6317622475040632,0.4743589743589743,0.2011904761904761,0.9694444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Jwalamukhi,4.0,0.0,0.0,0.0,0.0,524.97,916.48,814.3299999999999,894.22,340.4,31.874083,76.320936,Natural
Chauntra,0.2785097874131761,Moderate,0.2638521956444127,Moderate,0.4010107119861075,Severe,0.1882339126350398,Good,0.0702529548216061,Good,0.3584402446314434,Satisfactory,5,342118380,0.5702345019735315,0.282051282051282,0.3392857142857143,0.1055555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Chauntra,32.0,0.0,1.0,0.0,0.0,21.28,916.48,1388.09,894.22,340.4,32.0145466,76.735512,Natural
Joginder Nagar,0.2856240791412334,Moderate,0.2700642627632988,Moderate,0.4057637899748297,Severe,0.1760216063879755,Good,0.0689274273721418,Good,0.365291764381294,Satisfactory,5,342118390,0.565590898537265,0.2692307692307691,0.3297619047619047,0.0916666666666666,1970-01-01 00:00:01.766499068,0,3,1,Winter,Joginder Nagar,33.0,1.0,0.0,0.0,0.0,74.6,1143.85,814.3299999999999,894.22,340.4,31.9901487,76.7929928,Natural
Baijnath,0.2785097874131761,Moderate,0.2638521956444127,Moderate,0.4010107119861075,Severe,0.1882339126350398,Good,0.0702529548216061,Good,0.3584402446314434,Satisfactory,5,342118490,0.6143487346180636,0.3076923076923077,0.338095238095238,0.1055555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Baijnath,31.0,0.0,0.0,0.0,0.0,121.69,916.48,814.3299999999999,894.22,340.4,32.0497564,76.6449703,Natural
Qazigund,0.1104609555882972,Satisfactory,0.1392181363798643,Satisfactory,0.2783321301047784,Severe,0.1769610145608266,Good,0.0594278139843145,Good,0.3874097576677243,Satisfactory,4,342119126,0.4683074065474809,0.641025641025641,0.094047619047619,0.45,1970-01-01 00:00:01.766499068,0,3,1,Winter,Qazigund,22.0,0.0,0.0,0.0,0.0,56.34,916.48,814.3299999999999,894.22,340.4,33.5934693,75.1658235,Natural
Banihal,0.1104609555882972,Satisfactory,0.1392181363798643,Satisfactory,0.2783321301047784,Severe,0.1769610145608266,Good,0.0594278139843145,Good,0.3874097576677243,Satisfactory,4,342119133,0.4680752263756675,0.6666666666666666,0.0999999999999999,0.0694444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Banihal,13.0,0.0,0.0,0.0,0.0,31.98,916.48,814.3299999999999,894.22,340.4,33.4378883,75.1954855,Natural
Bijbehara,0.0973058303515049,Satisfactory,0.1214923241699393,Satisfactory,0.2537082203274082,Severe,0.1811883513386566,Good,0.048602673147023,Good,0.3600036786683221,Satisfactory,4,342119164,0.5040631530067332,0.4358974358974359,0.0833333333333333,0.3444444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Bijbehara,64.0,0.0,0.0,0.0,0.0,108.49,916.48,814.3299999999999,894.22,340.4,33.7935169,75.1061554,Natural
Awantipora,0.0841507051147127,Good,0.1037665119600143,Satisfactory,0.2295525940957249,Severe,0.1851808360732738,Good,0.0379984535513089,Good,0.3331034165632042,Satisfactory,3,342119228,0.515904341769213,0.5128205128205128,0.075,0.4861111111111111,1970-01-01 00:00:01.766499068,0,3,1,Winter,Awantipora,23.0,0.0,0.0,0.0,0.0,49.01,916.48,814.3299999999999,894.22,340.4,33.91891,75.01465,Natural
Pampore,0.075036834350663,Good,0.0922170653338093,Satisfactory,0.2306452557023277,Severe,0.1963363081258806,Good,0.0373356898265768,Good,0.3488757069940681,Satisfactory,3,342119234,0.527977710703506,0.5,0.0511904761904761,0.4083333333333333,1970-01-01 00:00:01.766499068,0,3,1,Winter,Pampore,147.0,8.0,0.0,0.0,0.0,8.85,652.22,814.3299999999999,894.22,340.4,34.01092,74.91303,Vehicular
Sankoo,0.0905072616291307,Good,0.0953230988932524,Satisfactory,0.2076018028916509,Severe,0.3094175669328322,Good,0.0723517066165911,Good,0.2173173311261323,Satisfactory,3,342119316,0.1769212909217553,0.4487179487179487,0.3142857142857143,0.4944444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Sankoo,3.0,0.0,16.0,0.0,0.0,23.95,916.48,23.95,894.22,340.4,34.2896796,75.96222,Natural
Dinanagar,0.1725741949063355,Satisfactory,0.1976972509817922,Moderate,0.3500848763926557,Severe,0.2819398778769375,Good,0.0767701314481387,Good,0.3016967857635536,Satisfactory,5,342119405,0.7130253076387276,0.3333333333333333,0.363095238095238,0.8416666666666667,1970-01-01 00:00:01.766499068,0,3,1,Winter,Dinanagar,205.0,0.0,0.0,0.0,0.0,25.33,916.48,814.3299999999999,894.22,340.4,32.1338479,75.4719883,Natural
Mahad,0.2744895811408125,Moderate,0.2452159942877544,Moderate,0.1236814891416752,Severe,0.0189055894786284,Good,0.0523583342538385,Good,0.7404239665241182,Moderate,5,342119456,0.8521012305549106,0.1794871794871794,0.1702380952380952,0.2055555555555555,1970-01-01 00:00:01.766499068,0,3,1,Winter,Mahad,29.0,0.0,0.0,0.0,0.0,17.9,916.48,814.3299999999999,894.22,340.4,18.080753,73.42438,Natural
Rajapur,0.2218269837928857,Moderate,0.1995537308104248,Moderate,0.0987844139626543,Very Poor,0.0091592296852982,Good,0.0393239810007732,Good,0.6894284269094588,Moderate,5,245733024,0.7483166937543534,0.3461538461538461,0.3059523809523809,0.7305555555555556,1970-01-01 00:00:01.766499064,0,3,1,Winter,Rajapur,36.0,0.0,0.0,0.0,0.0,133.82,916.48,814.3299999999999,894.22,340.4,25.3863662,81.1494181,Natural
Rajapur,0.2218269837928857,Moderate,0.1995537308104248,Moderate,0.0987844139626543,Very Poor,0.0091592296852982,Good,0.0393239810007732,Good,0.6894284269094588,Moderate,5,342119461,0.8328302762944044,0.423076923076923,0.3047619047619047,1.0,1970-01-01 00:00:01.766499068,0,3,1,Winter,Rajapur,34.0,0.0,0.0,0.0,0.0,25.53,916.48,814.3299999999999,894.22,340.4,16.6533199,73.5148504,Natural
Devgad,0.1645758787623658,Satisfactory,0.1498214923241699,Satisfactory,0.0784921269828881,Poor,0.0073978393612024,Good,0.0402076659670827,Good,0.6042212718995724,Moderate,5,342119660,0.916879498490829,0.5256410256410257,0.6,0.9416666666666668,1970-01-01 00:00:01.766499068,0,3,1,Winter,Devgad,43.0,0.0,0.0,0.0,0.0,80.31,916.48,814.3299999999999,894.22,340.4,16.3770393,73.3796243,Natural
Vijaydurg,0.1929067564723216,Satisfactory,0.1747947161727954,Moderate,0.0883690074340012,Very Poor,0.0081023954908407,Good,0.0403181265878714,Good,0.6464799742493218,Moderate,5,342119666,0.9266310657069886,0.5128205128205128,0.7107142857142856,0.9361111111111112,1970-01-01 00:00:01.766499068,0,3,1,Winter,Vijaydurg,8.0,0.0,0.0,0.0,0.0,83.13,916.48,814.3299999999999,894.22,340.4,16.5508096,73.3365435,Natural
Malvan,0.1471269206482846,Satisfactory,0.1347911460192788,Satisfactory,0.0735205166728454,Poor,0.007280413339596,Good,0.0434110239699547,Good,0.5749298753851106,Moderate,5,342119762,0.9178082191780822,0.5641025641025641,0.4666666666666666,0.9361111111111112,1970-01-01 00:00:01.766499068,0,3,1,Winter,Malvan,59.0,0.0,0.0,0.0,0.0,132.7,916.48,814.3299999999999,894.22,340.4,16.06064,73.4669499,Natural
Pen,0.2421384971584929,Moderate,0.2182970367725812,Moderate,0.1131373046379582,Very Poor,0.0120948802254579,Good,0.0735667734452667,Good,0.7617142594380835,Moderate,5,342119886,0.8606918969120038,0.4487179487179487,0.1833333333333333,0.7666666666666667,1970-01-01 00:00:01.766499068,0,3,1,Winter,Pen,380.0,0.0,0.0,0.0,0.0,25.56,916.48,814.3299999999999,894.22,340.4,18.736151,73.0949798,Natural
Belagavi,0.1446221848031993,Satisfactory,0.132399143163156,Satisfactory,0.0802794091822598,Poor,0.0186707374354156,Good,0.038661217276041,Good,0.5716650572492757,Moderate,4,343333679,0.823310889250058,0.4358974358974359,0.3678571428571428,0.2777777777777778,1970-01-01 00:00:01.766499063,0,3,1,Winter,Belagavi,1078.0,2.0,5.0,0.0,0.0,72.2,1364.89,1742.03,894.22,340.4,15.8572666,74.5069343,Natural
Karad,0.2809513786571248,Moderate,0.2520706890396287,Moderate,0.1353222376148758,Severe,0.0551902301550023,Good,0.0462830001104606,Good,0.6403182048098589,Moderate,5,343369473,0.821221267703738,0.1025641025641025,0.3249999999999999,0.15,1970-01-01 00:00:01.766499068,0,3,1,Winter,Karad,416.0,4.0,0.0,0.0,0.0,4.31,227.34,814.3299999999999,894.22,340.4,17.2852127,74.1822147,Natural
Perumbavoor,0.1735845085245211,Satisfactory,0.1608532666904677,Satisfactory,0.0795730815008487,Poor,0.0167919210897134,Good,0.0407599690710261,Good,0.6185680783556352,Moderate,5,343719430,0.9811934060831206,0.4102564102564102,0.2452380952380952,0.7222222222222222,1970-01-01 00:00:01.766499068,0,3,1,Winter,Perumbavoor,688.0,5.0,19.0,0.0,0.0,6.12,1532.7,511.76,894.22,340.4,10.1147548,76.4778152,Natural
Wadakkancherry,0.1375710376762786,Satisfactory,0.1278293466619064,Satisfactory,0.0594173772219078,Poor,0.0077501174260216,Good,0.0311498950624102,Good,0.5899204487975352,Moderate,4,344436927,0.837473879730671,0.6666666666666666,0.1773809523809523,0.9444444444444444,1970-01-01 00:00:01.766499068,0,3,1,Winter,Wadakkancherry,290.0,1.0,43.0,0.0,0.0,56.04,1339.98,338.96,894.22,340.4,10.6575278,76.248113,Natural
Tirur,0.1412544727425805,Satisfactory,0.1317029632274188,Satisfactory,0.061282706678894,Poor,0.0077501174260216,Good,0.0355683198939578,Good,0.5674805720329241,Moderate,4,344437127,0.9280241467378686,0.6794871794871794,0.2464285714285713,0.9305555555555556,1970-01-01 00:00:01.766499068,0,3,1,Winter,Tirur,411.0,2.0,4.0,0.0,0.0,15.15,792.84,1059.09,894.22,340.4,10.9166828,75.923986,Natural
Ponneri,0.1004209640075773,Satisfactory,0.1016601213852195,Satisfactory,0.0871397631265731,Very Poor,0.1299906059182714,Good,0.0881475753893736,Good,0.4230928403917782,Moderate,4,344709752,0.9273276062224286,0.6666666666666666,0.4761904761904761,0.0472222222222222,1970-01-01 00:00:01.766499068,0,3,1,Winter,Ponneri,364.0,0.0,1.0,0.0,0.0,40.18,916.48,1939.34,894.22,340.4,13.336164,80.1948281,Natural
