location_id,location_name,sensor_id,parameter,parameter_original,parameter_display,value,unit,datetime_utc,datetime_local,latitude,longitude
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,63.43,%,2025-11-25T12:00:00Z,2025-11-25T17:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,65.18,%,2025-11-25T12:15:00Z,2025-11-25T17:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,65.94,%,2025-11-25T12:30:00Z,2025-11-25T18:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,67.65,%,2025-11-25T13:00:00Z,2025-11-25T18:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,69.25,%,2025-11-25T13:15:00Z,2025-11-25T18:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,69.71,%,2025-11-25T13:30:00Z,2025-11-25T19:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,70.32,%,2025-11-25T13:45:00Z,2025-11-25T19:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,71.19,%,2025-11-25T14:00:00Z,2025-11-25T19:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,71.93,%,2025-11-25T14:15:00Z,2025-11-25T19:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,70.77,%,2025-11-25T14:30:00Z,2025-11-25T20:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,72.75,%,2025-11-25T15:00:00Z,2025-11-25T20:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,75.1,%,2025-11-25T15:15:00Z,2025-11-25T20:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,77.31,%,2025-11-25T15:30:00Z,2025-11-25T21:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,78.04,%,2025-11-25T15:45:00Z,2025-11-25T21:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,79.32,%,2025-11-25T16:00:00Z,2025-11-25T21:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,80.55,%,2025-11-25T16:15:00Z,2025-11-25T21:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,81.71,%,2025-11-25T16:30:00Z,2025-11-25T22:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.63,%,2025-11-25T17:00:00Z,2025-11-25T22:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,83.6,%,2025-11-25T17:15:00Z,2025-11-25T22:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,83.49,%,2025-11-25T17:30:00Z,2025-11-25T23:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.53,%,2025-11-25T17:45:00Z,2025-11-25T23:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.62,%,2025-11-25T18:00:00Z,2025-11-25T23:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.14,%,2025-11-25T19:00:00Z,2025-11-26T00:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.96,%,2025-11-25T19:15:00Z,2025-11-26T00:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,83.89,%,2025-11-25T19:30:00Z,2025-11-26T01:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.07,%,2025-11-25T20:00:00Z,2025-11-26T01:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,86.21,%,2025-11-25T20:15:00Z,2025-11-26T01:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.01,%,2025-11-25T20:30:00Z,2025-11-26T02:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.31,%,2025-11-25T20:45:00Z,2025-11-26T02:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.37,%,2025-11-25T21:00:00Z,2025-11-26T02:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.4,%,2025-11-25T21:15:00Z,2025-11-26T02:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.81,%,2025-11-25T21:30:00Z,2025-11-26T03:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,88.01,%,2025-11-25T21:45:00Z,2025-11-26T03:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.61,%,2025-11-25T22:00:00Z,2025-11-26T03:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,87.78,%,2025-11-25T22:15:00Z,2025-11-26T03:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,88.45,%,2025-11-25T22:30:00Z,2025-11-26T04:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,89.31,%,2025-11-25T23:00:00Z,2025-11-26T04:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,89.99,%,2025-11-25T23:15:00Z,2025-11-26T04:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.39,%,2025-11-25T23:30:00Z,2025-11-26T05:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.6,%,2025-11-25T23:45:00Z,2025-11-26T05:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.76,%,2025-11-26T00:00:00Z,2025-11-26T05:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.69,%,2025-11-26T00:15:00Z,2025-11-26T05:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.92,%,2025-11-26T00:30:00Z,2025-11-26T06:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,91.16,%,2025-11-26T01:00:00Z,2025-11-26T06:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,90.05,%,2025-11-26T01:15:00Z,2025-11-26T06:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,86.92,%,2025-11-26T01:30:00Z,2025-11-26T07:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,84.33,%,2025-11-26T01:45:00Z,2025-11-26T07:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.08,%,2025-11-26T02:00:00Z,2025-11-26T07:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,78.16,%,2025-11-26T02:15:00Z,2025-11-26T07:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,73.93,%,2025-11-26T02:30:00Z,2025-11-26T08:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,66.66,%,2025-11-26T03:00:00Z,2025-11-26T08:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,64.92,%,2025-11-26T03:15:00Z,2025-11-26T08:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,64.25,%,2025-11-26T03:30:00Z,2025-11-26T09:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,61.12,%,2025-11-26T04:00:00Z,2025-11-26T09:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,59.67,%,2025-11-26T04:15:00Z,2025-11-26T09:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,58.54,%,2025-11-26T04:30:00Z,2025-11-26T10:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,53.64,%,2025-11-26T05:00:00Z,2025-11-26T10:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,54.08,%,2025-11-26T05:15:00Z,2025-11-26T10:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,50.3,%,2025-11-26T05:30:00Z,2025-11-26T11:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,50.33,%,2025-11-26T05:45:00Z,2025-11-26T11:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,49.71,%,2025-11-26T06:00:00Z,2025-11-26T11:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,48.05,%,2025-11-26T06:15:00Z,2025-11-26T11:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,49.52,%,2025-11-26T06:30:00Z,2025-11-26T12:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,49.45,%,2025-11-26T07:00:00Z,2025-11-26T12:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,46.07,%,2025-11-26T08:00:00Z,2025-11-26T13:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,46.17,%,2025-11-26T08:15:00Z,2025-11-26T13:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,45.99,%,2025-11-26T08:30:00Z,2025-11-26T14:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,44.48,%,2025-11-26T09:30:00Z,2025-11-26T15:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,46.23,%,2025-11-26T10:00:00Z,2025-11-26T15:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,48.6,%,2025-11-26T10:15:00Z,2025-11-26T15:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,49.71,%,2025-11-26T10:30:00Z,2025-11-26T16:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,50.13,%,2025-11-26T10:45:00Z,2025-11-26T16:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,51.45,%,2025-11-26T11:00:00Z,2025-11-26T16:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,53.81,%,2025-11-26T11:30:00Z,2025-11-26T17:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,59.33,%,2025-11-26T12:00:00Z,2025-11-26T17:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,61.08,%,2025-11-26T12:15:00Z,2025-11-26T17:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,62.4,%,2025-11-26T12:30:00Z,2025-11-26T18:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,64.78,%,2025-11-26T13:00:00Z,2025-11-26T18:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,65.69,%,2025-11-26T13:15:00Z,2025-11-26T18:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,66.13,%,2025-11-26T13:30:00Z,2025-11-26T19:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,66.61,%,2025-11-26T13:45:00Z,2025-11-26T19:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,67.49,%,2025-11-26T14:00:00Z,2025-11-26T19:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.13,%,2025-11-26T14:15:00Z,2025-11-26T19:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.15,%,2025-11-26T14:30:00Z,2025-11-26T20:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.4,%,2025-11-26T14:45:00Z,2025-11-26T20:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.69,%,2025-11-26T15:00:00Z,2025-11-26T20:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.44,%,2025-11-26T15:15:00Z,2025-11-26T20:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,68.67,%,2025-11-26T15:30:00Z,2025-11-26T21:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,70.25,%,2025-11-26T16:00:00Z,2025-11-26T21:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,70.15,%,2025-11-26T16:15:00Z,2025-11-26T21:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,70.38,%,2025-11-26T16:30:00Z,2025-11-26T22:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,71.0,%,2025-11-26T17:00:00Z,2025-11-26T22:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,71.04,%,2025-11-26T17:15:00Z,2025-11-26T22:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,72.2,%,2025-11-26T17:30:00Z,2025-11-26T23:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,73.45,%,2025-11-26T17:45:00Z,2025-11-26T23:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,73.71,%,2025-11-26T18:00:00Z,2025-11-26T23:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,75.21,%,2025-11-26T19:00:00Z,2025-11-27T00:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,74.98,%,2025-11-26T19:15:00Z,2025-11-27T00:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,75.06,%,2025-11-26T19:30:00Z,2025-11-27T01:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,75.69,%,2025-11-26T19:45:00Z,2025-11-27T01:15:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,76.35,%,2025-11-26T20:00:00Z,2025-11-27T01:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,77.15,%,2025-11-26T20:15:00Z,2025-11-27T01:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,77.7,%,2025-11-26T20:30:00Z,2025-11-27T02:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,77.96,%,2025-11-26T21:00:00Z,2025-11-27T02:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,78.37,%,2025-11-26T21:15:00Z,2025-11-27T02:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,79.11,%,2025-11-26T21:30:00Z,2025-11-27T03:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,80.81,%,2025-11-26T22:00:00Z,2025-11-27T03:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,81.83,%,2025-11-26T22:15:00Z,2025-11-27T03:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,82.48,%,2025-11-26T22:30:00Z,2025-11-27T04:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,84.28,%,2025-11-26T23:00:00Z,2025-11-27T04:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.02,%,2025-11-26T23:15:00Z,2025-11-27T04:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.64,%,2025-11-26T23:30:00Z,2025-11-27T05:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.98,%,2025-11-27T00:00:00Z,2025-11-27T05:30:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.29,%,2025-11-27T00:15:00Z,2025-11-27T05:45:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.5,%,2025-11-27T00:30:00Z,2025-11-27T06:00:00+05:30,11.258242,77.552761
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",12238702,humidity,relativehumidity,RH,85.56,%,2025-11-27T00:45:00Z,2025-11-27T06:15:00+05:30,11.258242,77.552761
