location_id,location_name,sensor_id,pollutant_name,value,unit,latitude,longitude,timestamp_utc,hour,day,month,day_of_week,source_label,country,source
235,"Anand Vihar, New Delhi - DPCC",12235605,co,1.15,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235605,co,1.12,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235605,co,1.05,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",385,co,2800.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",385,co,1000.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",385,co,1100.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",385,co,600.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",385,co,500.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235607,no2,60.6,ppb,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235607,no2,56.5,ppb,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235607,no2,53.5,ppb,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235607,no2,50.3,ppb,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235607,no2,60.8,ppb,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",382,no2,166.2,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",382,no2,80.0,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",382,no2,71.9,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",382,no2,66.1,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",382,no2,63.8,µg/m³,28.646835,77.316032,,,,,,Vehicular,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235608,o3,4.5,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235608,o3,4.6,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235608,o3,5.0,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235608,o3,5.1,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235608,o3,4.4,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",380,o3,13.9,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",380,o3,24.9,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",380,o3,32.2,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",380,o3,50.8,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",380,o3,55.5,µg/m³,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235609,pm10,272.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235609,pm10,260.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",381,pm10,437.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
