State / Union Territory,City / town / village,SO2,NO2,PM10,PM2.5,Year,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Weather Condition,AQI_PM2.5,AQI_PM10,AQI_SO2,AQI_NO2,AQI,AQI_Category,Roads_count,Industrial_zones_count,Dump_sites_count,Agricultural_fields_count,Urban_density_score,Industrial_presence,Pollution_source_risk,Green_area_ratio,dist_nearest_road_m,dist_nearest_ind_m,dist_nearest_dump_m,dist_nearest_agri_m
Haryana,Rohtak,10,70,,90,2021,"Rohtak, Haryana, India",28.9010899,76.5801935,16.99,22,1017,2.44,318,clear sky,200,,12.5,87.43589744,200,Moderate,7309,1,0,2,0.2,1,21.93,0,80828.37635,1517632.563,236251.587,233844.7163
Haryana,Sirsa,15,26,129,57,2021,"Sirsa, Haryana, India",29.6063041,74.9036568,17.01,16,1017,0.97,359,clear sky,94.93103448,119.6040268,18.75,32.5,119.6040268,Moderate,980,0,0,0,0.03,0,2.94,0,288006.7235,1692830.998,253525.9157,205185.5893
Haryana,Sonepat,9,24,319,55,2021,"Sonepat, Haryana, India",28.99197,77.0342633,16.63,23,1017,2.76,319,clear sky,91.55172414,269,11.25,30,269,Poor,6442,8,0,0,0.18,1,19.36,0,52720.19718,1503219.677,225674.01,236258.6745
Haryana,Yamuna Nagar,7,24,166,79,2021,"Yamuna Nagar, Haryana, India",30.1389108,77.301064,14.22,51,1016,0.84,17,clear sky,162.4482759,144.1879195,8.75,30,162.4482759,Moderate,6810,36,0,0,0.19,1,20.57,0,195034.2897,1621565.983,97051.19654,138200.6207
Himachal Pradesh,Baddi,2,13,139,45,2021,"Baddi, Himachal Pradesh, India",30.9763026,76.7674001,14.11,42,1017,2.37,57,clear sky,74.65517241,126.2483221,2.5,16.25,126.2483221,Moderate,661,66,0,0,0.02,1,2.25,0,307467.3485,1744762.54,31303.39381,68373.23836
Himachal Pradesh,Damtal,2,5,67,33,2021,"Damtal, Himachal Pradesh, India",32.2539125,75.6722344,14.12,40,1017,1.91,60,clear sky,54.37931034,67,2.5,6.25,67,Satisfactory,3751,7,0,0,0.1,1,11.28,0,501054.357,1948056.237,232933.7314,212547.1675
Himachal Pradesh,Dharamshala,2,5,42,22,2021,"Dharamshala, Himachal Pradesh, India",32.2143039,76.3196717,9.01,22,1020,4.29,37,clear sky,36.66666667,42,2.5,6.25,42,Good,1951,7,7,118,0.05,1,5.9,0.06,475830.7342,1912612.661,199500.2505,197760.3519
Himachal Pradesh,Kala Amb,4,15,118,51,2021,"Kala Amb, Himachal Pradesh, India",32.0131069,76.6687667,13.23,25,1019,2.76,36,clear sky,84.79310345,112.295302,5,18.75,112.295302,Moderate,515,0,0,17,0.01,0,1.54,0.03,442918.6828,1872682.238,167040.6689,177550.0199
Himachal Pradesh,Manali,2,7,41,13,2021,"Manali, Himachal Pradesh, India",32.2454608,77.1872926,-0.79,30,1030,6.42,14,clear sky,21.66666667,41,2.5,8.75,41,Good,1159,0,0,3,0.03,0,3.48,0,469061.7734,1878751.231,202606.7921,227380.1212
Himachal Pradesh,Nalagarh,2,12,92,29,2021,"Nalagarh, Himachal Pradesh, India",31.1059814,76.6567018,13.94,41,1017,2.38,55,clear sky,48.33333333,92,2.5,15,92,Satisfactory,112,15,0,1,0,1,0.4,0.01,326267.9625,1765244.474,49769.89722,69858.95806
Himachal Pradesh,Parwanoo,2,5,38,11,2021,"Parwanoo, Himachal Pradesh, India",30.837887,76.9601747,12.07,43,1018,2.78,54,clear sky,18.33333333,38,2.5,6.25,38,Good,763,7,0,0,0.02,1,2.32,0,286759.2088,1719459.997,25042.26882,81691.78075
Himachal Pradesh,Poanta Sahib,3,13,90,44,2021,"Poanta Sahib, Himachal Pradesh, India",30.4366,77.6247,14.74,45,1017,2.15,21,clear sky,72.96551724,90,3.75,16.25,90,Satisfactory,987,11,0,0,0.03,1,3,0,237329.7115,1642096.797,102686.4036,157436.0676
Himachal Pradesh,Shimla,2,6,58,22,2021,"Shimla, Himachal Pradesh, India",31.1041526,77.1709729,5.07,49,1020,2.92,71,clear sky,36.66666667,58,2.5,7.5,58,Satisfactory,753,1,0,0,0.02,1,2.26,0,319814.4378,1741491.545,65497.32177,115727.6934
Himachal Pradesh,Sunder Nagar,2,5,52,23,2021,"Sunder Nagar, Himachal Pradesh, India",31.5163436,76.8840473,10.78,35,1019,2.45,78,clear sky,38.33333333,52,2.5,6.25,52,Satisfactory,220,1,0,1,0.01,1,0.66,0,375438.4618,1803486.624,102412.1615,127800.1967
Himachal Pradesh,Una,2,7,53,20,2021,"Una, Himachal Pradesh, India",31.5834642,76.2351452,12.82,48,1017,2.05,48,clear sky,33.33333333,53,2.5,8.75,53,Satisfactory,115,0,0,5,0,0,0.34,0.04,397902.254,1841587.367,125410.8846,114867.9118
Jammu & Kashmir (UT),Jammu,3,20,172,31,2021,"Jammu, Jammu & Kashmir (UT), India",33.7782,76.5762,-25.25,61,1042,1.63,280,clear sky,51,148.1744966,3.75,25,148.1744966,Moderate,0,0,0,0,0,0,0,,676452.5863,2093027.701,401267.962,406849.1274
Jammu & Kashmir (UT),Pulwama (K),5,15,128,,2021,"Pulwama (K), Jammu & Kashmir (UT), India",33.8747,74.8998,4.61,32,1024,1.65,232,clear sky,,118.9395973,6.25,18.75,118.9395973,Moderate,575,1,0,0,0.02,1,1.73,0,732834.5647,2179284.974,463050.4799,444066.6362
Jammu & Kashmir (UT),Srinagar (K),10,14,97,32,2021,"Srinagar (K), Jammu & Kashmir (UT), India",34.0837,74.7973,5.21,27,1025,1.27,339,clear sky,52.68965517,97,12.5,17.5,97,Satisfactory,8218,7,0,52,0.23,1,24.68,0.01,763113.8161,2209515.245,493247.7132,474329.1594
Jharkhand,Barajamda,15,20,72,,2021,"Barajamda, Jharkhand, India",22.1640821,85.4078007,12.94,56,1016,0.47,285,clear sky,,72,18.75,25,72,Satisfactory,115,6,0,0,0,1,0.37,0,864405.9232,532666.2541,1428112.855,863011.2983
Jharkhand,Dhanbad,13,35,247,,2021,"Dhanbad, Jharkhand, India",23.7952809,86.4309638,16.22,43,1015,2.01,304,clear sky,,198.0067114,16.25,43.75,198.0067114,Moderate,4566,4,0,1,0.13,1,13.71,0,1089877.006,759814.07,1383238.925,1088284.073
Jharkhand,Jamshedpur,35,44,112,,2021,"Jamshedpur, Jharkhand, India",22.8015194,86.2029579,16.44,50,1015,1.44,308,clear sky,,108.3087248,43.75,54.76923077,108.3087248,Moderate,8732,18,0,2,0.24,1,26.27,0,980055.7985,641422.5815,1443419.986,978779.694
Jharkhand,Jharia,14,36,314,,2021,"Jharia, Jharkhand, India",23.7407998,86.4145678,16.55,43,1015,2.02,301,clear sky,,264,17.5,45,264,Poor,2543,6,0,0,0.07,1,7.65,0,1083500.304,753069.3636,1386001.636,1081921.199
Jharkhand,Jorapokhar,23,7,97,,2021,"Jorapokhar, Jharkhand, India",23.7167069,86.4110166,16.66,43,1015,2.07,297,clear sky,,97,28.75,8.75,97,Satisfactory,2171,5,0,0,0.06,1,6.53,0,1080933.463,750272.7674,1387550.442,1079362.284
Jharkhand,Ranchi,18,36,110,105,2021,"Ranchi, Jharkhand, India",23.3700501,85.3250387,10.92,76,1017,0,0,mist,248.7931034,106.9798658,22.5,45,248.7931034,Poor,10515,3,0,24,0.29,1,31.56,0,976526.1191,664460.7924,1325227.66,974541.193
Jharkhand,Saraikela,36,44,115,,2021,"Saraikela, Jharkhand, India",22.7464225,85.9168929,14.58,53,1016,1.89,318,clear sky,,110.3020134,45,54.76923077,110.3020134,Moderate,180,6,0,0,0.01,1,0.56,0,954582.8299,620553.2977,1425066.779,953184.1924
Jharkhand,Sindri,14,35,179,,2021,"Sindri, Jharkhand, India",23.6751544,86.4896289,16.77,44,1015,1.92,290,clear sky,,152.8255034,17.5,43.75,152.8255034,Moderate,1307,4,0,0,0.04,1,3.94,0,1082293.283,749748.6171,1397521.949,1080776.04
Karnataka,Bagalkote,7,11,41,21,2021,"Bagalkote, Karnataka, India",16.2903648,75.5915819,19.03,53,1015,3.41,76,clear sky,35,41,8.75,13.75,41,Good,335,2,0,0,0.01,1,1.01,0,546247.7197,294570.3157,880363.1568,543774.9024
Karnataka,Bangalore,5,21,67,31,2021,"Bangalore, Karnataka, India",12.9767936,77.590082,20.63,91,1014,7.6,78,mist,51,67,6.25,26.25,67,Satisfactory,35892,112,40,178,1,1,108.24,0,516780.3058,191733.6466,1318770.431,518564.9899
Karnataka,Belgaum,2,11,81,25,2021,"Belgaum, Karnataka, India",15.8572666,74.5069343,17.53,61,1015,2.62,51,clear sky,41.66666667,81,2.5,13.75,81,Satisfactory,5643,16,0,6,0.16,1,16.99,0,670432.0936,373271.6883,891254.2695,668338.7767
Karnataka,Bidar,26,7,71,39,2021,"Bidar, Karnataka, India",18.0207297,77.2487204,14.47,68,1016,2.32,70,clear sky,64.51724138,71,32.5,8.75,71,Satisfactory,130,1,0,1,0,1,0.39,0.01,403585.3293,393106.9413,801500.6421,398720.7929
Karnataka,Bijapur / Vijayapura,5,11,50,23,2021,"Bijapur / Vijayapura, Karnataka, India",16.8333073,75.7175521,18.52,52,1015,4.06,69,clear sky,38.33333333,50,6.25,13.75,50,Good,6362,3,0,23,0.18,1,19.1,0,533383.1103,329387.2494,827973.8929,530270.308
Karnataka,Chamarajanagar,4,17,49,24,2021,"Chamarajanagar, Karnataka, India",11.95442,77.1069086,19.39,91,1014,1.08,124,broken clouds,40,49,5,21.25,49,Good,31,0,0,0,0,0,0.09,0,642106.651,313483.2767,1405470.24,643928.0694
Karnataka,Chikkaballapur,6,25,57,27,2021,"Chikkaballapur, Karnataka, India",13.0993764,77.388729,20.64,88,1014,3.84,70,few clouds,45,57,7.5,31.25,57,Satisfactory,5755,50,0,0,0.16,1,17.46,0,520540.3141,179531.7893,1296742.108,522282.0573
Karnataka,Chikkamagaluru,4,17,40,23,2021,"Chikkamagaluru, Karnataka, India",13.4058699,75.638758,17.9,95,1014,1.38,106,overcast clouds,38.33333333,40,5,21.25,40,Good,281,0,0,0,0.01,0,0.84,0,646197.0225,262520.3182,1196335.94,646953.7812
Karnataka,Chitradurga,2,5,38,9,2021,"Chitradurga, Karnataka, India",14.3049174,76.5296667,20.72,75,1014,4.7,48,scattered clouds,15,38,2.5,6.25,38,Good,32,1,0,0,0,1,0.1,0,507754.9722,127493.4869,1132003.2,508136.5653
Karnataka,Devanagere,10,14,54,15,2021,"Devanagere, Karnataka, India",14.4644,75.9218,20.45,63,1013,5.09,59,broken clouds,25,54,12.5,17.5,54,Satisfactory,5438,12,0,4,0.15,1,16.36,0,559700.1153,190024.9915,1090518.185,559537.5281
Karnataka,Gadag,30,12,32,30,2021,"Gadag, Karnataka, India",15.416692,75.6815801,19.71,56,1014,4.67,70,broken clouds,50,32,37.5,15,50,Good,1898,1,0,0,0.05,1,5.7,0,549716.4413,232955.9915,978267.4503,548321.6767
Karnataka,Gulbarga / Kalaburgi,13,24,79,42,2021,"Gulbarga / Kalaburgi, Karnataka, India",17.3297,76.8343,16.5,55,1015,3.75,57,clear sky,69.5862069,79,16.25,30,79,Satisfactory,9742,5,0,7,0.27,1,29.25,0,419332.8108,322262.6575,838338.8528,415417.6207
Karnataka,Hassan,15,21,60,22,2021,"Hassan, Karnataka, India",13.0301852,76.1744968,18.5,87,1014,2.58,102,overcast clouds,36.66666667,60,18.75,26.25,60,Satisfactory,1892,4,0,27,0.05,1,5.69,0.01,623632.9589,245537.9027,1255102.604,625052.386
Karnataka,Hubli-Dharwad,7,22,71,29,2021,"Hubli-Dharwad, Karnataka, India",15.3427544,75.1694536,19.62,59,1014,5.24,59,scattered clouds,48.33333333,71,8.75,27.5,71,Satisfactory,5200,3,0,3,0.14,1,15.61,0,607207.3649,284009.2396,968099.4762,605766.0134
Karnataka,Kolar,33,14,50,28,2021,"Kolar, Karnataka, India",13.1805066,78.2669329,17.85,98,1015,1.98,66,few clouds,46.66666667,50,41.25,17.5,50,Good,436,0,0,0,0.01,0,1.31,0,453635.6606,183243.3004,1331495.117,455490.5341
Karnataka,Koppal,13,12,40,17,2021,"Koppal, Karnataka, India",15.5748238,76.3118494,18.09,66,1015,3.8,56,clear sky,28.33333333,40,16.25,15,40,Good,39,0,0,0,0,0,0.12,0,477251.6398,180289.2795,988165.2352,475835.3639
Karnataka,Madikeri,15,5,36,18,2021,"Madikeri, Karnataka, India",12.42149,75.7387543,16.51,98,1014,1.44,85,overcast clouds,30,36,18.75,6.25,36,Good,564,1,0,6,0.02,1,1.7,0.01,705629.3533,329922.1739,1307541.388,707234.3902
Karnataka,Mandya,2,13,34,19,2021,"Mandya, Karnataka, India",12.6368939,76.7275477,18.85,91,1014,2.6,78,broken clouds,31.66666667,34,2.5,16.25,34,Good,434,0,0,0,0.01,0,1.3,0,609232.266,250941.175,1317841.895,610943.6449
Karnataka,Mangalore,19,26,51,26,2021,"Mangalore, Karnataka, India",12.8698101,74.8430082,24.43,94,1011,0,0,overcast clouds,43.33333333,51,23.75,32.5,51,Satisfactory,4397,16,0,20,0.12,1,13.26,0,753879.3873,370196.1708,1234569.084,754654.0107
Karnataka,Mysore,4,19,46,20,2021,"Mysore, Karnataka, India",12.3051828,76.6553609,19,92,1013,2.84,51,broken clouds,33.33333333,46,5,23.75,46,Good,12798,12,0,57,0.36,1,38.44,0,642514.3914,288955.4356,1350692.829,644254.8289
Karnataka,Raichur,7,22,90,33,2021,"Raichur, Karnataka, India",16.0547194,76.9003647,18.94,68,1015,3.34,57,clear sky,54.37931034,90,8.75,27.5,90,Satisfactory,82,0,0,0,0,0,0.25,0,403125.5315,180688.5411,968382.6947,401133.2948
Karnataka,Ramanagara,18,18,52,27,2021,"Ramanagara, Karnataka, India",12.720006,77.3184199,19.07,92,1014,3,66,clear sky,45,52,22.5,22.5,52,Satisfactory,1177,2,0,0,0.03,1,3.54,0,558597.9347,223536.9853,1333315.186,560374.9166
Karnataka,Shimaga / Shivamogga,3,21,45,23,2021,"Shimaga / Shivamogga, Karnataka, India",13.9299,75.5681,19.66,67,1013,2.04,40,few clouds,38.33333333,45,3.75,26.25,45,Good,6151,3,0,1,0.17,1,18.46,0,622275.6595,242735.8129,1136540.339,622498.2144
Karnataka,Tumkuru,2,15,62,31,2021,"Tumkuru, Karnataka, India",13.3422,77.101,18,86,1014,3.48,77,clear sky,51,62,2.5,18.75,62,Satisfactory,6397,10,0,5,0.18,1,19.23,0,522779.5652,160619.3762,1258434.641,524441.3847
Karnataka,Udupi,19,14,33,,2021,"Udupi, Karnataka, India",13.5269784,74.8731879,22.48,92,1011,1.84,54,broken clouds,,33,23.75,17.5,33,Good,887,1,0,0,0.02,1,2.66,0,712281.4629,331632.6656,1161759.477,712535.7817
Karnataka,Yadgir,12,14,59,29,2021,"Yadgir, Karnataka, India",16.5744123,76.9254434,18.9,55,1015,2.2,59,clear sky,48.33333333,59,15,17.5,59,Satisfactory,61,1,0,0,0,1,0.19,0,397482.0695,235323.5505,917809.995,394643.5221
Kerala,Alappuzha,2,5,52,,2021,"Alappuzha, Kerala, India",9.5006651,76.4124143,24.27,91,1011,1.83,138,scattered clouds,,52,2.5,6.25,52,Satisfactory,658,1,0,10,0.02,1,1.98,0.01,918080.791,601475.2153,1646870.879,919970.2072
Kerala,Eloor,13,14,47,25,2021,"Eloor, Kerala, India",10.0669964,76.2989276,25.95,89,1011,0,0,mist,41.66666667,47,16.25,17.5,47,Good,6532,35,0,68,0.18,1,19.74,0.01,869792.5746,542587.0424,1581799.152,871654.3806
Kerala,Ernakulam,5,8,50,26,2021,"Ernakulam, Kerala, India",9.9837257,76.2740001,26.01,87,1011,1.9,102,overcast clouds,43.33333333,50,6.25,10,50,Good,10521,47,3,31,0.29,1,31.76,0,879227.8935,552400.1565,1590183.862,881091.5679
Kerala,Kannur,2,19,73,34,2021,"Kannur, Kerala, India",11.8763836,75.3737973,24.03,90,1010,1.58,47,overcast clouds,56.06896552,73,2.5,23.75,73,Satisfactory,4709,7,0,5,0.13,1,14.16,0,777397.1183,403757.3746,1357770.349,779041.4828
Kerala,Kochi,6,11,53,30,2021,"Kochi, Kerala, India",9.9679032,76.2444378,25.98,84,1011,1.9,105,overcast clouds,50,53,7.5,13.75,53,Satisfactory,4969,42,1,11,0.14,1,15.08,0,882499.9868,555019.7679,1591076.906,884362.4085
Kerala,Kollam,3,24,77,38,2021,"Kollam, Kerala, India",8.8870533,76.5906696,26,82,1011,3.29,149,few clouds,62.82758621,77,3.75,30,77,Satisfactory,11952,18,0,11,0.33,1,35.93,0,969712.4583,665406.2118,1718841.62,971665.654
Kerala,Kottayam,2,12,38,,2021,"Kottayam, Kerala, India",9.6287383,76.6455326,22.5,98,1011,0.71,96,clear sky,,38,2.5,15,38,Good,934,4,0,24,0.03,1,2.82,0.03,892805.7069,582007.9153,1639787.426,894703.762
Kerala,Kozhikode,3,5,51,19,2021,"Kozhikode, Kerala, India",11.2450558,75.7754716,24.57,87,1011,1.5,45,broken clouds,31.66666667,51,3.75,6.25,51,Satisfactory,3838,19,0,8,0.11,1,11.59,0,797712.8772,439681.4926,1437993.946,799461.0693
Kerala,Mallappuram,2,16,31,26,2021,"Mallappuram, Kerala, India",11.073,76.074,24.44,88,1011,1.03,70,mist,43.33333333,31,2.5,20,43.33333333,Good,2151,9,0,45,0.06,1,6.49,0.02,791425.036,443117.3115,1465285.299,793213.4872
Kerala,Palakkad,2,5,57,33,2021,"Palakkad, Kerala, India",10.7873692,76.4742172,23.02,93,1011,0.67,97,overcast clouds,54.37931034,57,2.5,6.25,57,Satisfactory,607,1,0,71,0.02,1,1.82,0.1,791001.2104,458822.4168,1508601.52,792840.8996
Kerala,Pathanamthitta,2,13,33,,2021,"Pathanamthitta, Kerala, India",9.2780841,76.9737443,20.33,94,1012,1.51,77,few clouds,,33,2.5,16.25,33,Good,160,0,0,3,0,0,0.48,0.02,911330.8032,615611.573,1688001.974,913340.3853
Kerala,Thiruvanantapuram,6,8,47,23,2021,"Thiruvanantapuram, Kerala, India",8.5441,76.9366,26.75,83,1011,0,0,mist,38.33333333,47,7.5,10,47,Good,12356,13,14,93,0.34,1,37.16,0.01,988211.249,698257.1657,1766267.663,990309.806
Kerala,Thrissur,23,5,49,38,2021,"Thrissur, Kerala, India",10.5270099,76.214621,23.41,95,1011,1,83,broken clouds,62.82758621,49,28.75,6.25,62.82758621,Satisfactory,9836,19,0,147,0.27,1,29.58,0.01,831699.7408,495564.3997,1529101.255,833533.5731
Kerala,Wayanad,2,5,29,14,2021,"Wayanad, Kerala, India",11.7151291,76.1271185,18.62,98,1013,1.27,48,broken clouds,23.33333333,29,2.5,6.25,29,Good,855,2,0,288,0.02,1,2.57,0.25,731773.1339,374314.3026,1396680.244,733514.4306
Madhya Pradesh,Amlai,10,22,72,31,2021,"Amlai, Madhya Pradesh, India",23.1732678,81.5917253,12.91,49,1017,1.08,256,clear sky,51,72,12.5,27.5,72,Satisfactory,736,3,0,7,0.02,1,2.22,0.01,801187.8457,636957.0299,997978.4796,797031.8685
Madhya Pradesh,Bhopal,17,24,119,45,2021,"Bhopal, Madhya Pradesh, India",23.2584857,77.401989,14.99,51,1017,1.03,320,haze,74.65517241,112.9597315,21.25,30,112.9597315,Moderate,12494,9,0,86,0.35,1,37.52,0.01,663351.3893,906916.4704,531650.4684,867613.7949
Madhya Pradesh,Chindwara,5,13,66,28,2021,"Chindwara, Madhya Pradesh, India",22.0003854,78.897224,14.24,44,1017,2.58,13,clear sky,46.66666667,66,6.25,16.25,66,Satisfactory,286,2,0,2,0.01,1,0.87,0.01,674654.9925,681690.4738,712515.3904,669126.2017
Madhya Pradesh,Damoh,,14,62,38,2021,"Damoh, Madhya Pradesh, India",23.7981005,79.5419356,14.89,41,1017,0.4,62,clear sky,62.82758621,62,,17.5,62.82758621,Satisfactory,453,0,0,0,0.01,0,1.36,0,650560.0292,804100.2396,773366.9749,869215.6974
Madhya Pradesh,Dewas,12,20,83,37,2021,"Dewas, Madhya Pradesh, India",22.8057498,76.2940408,15.52,43,1017,1.98,21,clear sky,61.13793103,83,15,25,83,Satisfactory,117,0,0,0,0,0,0.35,0,725379.9163,958667.2769,410823.4553,876288.6721
Madhya Pradesh,Gwalior,16,23,115,50,2021,"Gwalior, Madhya Pradesh, India",26.2037247,78.1573628,17.48,29,1017,1.8,300,clear sky,83.10344828,110.3020134,20,28.75,110.3020134,Moderate,9075,8,0,1,0.25,1,27.26,0,319157.3003,1136618.266,594452.7642,608081.8898
Madhya Pradesh,Indore,13,35,105,44,2021,"Indore, Madhya Pradesh, India",22.7203616,75.8681996,15.93,41,1017,2.04,52,clear sky,72.96551724,103.6577181,16.25,43.75,103.6577181,Moderate,17142,29,6,15,0.48,1,51.56,0,743784.4898,969000.5979,365201.9483,893870.3692
Madhya Pradesh,Jabalpur,12,33,114,44,2021,"Jabalpur, Madhya Pradesh, India",23.1701522,79.9324505,14.2,48,1017,1.29,51,clear sky,72.96551724,109.6375839,15,41.25,109.6375839,Moderate,7526,7,0,6,0.21,1,22.61,0,737816.7308,716450.3695,813269.9279,789106.0559
Madhya Pradesh,Katni,14,26,142,55,2021,"Katni, Madhya Pradesh, India",23.7176393,80.2610181,14.24,44,1017,0.92,72,clear sky,91.55172414,128.2416107,17.5,32.5,128.2416107,Moderate,30,0,0,0,0,0,0.09,0,694681.8684,755772.883,852284.366,853576.5728
Madhya Pradesh,Maihar,11,11,57,33,2021,"Maihar, Madhya Pradesh, India",24.260444,80.7592749,16.13,36,1017,0.71,262,clear sky,54.37931034,57,13.75,13.75,57,Satisfactory,266,1,0,0,0.01,1,0.8,0,668643.7694,792929.3547,914678.3753,919955.3442
Madhya Pradesh,Mandideep,30,30,98,43,2021,"Mandideep, Madhya Pradesh, India",23.093838,77.5114296,15.36,42,1017,1.6,29,clear sky,71.27586207,98,37.5,37.5,98,Satisfactory,1749,15,0,3,0.05,1,5.31,0,683728.039,884465.4513,543875.3196,844496.5523
Madhya Pradesh,Nagda,6,5,41,19,2021,"Nagda, Madhya Pradesh, India",23.4578957,75.4191114,16.74,41,1017,2.72,59,clear sky,31.66666667,41,7.5,6.25,41,Good,610,2,0,1,0.02,1,1.84,0,669942.7186,1066934.059,312581.019,911044.8424
Madhya Pradesh,Pithampur,16,21,89,45,2021,"Pithampur, Madhya Pradesh, India",22.6105576,75.6790283,15.91,41,1017,2.02,59,clear sky,74.65517241,89,20,26.25,89,Satisfactory,930,7,0,1,0.03,1,2.82,0,761250.8703,960542.2735,346821.8345,895431.5224
Madhya Pradesh,Ratlam,13,20,98,42,2021,"Ratlam, Madhya Pradesh, India",23.50222,74.9551534,16.66,43,1017,3.61,66,clear sky,69.5862069,98,16.25,25,98,Satisfactory,218,1,0,0,0.01,1,0.66,0,682233.1493,1085131.66,262007.8408,912377.1679
Madhya Pradesh,Rewa,9,18,70,34,2021,"Rewa, Madhya Pradesh, India",24.7560846,81.3810574,16.97,35,1016,1.05,289,clear sky,56.06896552,70,11.25,22.5,70,Satisfactory,19,0,0,0,0,0,0.06,0,666524.3453,828276.792,910954.3875,941615.5551
Madhya Pradesh,Sagar,7,18,80,34,2021,"Sagar, Madhya Pradesh, India",23.8083076,78.758254,15.28,37,1017,1.09,48,clear sky,56.06896552,80,8.75,22.5,80,Satisfactory,3786,0,0,0,0.11,0,11.36,0,620071.5902,854755.8713,686716.9875,885061.2647
Madhya Pradesh,Satna,15,9,80,26,2021,"Satna, Madhya Pradesh, India",24.6954445,80.7770348,16.91,34,1016,1.11,313,clear sky,43.33333333,80,18.75,11.25,80,Satisfactory,398,0,0,0,0.01,0,1.19,0,627593.7035,841919.9871,881231.507,908533.3619
Madhya Pradesh,Singrauli,29,41,182,77,2021,"Singrauli, Madhya Pradesh, India",24.2431343,82.3827672,14.42,41,1017,1.31,243,clear sky,155.6206897,154.8187919,36.25,51,155.6206897,Moderate,95,1,0,7,0,1,0.29,0.07,789895.9632,743278.1964,1027199.494,941649.7793
Madhya Pradesh,Ujjain,7,15,113,42,2021,"Ujjain, Madhya Pradesh, India",23.1885131,75.7716562,16.36,43,1017,2.86,68,clear sky,69.5862069,108.9731544,8.75,18.75,108.9731544,Moderate,5741,11,0,0,0.16,1,17.27,0,690912.0002,1026602.118,350090.2896,940532.3242
Maharashtra,Akola,14,14,63,,2021,"Akola, Maharashtra, India",20.7618123,77.1921157,17.51,47,1016,2.83,95,clear sky,,63,17.5,17.5,63,Satisfactory,450,0,0,0,0.01,0,1.35,0,623141.4972,716044.3772,585645.2693,617200.9522
Maharashtra,Ambernath,20,53,77,,2021,"Ambernath, Maharashtra, India",19.2015607,73.2004771,20.85,51,1013,1.43,56,clear sky,,77,25,66.07692308,77,Satisfactory,4007,23,0,2,0.11,1,12.11,0,872208.0354,722795.8305,480115.0056,867679.5321
Maharashtra,Amravati,13,19,64,,2021,"Amravati, Maharashtra, India",21.1545412,77.6442962,16.59,50,1016,2.29,53,clear sky,,64,16.25,23.75,64,Satisfactory,114,0,0,0,0,0,0.34,0,634804.592,712268.7952,609606.3557,628904.1732
Maharashtra,Aurangabad,17,28,80,34,2021,"Aurangabad, Maharashtra, India",19.877263,75.3390241,17.17,55,1016,2.46,88,clear sky,56.06896552,80,21.25,35,80,Satisfactory,12649,35,0,11,0.35,1,38.09,0,698585.7634,660189.4116,497999.0546,693227.0321
Maharashtra,Badlapur,21,56,96,,2021,"Badlapur, Maharashtra, India",19.1666237,73.2389064,20.47,51,1013,1.36,67,clear sky,,96,26.25,69.84615385,96,Satisfactory,2240,14,0,1,0.06,1,6.78,0,866724.8959,716867.4495,484779.3874,862207.3067
Maharashtra,Bhiwandi,29,42,62,,2021,"Bhiwandi, Maharashtra, India",19.3025562,73.0588072,22.16,51,1013,1.31,61,clear sky,,62,36.25,52.25641026,62,Satisfactory,2927,36,0,5,0.08,1,8.93,0,891253.9664,742261.7248,466425.7487,886700.6193
Maharashtra,Chandrapur,9,19,105,44,2021,"Chandrapur, Maharashtra, India",20.0967555,79.5045475,14.81,67,1016,1.23,41,clear sky,72.96551724,103.6577181,11.25,23.75,103.6577181,Moderate,39,0,0,0,0,0,0.12,0,437811.8227,478380.265,850364.0123,432310.5395
Maharashtra,Dombivali / Kalyan,29,16,121,59,2021,"Dombivali / Kalyan, Maharashtra, India",19.2568987,73.1328761,21.7,51,1013,1.44,55,clear sky,98.31034483,114.2885906,36.25,20,114.2885906,Moderate,5153,41,0,7,0.14,1,15.62,0,881602.2255,732698.1346,472693.6806,877058.0521
Maharashtra,Jalgaon,12,22,60,,2021,"Jalgaon, Maharashtra, India",20.8428826,75.5261246,18.25,50,1015,2.48,105,clear sky,,60,15,27.5,60,Satisfactory,24,0,0,0,0,0,0.07,0,754339.016,760669.2689,428187.3806,748607.193
Maharashtra,Jalna,10,41,93,,2021,"Jalna, Maharashtra, India",19.918833,75.8708599,16.27,61,1016,1.65,110,clear sky,,93,12.5,51,93,Satisfactory,575,7,0,3,0.02,1,1.75,0.01,653845.9653,644460.2491,532339.2122,648324.4765
Maharashtra,Kolhapur,17,28,85,,2021,"Kolhapur, Maharashtra, India",16.7028412,74.2405329,17.91,52,1015,2.04,53,clear sky,,85,21.25,35,85,Satisfactory,7252,15,0,10,0.2,1,21.82,0,696696.3075,444613.2138,788991.7009,693790.8757
Maharashtra,Latur,7,17,57,,2021,"Latur, Maharashtra, India",18.3553347,76.7548997,15.28,63,1016,2.93,79,clear sky,,57,8.75,21.25,57,Satisfactory,256,1,0,3,0.01,1,0.77,0.01,470386.2406,440767.8211,736345.6431,465436.1233
