Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump
USA,Long Beach,Sector_3,33.78111,-118.21696,2.0,17.93,1.0,0.55,81.45,169.59,29.07,13.71,97,2.06,Mist,6.44,8.11,5000.0,5000.0
USA,Raleigh,Sector_3,35.80098,-78.60388,2.0,17.49,7.95,1.14,60.0,251.11,19.26,7.39,48,1.34,Clouds,495.06,5000.0,5000.0,5000.0
USA,Miami,Sector_2,25.74126,-80.16974,2.0,2.13,0.52,0.66,88.33,103.68,8.96,24.56,70,5.66,Clouds,76.73,5000.0,5000.0,5000.0
USA,Virginia Beach,Sector_1,36.86393,-75.98046,2.0,10.84,5.13,2.22,63.5,190.69,12.3,7.66,46,7.72,Clouds,8.34,329.78,5000.0,5000.0
USA,Virginia Beach,City Center,36.8496579,-75.9760751,2.0,10.84,5.13,2.22,63.5,190.69,12.3,7.66,47,3.6,Clouds,65.92,364.61,5000.0,721.87
USA,Virginia Beach,Sector_3,36.85489,-75.99049,2.0,10.84,5.13,2.22,63.5,190.69,12.3,7.64,46,7.72,Clouds,292.0,1314.79,5000.0,2130.21
USA,Long Beach,City Center,33.7690164,-118.191604,2.0,21.9,0.74,0.54,86.13,181.16,32.85,13.64,97,2.06,Mist,40.04,718.69,5000.0,5000.0
USA,Oakland,City Center,37.8044557,-122.271356,2.0,1.8,1.4,0.47,60.79,88.75,4.53,14.5,89,2.68,Rain,8.92,581.92,1655.75,5000.0
USA,Oakland,Sector_1,37.81374,-122.31058,2.0,1.8,1.4,0.47,60.79,88.75,4.53,14.63,88,2.68,Clouds,56.49,0.0,5000.0,885.78
USA,Oakland,Sector_2,37.76152,-122.25459,2.0,1.94,1.5,0.49,60.27,88.55,4.81,14.49,89,3.6,Rain,71.22,1578.62,5000.0,324.21
USA,Virginia Beach,Sector_4,36.8183,-75.98697,2.0,10.84,5.13,2.22,63.5,190.69,12.3,7.68,47,3.6,Clouds,180.66,5000.0,5000.0,5000.0
USA,Oakland,Sector_4,37.8111,-122.26332,2.0,1.8,1.4,0.47,60.79,88.75,4.53,14.54,88,2.68,Rain,7.75,518.63,5000.0,5000.0
USA,Minneapolis,City Center,44.9772995,-93.2654692,1.0,4.82,12.11,0.16,43.33,208.46,5.3,-4.96,91,0.89,Clear,84.11,494.36,5000.0,426.31
USA,Minneapolis,Sector_1,44.9703,-93.29123,1.0,4.82,12.11,0.16,43.33,208.46,5.3,-4.91,92,0.89,Clear,65.78,829.59,5000.0,317.38
USA,Virginia Beach,Sector_2,36.86911,-75.96284,2.0,10.84,5.13,2.22,63.5,190.69,12.3,7.54,47,3.6,Clouds,1958.93,5000.0,5000.0,5000.0
USA,Oakland,Sector_3,37.81735,-122.28065,2.0,1.8,1.4,0.47,60.79,88.75,4.53,14.56,88,2.68,Clouds,287.1,121.09,834.39,1414.18
USA,Minneapolis,Sector_3,44.97358,-93.28806,1.0,4.82,12.11,0.16,43.33,208.46,5.3,-4.91,92,0.89,Clear,2.82,363.18,5000.0,176.52
USA,Minneapolis,Sector_4,44.97151,-93.3142,1.0,4.82,12.11,0.16,43.33,208.46,5.3,-5.04,92,0.89,Clear,109.29,5000.0,5000.0,5000.0
USA,Minneapolis,Sector_2,45.01296,-93.24533,1.0,4.8,11.91,0.21,44.72,209.39,5.26,-5.41,92,0.0,Clear,32.77,565.51,5000.0,5000.0
USA,Tulsa,Sector_2,36.13235,-95.97984,1.0,8.6,8.54,0.07,32.49,207.63,10.41,6.07,87,2.57,Clear,96.26,730.54,5000.0,940.34
USA,Long Beach,Sector_4,33.81126,-118.19392,3.0,25.88,0.66,0.56,88.82,191.83,36.15,13.68,97,2.06,Mist,21.65,655.97,5000.0,1333.52
USA,Tulsa,Sector_4,36.16233,-96.01172,1.0,8.89,10.07,0.08,30.65,215.93,10.69,6.31,90,2.57,Clear,84.04,713.43,5000.0,1108.37
USA,Tulsa,Sector_1,36.14514,-96.04076,1.0,8.89,10.07,0.08,30.65,215.93,10.69,6.34,90,2.57,Clear,395.32,698.05,5000.0,5000.0
USA,Tampa,Sector_1,27.92822,-82.44399,2.0,1.82,1.44,0.37,79.9,114.54,7.35,17.39,85,4.63,Clouds,1027.05,0.0,5000.0,1944.2
USA,Tampa,City Center,27.9449854,-82.4583107,2.0,1.82,1.44,0.37,79.9,114.54,7.35,17.46,85,4.63,Clouds,1.31,255.29,1495.97,428.53
USA,Tulsa,City Center,36.1563122,-95.9927516,1.0,8.6,8.54,0.07,32.49,207.63,10.41,6.27,88,2.57,Clear,13.07,5000.0,5000.0,5000.0
USA,Tampa,Sector_3,27.95653,-82.44323,2.0,1.82,1.44,0.37,79.9,114.54,7.35,17.55,85,4.63,Clouds,28.64,39.29,1193.58,5000.0
USA,Arlington,City Center,32.7355816,-97.1071186,1.0,4.12,4.91,0.12,48.78,160.86,5.33,13.13,86,3.6,Mist,0.8,5000.0,5000.0,5000.0
USA,Tampa,Sector_2,27.97066,-82.45567,2.0,1.82,1.44,0.37,79.9,114.54,7.35,17.56,84,4.63,Clouds,31.09,356.34,1687.46,5000.0
USA,Arlington,Sector_2,32.74322,-97.11538,1.0,4.12,4.91,0.12,48.78,160.86,5.33,13.1,86,3.6,Mist,51.46,5000.0,5000.0,5000.0
USA,Arlington,Sector_3,32.73595,-97.07807,1.0,4.12,4.91,0.12,48.78,160.86,5.33,13.08,87,3.6,Mist,75.65,145.79,5000.0,5000.0
USA,Arlington,Sector_4,32.73552,-97.14137,1.0,4.12,4.91,0.12,48.78,160.86,5.33,13.19,86,3.6,Mist,39.58,0.0,5000.0,585.61
USA,New Orleans,City Center,29.9559145,-90.0730259,2.0,2.67,1.35,0.44,76.63,129.82,6.28,15.46,83,4.12,Mist,8.27,68.97,5000.0,5000.0
USA,Tampa,Sector_4,27.96107,-82.45175,2.0,1.82,1.44,0.37,79.9,114.54,7.35,17.53,85,4.63,Clouds,56.38,20.89,535.56,1780.76
USA,New Orleans,Sector_1,29.98245,-90.08434,2.0,2.67,1.35,0.44,76.63,129.82,6.28,15.66,84,4.12,Mist,219.15,5000.0,5000.0,5000.0
USA,Arlington,Sector_1,32.76569,-97.0835,1.0,4.12,4.91,0.12,48.78,160.86,5.33,13.17,85,3.6,Mist,154.03,5000.0,5000.0,5000.0
USA,Tulsa,Sector_3,36.14895,-96.00228,1.0,8.89,10.07,0.08,30.65,215.93,10.69,6.25,90,2.57,Clear,6.18,652.4,5000.0,1155.69
USA,New Orleans,Sector_2,29.9926,-90.0436,2.0,2.67,1.35,0.44,76.63,129.82,6.28,15.78,79,4.12,Mist,52.55,520.08,5000.0,5000.0
USA,New Orleans,Sector_3,29.97374,-90.10572,2.0,2.67,1.35,0.44,76.63,129.82,6.28,15.7,84,4.12,Mist,340.63,1372.68,543.41,5000.0
USA,New Orleans,Sector_4,29.93569,-90.04916,2.0,2.67,1.35,0.44,76.63,129.82,6.28,15.24,82,4.12,Mist,109.35,791.33,5000.0,5000.0
China,Chongqing,City Center,30.05518,107.8748712,5.0,179.6,34.54,29.93,17.79,1446.81,208.28,13.76,77,0.54,Clouds,1095.6,5000.0,5000.0,5000.0
China,Chongqing,Sector_2,30.08411,107.88245,5.0,179.6,34.54,29.93,17.79,1446.81,208.28,13.31,76,0.51,Clouds,316.83,5000.0,5000.0,5000.0
China,Chongqing,Sector_3,30.08013,107.86605,5.0,179.6,34.54,29.93,17.79,1446.81,208.28,13.31,76,0.51,Clouds,167.28,5000.0,5000.0,5000.0
China,Shanghai,City Center,31.2323437,121.4691024,5.0,208.42,102.59,81.83,0.0,2092.16,256.33,7.88,81,3.0,Clear,91.38,5000.0,5000.0,5000.0
China,Shanghai,Sector_2,31.21409,121.47749,5.0,208.42,102.59,81.83,0.0,2092.16,256.33,7.91,81,3.0,Clear,34.25,5000.0,5000.0,5000.0
China,Shanghai,Sector_3,31.20722,121.45972,5.0,208.42,102.59,81.83,0.0,2092.16,256.33,7.95,81,3.0,Clear,187.15,1189.32,5000.0,717.12
China,Shanghai,Sector_4,31.1949,121.47938,5.0,233.07,101.81,44.94,0.0,1969.42,279.67,7.97,81,3.0,Clear,404.14,234.49,5000.0,5000.0
China,Chongqing,Sector_1,30.06274,107.89709,5.0,179.6,34.54,29.93,17.79,1446.81,208.28,11.82,78,0.51,Clouds,807.11,5000.0,5000.0,5000.0
China,Beijing,City Center,40.190632,116.412144,5.0,285.9,84.65,53.5,0.0,2402.56,336.84,-3.01,93,2.0,Mist,1407.9,5000.0,5000.0,5000.0
China,Beijing,Sector_2,40.1756,116.40802,5.0,285.9,84.65,53.5,0.0,2402.56,336.84,-2.99,93,2.0,Mist,116.89,203.71,501.64,5000.0
China,Beijing,Sector_1,40.1776,116.38603,5.0,307.38,91.33,56.45,0.0,2592.56,363.1,-3.0,74,1.49,Clear,465.13,957.52,1493.26,5000.0
China,Chongqing,Sector_4,30.0454,107.86811,5.0,179.6,34.54,29.93,17.79,1446.81,208.28,13.76,77,0.54,Clouds,49.35,5000.0,5000.0,5000.0
China,Shanghai,Sector_1,31.2426,121.47651,5.0,208.42,102.59,81.83,0.0,2092.16,256.33,7.88,81,3.0,Clear,111.6,970.5,5000.0,559.84
China,Chengdu,City Center,30.659867,104.063315,5.0,305.8,40.17,38.94,50.03,1568.66,341.87,9.94,81,1.0,Mist,112.25,5000.0,5000.0,5000.0
China,Chengdu,Sector_1,30.65397,104.04457,5.0,305.8,40.17,38.94,50.03,1568.66,341.87,9.98,81,1.0,Mist,18.99,83.39,5000.0,5000.0
China,Chengdu,Sector_2,30.69562,104.08012,5.0,305.8,40.17,38.94,50.03,1568.66,341.87,9.95,81,1.0,Mist,148.04,5000.0,5000.0,5000.0
China,Chengdu,Sector_4,30.6369,104.02263,5.0,305.8,40.17,38.94,50.03,1568.66,341.87,9.97,81,1.0,Mist,56.77,5000.0,5000.0,5000.0
China,Beijing,Sector_4,40.15341,116.38698,5.0,307.38,91.33,56.45,0.0,2592.56,363.1,-2.99,93,2.0,Mist,700.08,5000.0,5000.0,5000.0
China,Guangzhou,City Center,23.1301964,113.2592945,5.0,116.73,55.84,44.44,47.1,762.13,142.22,19.92,45,3.24,Clear,89.36,506.49,5000.0,1069.99
China,Beijing,Sector_3,40.16577,116.44844,5.0,285.9,84.65,53.5,0.0,2402.56,336.84,-2.97,93,2.0,Mist,1029.52,5000.0,5000.0,5000.0
China,Chengdu,Sector_3,30.66383,104.11162,5.0,305.8,40.17,38.94,50.03,1568.66,341.87,9.95,81,1.0,Mist,5.44,5000.0,5000.0,5000.0
China,Guangzhou,Sector_3,23.14762,113.25386,5.0,116.73,55.84,44.44,47.1,762.13,142.22,19.99,45,3.24,Clear,159.18,1004.11,5000.0,1909.02
China,Shenzhen,City Center,22.5445741,114.0545429,5.0,155.49,30.33,58.91,104.61,637.67,195.94,20.48,80,2.15,Clear,98.35,5000.0,5000.0,5000.0
China,Shenzhen,Sector_1,22.56266,114.05894,5.0,155.49,30.33,58.91,104.61,637.67,195.94,20.35,80,2.13,Clear,26.42,5000.0,5000.0,5000.0
China,Guangzhou,Sector_2,23.14385,113.26809,5.0,116.73,55.84,44.44,47.1,762.13,142.22,19.84,45,3.24,Clear,62.97,5000.0,5000.0,5000.0
China,Shenzhen,Sector_3,22.51941,114.0313,5.0,155.49,30.33,58.91,104.61,637.67,195.94,19.68,75,2.38,Clear,3.95,1141.3,5000.0,5000.0
China,Shenzhen,Sector_4,22.57746,114.04495,5.0,155.49,30.33,58.91,104.61,637.67,195.94,18.35,72,2.13,Clear,259.35,5000.0,5000.0,5000.0
China,Guangzhou,Sector_1,23.11853,113.22078,5.0,116.73,55.84,44.44,47.1,762.13,142.22,20.59,44,3.27,Clear,45.97,64.3,5000.0,5000.0
China,Shenzhen,Sector_2,22.5506,114.08258,5.0,155.49,30.33,58.91,104.61,637.67,195.94,19.76,75,1.9,Clear,119.94,602.78,5000.0,813.3
China,Tianjin,Sector_2,39.09384,117.19195,5.0,153.76,74.78,35.21,0.0,1301.93,191.73,-2.03,93,1.0,Mist,210.7,5000.0,5000.0,5000.0
China,Tianjin,Sector_3,39.10927,117.21095,5.0,152.1,73.34,37.56,0.01,1286.58,190.25,-2.03,93,1.0,Mist,16.66,5000.0,5000.0,5000.0
China,Tianjin,Sector_4,39.12231,117.20617,5.0,152.1,73.34,37.56,0.01,1286.58,190.25,-2.03,93,1.0,Mist,66.99,5000.0,5000.0,5000.0
China,Wuhan,City Center,30.5951051,114.2999353,5.0,398.14,135.22,31.98,0.0,2393.07,446.23,6.02,52,1.97,Clear,19.18,5000.0,5000.0,5000.0
China,Tianjin,City Center,39.0844897,117.1956724,5.0,153.76,74.78,35.21,0.0,1301.93,191.73,-2.02,93,1.0,Mist,196.5,5000.0,5000.0,5000.0
China,Wuhan,Sector_2,30.57246,114.30121,5.0,398.14,135.22,31.98,0.0,2393.07,446.23,6.12,51,1.92,Clear,394.86,1347.19,5000.0,5000.0
China,Wuhan,Sector_3,30.60337,114.28945,5.0,407.01,138.49,36.08,0.0,2538.32,458.01,6.03,52,1.97,Clear,93.27,5000.0,5000.0,5000.0
China,Wuhan,Sector_4,30.60506,114.30404,5.0,407.01,138.49,36.08,0.0,2538.32,458.01,6.01,52,1.97,Clear,48.43,5000.0,5000.0,5000.0
China,Dongguan,City Center,23.0183568,113.7452332,5.0,140.02,87.07,64.58,32.13,958.4,175.19,20.42,48,1.9,Clear,79.11,5000.0,5000.0,5000.0
China,Wuhan,Sector_1,30.62402,114.27692,5.0,407.01,138.49,36.08,0.0,2538.32,458.01,6.04,81,2.0,Mist,69.98,5000.0,5000.0,5000.0
China,Dongguan,Sector_2,23.00159,113.76604,5.0,140.02,87.07,64.58,32.13,958.4,175.19,20.43,48,1.91,Clear,67.35,5000.0,5000.0,5000.0
China,Dongguan,Sector_3,23.00698,113.70346,5.0,140.02,87.07,64.58,32.13,958.4,175.19,20.6,48,2.39,Clear,207.87,5000.0,5000.0,5000.0
China,Dongguan,Sector_4,23.00965,113.73939,5.0,140.02,87.07,64.58,32.13,958.4,175.19,20.58,48,2.19,Clear,28.26,5000.0,5000.0,5000.0
China,Xi'an,City Center,34.261004,108.9423363,5.0,165.93,13.36,6.02,67.21,833.92,186.7,1.45,46,1.79,Clouds,65.74,697.89,5000.0,5000.0
China,Guangzhou,Sector_4,23.09955,113.2464,5.0,116.73,55.84,44.44,47.1,762.13,142.22,20.59,44,3.27,Clear,162.2,133.56,5000.0,726.63
China,Xi'an,Sector_2,34.28779,108.96861,5.0,165.93,13.36,6.02,67.21,833.92,186.7,1.48,46,2.15,Clouds,96.64,5000.0,5000.0,5000.0
China,Dongguan,Sector_1,23.03843,113.77236,5.0,140.02,87.07,64.58,32.13,958.4,175.19,20.47,48,1.95,Clear,5.63,5000.0,5000.0,5000.0
China,Xi'an,Sector_1,34.21886,108.92842,5.0,165.93,13.36,6.02,67.21,833.92,186.7,7.07,45,1.54,Clouds,125.92,816.44,5000.0,5000.0
China,Xi'an,Sector_4,34.28555,108.93808,5.0,165.93,13.36,6.02,67.21,833.92,186.7,1.49,45,2.26,Clouds,7.92,1362.46,5000.0,5000.0
China,Xi'an,Sector_3,34.25295,108.9761,5.0,165.93,13.36,6.02,67.21,833.92,186.7,1.41,47,1.67,Clouds,51.23,495.95,5000.0,5000.0
China,Tianjin,Sector_1,39.09056,117.16185,5.0,153.76,74.78,35.21,0.0,1301.93,191.73,-2.0,93,1.0,Mist,573.83,5000.0,5000.0,5000.0
China,Hangzhou,Sector_2,30.26098,120.19805,5.0,234.72,94.56,20.84,0.0,1777.41,265.19,7.97,59,1.9,Clear,116.69,5000.0,5000.0,5000.0
China,Hangzhou,Sector_1,30.28929,120.18748,5.0,234.72,94.56,20.84,0.0,1777.41,265.19,7.97,60,1.96,Clear,13.42,1201.37,5000.0,5000.0
China,Hangzhou,Sector_3,30.23997,120.20147,5.0,240.73,98.45,24.84,0.0,1800.35,273.09,7.98,59,2.0,Clear,58.34,5000.0,5000.0,5000.0
China,Foshan,City Center,23.0239788,113.1159558,5.0,107.53,39.79,37.58,60.15,661.41,127.93,20.86,42,3.45,Clear,87.6,1154.31,657.37,609.38
China,Foshan,Sector_2,23.01522,113.10965,5.0,107.53,39.79,37.58,60.15,661.41,127.93,20.9,42,3.52,Clear,9.66,1315.01,1262.67,721.67
China,Foshan,Sector_1,23.06474,113.10006,5.0,107.53,39.79,37.58,60.15,661.41,127.93,20.72,44,3.48,Clear,191.8,8.69,1397.58,5000.0
China,Hangzhou,Sector_4,30.24182,120.17553,5.0,234.72,94.56,20.84,0.0,1777.41,265.19,7.95,59,1.9,Clear,128.34,972.72,2107.68,1015.78
China,Hangzhou,City Center,30.2489634,120.2052342,5.0,240.73,98.45,24.84,0.0,1800.35,273.09,7.97,59,2.0,Clear,238.87,5000.0,5000.0,5000.0
China,Nanjing,Sector_1,32.03282,118.77326,5.0,218.88,96.1,37.63,0.0,1988.69,262.22,7.12,48,2.64,Clear,48.73,5000.0,5000.0,5000.0
China,Nanjing,Sector_2,32.06369,118.7764,5.0,218.88,96.1,37.63,0.0,1988.69,262.22,7.02,48,2.66,Clear,46.23,5000.0,5000.0,5000.0
China,Nanjing,City Center,32.0438284,118.7788631,5.0,218.88,96.1,37.63,0.0,1988.69,262.22,7.02,48,2.66,Clear,13.32,5000.0,5000.0,5000.0
China,Foshan,Sector_3,23.03115,113.14266,5.0,107.53,39.79,37.58,60.15,661.41,127.93,20.86,42,3.45,Clear,0.34,301.38,1586.58,5000.0
China,Foshan,Sector_4,23.02247,113.10026,5.0,107.53,39.79,37.58,60.15,661.41,127.93,20.9,42,3.52,Clear,103.27,1329.31,5000.0,949.87
China,Shenyang,Sector_1,41.81621,123.38577,5.0,221.04,155.81,510.09,0.0,5339.64,254.5,-9.94,50,2.43,Clouds,610.04,5000.0,5000.0,5000.0
China,Shenyang,Sector_2,41.76345,123.41054,5.0,161.57,123.45,266.6,0.0,3458.42,191.95,-9.92,73,1.0,Clouds,659.08,5000.0,5000.0,5000.0
China,Nanjing,Sector_3,32.00822,118.77759,5.0,218.88,96.1,37.63,0.0,1988.69,262.22,7.04,48,2.63,Clear,22.6,239.69,1267.61,826.95
China,Shenyang,Sector_4,41.80551,123.45453,5.0,186.94,131.16,333.25,0.0,4038.48,221.5,-9.99,73,1.0,Clouds,93.83,5000.0,5000.0,5000.0
China,Shenyang,City Center,41.8026095,123.4279105,5.0,186.94,131.16,333.25,0.0,4038.48,221.5,-9.97,73,1.0,Clouds,136.99,5000.0,5000.0,5000.0
China,Qingdao,Sector_1,36.08825,120.42592,3.0,46.49,18.7,19.64,56.79,395.05,69.92,-2.28,48,0.94,Clear,1122.56,5000.0,5000.0,5000.0
China,Qingdao,Sector_2,36.05002,120.37199,4.0,56.84,26.09,22.31,50.57,504.23,83.27,-0.95,48,1.07,Clear,1094.04,5000.0,5000.0,5000.0
China,Qingdao,Sector_3,36.08114,120.35432,4.0,56.84,26.09,22.31,50.57,504.23,83.27,-1.18,49,1.0,Clear,150.87,1127.32,5000.0,1776.2
China,Qingdao,Sector_4,36.0445,120.35415,4.0,56.84,26.09,22.31,50.57,504.23,83.27,-0.95,48,1.24,Clear,721.82,5000.0,5000.0,5000.0
China,Zhengzhou,City Center,34.7472531,113.619321,5.0,394.98,121.08,24.89,0.0,2732.8,457.64,5.76,55,3.24,Clear,183.83,5000.0,5000.0,5000.0
China,Zhengzhou,Sector_1,34.75948,113.57992,5.0,339.53,115.48,23.01,0.0,2298.77,397.94,5.67,55,3.27,Clear,2.68,5000.0,5000.0,5000.0
China,Qingdao,City Center,36.0663249,120.3777659,4.0,56.84,26.09,22.31,50.57,504.23,83.27,-1.0,48,1.07,Clear,84.18,1291.76,5000.0,5000.0
China,Zhengzhou,Sector_3,34.76449,113.60148,5.0,394.98,121.08,24.89,0.0,2732.8,457.64,5.8,55,3.28,Clear,147.06,5000.0,5000.0,5000.0
China,Zhengzhou,Sector_4,34.75967,113.58151,5.0,339.53,115.48,23.01,0.0,2298.77,397.94,5.67,55,3.27,Clear,128.94,5000.0,5000.0,5000.0
China,Changsha,City Center,28.2312227,112.9334574,5.0,210.13,40.28,42.37,46.43,1140.38,237.89,9.99,34,2.78,Clear,233.17,5000.0,5000.0,5000.0
China,Changsha,Sector_1,28.21299,112.95113,5.0,210.13,40.28,42.37,46.43,1140.38,237.89,10.16,34,2.84,Clear,35.51,5000.0,5000.0,5000.0
China,Shenyang,Sector_3,41.84149,123.40016,5.0,186.94,131.16,333.25,0.0,4038.48,221.5,-9.94,51,2.51,Clouds,289.86,5000.0,5000.0,5000.0
China,Zhengzhou,Sector_2,34.73999,113.64225,5.0,394.98,121.08,24.89,0.0,2732.8,457.64,5.76,55,3.24,Clear,297.83,5000.0,5000.0,5000.0
China,Changsha,Sector_4,28.19899,112.95586,5.0,200.6,39.18,42.63,46.82,1113.65,227.97,10.25,34,2.84,Clear,34.24,5000.0,5000.0,5000.0
China,Changsha,Sector_2,28.23024,112.95657,5.0,210.13,40.28,42.37,46.43,1140.38,237.89,10.16,34,2.7,Clear,68.23,5000.0,5000.0,5000.0
China,Nanjing,Sector_4,32.04964,118.76105,5.0,218.88,96.1,37.63,0.0,1988.69,262.22,7.02,48,2.66,Clear,16.83,5000.0,5000.0,5000.0
China,Kunming,Sector_2,25.07215,102.73134,3.0,43.05,25.17,4.36,14.88,622.39,49.65,5.97,93,0.0,Clouds,26.54,784.84,1775.08,590.28
China,Kunming,Sector_1,25.0703,102.70646,3.0,43.05,25.17,4.36,14.88,622.39,49.65,5.98,93,0.0,Clouds,66.21,744.09,814.94,1004.59
China,Kunming,Sector_4,25.03393,102.67008,3.0,43.05,25.17,4.36,14.88,622.39,49.65,6.03,93,0.0,Clouds,3.71,5000.0,5000.0,5000.0
China,Jinan,City Center,36.6519754,117.1138479,5.0,335.42,112.7,59.65,0.0,2732.33,396.4,3.65,52,2.33,Clear,237.64,1796.91,5000.0,5000.0
China,Changsha,Sector_3,28.2109,112.91452,5.0,210.13,40.28,42.37,46.43,1140.38,237.89,12.32,34,2.9,Clear,314.71,5000.0,5000.0,5000.0
China,Jinan,Sector_2,36.66923,117.06907,5.0,335.42,112.7,59.65,0.0,2732.33,396.4,4.29,51,2.25,Clear,59.94,750.57,5000.0,1040.64
China,Jinan,Sector_3,36.64936,117.12926,5.0,335.42,112.7,59.65,0.0,2732.33,396.4,3.65,52,2.33,Clear,60.72,5000.0,5000.0,5000.0
China,Jinan,Sector_4,36.63772,117.08219,5.0,335.42,112.7,59.65,0.0,2732.33,396.4,3.69,52,2.37,Clear,299.02,5000.0,5000.0,5000.0
China,Shantou,City Center,23.3563921,116.6775856,3.0,28.61,4.28,7.84,104.54,228.34,48.11,18.95,68,2.0,Clear,74.8,5000.0,5000.0,5000.0
China,Shantou,Sector_1,23.35425,116.7156,3.0,28.61,4.28,7.84,104.54,228.34,48.11,19.01,68,2.0,Clear,77.4,214.89,5000.0,5000.0
China,Kunming,City Center,25.0363006,102.7086139,3.0,43.05,25.17,4.36,14.88,622.39,49.65,5.97,93,0.0,Clouds,32.37,570.35,1555.74,1192.51
China,Jinan,Sector_1,36.68601,117.10173,5.0,335.42,112.7,59.65,0.0,2732.33,396.4,4.35,50,1.98,Clear,8.84,105.8,5000.0,5000.0
China,Shantou,Sector_4,23.38793,116.67643,3.0,28.61,4.28,7.84,104.54,228.34,48.11,19.01,68,2.0,Clear,80.76,899.66,5000.0,5000.0
China,Shantou,Sector_2,23.31313,116.67697,3.0,28.61,4.28,7.84,104.54,228.34,48.11,18.64,68,2.0,Clear,678.42,5000.0,5000.0,5000.0
China,Shantou,Sector_3,23.37023,116.68033,3.0,28.61,4.28,7.84,104.54,228.34,48.11,18.97,68,2.0,Clear,83.94,5000.0,5000.0,5000.0
China,Kunming,Sector_3,25.03272,102.69482,3.0,43.05,25.17,4.36,14.88,622.39,49.65,5.99,93,0.0,Clouds,159.21,1215.47,1732.88,1418.0
China,Hefei,Sector_2,31.84548,117.29638,5.0,248.51,94.86,23.73,0.2,1706.59,283.54,3.03,87,2.0,Mist,107.05,1699.46,5000.0,5000.0
China,Hefei,Sector_3,31.88661,117.26169,5.0,248.51,94.86,23.73,0.2,1706.59,283.54,2.99,87,2.0,Mist,89.51,5000.0,5000.0,5000.0
China,Hefei,City Center,31.8665676,117.281428,5.0,248.51,94.86,23.73,0.2,1706.59,283.54,3.0,87,2.0,Mist,66.66,1136.78,5000.0,5000.0
China,Hefei,Sector_1,31.86405,117.30786,5.0,248.51,94.86,23.73,0.2,1706.59,283.54,3.04,87,2.0,Mist,14.12,663.98,5000.0,5000.0
China,Harbin,Sector_2,45.75458,126.64896,5.0,111.01,78.57,29.84,0.03,1213.49,134.07,-16.17,82,1.8,Clouds,18.11,1096.44,5000.0,5000.0
China,Harbin,Sector_3,45.75904,126.6588,5.0,111.01,78.57,29.84,0.03,1213.49,134.07,-16.61,84,1.92,Clouds,36.2,593.16,5000.0,5000.0
China,Harbin,Sector_4,45.74716,126.58902,5.0,108.43,68.86,28.59,2.18,1186.6,131.63,-19.92,82,1.81,Clouds,8.21,338.91,5000.0,5000.0
China,Harbin,Sector_1,45.75544,126.58736,5.0,108.43,68.86,28.59,2.18,1186.6,131.63,-15.9,82,1.75,Clouds,30.65,778.61,2232.89,5000.0
China,Hefei,Sector_4,31.88419,117.28167,5.0,248.51,94.86,23.73,0.2,1706.59,283.54,3.03,87,2.0,Mist,69.8,5000.0,5000.0,5000.0
China,Suzhou,City Center,31.311123,120.6212881,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.52,66,2.5,Clear,35.18,399.54,5000.0,1471.77
China,Suzhou,Sector_1,31.33801,120.59382,5.0,269.38,98.03,33.25,0.0,1966.1,314.51,7.25,67,2.56,Clear,11.88,5000.0,5000.0,5000.0
China,Harbin,City Center,45.7593633,126.6276177,5.0,111.01,78.57,29.84,0.03,1213.49,134.07,-16.17,82,1.8,Clouds,61.33,453.91,1011.96,2450.3
China,Suzhou,Sector_3,31.33242,120.60485,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.28,67,2.45,Clear,2.9,228.22,5000.0,1967.09
China,Dalian,Sector_1,38.88909,121.60513,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-3.43,93,0.0,Clear,350.98,5000.0,5000.0,5000.0
China,Suzhou,Sector_2,31.28962,120.65942,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.54,66,2.45,Clear,68.67,5000.0,5000.0,5000.0
China,Dalian,Sector_3,38.87236,121.60017,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-2.83,93,0.0,Clear,175.41,5000.0,5000.0,5000.0
China,Dalian,Sector_2,38.9251,121.64096,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-2.92,93,0.0,Clear,57.53,5000.0,5000.0,5000.0
China,Suzhou,Sector_4,31.30807,120.63121,5.0,283.34,104.86,41.39,0.0,2124.1,333.39,7.54,66,2.45,Clear,8.84,185.57,5000.0,1391.42
China,Dalian,City Center,38.9130495,121.6098013,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-3.03,93,0.0,Clear,5000.0,5000.0,5000.0,5000.0
China,Ningbo,City Center,29.8622194,121.6203873,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist,96.31,5000.0,5000.0,5000.0
China,Ningbo,Sector_1,29.85139,121.64949,5.0,230.04,111.89,34.72,0.0,1945.6,269.2,7.0,81,2.0,Mist,72.51,5000.0,5000.0,5000.0
