Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump
India,Thane,Sector_3,19.3192,73.38423,5.0,213.77,8.93,36.0,215.7,967.12,241.36,24.58,41,0.22,Clear,75.6,5000.0,5000.0,5000.0
India,Indore,Sector_1,22.72945,75.83113,5.0,108.27,10.02,9.21,95.63,461.69,119.27,18.07,63,2.06,Haze,151.4,256.26,5000.0,5000.0
India,Pimpri-Chinchwad,City Center,18.6279288,73.8009829,5.0,111.23,5.33,12.81,136.51,417.94,119.54,23.47,40,1.26,Clear,170.24,483.57,1686.31,5000.0
India,Pimpri-Chinchwad,Sector_1,18.65034,73.82146,5.0,111.23,5.33,12.81,136.51,417.94,119.54,23.2,40,1.34,Clear,139.4,0.0,5000.0,5000.0
India,Visakhapatnam,Sector_4,17.68461,83.28426,5.0,200.53,2.14,9.5,175.78,533.59,214.35,20.78,88,1.03,Mist,162.5,286.21,5000.0,5000.0
India,Pimpri-Chinchwad,Sector_4,18.6331,73.78686,5.0,121.94,4.21,14.13,154.52,441.0,132.62,23.45,40,1.26,Clear,54.72,93.28,1594.66,5000.0
India,Patna,City Center,25.6093239,85.1235252,5.0,209.33,16.75,7.75,80.87,1074.69,243.45,18.97,82,2.06,Fog,36.17,1704.98,5000.0,5000.0
India,Patna,Sector_1,25.58954,85.14191,5.0,188.91,14.44,6.81,79.74,922.25,219.1,18.97,82,2.06,Fog,653.59,1148.37,5000.0,5000.0
India,Pimpri-Chinchwad,Sector_3,18.63442,73.77651,5.0,121.94,4.21,14.13,154.52,441.0,132.62,23.44,40,1.26,Clear,217.86,231.75,1441.92,5000.0
India,Pimpri-Chinchwad,Sector_2,18.63154,73.78842,5.0,121.94,4.21,14.13,154.52,441.0,132.62,23.45,40,1.26,Clear,140.03,323.03,1572.53,5000.0
India,Patna,Sector_3,25.60193,85.08145,5.0,209.33,16.75,7.75,80.87,1074.69,243.45,18.95,82,2.06,Fog,0.43,5000.0,5000.0,5000.0
India,Patna,Sector_2,25.57147,85.14494,5.0,188.91,14.44,6.81,79.74,922.25,219.1,19.01,82,2.06,Fog,332.91,5000.0,5000.0,5000.0
India,Bhopal,Sector_1,23.23264,77.41403,4.0,72.52,4.95,2.29,65.94,323.52,78.56,17.04,59,2.57,Haze,76.22,5000.0,5000.0,5000.0
India,Patna,Sector_4,25.60239,85.15078,5.0,209.33,16.75,7.75,80.87,1074.69,243.45,18.97,82,2.06,Fog,114.51,5000.0,5000.0,5000.0
India,Vadodara,Sector_3,22.31011,73.23386,5.0,137.45,14.03,21.37,137.6,579.46,151.2,21.0,64,2.06,Haze,188.11,5000.0,5000.0,5000.0
India,Vadodara,City Center,22.2973142,73.1942567,5.0,142.58,11.87,19.76,140.89,570.24,155.76,21.98,60,1.03,Haze,54.01,5000.0,5000.0,5000.0
India,Vadodara,Sector_4,22.26659,73.17408,5.0,142.58,11.87,19.76,140.89,570.24,155.76,21.03,64,2.06,Haze,432.95,5000.0,5000.0,5000.0
India,Vadodara,Sector_1,22.31391,73.20132,5.0,137.45,14.03,21.37,137.6,579.46,151.2,20.99,64,2.06,Haze,30.73,5000.0,5000.0,5000.0
India,Vadodara,Sector_2,22.29496,73.18228,5.0,142.58,11.87,19.76,140.89,570.24,155.76,21.03,64,2.06,Haze,429.16,776.92,5000.0,5000.0
India,Ghaziabad,City Center,28.7749966,77.4586967,5.0,199.78,36.72,5.05,42.32,1093.13,254.22,19.82,28,2.16,Clear,1004.85,1644.05,5000.0,5000.0
India,Ghaziabad,Sector_2,28.78528,77.46545,5.0,199.78,36.72,5.05,42.32,1093.13,254.22,19.17,29,2.26,Clear,114.23,5000.0,5000.0,5000.0
India,Ghaziabad,Sector_1,28.79356,77.4152,5.0,199.78,36.72,5.05,42.32,1093.13,254.22,19.88,28,2.17,Clear,77.04,5000.0,5000.0,5000.0
India,Ghaziabad,Sector_3,28.73113,77.45964,5.0,199.78,36.72,5.05,42.32,1093.13,254.22,20.11,27,2.09,Clear,281.38,696.49,5000.0,5000.0
India,Ludhiana,Sector_2,30.92852,75.81194,5.0,225.55,25.48,4.15,74.64,1308.47,275.16,16.39,33,2.22,Clouds,452.93,5000.0,5000.0,5000.0
India,Ghaziabad,Sector_4,28.79047,77.46466,5.0,199.78,36.72,5.05,42.32,1093.13,254.22,19.49,29,2.22,Clear,94.28,5000.0,5000.0,5000.0
India,Ludhiana,Sector_1,30.90433,75.83774,5.0,225.55,25.48,4.15,74.64,1308.47,275.16,16.33,33,2.28,Clouds,126.9,1537.12,5000.0,5000.0
India,Ludhiana,City Center,30.9090157,75.851601,5.0,225.55,25.48,4.15,74.64,1308.47,275.16,16.33,33,2.28,Clouds,3.83,1388.43,5000.0,5000.0
India,Agra,Sector_1,27.14406,78.02774,5.0,159.47,13.07,4.97,103.06,620.47,206.46,18.1,34,1.16,Clear,699.29,5000.0,5000.0,5000.0
India,Ludhiana,Sector_3,30.93282,75.86008,5.0,225.55,25.48,4.15,74.64,1308.47,275.16,16.23,34,2.27,Clouds,191.43,5000.0,5000.0,5000.0
India,Agra,City Center,27.1752554,78.0098161,5.0,159.47,13.07,4.97,103.06,620.47,206.46,18.22,34,1.13,Clear,107.15,5000.0,5000.0,5000.0
India,Ludhiana,Sector_4,30.91528,75.88796,5.0,225.55,25.48,4.15,74.64,1308.47,275.16,16.17,34,2.35,Clouds,171.75,5000.0,5000.0,5000.0
India,Agra,Sector_2,27.15052,77.97241,5.0,167.92,14.2,4.97,101.55,656.84,218.69,18.15,34,1.11,Clear,572.8,5000.0,5000.0,5000.0
India,Agra,Sector_4,27.16888,77.9824,5.0,167.92,14.2,4.97,101.55,656.84,218.69,18.15,34,1.11,Clear,201.58,5000.0,5000.0,5000.0
India,Agra,Sector_3,27.2053,78.0132,5.0,169.46,17.25,6.47,101.48,695.5,218.52,18.32,34,1.09,Clear,301.43,5000.0,5000.0,5000.0
India,Nashik,City Center,20.0112475,73.7902364,5.0,179.62,31.77,32.33,126.03,1113.2,212.88,21.01,38,2.21,Clear,43.65,388.16,814.74,5000.0
India,Nashik,Sector_2,20.03367,73.75545,5.0,179.62,31.77,32.33,126.03,1113.2,212.88,20.79,38,2.26,Clear,1231.92,5000.0,5000.0,5000.0
India,Nashik,Sector_4,20.0082,73.76029,5.0,179.62,31.77,32.33,126.03,1113.2,212.88,21.01,38,2.29,Clear,46.04,5000.0,5000.0,5000.0
India,Nashik,Sector_1,20.00742,73.76649,5.0,179.62,31.77,32.33,126.03,1113.2,212.88,21.01,38,2.29,Clear,32.18,5000.0,5000.0,5000.0
India,Nashik,Sector_3,20.0052,73.80229,5.0,166.56,38.68,31.77,104.96,1156.07,201.34,21.01,38,2.21,Clear,94.1,906.06,394.14,5000.0
India,Faridabad,City Center,28.4031478,77.3105561,5.0,194.05,32.99,7.26,59.47,988.75,251.03,16.14,26,2.37,Clear,93.27,1287.57,5000.0,5000.0
India,Faridabad,Sector_3,28.39548,77.28934,5.0,194.29,32.48,9.05,67.48,955.63,250.24,16.13,27,2.46,Clear,219.02,5000.0,5000.0,5000.0
India,Faridabad,Sector_1,28.41693,77.30895,5.0,194.05,32.99,7.26,59.47,988.75,251.03,16.15,26,2.37,Clear,151.03,407.85,5000.0,5000.0
India,Faridabad,Sector_2,28.42859,77.323,5.0,194.05,32.99,7.26,59.47,988.75,251.03,16.14,26,2.31,Clear,9.5,1521.72,5000.0,5000.0
India,Meerut,Sector_1,29.00357,77.7887,5.0,222.29,38.59,6.21,52.85,1276.5,279.34,18.22,30,1.74,Clear,5000.0,5000.0,5000.0,5000.0
India,Meerut,Sector_2,28.97977,77.77286,5.0,212.85,37.72,5.78,46.05,1200.58,268.05,18.22,30,1.74,Clear,998.9,5000.0,5000.0,5000.0
India,Meerut,City Center,29.0018557,77.7679671,5.0,222.29,38.59,6.21,52.85,1276.5,279.34,18.22,30,1.74,Clear,526.21,5000.0,5000.0,5000.0
India,Faridabad,Sector_4,28.3873,77.3168,5.0,194.29,32.48,9.05,67.48,955.63,250.24,16.17,27,2.43,Clear,125.54,0.0,5000.0,5000.0
India,Meerut,Sector_3,29.03043,77.7755,5.0,222.29,38.59,6.21,52.85,1276.5,279.34,18.11,31,1.68,Clear,339.26,465.37,5000.0,5000.0
India,Meerut,Sector_4,29.04296,77.78764,5.0,222.29,38.59,6.21,52.85,1276.5,279.34,17.96,31,1.63,Clear,580.51,768.8,5000.0,5000.0
India,Rajkot,City Center,22.3053263,70.8028377,5.0,155.76,11.61,8.3,122.62,620.5,169.13,27.29,41,4.01,Clear,105.91,5000.0,5000.0,5000.0
India,Rajkot,Sector_1,22.33737,70.81913,5.0,155.76,11.61,8.3,122.62,620.5,169.13,27.35,41,4.12,Clear,194.19,5000.0,5000.0,5000.0
India,Rajkot,Sector_2,22.29023,70.82349,5.0,155.76,11.61,8.3,122.62,620.5,169.13,27.24,41,4.0,Clear,60.89,5000.0,5000.0,5000.0
India,Kalyan-Dombivli,Sector_1,19.22264,73.17212,5.0,196.55,6.69,32.71,216.58,834.47,220.17,26.01,41,0.93,Clear,180.25,5000.0,5000.0,5000.0
India,Rajkot,Sector_4,22.29208,70.78998,5.0,148.8,8.92,9.27,133.73,565.95,160.83,27.22,41,3.94,Clear,104.21,5000.0,5000.0,5000.0
India,Kalyan-Dombivli,City Center,19.2391602,73.1293186,5.0,196.55,6.69,32.71,216.58,834.47,220.17,26.08,40,1.21,Clear,59.35,5000.0,5000.0,5000.0
India,Rajkot,Sector_3,22.29778,70.79594,5.0,148.8,8.92,9.27,133.73,565.95,160.83,27.25,41,3.94,Clear,87.79,5000.0,5000.0,5000.0
India,Kalyan-Dombivli,Sector_3,19.22227,73.12511,5.0,196.55,6.69,32.71,216.58,834.47,220.17,26.03,40,1.05,Clear,145.36,5000.0,5000.0,5000.0
India,Vasai-Virar,City Center,19.4210423,72.8197221,5.0,192.7,6.2,33.05,219.43,789.84,214.55,26.11,58,3.21,Clear,22.03,5000.0,5000.0,5000.0
India,Kalyan-Dombivli,Sector_4,19.26973,73.13194,5.0,196.55,6.69,32.71,216.58,834.47,220.17,26.04,40,1.35,Clear,273.03,1280.63,5000.0,5000.0
India,Kalyan-Dombivli,Sector_2,19.25614,73.13116,5.0,196.55,6.69,32.71,216.58,834.47,220.17,26.05,40,1.21,Clear,123.98,382.21,5000.0,5000.0
India,Vasai-Virar,Sector_1,19.41337,72.81297,5.0,192.7,6.2,33.05,219.43,789.84,214.55,26.13,58,3.21,Clear,44.42,5000.0,5000.0,5000.0
India,Vasai-Virar,Sector_3,19.42006,72.78734,5.0,169.1,2.42,30.67,225.29,597.95,185.13,26.09,60,3.44,Clear,343.12,5000.0,5000.0,5000.0
India,Vasai-Virar,Sector_4,19.3869,72.83987,5.0,179.34,4.45,29.41,217.45,701.87,198.98,26.13,56,3.13,Clear,1280.96,5000.0,5000.0,5000.0
India,Vasai-Virar,Sector_2,19.43039,72.8167,5.0,192.7,6.2,33.05,219.43,789.84,214.55,26.05,56,2.98,Clear,113.34,5000.0,5000.0,5000.0
India,Varanasi,Sector_1,25.31564,83.02263,5.0,135.28,7.12,3.92,89.47,548.16,158.66,16.11,35,1.58,Clear,555.18,5000.0,5000.0,5000.0
India,Varanasi,Sector_2,25.36455,83.04062,5.0,135.28,7.12,3.92,89.47,548.16,158.66,16.19,35,1.62,Clear,146.68,1249.17,1644.69,5000.0
India,Varanasi,Sector_3,25.36405,82.97191,5.0,131.85,5.88,3.5,88.52,519.14,155.13,16.18,35,1.63,Clear,333.39,5000.0,5000.0,5000.0
India,Varanasi,City Center,25.3356491,83.0076292,5.0,135.28,7.12,3.92,89.47,548.16,158.66,16.16,35,1.61,Clear,133.49,5000.0,5000.0,5000.0
India,Varanasi,Sector_4,25.35624,83.00576,5.0,135.28,7.12,3.92,89.47,548.16,158.66,16.2,35,1.63,Clear,21.22,5000.0,5000.0,5000.0
India,Srinagar,Sector_1,34.07489,74.78475,5.0,204.12,29.06,4.85,84.17,1708.34,258.81,9.22,29,0.48,Clouds,352.77,1354.56,5000.0,5000.0
India,Srinagar,Sector_2,34.03151,74.82869,5.0,213.35,26.31,4.62,89.27,1655.35,264.45,9.05,29,0.37,Clouds,205.19,5000.0,5000.0,5000.0
India,Srinagar,Sector_3,34.06003,74.81846,5.0,213.35,26.31,4.62,89.27,1655.35,264.45,9.22,28,0.59,Clouds,66.81,2144.31,1222.74,5000.0
India,Srinagar,City Center,34.0747444,74.8204443,5.0,213.35,26.31,4.62,89.27,1655.35,264.45,9.22,28,0.59,Clouds,24.38,1111.31,2222.98,5000.0
India,Srinagar,Sector_4,34.08867,74.86816,5.0,213.35,26.31,4.62,89.27,1655.35,264.45,9.9,27,1.06,Clouds,119.33,5000.0,5000.0,5000.0
India,Aurangabad,Sector_1,19.89377,75.38053,5.0,112.73,6.97,10.47,104.68,410.12,120.75,18.88,68,0.0,Haze,175.61,0.0,5000.0,5000.0
India,Aurangabad,Sector_2,19.88235,75.37769,5.0,112.73,6.97,10.47,104.68,410.12,120.75,18.88,68,0.0,Haze,400.35,0.0,5000.0,5000.0
India,Aurangabad,City Center,19.877263,75.3390241,5.0,112.73,6.97,10.47,104.68,410.12,120.75,19.01,68,0.0,Haze,24.53,5000.0,5000.0,5000.0
India,Dhanbad,Sector_1,23.81239,86.45755,5.0,175.03,19.94,4.97,59.58,817.13,197.45,17.57,36,2.98,Clear,43.72,5000.0,5000.0,5000.0
India,Aurangabad,Sector_3,19.87305,75.30858,5.0,112.73,6.97,10.47,104.68,410.12,120.75,19.15,68,0.0,Haze,262.82,5000.0,5000.0,5000.0
